ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1;DonorregisterVastgelegdeKeuze_2
0;Totaal wel of niet geregistreerd;Nederland;2014;14591.0;100
1;Totaal wel of niet geregistreerd;Nederland;2015;14685.1;100
2;Totaal wel of niet geregistreerd;Nederland;2016;14782.6;100
3;Totaal wel of niet geregistreerd;Nederland;2017;14895.2;100
4;Totaal wel of niet geregistreerd;Nederland;2018;15005.8;100
5;Totaal wel of niet geregistreerd;Nederland;2019;15117.2;100
6;Totaal wel of niet geregistreerd;Nederland;2020;15247.4;100
7;Totaal wel of niet geregistreerd;Nederland;2021;15332.4;100
8;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2014;1498.4;100
9;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2015;1503.2;100
10;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2016;1507.1;100
11;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2017;1513.1;100
12;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2018;1516.0;100
13;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2019;1520.5;100
14;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2020;1528.2;100
15;Totaal wel of niet geregistreerd;Noord-Nederland (LD);2021;1534.6;100
16;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2014;3063.0;100
17;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2015;3081.1;100
18;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2016;3102.9;100
19;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2017;3127.1;100
20;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2018;3150.3;100
21;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2019;3176.2;100
22;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2020;3204.7;100
23;Totaal wel of niet geregistreerd;Oost-Nederland (LD);2021;3227.5;100
24;Totaal wel of niet geregistreerd;West-Nederland (LD);2014;6868.2;100
25;Totaal wel of niet geregistreerd;West-Nederland (LD);2015;6925.8;100
26;Totaal wel of niet geregistreerd;West-Nederland (LD);2016;6983.2;100
27;Totaal wel of niet geregistreerd;West-Nederland (LD);2017;7047.6;100
28;Totaal wel of niet geregistreerd;West-Nederland (LD);2018;7114.7;100
29;Totaal wel of niet geregistreerd;West-Nederland (LD);2019;7178.2;100
30;Totaal wel of niet geregistreerd;West-Nederland (LD);2020;7251.4;100
31;Totaal wel of niet geregistreerd;West-Nederland (LD);2021;7294.7;100
32;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2014;3161.3;100
33;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2015;3175.1;100
34;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2016;3189.4;100
35;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2017;3207.4;100
36;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2018;3224.8;100
37;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2019;3242.4;100
38;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2020;3263.2;100
39;Totaal wel of niet geregistreerd;Zuid-Nederland (LD);2021;3275.7;100
40;Totaal wel of niet geregistreerd;Groningen (PV);2014;513.8;100
41;Totaal wel of niet geregistreerd;Groningen (PV);2015;515.9;100
42;Totaal wel of niet geregistreerd;Groningen (PV);2016;516.9;100
43;Totaal wel of niet geregistreerd;Groningen (PV);2017;517.3;100
44;Totaal wel of niet geregistreerd;Groningen (PV);2018;517.5;100
45;Totaal wel of niet geregistreerd;Groningen (PV);2019;519.2;100
46;Totaal wel of niet geregistreerd;Groningen (PV);2020;521.6;100
47;Totaal wel of niet geregistreerd;Groningen (PV);2021;523.6;100
48;Totaal wel of niet geregistreerd;Fryslân (PV);2014;558.8;100
49;Totaal wel of niet geregistreerd;Fryslân (PV);2015;560.5;100
50;Totaal wel of niet geregistreerd;Fryslân (PV);2016;562.1;100
51;Totaal wel of niet geregistreerd;Fryslân (PV);2017;564.3;100
52;Totaal wel of niet geregistreerd;Fryslân (PV);2018;565.7;100
53;Totaal wel of niet geregistreerd;Fryslân (PV);2019;567.3;100
54;Totaal wel of niet geregistreerd;Fryslân (PV);2020;570.3;100
55;Totaal wel of niet geregistreerd;Fryslân (PV);2021;573.0;100
56;Totaal wel of niet geregistreerd;Drenthe (PV);2014;425.7;100
57;Totaal wel of niet geregistreerd;Drenthe (PV);2015;426.8;100
58;Totaal wel of niet geregistreerd;Drenthe (PV);2016;428.1;100
59;Totaal wel of niet geregistreerd;Drenthe (PV);2017;431.5;100
60;Totaal wel of niet geregistreerd;Drenthe (PV);2018;432.8;100
61;Totaal wel of niet geregistreerd;Drenthe (PV);2019;434.0;100
62;Totaal wel of niet geregistreerd;Drenthe (PV);2020;436.2;100
63;Totaal wel of niet geregistreerd;Drenthe (PV);2021;438.0;100
64;Totaal wel of niet geregistreerd;Overijssel (PV);2014;976.9;100
65;Totaal wel of niet geregistreerd;Overijssel (PV);2015;980.8;100
66;Totaal wel of niet geregistreerd;Overijssel (PV);2016;987.3;100
67;Totaal wel of niet geregistreerd;Overijssel (PV);2017;992.8;100
68;Totaal wel of niet geregistreerd;Overijssel (PV);2018;998.7;100
69;Totaal wel of niet geregistreerd;Overijssel (PV);2019;1005.9;100
70;Totaal wel of niet geregistreerd;Overijssel (PV);2020;1013.6;100
71;Totaal wel of niet geregistreerd;Overijssel (PV);2021;1019.8;100
72;Totaal wel of niet geregistreerd;Flevoland (PV);2014;335.4;100
73;Totaal wel of niet geregistreerd;Flevoland (PV);2015;338.2;100
74;Totaal wel of niet geregistreerd;Flevoland (PV);2016;341.3;100
75;Totaal wel of niet geregistreerd;Flevoland (PV);2017;345.4;100
76;Totaal wel of niet geregistreerd;Flevoland (PV);2018;349.4;100
77;Totaal wel of niet geregistreerd;Flevoland (PV);2019;354.3;100
78;Totaal wel of niet geregistreerd;Flevoland (PV);2020;360.5;100
79;Totaal wel of niet geregistreerd;Flevoland (PV);2021;365.5;100
80;Totaal wel of niet geregistreerd;Gelderland (PV);2014;1750.7;100
81;Totaal wel of niet geregistreerd;Gelderland (PV);2015;1762.1;100
82;Totaal wel of niet geregistreerd;Gelderland (PV);2016;1774.3;100
83;Totaal wel of niet geregistreerd;Gelderland (PV);2017;1789.0;100
84;Totaal wel of niet geregistreerd;Gelderland (PV);2018;1802.2;100
85;Totaal wel of niet geregistreerd;Gelderland (PV);2019;1815.9;100
86;Totaal wel of niet geregistreerd;Gelderland (PV);2020;1830.6;100
87;Totaal wel of niet geregistreerd;Gelderland (PV);2021;1842.2;100
88;Totaal wel of niet geregistreerd;Utrecht (PV);2014;1100.1;100
89;Totaal wel of niet geregistreerd;Utrecht (PV);2015;1111.1;100
90;Totaal wel of niet geregistreerd;Utrecht (PV);2016;1122.3;100
91;Totaal wel of niet geregistreerd;Utrecht (PV);2017;1134.0;100
92;Totaal wel of niet geregistreerd;Utrecht (PV);2018;1145.3;100
93;Totaal wel of niet geregistreerd;Utrecht (PV);2019;1157.6;100
94;Totaal wel of niet geregistreerd;Utrecht (PV);2020;1170.6;100
95;Totaal wel of niet geregistreerd;Utrecht (PV);2021;1177.9;100
96;Totaal wel of niet geregistreerd;Noord-Holland (PV);2014;2376.1;100
97;Totaal wel of niet geregistreerd;Noord-Holland (PV);2015;2398.8;100
98;Totaal wel of niet geregistreerd;Noord-Holland (PV);2016;2421.9;100
99;Totaal wel of niet geregistreerd;Noord-Holland (PV);2017;2447.2;100
100;Totaal wel of niet geregistreerd;Noord-Holland (PV);2018;2472.1;100
101;Totaal wel of niet geregistreerd;Noord-Holland (PV);2019;2494.6;100
102;Totaal wel of niet geregistreerd;Noord-Holland (PV);2020;2521.1;100
103;Totaal wel of niet geregistreerd;Noord-Holland (PV);2021;2532.7;100
104;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2014;3059.4;100
105;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2015;3082.4;100
106;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2016;3104.4;100
107;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2017;3131.1;100
108;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2018;3161.1;100
109;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2019;3188.7;100
110;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2020;3221.8;100
111;Totaal wel of niet geregistreerd;Zuid-Holland (PV);2021;3243.8;100
112;Totaal wel of niet geregistreerd;Zeeland (PV);2014;332.7;100
113;Totaal wel of niet geregistreerd;Zeeland (PV);2015;333.5;100
114;Totaal wel of niet geregistreerd;Zeeland (PV);2016;334.5;100
115;Totaal wel of niet geregistreerd;Zeeland (PV);2017;335.3;100
116;Totaal wel of niet geregistreerd;Zeeland (PV);2018;336.3;100
117;Totaal wel of niet geregistreerd;Zeeland (PV);2019;337.2;100
118;Totaal wel of niet geregistreerd;Zeeland (PV);2020;338.0;100
119;Totaal wel of niet geregistreerd;Zeeland (PV);2021;340.3;100
120;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2014;2161.9;100
121;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2015;2175.4;100
122;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2016;2189.3;100
123;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2017;2204.8;100
124;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2018;2221.9;100
125;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2019;2239.7;100
126;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2020;2258.7;100
127;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2021;2271.8;100
128;Totaal wel of niet geregistreerd;Limburg (PV);2014;999.4;100
129;Totaal wel of niet geregistreerd;Limburg (PV);2015;999.7;100
130;Totaal wel of niet geregistreerd;Limburg (PV);2016;1000.1;100
131;Totaal wel of niet geregistreerd;Limburg (PV);2017;1002.6;100
132;Totaal wel of niet geregistreerd;Limburg (PV);2018;1002.9;100
133;Totaal wel of niet geregistreerd;Limburg (PV);2019;1002.8;100
134;Totaal wel of niet geregistreerd;Limburg (PV);2020;1004.4;100
135;Totaal wel of niet geregistreerd;Limburg (PV);2021;1003.9;100
136;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2014;120.4;100
137;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2015;120.8;100
138;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2016;120.8;100
139;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2017;120.0;100
140;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2018;119.7;100
141;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2019;119.9;100
142;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2020;120.3;100
143;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2021;121.0;100
144;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2014;42.2;100
145;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2015;42.0;100
146;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2016;41.7;100
147;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2017;41.5;100
148;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2018;41.1;100
149;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2019;40.9;100
150;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2020;40.8;100
151;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2021;40.7;100
