ID;Persoonskenmerken;Perioden;EenKeerPerWeekOfVaker_1;TweeKeerPerMaand_2;EenKeerPerMaand_3;MinderDanEenKeerPerMaand_4;ZeldenOfNooit_5;AantalAvondenPerWeekThuis1529Jr_6;EenKeerPerWeekOfVaker_7;EenKeerPerTweeWeken_8;MinderDanEenKeerPerTweeWeken_9;Nooit_10;EenKeerPerWeekOfVaker_11;TweeKeerPerMaand_12;EenKeerPerMaand_13;MinderDanEenKeerPerMaand_14;ZeldenOfNooit_15;Ja_16;Soms_17;Nee_18;Ja_19;Soms_20;Nee_21;Ja_22;Soms_23;Nee_24;Ja_25;Soms_26;Nee_27;Ja_28;Soms_29;Nee_30;Ja_31;Soms_32;Nee_33;HeeftGenoegVriendenInnen1217Jaar_34;WordtWelEensGepestOpSchoolStraat_35;WordtVaakGepest_36;ValtWelMee_37;VoeltZichVaakAlleen1217Jaar_38;BuitengewoonTevreden_39;ZeerTevreden_40;Tevreden_41;TamelijkTevreden_42;NietZoTevreden_43;ErgGelukkig_44;Gelukkig_45;NietGelukkigNietOngelukkig_46;NietZoGelukkig_47;Ongelukkig_48;BuitengewoonTevreden_49;ZeerTevreden_50;Tevreden_51;TamelijkTevreden_52;NietZoTevreden_53;TevredenheidMetPartner_54;TevredenheidMetGezin_55;TevredenheidMetFinancien_56;TevredenheidMetOpleiding_57;TevredenheidMetSamenleving_58;TotaalParticipantenVrijwilligerswerk_59;GeorganiseerdVrijwilligerswerk_60;Jeugdwerk_61;School_62;VerzorgingVerpleging_63;Sportvereniging_64;Hobbyvereniging_65;CultureleVereniging_66;LevensbeschouwelijkeOrganisatie_67;Arbeidsorganisatie_68;PolitiekeOrganisatie_69;AndereOrganisaties_70;InformeleHulp_71;Altijd_72;Meestal_73;Soms_74;Zelden_75;Nooit_76;Meer_77;Evenveel_78;Minder_79;Niet_80;NietVanToepassing_81;Meer_82;Evenveel_83;Minder_84;Niet_85;NietVanToepassing_86;Meer_87;Evenveel_88;Minder_89;Niet_90;NietVanToepassing_91;GeenKerkelijkeGezindte_92;RoomsKatholiek_93;ProtestantseKerkInNederland_94;NederlandsHervormd_95;Gereformeerd_96;OverigeKerkelijkeGezindte_97;EenKeerPerWeekOfVaker_98;TweeTotDrieKeerPerMaand_99;EenKeerPerMaand_100;MinderDanEenKeerPerMaand_101;ZeldenOfNooit_102
34;Vrouwen;2001;88.0;6.0;3.0;2.0;1.0;4.0;67.0;11.0;15.0;7.0;81.0;10.0;5.0;2.0;2.0;92.0;7.0;1.0;2.0;10.0;88.0;95.0;3.0;2.0;90.0;8.0;2.0;72.0;6.0;22.0;15.0;18.0;67.0;95.0;15.0;2.0;14.0;5.0;13.0;37.0;41.0;6.0;2.0;21.0;68.0;9.0;3.0;0.0;8.0;34.0;46.0;9.0;3.0;9.0;8.0;8.0;7.0;7.0;59.0;43.0;4.0;13.0;12.0;10.0;4.0;4.0;9.0;1.0;0.0;6.0;35.0;62.0;31.0;5.0;1.0;0.0;17.0;46.0;4.0;34.0;;15.0;50.0;10.0;25.0;;7.0;58.0;30.0;5.0;;38.0;32.0;;14.0;7.0;9.0;12.0;6.0;5.0;11.0;66.0
35;Vrouwen;2002;89.0;6.0;3.0;1.0;1.0;;70.0;10.0;12.0;8.0;80.0;10.0;6.0;2.0;2.0;94.0;5.0;1.0;3.0;9.0;88.0;95.0;3.0;2.0;90.0;8.0;2.0;72.0;6.0;22.0;15.0;17.0;68.0;;;;;;11.0;38.0;42.0;7.0;2.0;22.0;65.0;10.0;3.0;0.0;8.0;34.0;45.0;9.0;4.0;9.0;8.0;8.0;7.0;6.0;60.0;41.0;4.0;11.0;11.0;8.0;3.0;5.0;9.0;2.0;1.0;6.0;39.0;61.0;33.0;4.0;1.0;1.0;13.0;42.0;3.0;14.0;29.0;14.0;44.0;9.0;5.0;28.0;5.0;60.0;28.0;4.0;3.0;38.0;32.0;;15.0;7.0;9.0;13.0;5.0;5.0;11.0;66.0
36;Vrouwen;2003;89.0;6.0;3.0;1.0;1.0;4.0;69.0;10.0;13.0;8.0;80.0;10.0;5.0;2.0;2.0;92.0;6.0;2.0;3.0;10.0;87.0;95.0;4.0;1.0;90.0;8.0;2.0;73.0;5.0;21.0;15.0;20.0;65.0;94.0;13.0;2.0;12.0;9.0;11.0;38.0;42.0;7.0;2.0;21.0;67.0;9.0;3.0;1.0;8.0;33.0;47.0;9.0;4.0;9.0;8.0;7.0;7.0;6.0;60.0;41.0;4.0;11.0;11.0;10.0;4.0;5.0;8.0;1.0;1.0;7.0;36.0;64.0;28.0;6.0;1.0;1.0;13.0;42.0;2.0;11.0;31.0;15.0;42.0;9.0;6.0;28.0;6.0;59.0;28.0;4.0;2.0;40.0;31.0;;14.0;7.0;9.0;12.0;5.0;4.0;10.0;69.0
37;Vrouwen;2004;89.0;6.0;3.0;1.0;1.0;;70.0;10.0;12.0;7.0;82.0;9.0;5.0;2.0;2.0;93.0;5.0;2.0;2.0;10.0;88.0;94.0;4.0;2.0;89.0;8.0;3.0;72.0;5.0;22.0;15.0;19.0;67.0;;;;;;12.0;38.0;41.0;6.0;2.0;21.0;67.0;9.0;3.0;1.0;7.0;33.0;46.0;9.0;4.0;9.0;8.0;7.0;7.0;6.0;60.0;42.0;4.0;12.0;11.0;9.0;3.0;5.0;9.0;2.0;1.0;6.0;38.0;62.0;32.0;5.0;0.0;1.0;12.0;41.0;3.0;9.0;34.0;14.0;42.0;8.0;4.0;31.0;5.0;64.0;24.0;3.0;3.0;39.0;31.0;3.0;12.0;6.0;9.0;12.0;5.0;5.0;10.0;70.0
38;Vrouwen;2005;89.0;5.0;3.0;2.0;1.0;;71.0;11.0;11.0;7.0;81.0;9.0;5.0;2.0;3.0;93.0;5.0;2.0;2.0;10.0;88.0;95.0;4.0;2.0;90.0;8.0;2.0;73.0;6.0;21.0;13.0;20.0;66.0;;;;;;12.0;39.0;42.0;6.0;2.0;20.0;67.0;9.0;3.0;1.0;7.0;32.0;47.0;9.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0;30.0;5.0;12.0;5.0;10.0;12.0;4.0;5.0;10.0;69.0
39;Vrouwen;2006;91.0;4.0;2.0;1.0;1.0;;68.0;9.0;15.0;8.0;82.0;9.0;4.0;2.0;3.0;93.0;5.0;2.0;3.0;9.0;88.0;95.0;3.0;2.0;89.0;9.0;2.0;73.0;5.0;23.0;15.0;21.0;65.0;;;;;;10.0;37.0;44.0;6.0;2.0;21.0;67.0;9.0;3.0;0.0;8.0;32.0;46.0;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;31.0;6.0;10.0;4.0;10.0;11.0;4.0;4.0;10.0;71.0
40;Vrouwen;2007;90.0;5.0;2.0;2.0;1.0;;68.0;10.0;13.0;8.0;83.0;8.0;5.0;2.0;2.0;94.0;4.0;1.0;2.0;9.0;89.0;95.0;3.0;1.0;91.0;7.0;2.0;75.0;5.0;20.0;13.0;20.0;67.0;;;;;;10.0;40.0;42.0;6.0;2.0;20.0;67.0;9.0;3.0;1.0;8.0;34.0;46.0;9.0;4.0;;;;;;58.0;43.0;4.0;12.0;11.0;8.0;3.0;5.0;10.0;2.0;1.0;12.0;33.0;70.0;26.0;4.0;1.0;0.0;;;;;;;;;;;;;;;;41.0;29.0;6.0;9.0;4.0;11.0;12.0;5.0;4.0;9.0;71.0
41;Vrouwen;2008;89.0;5.0;3.0;1.0;1.0;;69.0;10.0;13.0;8.0;82.0;9.0;5.0;2.0;2.0;94.0;4.0;2.0;2.0;10.0;89.0;95.0;4.0;2.0;90.0;8.0;2.0;73.0;5.0;22.0;13.0;21.0;65.0;;;;;;10.0;44.0;39.0;5.0;2.0;22.0;67.0;8.0;3.0;1.0;8.0;35.0;45.0;8.0;3.0;;;;;;59.0;41.0;4.0;11.0;9.0;8.0;3.0;4.0;10.0;1.0;1.0;11.0;34.0;72.0;24.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;40.0;30.0;7.0;10.0;4.0;10.0;12.0;5.0;5.0;9.0;70.0
42;Vrouwen;2009;89.0;5.0;3.0;1.0;1.0;;68.0;11.0;14.0;6.0;81.0;9.0;5.0;2.0;2.0;93.0;5.0;2.0;2.0;10.0;88.0;95.0;4.0;1.0;89.0;9.0;2.0;72.0;6.0;22.0;12.0;21.0;66.0;;;;;;9.0;41.0;42.0;5.0;2.0;23.0;65.0;9.0;3.0;1.0;9.0;35.0;44.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;28.0;7.0;9.0;3.0;11.0;10.0;5.0;4.0;9.0;72.0
43;Vrouwen;2010;;;;;;;73.0;9.0;12.0;7.0;;;;;;94.0;5.0;1.0;1.0;10.0;88.0;95.0;4.0;1.0;90.0;8.0;2.0;75.0;5.0;20.0;10.0;20.0;70.0;;;;;;12.0;43.0;38.0;5.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Vrouwen;2011;;;;;;;72.0;10.0;11.0;7.0;;;;;;93.0;6.0;1.0;2.0;10.0;89.0;95.0;4.0;1.0;89.0;9.0;2.0;72.0;6.0;22.0;11.0;20.0;68.0;;;;;;11.0;41.0;40.0;6.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;12 tot 18 jarigen;1997;68.0;16.0;9.0;4.0;2.0;5.0;62.0;11.0;15.0;12.0;99.0;1.0;0.0;0.0;0.0;93.0;7.0;1.0;2.0;10.0;88.0;97.0;2.0;1.0;90.0;10.0;0.0;92.0;3.0;5.0;15.0;25.0;59.0;;;;;;22.0;47.0;27.0;4.0;0.0;21.0;73.0;5.0;1.0;0.0;11.0;38.0;46.0;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0;27.0;;10.0;8.0;12.0;14.0;5.0;5.0;8.0;69.0
46;12 tot 18 jarigen;1998;67.0;17.0;11.0;3.0;2.0;;58.0;12.0;17.0;13.0;98.0;1.0;0.0;0.0;0.0;94.0;5.0;1.0;1.0;9.0;90.0;98.0;2.0;0.0;91.0;9.0;0.0;91.0;4.0;5.0;16.0;17.0;67.0;;;;;;23.0;42.0;30.0;4.0;1.0;20.0;73.0;5.0;1.0;0.0;10.0;38.0;47.0;4.0;1.0;;8.0;8.0;8.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;27.0;;11.0;7.0;12.0;13.0;5.0;5.0;8.0;69.0
47;12 tot 18 jarigen;1999;69.0;16.0;9.0;4.0;2.0;;58.0;14.0;18.0;10.0;99.0;1.0;0.0;0.0;0.0;95.0;4.0;1.0;2.0;9.0;89.0;99.0;0.0;1.0;86.0;13.0;1.0;90.0;6.0;4.0;15.0;23.0;63.0;;;;;;21.0;48.0;26.0;5.0;0.0;22.0;73.0;5.0;0.0;0.0;10.0;38.0;46.0;5.0;1.0;;8.0;8.0;8.0;7.0;;;;;;;;;;;;;;;;;;;11.0;35.0;1.0;53.0;;38.0;48.0;3.0;11.0;;8.0;59.0;19.0;15.0;;45.0;27.0;;9.0;8.0;11.0;12.0;5.0;5.0;7.0;71.0
48;12 tot 18 jarigen;2000;69.0;16.0;10.0;4.0;2.0;;54.0;13.0;18.0;15.0;99.0;1.0;0.0;0.0;0.0;96.0;4.0;0.0;2.0;11.0;87.0;95.0;5.0;0.0;89.0;10.0;1.0;93.0;3.0;4.0;11.0;26.0;63.0;;;;;;23.0;52.0;21.0;4.0;1.0;22.0;72.0;5.0;1.0;0.0;11.0;39.0;45.0;5.0;1.0;;8.0;8.0;7.0;7.0;;;;;;;;;;;;;;;;;;;13.0;46.0;2.0;39.0;;44.0;44.0;1.0;10.0;;10.0;65.0;16.0;10.0;;47.0;26.0;;8.0;7.0;12.0;12.0;5.0;5.0;7.0;71.0
49;12 tot 18 jarigen;2001;72.0;14.0;8.0;4.0;1.0;5.0;57.0;8.0;22.0;13.0;99.0;1.0;0.0;0.0;0.0;93.0;6.0;1.0;3.0;12.0;85.0;97.0;2.0;1.0;88.0;12.0;0.0;93.0;3.0;4.0;11.0;21.0;68.0;95.0;18.0;2.0;16.0;4.0;27.0;52.0;18.0;3.0;0.0;24.0;69.0;6.0;1.0;0.0;11.0;41.0;43.0;4.0;1.0;;8.0;8.0;7.0;7.0;;;;;;;;;;;;;;;;;;;14.0;30.0;6.0;50.0;;48.0;39.0;2.0;11.0;;11.0;58.0;13.0;18.0;;45.0;27.0;;9.0;7.0;12.0;12.0;4.0;4.0;9.0;71.0
50;12 tot 18 jarigen;2002;74.0;14.0;8.0;2.0;1.0;;59.0;11.0;17.0;13.0;99.0;1.0;0.0;0.0;0.0;94.0;6.0;0.0;3.0;8.0;89.0;97.0;2.0;1.0;87.0;10.0;3.0;87.0;5.0;8.0;13.0;23.0;64.0;;;;;;19.0;47.0;29.0;4.0;0.0;23.0;70.0;6.0;1.0;0.0;11.0;42.0;42.0;4.0;1.0;;8.0;8.0;7.0;7.0;;;;;;;;;;;;;;;;;;;10.0;23.0;1.0;21.0;46.0;40.0;40.0;1.0;2.0;18.0;11.0;60.0;15.0;10.0;4.0;45.0;24.0;;10.0;8.0;12.0;13.0;4.0;5.0;8.0;70.0
51;12 tot 18 jarigen;2003;74.0;13.0;7.0;3.0;2.0;5.0;61.0;10.0;17.0;12.0;98.0;1.0;0.0;0.0;0.0;95.0;5.0;0.0;2.0;14.0;84.0;97.0;3.0;0.0;87.0;13.0;0.0;91.0;6.0;3.0;14.0;21.0;65.0;95.0;16.0;2.0;14.0;6.0;21.0;45.0;29.0;5.0;0.0;25.0;70.0;5.0;1.0;0.0;10.0;41.0;44.0;3.0;1.0;;8.0;8.0;8.0;7.0;;;;;;;;;;;;;;;;;;;7.0;25.0;1.0;16.0;51.0;41.0;34.0;1.0;2.0;22.0;9.0;60.0;16.0;9.0;7.0;47.0;25.0;;9.0;7.0;12.0;13.0;4.0;4.0;7.0;72.0
52;12 tot 18 jarigen;2004;74.0;13.0;8.0;3.0;2.0;;56.0;14.0;17.0;13.0;99.0;0.0;0.0;0.0;0.0;95.0;4.0;1.0;2.0;14.0;83.0;96.0;4.0;0.0;86.0;11.0;2.0;90.0;5.0;5.0;9.0;25.0;66.0;;;;;;23.0;43.0;30.0;3.0;2.0;25.0;69.0;5.0;1.0;0.0;10.0;40.0;46.0;3.0;1.0;;8.0;8.0;7.0;6.0;;;;;;;;;;;;;;;;;;;8.0;19.0;0.0;15.0;58.0;34.0;36.0;2.0;4.0;23.0;9.0;67.0;12.0;8.0;4.0;47.0;24.0;2.0;6.0;6.0;14.0;11.0;4.0;4.0;7.0;75.0
53;12 tot 18 jarigen;2005;78.0;11.0;8.0;3.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;69.0;6.0;1.0;0.0;11.0;40.0;44.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;25.0;5.0;6.0;5.0;16.0;13.0;3.0;3.0;8.0;73.0
54;12 tot 18 jarigen;2006;79.0;11.0;6.0;3.0;1.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;68.0;5.0;1.0;0.0;11.0;41.0;42.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;23.0;5.0;5.0;5.0;15.0;14.0;2.0;3.0;8.0;73.0
55;12 tot 18 jarigen;2007;79.0;10.0;6.0;3.0;2.0;;;;;;99.0;0.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;67.0;5.0;1.0;0.0;12.0;41.0;43.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;23.0;6.0;4.0;4.0;16.0;13.0;3.0;4.0;8.0;72.0
56;12 tot 18 jarigen;2008;75.0;12.0;8.0;3.0;2.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;69.0;3.0;0.0;0.0;12.0;43.0;41.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;23.0;6.0;5.0;5.0;14.0;12.0;4.0;4.0;7.0;74.0
57;12 tot 18 jarigen;2009;75.0;12.0;7.0;4.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;68.0;4.0;0.0;0.0;14.0;42.0;39.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;23.0;8.0;4.0;5.0;14.0;10.0;4.0;4.0;8.0;74.0
58;12 tot 18 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;12 tot 18 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;18 tot 25 jarigen;1997;76.0;11.0;7.0;4.0;2.0;4.0;56.0;14.0;18.0;12.0;94.0;4.0;1.0;0.0;1.0;95.0;4.0;1.0;3.0;11.0;86.0;96.0;3.0;1.0;90.0;8.0;2.0;85.0;6.0;9.0;13.0;17.0;71.0;;;;;;18.0;45.0;30.0;6.0;1.0;25.0;68.0;6.0;1.0;0.0;9.0;39.0;42.0;7.0;3.0;;;;;;55.0;40.0;7.0;4.0;7.0;17.0;3.0;3.0;5.0;1.0;0.0;5.0;27.0;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;10.0;8.0;9.0;8.0;3.0;3.0;10.0;75.0
61;18 tot 25 jarigen;1998;76.0;11.0;7.0;3.0;2.0;;50.0;13.0;22.0;15.0;94.0;3.0;1.0;0.0;1.0;94.0;5.0;1.0;2.0;9.0;89.0;97.0;2.0;1.0;89.0;9.0;2.0;84.0;6.0;10.0;10.0;16.0;74.0;;;;;;17.0;51.0;26.0;5.0;0.0;25.0;67.0;6.0;1.0;0.0;11.0;39.0;41.0;7.0;2.0;9.0;8.0;7.0;7.0;7.0;58.0;44.0;10.0;7.0;4.0;18.0;4.0;3.0;6.0;2.0;1.0;4.0;27.0;;;;;;;;;;;;;;;;;;;;;49.0;25.0;;10.0;7.0;9.0;9.0;3.0;3.0;9.0;76.0
62;18 tot 25 jarigen;1999;77.0;10.0;6.0;4.0;3.0;;58.0;12.0;16.0;13.0;94.0;4.0;1.0;0.0;1.0;96.0;4.0;1.0;3.0;12.0;86.0;98.0;1.0;1.0;86.0;12.0;1.0;90.0;3.0;7.0;12.0;20.0;68.0;;;;;;21.0;45.0;30.0;4.0;1.0;27.0;65.0;7.0;1.0;0.0;11.0;37.0;41.0;8.0;2.0;9.0;8.0;7.0;7.0;7.0;63.0;50.0;11.0;6.0;6.0;20.0;5.0;5.0;7.0;2.0;1.0;7.0;29.0;62.0;32.0;4.0;0.0;1.0;17.0;45.0;4.0;34.0;;27.0;61.0;5.0;7.0;;18.0;59.0;14.0;8.0;;49.0;25.0;;9.0;8.0;10.0;9.0;3.0;3.0;9.0;76.0
63;18 tot 25 jarigen;2000;76.0;11.0;7.0;3.0;2.0;;53.0;13.0;19.0;16.0;95.0;3.0;1.0;1.0;1.0;97.0;3.0;0.0;1.0;14.0;85.0;99.0;0.0;1.0;91.0;8.0;1.0;87.0;4.0;10.0;10.0;17.0;73.0;;;;;;21.0;44.0;28.0;5.0;2.0;26.0;67.0;6.0;1.0;0.0;10.0;39.0;41.0;7.0;2.0;;8.0;7.0;7.0;7.0;61.0;48.0;7.0;7.0;5.0;23.0;4.0;5.0;7.0;2.0;1.0;6.0;34.0;58.0;35.0;5.0;1.0;2.0;14.0;50.0;4.0;31.0;;32.0;47.0;4.0;17.0;;19.0;59.0;15.0;7.0;;48.0;26.0;;10.0;7.0;9.0;9.0;3.0;3.0;8.0;76.0
64;18 tot 25 jarigen;2001;76.0;12.0;7.0;4.0;2.0;4.0;55.0;15.0;18.0;12.0;96.0;2.0;1.0;0.0;0.0;97.0;2.0;1.0;2.0;7.0;91.0;98.0;2.0;0.0;89.0;10.0;1.0;88.0;6.0;6.0;8.0;23.0;69.0;;;;;;22.0;45.0;29.0;4.0;0.0;27.0;66.0;6.0;2.0;0.0;10.0;39.0;42.0;7.0;2.0;9.0;8.0;7.0;7.0;7.0;54.0;41.0;11.0;6.0;5.0;18.0;5.0;3.0;6.0;1.0;1.0;7.0;27.0;59.0;36.0;3.0;1.0;1.0;18.0;46.0;5.0;31.0;;32.0;59.0;5.0;4.0;;18.0;57.0;17.0;7.0;;50.0;24.0;;10.0;7.0;10.0;10.0;3.0;3.0;10.0;75.0
65;18 tot 25 jarigen;2002;78.0;9.0;7.0;3.0;3.0;;58.0;9.0;15.0;17.0;94.0;4.0;1.0;0.0;1.0;96.0;4.0;0.0;3.0;9.0;89.0;98.0;2.0;0.0;88.0;9.0;3.0;88.0;3.0;9.0;11.0;22.0;67.0;;;;;;17.0;49.0;29.0;5.0;1.0;23.0;68.0;7.0;2.0;0.0;9.0;39.0;39.0;9.0;4.0;9.0;8.0;7.0;7.0;6.0;56.0;34.0;7.0;3.0;5.0;14.0;2.0;4.0;6.0;1.0;1.0;4.0;33.0;61.0;34.0;4.0;1.0;0.0;15.0;37.0;4.0;16.0;28.0;32.0;52.0;6.0;2.0;8.0;15.0;63.0;12.0;7.0;2.0;47.0;25.0;;10.0;7.0;10.0;9.0;3.0;3.0;8.0;76.0
66;18 tot 25 jarigen;2003;78.0;10.0;7.0;3.0;2.0;4.0;52.0;13.0;20.0;15.0;96.0;3.0;1.0;0.0;0.0;95.0;5.0;0.0;2.0;12.0;86.0;97.0;2.0;1.0;88.0;8.0;4.0;88.0;4.0;9.0;7.0;24.0;69.0;;;;;;22.0;45.0;29.0;3.0;1.0;23.0;69.0;6.0;1.0;0.0;8.0;38.0;44.0;8.0;3.0;;8.0;7.0;7.0;6.0;59.0;38.0;9.0;4.0;4.0;18.0;2.0;5.0;4.0;1.0;1.0;5.0;35.0;65.0;28.0;4.0;3.0;1.0;13.0;42.0;1.0;13.0;31.0;27.0;53.0;7.0;4.0;10.0;16.0;64.0;15.0;3.0;2.0;51.0;23.0;;8.0;7.0;11.0;9.0;3.0;2.0;7.0;79.0
67;18 tot 25 jarigen;2004;78.0;11.0;6.0;3.0;2.0;;59.0;10.0;17.0;14.0;95.0;3.0;1.0;0.0;1.0;93.0;5.0;2.0;2.0;11.0;87.0;96.0;3.0;1.0;89.0;9.0;2.0;86.0;5.0;9.0;10.0;22.0;67.0;;;;;;20.0;44.0;31.0;3.0;2.0;25.0;68.0;6.0;1.0;0.0;8.0;38.0;43.0;7.0;3.0;9.0;8.0;7.0;7.0;6.0;62.0;43.0;8.0;4.0;3.0;18.0;4.0;5.0;7.0;1.0;0.0;7.0;35.0;56.0;36.0;5.0;2.0;1.0;12.0;44.0;5.0;9.0;30.0;30.0;54.0;5.0;1.0;9.0;14.0;67.0;13.0;3.0;3.0;51.0;23.0;2.0;7.0;6.0;11.0;9.0;2.0;2.0;7.0;80.0
68;18 tot 25 jarigen;2005;79.0;9.0;6.0;4.0;3.0;;;;;;95.0;2.0;1.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;68.0;8.0;2.0;1.0;8.0;36.0;43.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;19.0;3.0;7.0;6.0;12.0;7.0;1.0;4.0;9.0;80.0
69;18 tot 25 jarigen;2006;83.0;8.0;5.0;1.0;2.0;;;;;;95.0;2.0;2.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;70.0;7.0;1.0;0.0;7.0;37.0;46.0;8.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0;22.0;3.0;5.0;5.0;15.0;10.0;1.0;2.0;6.0;80.0
70;18 tot 25 jarigen;2007;81.0;9.0;5.0;3.0;2.0;;;;;;95.0;2.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;66.0;6.0;2.0;0.0;8.0;42.0;42.0;5.0;2.0;;;;;;57.0;46.0;9.0;4.0;6.0;17.0;3.0;5.0;9.0;1.0;2.0;11.0;24.0;67.0;29.0;3.0;0.0;1.0;;;;;;;;;;;;;;;;53.0;21.0;4.0;4.0;6.0;12.0;9.0;2.0;3.0;6.0;81.0
71;18 tot 25 jarigen;2008;81.0;9.0;7.0;2.0;1.0;;;;;;97.0;1.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;64.0;5.0;1.0;0.0;10.0;42.0;39.0;7.0;2.0;;;;;;58.0;42.0;6.0;4.0;5.0;17.0;4.0;5.0;7.0;0.0;1.0;11.0;27.0;68.0;27.0;5.0;0.0;0.0;;;;;;;;;;;;;;;;51.0;21.0;4.0;4.0;4.0;15.0;9.0;3.0;3.0;6.0;80.0
72;18 tot 25 jarigen;2009;80.0;9.0;6.0;3.0;2.0;;;;;;97.0;2.0;2.0;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;65.0;5.0;2.0;1.0;8.0;47.0;35.0;7.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.0;19.0;4.0;4.0;4.0;13.0;6.0;3.0;2.0;6.0;83.0
73;18 tot 25 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;18 tot 25 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;25 tot 35 jarigen;1997;88.0;7.0;3.0;1.0;1.0;4.0;61.0;13.0;16.0;10.0;82.0;11.0;5.0;2.0;1.0;93.0;5.0;2.0;2.0;8.0;90.0;96.0;3.0;1.0;88.0;9.0;3.0;78.0;4.0;17.0;12.0;18.0;70.0;;;;;;15.0;38.0;40.0;6.0;1.0;28.0;64.0;7.0;2.0;0.0;10.0;37.0;41.0;9.0;4.0;;;;;;65.0;49.0;5.0;10.0;9.0;12.0;4.0;4.0;8.0;5.0;1.0;8.0;36.0;;;;;;;;;;;;;;;;;;;;;46.0;28.0;;11.0;7.0;8.0;8.0;4.0;4.0;11.0;73.0
76;25 tot 35 jarigen;1998;88.0;7.0;3.0;1.0;1.0;;63.0;11.0;16.0;10.0;83.0;10.0;5.0;1.0;1.0;94.0;5.0;1.0;1.0;8.0;91.0;96.0;3.0;1.0;91.0;7.0;2.0;78.0;6.0;16.0;13.0;14.0;73.0;;;;;;14.0;41.0;35.0;7.0;2.0;29.0;64.0;6.0;2.0;0.0;12.0;38.0;40.0;7.0;3.0;9.0;9.0;8.0;7.0;7.0;58.0;42.0;5.0;9.0;2.0;17.0;5.0;4.0;6.0;5.0;1.0;6.0;31.0;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;10.0;7.0;8.0;8.0;4.0;4.0;9.0;75.0
