ID;Marges;BedrijfstakkenBranchesSBI2008;Perioden;OmzetAfgelopen3Mnd_1;OmzetKomende3Mnd_2;OmzetVolgendJaar_3;BuitenlandseOmzetAfgelopen3Mnd_4;BuitenlandseOmzetKomende3Mnd_5;BuitenlandseOmzetVolgendJaar_6;VerkoopprijzenTarievenKomende3Mnd_7;OrderontvangstAfgelopen3Mnd_8;OrderontvangstKomende3Mnd_9;BuitenlOrderontvKomende3Mnd_10;InkoopordersKomende3Mnd_11;OordeelOrderpositie_12;OordeelVoorradenEindproduct_13;PersoneelssterkteVolgendJaar_14;PersoneelssterkteKomende3Mnd_15;PersoneelssterkteAfgelopen3Mnd_16;InvesteringenVerslagjaar_17;InvesteringenVolgendJaar_18;ConcurrentiepositieNLAfg3Mnd_19;ConcurrentiepositieInEUAfg3Mnd_20;ConcurrentiepositieBuitenEUAfg3Mnd_21;EconomischKlimaatAfgelopen3Mnd_22;EconomischKlimaatKomende3Mnd_23;WinstgevendheidAfgelopen3Mnd_24
108;Waarde;C Industrie;2020 3e kwartaal;-32.2;-1.9;;-30.4;0.1;;-1.4;-34.9;-3.6;-2.8;-6.5;-29.2;10.0;;-7.1;-16.6;-29.3;;0.0;-4.1;-4.2;-42.0;-8.1;-42.3
109;Waarde;C Industrie;2020 4e kwartaal;-3.1;6.9;15.6;-5.2;2.4;12.9;0.5;-2.9;-1.6;-3.0;0.6;-21.4;4.4;-1.9;-1.9;-4.8;-20.2;-0.5;1.8;-1.7;-1.3;-14.8;-10.9;-13.8
110;Waarde;C Industrie;2021 1e kwartaal;17.9;0.3;;9.1;-0.1;;17.3;11.5;-0.5;3.7;2.8;-9.5;3.3;;2.0;-2.3;-1.9;;4.9;0.5;-0.5;-3.4;0.7;0.3
111;Waarde;C Industrie;2021 2e kwartaal;11.9;18.5;;13.4;11.5;;21.8;17.0;16.6;11.1;19.9;1.8;3.2;;11.1;4.9;8.7;;3.8;1.0;-0.6;4.5;11.8;6.1
112;Waarde;C Industrie;2021 3e kwartaal;26.2;14.0;;14.1;10.1;;29.4;25.3;8.0;5.3;14.6;11.4;1.4;;17.6;11.5;12.4;;6.0;2.8;1.8;14.5;11.8;9.1
113;Waarde;C Industrie;2021 4e kwartaal;18.1;24.1;34.3;12.9;15.2;26.4;38.7;20.1;20.0;15.1;22.8;11.9;2.5;26.0;21.4;12.7;11.1;19.3;4.5;2.1;1.5;12.0;11.6;6.9
114;Waarde;C Industrie;2022 1e kwartaal;25.9;9.0;;15.4;7.1;;51.6;21.3;11.6;10.8;16.6;13.2;4.8;;22.1;15.1;12.4;;5.0;2.6;0.2;3.3;4.2;8.6
115;Waarde;C Industrie;2022 2e kwartaal;13.5;25.4;;7.7;15.4;;53.2;16.2;18.8;12.2;22.3;14.1;2.6;;20.4;13.9;16.0;;1.6;-0.8;-1.6;-14.4;-10.2;-5.3
116;Waarde;C Industrie;2022 3e kwartaal;25.3;6.6;;17.0;5.3;;39.9;15.6;3.5;5.5;8.2;12.9;3.7;;18.8;13.4;11.4;;2.7;2.1;2.1;-10.8;-10.6;-0.9
117;Waarde;C Industrie;2022 4e kwartaal;6.6;10.3;13.7;5.6;7.4;11.5;48.6;-1.0;5.4;3.8;5.3;3.4;9.4;13.3;11.4;8.2;7.3;6.2;0.4;1.7;1.2;-21.6;-20.4;-16.6
118;Waarde;C Industrie;2023 1e kwartaal;21.2;4.4;;10.6;7.6;;45.6;8.3;7.7;8.0;9.3;5.0;11.4;;13.4;8.6;7.7;;0.8;0.1;0.1;-11.0;-4.6;-1.0
119;Waarde;C Industrie;2023 2e kwartaal;8.2;14.7;;4.2;9.7;;11.7;1.7;10.1;3.5;5.7;0.8;8.7;;12.5;8.0;7.3;;1.5;-0.2;0.9;-6.7;-1.9;-2.7
120;Waarde;10 Voedingsmiddelenindustrie;2016 1e kwartaal;45.8;-5.3;;23.7;5.7;;4.3;39.2;-2.3;7.8;-3.5;-0.6;-1.6;;-1.5;5.8;9.5;;4.0;3.8;2.6;4.5;4.5;8.3
121;Waarde;10 Voedingsmiddelenindustrie;2016 2e kwartaal;-0.2;21.8;;2.7;16.9;;-4.9;1.5;14.0;12.4;-0.4;-1.2;2.0;;1.2;2.3;10.7;;0.2;2.0;6.9;-7.8;0.9;-1.3
122;Waarde;10 Voedingsmiddelenindustrie;2016 3e kwartaal;23.1;2.5;;15.9;2.8;;0.8;5.5;-0.6;1.5;2.4;-1.8;2.5;;0.7;4.8;11.6;;-2.5;-1.9;0.5;-0.7;-0.3;3.2
123;Waarde;10 Voedingsmiddelenindustrie;2016 4e kwartaal;6.0;24.2;30.5;3.6;19.4;27.1;17.1;4.1;25.4;19.7;11.5;-2.7;2.8;4.6;2.8;3.6;15.6;9.3;1.4;-0.1;1.9;0.0;12.9;-1.3
124;Waarde;10 Voedingsmiddelenindustrie;2017 1e kwartaal;30.3;-11.5;;21.0;-5.2;;18.0;23.5;-6.5;2.9;-7.0;-2.6;-3.2;;-6.7;14.7;8.2;;5.2;1.5;3.0;19.0;-0.9;21.0
125;Waarde;10 Voedingsmiddelenindustrie;2017 2e kwartaal;13.5;15.9;;10.0;10.1;;8.1;11.5;15.2;9.3;11.4;-2.9;2.4;;1.4;2.1;1.1;;7.0;0.1;4.3;11.8;4.3;-0.6
126;Waarde;10 Voedingsmiddelenindustrie;2017 3e kwartaal;20.0;14.0;;19.2;14.1;;5.0;8.0;9.8;9.4;11.4;5.2;2.5;;3.7;7.1;8.5;;4.2;2.4;3.4;2.6;7.2;7.4
127;Waarde;10 Voedingsmiddelenindustrie;2017 4e kwartaal;4.6;21.4;9.7;6.9;11.6;16.1;9.3;6.7;16.7;10.4;15.6;-0.3;2.9;4.3;7.9;11.1;8.0;5.8;2.0;0.5;1.1;3.2;5.1;1.5
128;Waarde;10 Voedingsmiddelenindustrie;2018 1e kwartaal;25.7;-5.7;;11.7;1.3;;-4.0;16.4;2.8;7.4;0.7;0.3;0.7;;5.2;6.2;6.2;;6.4;3.2;3.2;4.9;2.6;4.0
129;Waarde;10 Voedingsmiddelenindustrie;2018 2e kwartaal;7.7;19.3;;2.9;11.7;;-6.6;8.0;16.4;10.6;11.7;-1.2;3.3;;12.7;13.2;8.7;;4.2;2.5;-0.3;1.0;2.0;4.7
130;Waarde;10 Voedingsmiddelenindustrie;2018 3e kwartaal;6.8;10.5;;2.1;14.1;;12.6;9.9;11.9;13.9;3.5;0.5;4.3;;7.4;10.3;3.2;;4.9;0.6;1.2;5.0;3.8;-4.6
131;Waarde;10 Voedingsmiddelenindustrie;2018 4e kwartaal;-2.5;22.3;23.8;3.7;12.2;17.1;16.4;7.9;18.6;11.6;16.5;0.1;0.0;12.0;14.1;14.6;7.5;8.3;-5.3;1.7;2.8;4.9;4.8;-9.5
132;Waarde;10 Voedingsmiddelenindustrie;2019 1e kwartaal;21.2;-3.5;;14.4;3.8;;25.4;18.5;-3.0;6.1;-2.7;-2.2;-2.8;;4.8;17.5;9.5;;7.1;4.9;5.1;1.3;-0.9;-9.5
133;Waarde;10 Voedingsmiddelenindustrie;2019 2e kwartaal;-9.7;14.8;;1.9;12.3;;6.4;0.9;15.4;8.3;9.9;0.2;-0.8;;12.0;3.6;15.2;;5.1;5.0;4.1;-3.2;3.7;-0.8
134;Waarde;10 Voedingsmiddelenindustrie;2019 3e kwartaal;7.0;4.2;;4.0;4.0;;0.8;9.3;7.4;6.3;7.5;-0.2;1.8;;10.2;10.5;19.1;;3.7;4.1;5.6;-1.8;-1.9;-4.7
135;Waarde;10 Voedingsmiddelenindustrie;2019 4e kwartaal;-3.3;20.3;21.6;-3.1;9.1;13.1;9.7;7.9;15.7;12.4;15.3;1.0;4.3;18.0;10.8;13.8;0.9;3.8;-6.0;0.3;1.0;-1.6;-1.3;-10.9
136;Waarde;10 Voedingsmiddelenindustrie;2020 1e kwartaal;18.1;0.4;;2.1;1.3;;18.4;15.4;2.1;4.0;3.1;4.4;2.8;;7.2;19.4;-5.2;;-5.7;2.1;0.9;1.5;-3.2;-4.2
137;Waarde;10 Voedingsmiddelenindustrie;2020 2e kwartaal;11.0;-29.2;;5.1;-26.2;;-7.1;2.6;-36.8;-25.8;-36.2;-12.2;4.4;;-11.3;1.7;-14.2;;-1.1;0.0;-1.1;-14.1;-50.7;-13.5
138;Waarde;10 Voedingsmiddelenindustrie;2020 3e kwartaal;-24.0;2.6;;-25.9;6.9;;-0.1;-14.7;4.5;9.3;3.4;-16.2;21.2;;1.2;-6.4;-12.1;;1.4;-1.7;-0.4;-28.2;1.6;-30.7
139;Waarde;10 Voedingsmiddelenindustrie;2020 4e kwartaal;-8.0;8.3;25.6;-13.7;2.2;24.2;0.4;1.5;11.5;6.5;12.1;-10.5;7.3;2.0;1.7;0.5;-12.4;-2.1;6.5;-0.8;-2.6;-15.3;-8.0;-13.5
140;Waarde;10 Voedingsmiddelenindustrie;2021 1e kwartaal;13.8;-13.5;;4.6;-5.3;;11.6;9.5;-8.8;-1.8;-4.4;-12.3;8.1;;3.1;-6.4;-1.6;;7.2;1.6;0.9;-14.1;-8.5;-8.1
141;Waarde;10 Voedingsmiddelenindustrie;2021 2e kwartaal;7.9;17.2;;4.5;7.2;;19.0;1.9;16.5;7.7;12.3;-11.6;7.4;;9.0;-2.5;4.1;;6.9;-1.8;-5.1;-1.7;10.2;0.4
142;Waarde;10 Voedingsmiddelenindustrie;2021 3e kwartaal;28.2;14.5;;17.4;8.5;;15.5;16.0;16.0;9.8;15.4;-7.1;2.4;;15.8;2.8;10.1;;4.4;2.3;-0.3;10.1;12.5;-0.3
143;Waarde;10 Voedingsmiddelenindustrie;2021 4e kwartaal;17.2;25.8;34.4;17.4;14.0;29.5;41.4;16.6;24.7;17.8;24.5;1.2;3.0;20.9;19.7;1.0;11.7;8.2;4.7;3.0;-1.9;7.4;4.5;-11.2
144;Waarde;10 Voedingsmiddelenindustrie;2022 1e kwartaal;34.8;6.4;;26.5;10.5;;68.8;22.4;5.3;10.5;9.4;-9.4;2.7;;8.7;10.6;5.3;;4.8;1.0;-1.8;2.7;-1.8;-1.8
145;Waarde;10 Voedingsmiddelenindustrie;2022 2e kwartaal;18.7;29.7;;16.7;22.3;;74.7;17.3;28.5;22.2;29.5;-0.5;3.4;;12.1;8.8;6.4;;-0.4;-3.3;-6.0;-23.6;-9.4;-14.1
146;Waarde;10 Voedingsmiddelenindustrie;2022 3e kwartaal;47.7;10.9;;37.6;11.0;;55.4;21.6;12.4;9.6;14.3;0.3;0.8;;8.8;8.6;13.5;;-1.7;0.3;1.7;-11.5;-15.3;6.4
147;Waarde;10 Voedingsmiddelenindustrie;2022 4e kwartaal;20.2;17.6;23.8;17.6;8.0;19.9;66.7;10.2;12.9;7.7;9.7;-6.8;5.1;4.4;-1.4;-1.6;-1.2;-0.3;-3.7;-1.7;-3.0;-30.2;-27.9;-18.3
148;Waarde;10 Voedingsmiddelenindustrie;2023 1e kwartaal;43.0;-0.7;;27.9;4.9;;47.8;24.2;3.3;9.3;7.0;-6.7;4.3;;-6.1;1.3;7.8;;-1.8;-3.5;-3.8;-16.0;-18.3;7.9
149;Waarde;10 Voedingsmiddelenindustrie;2023 2e kwartaal;16.7;15.9;;8.4;7.4;;21.2;6.9;13.1;3.6;12.4;-6.8;6.3;;4.0;-2.9;9.9;;-3.2;-4.1;-2.7;-9.9;-4.9;-9.5
150;Waarde;11 Drankenindustrie;2016 1e kwartaal;-27.9;22.8;;-27.9;19.2;;18.5;-12.3;7.2;3.6;3.6;3.6;0.0;;22.8;-12.0;19.2;;0.0;0.0;0.0;6.9;0.0;-8.7
151;Waarde;11 Drankenindustrie;2016 2e kwartaal;0.0;24.3;;-4.2;8.7;;0.0;15.6;24.3;8.7;24.3;3.6;0.0;;19.2;19.2;9.5;;5.1;0.0;0.0;0.0;0.0;3.6
152;Waarde;11 Drankenindustrie;2016 3e kwartaal;47.8;6.6;;22.5;6.6;;-3.6;44.2;-1.8;8.4;0.0;3.5;-15.6;;0.0;13.3;13.8;;10.2;10.2;0.0;0.0;0.0;13.8
153;Waarde;11 Drankenindustrie;2016 4e kwartaal;10.1;-22.9;23.9;11.3;-1.5;25.3;0.0;10.1;-26.3;-4.9;-14.5;0.0;-18.6;40.4;-6.3;13.3;3.5;25.3;31.1;13.3;0.0;14.7;4.9;13.3
154;Waarde;11 Drankenindustrie;2017 1e kwartaal;14.2;-7.5;;2.7;-6.3;;23.1;2.7;0.4;-6.3;9.3;0.0;3.6;;3.6;7.1;-7.7;;26.7;11.1;3.6;-7.5;0.0;7.5
155;Waarde;11 Drankenindustrie;2017 2e kwartaal;3.1;50.4;;-12.5;19.5;;0.0;10.2;50.4;19.5;34.6;0.0;0.0;;23.1;13.4;18.5;;12.4;-12.5;-12.5;8.4;3.6;4.8
156;Waarde;11 Drankenindustrie;2017 3e kwartaal;46.8;22.2;;12.4;0.0;;0.0;50.4;22.2;0.0;11.1;7.1;7.5;;10.7;21.8;7.4;;8.4;0.0;0.0;3.6;0.0;3.6
157;Waarde;11 Drankenindustrie;2017 4e kwartaal;5.8;-23.9;27.0;-0.9;2.3;7.1;0.0;2.3;-23.9;-5.3;-1.7;7.1;22.7;15.5;6.7;14.2;-0.6;29.3;-7.4;0.0;7.5;-0.4;-4.0;-4.0
158;Waarde;11 Drankenindustrie;2018 1e kwartaal;-45.4;-4.6;;-10.0;-1.8;;22.4;-31.3;-4.6;-6.0;1.3;-0.1;13.8;;8.3;8.3;21.2;;0.0;0.0;0.0;-4.1;4.1;-22.4
159;Waarde;11 Drankenindustrie;2018 2e kwartaal;10.2;45.8;;0.0;20.7;;15.7;10.2;53.4;20.7;36.4;-0.1;21.7;;20.7;-1.6;45.8;;28.8;13.1;13.1;-9.3;6.4;0.0
160;Waarde;11 Drankenindustrie;2018 3e kwartaal;42.6;34.1;;17.9;17.9;;4.0;38.6;30.0;13.9;13.9;7.0;9.3;;21.9;17.9;9.3;;4.0;0.0;0.0;8.1;8.1;12.1
161;Waarde;11 Drankenindustrie;2018 4e kwartaal;34.3;-4.3;30.0;3.9;7.8;15.5;3.9;30.4;-4.3;3.9;3.4;-0.6;16.9;7.8;3.9;3.9;19.9;14.2;0.0;0.0;0.0;0.0;7.8;7.8
162;Waarde;11 Drankenindustrie;2019 1e kwartaal;-9.7;17.6;;-20.0;3.6;;34.5;-26.8;10.4;-3.6;6.8;3.6;3.6;;-3.7;-10.9;10.8;;10.9;10.9;10.9;0.0;3.6;-34.6
163;Waarde;11 Drankenindustrie;2019 2e kwartaal;-4.7;42.1;;4.7;23.8;;4.7;4.9;37.4;23.8;37.4;-1.4;-2.2;;0.0;4.7;4.7;;0.0;0.0;0.0;-14.3;0.0;-9.5
164;Waarde;11 Drankenindustrie;2019 3e kwartaal;52.3;23.1;;39.3;10.2;;0.0;-9.4;26.5;13.5;29.8;29.2;-6.3;;38.8;39.3;13.0;;-5.1;-5.1;-3.3;0.0;3.3;3.3
165;Waarde;11 Drankenindustrie;2019 4e kwartaal;-3.7;-54.4;25.7;0.0;-15.0;7.6;-3.7;-10.7;-14.5;-11.3;-54.4;30.3;-20.8;-7.6;-40.0;10.7;43.6;-0.7;-43.7;-11.3;21.1;-15.0;-43.7;-15.0
166;Waarde;11 Drankenindustrie;2020 1e kwartaal;-28.5;37.3;;-13.2;34.2;;6.2;-25.4;50.5;47.4;34.2;21.0;0.0;;46.4;-13.2;1.7;;-1.1;21.0;21.0;-19.4;0.0;17.9
167;Waarde;11 Drankenindustrie;2020 2e kwartaal;-43.3;-86.3;;-37.3;-83.2;;0.0;-43.5;-86.3;-80.1;-86.3;-93.8;37.3;;-71.0;0.0;-59.6;;-3.1;-13.2;-13.2;-49.5;-86.3;-28.2
168;Waarde;11 Drankenindustrie;2020 3e kwartaal;-34.5;74.3;;-41.2;49.4;;11.1;-31.1;77.8;49.4;64.2;-36.6;-5.8;;7.7;-41.2;-93.1;;34.8;0.0;0.0;-93.1;-7.0;-93.1
169;Waarde;11 Drankenindustrie;2020 4e kwartaal;33.5;-84.6;7.2;24.2;-67.6;-13.7;0.0;33.5;-80.7;-71.4;-75.3;-27.4;5.5;-42.6;-42.6;0.0;-16.3;-37.1;-9.3;0.0;16.5;-48.2;-68.1;11.0
170;Waarde;11 Drankenindustrie;2021 1e kwartaal;-32.2;15.4;;-14.6;11.8;;3.6;-28.6;15.4;11.8;11.8;-34.8;4.5;;-24.6;-7.2;-68.6;;-3.6;0.0;0.0;-96.4;-45.1;-80.9
171;Waarde;11 Drankenindustrie;2021 2e kwartaal;-12.6;56.1;;9.5;33.3;;0.0;3.8;49.8;33.3;49.8;-32.2;1.2;;-21.2;-37.7;-43.6;;-3.1;-13.3;-13.3;-42.5;69.8;-29.1
172;Waarde;11 Drankenindustrie;2021 3e kwartaal;45.8;49.8;;24.2;31.4;;34.6;56.1;49.8;23.8;29.7;-9.5;0.0;;-15.0;-25.6;25.4;;37.7;-10.2;-10.2;80.4;74.2;65.2
173;Waarde;11 Drankenindustrie;2021 4e kwartaal;33.2;-12.6;58.1;3.0;0.0;52.6;16.5;27.0;3.8;13.3;13.3;-20.1;13.3;3.1;-31.5;-28.4;23.8;64.7;3.1;0.0;0.0;51.9;31.9;23.2
174;Waarde;11 Drankenindustrie;2022 1e kwartaal;-49.4;4.0;;-1.7;11.2;;85.6;-23.9;4.0;11.2;0.4;-24.3;0.0;;14.8;3.6;-10.4;;7.2;0.0;-11.2;-61.3;-7.6;-21.5
175;Waarde;11 Drankenindustrie;2022 2e kwartaal;6.6;89.2;;3.0;50.5;;22.0;13.9;42.7;18.2;35.5;-6.6;-28.6;;50.6;-28.6;50.5;;-32.2;0.0;0.0;17.4;6.6;21.0
176;Waarde;11 Drankenindustrie;2022 3e kwartaal;45.6;26.0;;7.3;7.3;;78.3;24.8;22.2;-4.4;8.1;0.0;-18.6;;36.6;-12.4;9.3;;0.0;-11.6;21.8;-4.3;-11.6;0.2
177;Waarde;11 Drankenindustrie;2022 4e kwartaal;9.9;-32.7;54.0;17.1;-24.3;50.4;57.7;-18.4;-22.0;-14.8;-28.5;0.5;35.7;35.8;24.6;14.4;7.0;29.0;-18.4;0.0;0.0;-29.1;-61.3;-25.2
178;Waarde;11 Drankenindustrie;2023 1e kwartaal;-36.0;13.0;;-12.6;0.0;;41.4;-23.4;4.3;0.0;21.2;-3.6;26.4;;27.8;27.8;-0.4;;27.8;-19.9;-19.9;-25.6;-21.2;30.7
179;Waarde;11 Drankenindustrie;2023 2e kwartaal;-27.2;3.1;;-38.3;-30.3;;4.7;-44.4;0.0;-25.6;-4.7;-34.5;42.8;;-9.4;-4.7;-22.0;;0.0;-8.0;-8.0;-35.0;-35.0;-30.3
180;Waarde;12 Tabaksindustrie;2016 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
181;Waarde;12 Tabaksindustrie;2016 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
182;Waarde;12 Tabaksindustrie;2016 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
183;Waarde;12 Tabaksindustrie;2016 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
184;Waarde;12 Tabaksindustrie;2017 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
185;Waarde;12 Tabaksindustrie;2017 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
186;Waarde;12 Tabaksindustrie;2017 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
187;Waarde;12 Tabaksindustrie;2017 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
188;Waarde;12 Tabaksindustrie;2018 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
189;Waarde;12 Tabaksindustrie;2018 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
190;Waarde;12 Tabaksindustrie;2018 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
191;Waarde;12 Tabaksindustrie;2018 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
192;Waarde;12 Tabaksindustrie;2019 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
193;Waarde;12 Tabaksindustrie;2019 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
194;Waarde;12 Tabaksindustrie;2019 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
195;Waarde;12 Tabaksindustrie;2019 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
196;Waarde;12 Tabaksindustrie;2020 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
197;Waarde;12 Tabaksindustrie;2020 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
198;Waarde;12 Tabaksindustrie;2020 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
199;Waarde;12 Tabaksindustrie;2020 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
200;Waarde;12 Tabaksindustrie;2021 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
201;Waarde;12 Tabaksindustrie;2021 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
202;Waarde;12 Tabaksindustrie;2021 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
203;Waarde;12 Tabaksindustrie;2021 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
204;Waarde;12 Tabaksindustrie;2022 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
205;Waarde;12 Tabaksindustrie;2022 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
206;Waarde;12 Tabaksindustrie;2022 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
207;Waarde;12 Tabaksindustrie;2022 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
208;Waarde;12 Tabaksindustrie;2023 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
209;Waarde;12 Tabaksindustrie;2023 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;
210;Waarde;13 Textielindustrie;2016 1e kwartaal;15.3;5.2;;15.7;6.6;;17.6;10.1;7.9;12.0;2.6;-9.3;12.4;;-11.6;-15.7;3.0;;3.1;0.4;7.1;-4.8;5.8;-3.0
211;Waarde;13 Textielindustrie;2016 2e kwartaal;-4.7;21.7;;-2.6;16.1;;0.0;0.5;18.9;10.5;11.0;-20.5;22.0;;-6.1;-0.2;-4.4;;3.3;-4.9;-3.3;0.0;-3.3;3.1
212;Waarde;13 Textielindustrie;2016 3e kwartaal;13.0;-27.9;;-10.2;-27.8;;7.6;4.6;-22.2;-20.1;-24.5;-10.1;15.7;;-7.6;-8.6;0.0;;3.7;-3.5;3.1;-6.4;-12.3;-6.1
213;Waarde;13 Textielindustrie;2016 4e kwartaal;-28.8;15.6;29.7;-14.0;8.0;31.0;2.9;-2.8;13.2;10.1;12.7;-20.3;3.2;-9.7;-19.6;-0.8;-0.8;12.8;2.5;-6.5;-0.3;-3.7;-0.1;-6.9
214;Waarde;13 Textielindustrie;2017 1e kwartaal;27.8;4.8;;23.6;9.5;;18.6;0.2;18.6;18.6;7.6;-1.9;17.4;;15.8;-2.0;30.6;;11.7;9.7;6.4;20.4;15.4;19.4
215;Waarde;13 Textielindustrie;2017 2e kwartaal;24.6;24.3;;17.7;22.8;;14.0;32.6;15.6;12.1;18.4;0.8;14.6;;12.7;36.0;7.1;;4.2;7.4;6.1;9.8;10.8;12.8
216;Waarde;13 Textielindustrie;2017 3e kwartaal;28.4;-4.6;;19.8;-4.4;;10.0;23.1;8.6;8.0;10.2;2.8;12.0;;5.4;33.1;14.4;;8.3;2.4;5.7;15.8;5.9;5.1
217;Waarde;13 Textielindustrie;2017 4e kwartaal;4.0;11.6;28.4;8.0;13.5;25.2;10.0;1.4;5.5;6.7;2.5;6.9;12.8;23.4;8.3;19.5;12.3;4.9;2.0;4.9;1.3;9.2;8.1;0.2
218;Waarde;13 Textielindustrie;2018 1e kwartaal;4.1;13.0;;9.3;14.4;;18.0;-11.2;16.1;11.5;1.8;3.3;7.7;;9.3;9.0;6.8;;8.7;8.9;5.0;2.7;19.4;11.6
219;Waarde;13 Textielindustrie;2018 2e kwartaal;-5.8;28.6;;5.0;26.1;;3.0;8.8;31.5;26.0;23.1;4.1;5.2;;3.4;15.5;4.8;;-3.5;-4.1;1.4;0.9;13.8;-2.3
220;Waarde;13 Textielindustrie;2018 3e kwartaal;24.8;-8.3;;26.1;-3.5;;9.2;5.2;10.0;5.4;-9.3;0.4;13.2;;5.7;12.3;11.1;;4.6;4.7;0.8;3.8;0.8;22.0
221;Waarde;13 Textielindustrie;2018 4e kwartaal;-8.2;10.2;22.7;4.4;8.4;24.2;17.4;4.9;0.7;-4.5;-7.4;-0.5;9.3;1.5;-3.7;9.7;1.3;0.6;-1.1;6.2;1.5;2.8;2.1;-2.5
222;Waarde;13 Textielindustrie;2019 1e kwartaal;-3.2;15.7;;-1.5;3.8;;28.4;-6.3;10.8;6.4;7.2;-4.0;1.7;;3.3;-17.7;4.4;;5.6;-1.4;0.3;-4.5;-5.5;-7.4
223;Waarde;13 Textielindustrie;2019 2e kwartaal;15.8;23.6;;5.9;15.9;;0.6;11.4;19.2;16.7;11.0;-1.1;-2.7;;6.1;18.6;3.0;;3.8;-3.3;3.2;-8.9;-0.4;7.3
224;Waarde;13 Textielindustrie;2019 3e kwartaal;4.2;-4.7;;-3.8;-7.0;;0.8;8.4;4.8;0.1;-0.5;-6.7;-4.6;;-1.6;-2.8;3.0;;-3.8;-2.2;1.3;2.8;-3.7;0.7
225;Waarde;13 Textielindustrie;2019 4e kwartaal;-2.6;-4.7;25.9;-3.6;-0.8;26.4;16.2;-7.8;-8.2;-6.9;-7.5;-1.8;-2.7;-2.7;-5.0;-11.8;2.0;-15.7;-1.8;-4.8;-2.1;-2.9;-8.2;-8.9
226;Waarde;13 Textielindustrie;2020 1e kwartaal;-13.7;10.7;;-15.2;9.8;;32.1;-6.0;20.7;15.3;13.2;-9.5;8.4;;4.5;2.2;-21.0;;-0.4;0.7;-1.9;-21.5;-5.5;-14.6
227;Waarde;13 Textielindustrie;2020 2e kwartaal;-7.0;-89.2;;-5.4;-84.8;;3.8;-4.6;-91.6;-80.2;-90.4;-40.2;0.8;;-34.5;-3.0;-57.3;;4.4;4.6;2.3;-12.7;-89.2;-7.5
228;Waarde;13 Textielindustrie;2020 3e kwartaal;-59.8;4.3;;-62.4;5.7;;-4.4;-51.7;10.3;18.6;-9.0;-40.8;32.0;;-25.0;-4.4;-56.2;;6.5;6.3;2.1;-52.8;-6.9;-63.8
229;Waarde;13 Textielindustrie;2020 4e kwartaal;7.8;-11.3;22.0;-2.6;-26.2;30.8;10.3;14.0;-20.1;-15.0;-11.1;-39.2;22.3;1.1;-12.9;12.3;-36.9;-8.2;1.5;1.7;6.3;-10.9;-19.1;-3.0
230;Waarde;13 Textielindustrie;2021 1e kwartaal;6.2;-8.5;;5.9;-14.3;;31.6;14.3;-21.2;-16.7;-11.5;-5.9;-2.3;;-10.0;-18.9;-4.1;;5.6;7.5;4.4;-5.1;-13.7;0.6
231;Waarde;13 Textielindustrie;2021 2e kwartaal;-1.0;23.2;;8.3;7.5;;44.0;-0.2;23.9;8.6;21.1;-7.3;10.9;;8.2;-12.2;23.2;;6.0;6.0;6.6;-6.4;-5.4;3.3
232;Waarde;13 Textielindustrie;2021 3e kwartaal;48.6;0.0;;40.5;-1.8;;40.3;50.0;5.2;5.8;6.1;13.5;7.7;;20.9;28.4;30.1;;12.8;5.2;-1.3;8.6;4.8;10.2
233;Waarde;13 Textielindustrie;2021 4e kwartaal;1.9;8.7;32.5;-2.6;6.4;26.1;53.1;9.0;-0.6;-4.3;-1.7;-1.7;4.6;17.9;14.9;14.1;8.4;19.0;6.2;2.0;-5.9;-7.8;5.2;-18.7
