ID;KenmerkenHuishoudens;AantalKinderen;Perioden;Paren_1;BeidePartnersWerkzaam_2;BeidePartnersVoltijd_3;EenPartnerVoltijdEenDeeltijd_4;ManVoltijdPartnerDeeltijd_5;VrouwVoltijdPartnerDeeltijd_6;VoltijdPartner20Tot35Uur_7;ManVoltijdPartner20Tot35Uur_8;VrouwVoltijdPartner20Tot35Uur_9;VoltijdPartner12Tot20Uur_10;ManVoltijdPartner12Tot20Uur_11;VrouwVoltijdPartner12Tot20Uur_12;VoltijdPartner12Uur_13;ManVoltijdPartner12Uur_14;VrouwVoltijdPartner12Uur_15;BeidePartnersDeeltijd_16;BeidePartners20Tot35Uur_17;k_20Tot35UurPartner12Tot20Uur_18;Man20Tot35UurPartner12Tot20_19;Vrouw20Tot35UurPartner12Tot20_20;k_20Tot35UurPartner12Uur_21;Man20Tot35UurPartner12Uur_22;Vrouw20Tot35UurPartner12Uur_23;BeidePartners12Tot20Uur_24;k_12Tot20UurPartner12Uur_25;Man12Tot20UurPartner12Uur_26;Vrouw12Tot20UurPartner12Uur_27;BeidePartners12Uur_28;EenVanDePartnersWerkzaam_29;ManWerkzaamPartnerNiet_30;VrouwWerkzaamPartnerNiet_31;VoltijdWerkzaamPartnerNiet_32;ManVoltijdWerkzaamPartnerNiet_33;VrouwVoltijdWerkzaamPartnerNiet_34;DeeltijdWerkzaamPartnerNiet_35;ManDeeltijdWerkzaamPartnerNiet_36;VrouwDeeltijdWerkzaamPartnerNiet_37;k_20Tot35UurWerkzaamPartnerNiet_38;Man20Tot35UurPartnerNiet_39;Vrouw20Tot35UurPartnerNiet_40;k_12Tot20UurWerkzaamPartnerNiet_41;Man12Tot20UurPartnerNiet_42;Vrouw12Tot20UurPartnerNiet_43;k_12UurWerkzaamPartnerNiet_44;Man12UurWerkzaamPartnerNiet_45;Vrouw12UurWerkzaamPartnerNiet_46;BeidePartnersNietWerkzaam_47
56;Totaal ;Paar: met 3 of meer kinderen;2021;377.0;277.0;40.0;206.0;199.0;6.0;147.0;141.0;5.0;41.0;41.0;1.0;18.0;17.0;1.0;32.0;23.0;5.0;4.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;80.0;70.0;10.0;62.0;59.0;3.0;18.0;11.0;7.0;14.0;7.0;6.0;2.0;2.0;1.0;2.0;2.0;0.0;19.0
57;Totaal ;Paar: met 3 of meer kinderen;2022;357.0;265.0;39.0;191.0;180.0;10.0;136.0;127.0;9.0;36.0;35.0;1.0;18.0;18.0;0.0;36.0;27.0;6.0;5.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;66.0;11.0;58.0;55.0;3.0;19.0;11.0;9.0;13.0;8.0;6.0;2.0;1.0;1.0;3.0;2.0;1.0;14.0
58;Totaal ;Paar: met 3 of meer kinderen;2023;363.0;276.0;42.0;198.0;187.0;11.0;143.0;134.0;10.0;38.0;37.0;1.0;17.0;16.0;1.0;36.0;25.0;7.0;6.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;72.0;62.0;10.0;55.0;53.0;3.0;17.0;10.0;7.0;12.0;7.0;5.0;2.0;1.0;1.0;2.0;1.0;1.0;16.0
59;Totaal ;Paar: met 3 of meer kinderen;2024;358.0;269.0;42.0;186.0;175.0;11.0;136.0;126.0;9.0;34.0;33.0;1.0;17.0;16.0;1.0;41.0;30.0;8.0;5.0;3.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;72.0;62.0;10.0;55.0;52.0;3.0;17.0;10.0;7.0;13.0;8.0;5.0;2.0;1.0;1.0;2.0;1.0;1.0;16.0
60;Totaal ;Paar: zonder kind;2013;1900.0;819.0;294.0;424.0;376.0;48.0;303.0;269.0;34.0;57.0;52.0;5.0;64.0;55.0;9.0;101.0;47.0;16.0;10.0;6.0;20.0;10.0;11.0;2.0;7.0;5.0;3.0;8.0;485.0;311.0;174.0;259.0;210.0;49.0;226.0;101.0;125.0;120.0;46.0;74.0;34.0;16.0;18.0;71.0;39.0;32.0;596.0
61;Totaal ;Paar: zonder kind;2014;1874.0;786.0;278.0;412.0;369.0;43.0;301.0;269.0;31.0;52.0;47.0;5.0;60.0;53.0;7.0;96.0;48.0;15.0;9.0;6.0;21.0;10.0;11.0;2.0;4.0;2.0;2.0;6.0;503.0;324.0;179.0;268.0;217.0;51.0;235.0;107.0;128.0;129.0;52.0;77.0;39.0;17.0;22.0;67.0;38.0;29.0;585.0
62;Totaal ;Paar: zonder kind;2015;1876.0;804.0;275.0;427.0;384.0;43.0;311.0;278.0;33.0;54.0;50.0;3.0;62.0;55.0;7.0;102.0;51.0;15.0;9.0;6.0;22.0;10.0;12.0;2.0;7.0;4.0;3.0;5.0;491.0;308.0;183.0;263.0;213.0;50.0;228.0;95.0;133.0;129.0;47.0;82.0;31.0;12.0;20.0;68.0;37.0;31.0;581.0
63;Totaal ;Paar: zonder kind;2016;1866.0;815.0;292.0;422.0;372.0;49.0;312.0;274.0;38.0;54.0;50.0;4.0;56.0;48.0;8.0;102.0;50.0;15.0;9.0;7.0;21.0;10.0;11.0;2.0;6.0;2.0;4.0;6.0;463.0;298.0;165.0;255.0;209.0;46.0;208.0;89.0;119.0;113.0;41.0;71.0;30.0;12.0;18.0;65.0;36.0;29.0;588.0
64;Totaal ;Paar: zonder kind;2017;1859.0;824.0;293.0;433.0;386.0;47.0;322.0;286.0;36.0;54.0;49.0;5.0;57.0;51.0;6.0;98.0;50.0;17.0;10.0;7.0;19.0;9.0;10.0;2.0;4.0;2.0;2.0;5.0;461.0;299.0;161.0;252.0;204.0;48.0;208.0;95.0;113.0;119.0;48.0;70.0;33.0;13.0;20.0;56.0;34.0;23.0;574.0
65;Totaal ;Paar: zonder kind;2018;1868.0;859.0;302.0;443.0;396.0;47.0;337.0;301.0;36.0;54.0;50.0;4.0;52.0;45.0;6.0;114.0;63.0;19.0;11.0;8.0;20.0;10.0;10.0;1.0;5.0;3.0;2.0;6.0;453.0;286.0;168.0;248.0;199.0;49.0;205.0;87.0;118.0;121.0;47.0;75.0;32.0;13.0;19.0;52.0;27.0;25.0;556.0
66;Totaal ;Paar: zonder kind;2019;1850.0;866.0;305.0;445.0;392.0;54.0;341.0;300.0;41.0;55.0;50.0;5.0;49.0;42.0;7.0;115.0;65.0;16.0;10.0;7.0;21.0;10.0;11.0;2.0;4.0;2.0;2.0;7.0;457.0;291.0;166.0;242.0;197.0;45.0;215.0;94.0;121.0;120.0;47.0;73.0;33.0;15.0;18.0;62.0;33.0;30.0;527.0
67;Totaal ;Paar: zonder kind;2020;1865.0;874.0;311.0;441.0;386.0;55.0;345.0;300.0;44.0;49.0;44.0;5.0;48.0;41.0;6.0;122.0;71.0;17.0;10.0;7.0;20.0;11.0;9.0;3.0;5.0;3.0;2.0;7.0;447.0;278.0;169.0;236.0;189.0;48.0;211.0;89.0;122.0;121.0;48.0;74.0;29.0;11.0;19.0;60.0;31.0;29.0;543.0
68;Totaal ;Paar: zonder kind;2021;1843.0;879.0;289.0;437.0;384.0;52.0;339.0;298.0;41.0;62.0;57.0;5.0;35.0;29.0;6.0;153.0;85.0;30.0;22.0;8.0;20.0;9.0;10.0;6.0;8.0;5.0;3.0;5.0;433.0;272.0;161.0;199.0;164.0;35.0;234.0;108.0;126.0;132.0;55.0;77.0;41.0;17.0;24.0;60.0;36.0;25.0;532.0
69;Totaal ;Paar: zonder kind;2022;1826.0;907.0;301.0;445.0;389.0;56.0;347.0;301.0;46.0;64.0;60.0;4.0;34.0;28.0;6.0;161.0;92.0;31.0;19.0;12.0;20.0;11.0;9.0;3.0;7.0;2.0;5.0;7.0;432.0;259.0;173.0;195.0;155.0;40.0;237.0;104.0;133.0;129.0;49.0;80.0;45.0;19.0;27.0;63.0;36.0;27.0;487.0
70;Totaal ;Paar: zonder kind;2023;1822.0;934.0;309.0;452.0;401.0;51.0;350.0;309.0;41.0;63.0;58.0;5.0;39.0;34.0;5.0;174.0;103.0;31.0;21.0;10.0;22.0;13.0;9.0;5.0;7.0;3.0;4.0;6.0;431.0;266.0;165.0;192.0;153.0;38.0;239.0;113.0;127.0;138.0;60.0;78.0;44.0;18.0;26.0;57.0;35.0;22.0;457.0
71;Totaal ;Paar: zonder kind;2024;1805.0;949.0;315.0;462.0;405.0;57.0;364.0;317.0;46.0;61.0;56.0;6.0;37.0;32.0;5.0;172.0;99.0;32.0;21.0;11.0;22.0;9.0;13.0;4.0;6.0;3.0;3.0;9.0;434.0;264.0;170.0;188.0;151.0;36.0;247.0;112.0;134.0;139.0;58.0;80.0;46.0;19.0;26.0;62.0;35.0;27.0;421.0
72;Huishouden met thuiswonende kinderen;Totaal ;2013;2015.0;1412.0;191.0;1089.0;1051.0;38.0;757.0;726.0;31.0;202.0;199.0;3.0;129.0;126.0;4.0;132.0;89.0;18.0;13.0;5.0;17.0;10.0;7.0;2.0;4.0;1.0;2.0;2.0;506.0;392.0;114.0;383.0;353.0;30.0;123.0;39.0;85.0;86.0;29.0;57.0;20.0;4.0;16.0;17.0;6.0;11.0;96.0
73;Huishouden met thuiswonende kinderen;Totaal ;2014;2017.0;1408.0;207.0;1068.0;1029.0;39.0;747.0;715.0;32.0;193.0;190.0;3.0;128.0;124.0;4.0;133.0;90.0;20.0;14.0;6.0;17.0;11.0;7.0;2.0;3.0;1.0;2.0;1.0;517.0;409.0;107.0;394.0;364.0;29.0;123.0;45.0;78.0;87.0;32.0;54.0;16.0;4.0;12.0;20.0;8.0;12.0;92.0
74;Huishouden met thuiswonende kinderen;Totaal ;2015;2021.0;1429.0;211.0;1076.0;1037.0;39.0;761.0;729.0;32.0;192.0;189.0;3.0;123.0;119.0;4.0;141.0;97.0;22.0;17.0;5.0;18.0;10.0;7.0;1.0;2.0;1.0;2.0;1.0;502.0;399.0;103.0;384.0;356.0;29.0;117.0;43.0;75.0;81.0;30.0;51.0;18.0;5.0;13.0;18.0;8.0;10.0;91.0
75;Huishouden met thuiswonende kinderen;Totaal ;2016;2008.0;1445.0;215.0;1093.0;1054.0;39.0;785.0;752.0;32.0;187.0;185.0;3.0;121.0;117.0;4.0;137.0;96.0;20.0;14.0;6.0;15.0;8.0;7.0;1.0;3.0;1.0;2.0;1.0;478.0;376.0;102.0;365.0;334.0;31.0;113.0;42.0;71.0;81.0;31.0;50.0;16.0;4.0;13.0;16.0;8.0;8.0;85.0
76;Huishouden met thuiswonende kinderen;Totaal ;2017;2014.0;1473.0;239.0;1089.0;1038.0;51.0;812.0;769.0;43.0;168.0;165.0;3.0;110.0;105.0;5.0;145.0;104.0;19.0;14.0;5.0;16.0;8.0;8.0;1.0;4.0;1.0;2.0;1.0;460.0;362.0;98.0;356.0;321.0;35.0;104.0;41.0;63.0;74.0;32.0;43.0;14.0;4.0;10.0;16.0;6.0;10.0;82.0
77;Huishouden met thuiswonende kinderen;Totaal ;2018;1998.0;1485.0;243.0;1092.0;1043.0;49.0;828.0;787.0;42.0;166.0;162.0;4.0;98.0;94.0;4.0;150.0;109.0;21.0;15.0;7.0;14.0;9.0;6.0;1.0;2.0;1.0;1.0;1.0;434.0;349.0;85.0;336.0;308.0;28.0;98.0;41.0;57.0;71.0;32.0;39.0;12.0;3.0;9.0;15.0;6.0;9.0;79.0
78;Huishouden met thuiswonende kinderen;Totaal ;2019;2002.0;1521.0;254.0;1115.0;1065.0;50.0;859.0;818.0;42.0;162.0;157.0;4.0;94.0;90.0;4.0;152.0;117.0;19.0;14.0;5.0;12.0;7.0;5.0;1.0;1.0;1.0;1.0;1.0;408.0;321.0;87.0;306.0;279.0;27.0;103.0;42.0;60.0;77.0;32.0;44.0;12.0;5.0;7.0;14.0;5.0;8.0;73.0
79;Huishouden met thuiswonende kinderen;Totaal ;2020;2011.0;1522.0;260.0;1092.0;1039.0;53.0;856.0;811.0;45.0;153.0;150.0;3.0;83.0;79.0;4.0;171.0;129.0;19.0;14.0;5.0;16.0;8.0;8.0;2.0;2.0;1.0;1.0;2.0;410.0;318.0;92.0;305.0;278.0;27.0;105.0;40.0;65.0;81.0;30.0;51.0;11.0;4.0;7.0;13.0;7.0;7.0;78.0
80;Huishouden met thuiswonende kinderen;Totaal ;2021;2008.0;1562.0;265.0;1089.0;1034.0;55.0;854.0;809.0;46.0;169.0;165.0;4.0;65.0;60.0;5.0;208.0;161.0;31.0;22.0;8.0;10.0;6.0;4.0;2.0;2.0;1.0;1.0;2.0;369.0;287.0;82.0;263.0;238.0;25.0;106.0;48.0;58.0;81.0;37.0;44.0;13.0;5.0;8.0;12.0;6.0;6.0;76.0
81;Huishouden met thuiswonende kinderen;Totaal ;2022;1988.0;1579.0;272.0;1077.0;1014.0;62.0;858.0;806.0;53.0;156.0;150.0;6.0;63.0;59.0;4.0;231.0;182.0;31.0;23.0;7.0;13.0;7.0;6.0;2.0;3.0;1.0;2.0;1.0;345.0;269.0;75.0;252.0;228.0;24.0;92.0;41.0;51.0;69.0;32.0;37.0;13.0;5.0;8.0;10.0;5.0;5.0;64.0
82;Huishouden met thuiswonende kinderen;Totaal ;2023;1994.0;1591.0;278.0;1082.0;1020.0;62.0;872.0;818.0;54.0;152.0;147.0;5.0;58.0;55.0;3.0;232.0;177.0;32.0;25.0;7.0;16.0;9.0;6.0;3.0;3.0;1.0;1.0;1.0;339.0;264.0;75.0;246.0;224.0;22.0;94.0;40.0;53.0;72.0;31.0;41.0;12.0;4.0;8.0;10.0;5.0;4.0;63.0
83;Huishouden met thuiswonende kinderen;Totaal ;2024;2010.0;1593.0;288.0;1058.0;994.0;63.0;853.0;799.0;54.0;146.0;140.0;5.0;59.0;55.0;4.0;247.0;192.0;35.0;23.0;11.0;14.0;9.0;5.0;3.0;3.0;1.0;2.0;1.0;344.0;262.0;81.0;247.0;218.0;29.0;96.0;44.0;52.0;73.0;34.0;40.0;13.0;5.0;8.0;10.0;5.0;5.0;74.0
84;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2013;2015.0;1412.0;191.0;1089.0;1051.0;38.0;757.0;726.0;31.0;202.0;199.0;3.0;129.0;126.0;4.0;132.0;89.0;18.0;13.0;5.0;17.0;10.0;7.0;2.0;4.0;1.0;2.0;2.0;506.0;392.0;114.0;383.0;353.0;30.0;123.0;39.0;85.0;86.0;29.0;57.0;20.0;4.0;16.0;17.0;6.0;11.0;96.0
85;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2014;2017.0;1408.0;207.0;1068.0;1029.0;39.0;747.0;715.0;32.0;193.0;190.0;3.0;128.0;124.0;4.0;133.0;90.0;20.0;14.0;6.0;17.0;11.0;7.0;2.0;3.0;1.0;2.0;1.0;517.0;409.0;107.0;394.0;364.0;29.0;123.0;45.0;78.0;87.0;32.0;54.0;16.0;4.0;12.0;20.0;8.0;12.0;92.0
86;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2015;2021.0;1429.0;211.0;1076.0;1037.0;39.0;761.0;729.0;32.0;192.0;189.0;3.0;123.0;119.0;4.0;141.0;97.0;22.0;17.0;5.0;18.0;10.0;7.0;1.0;2.0;1.0;2.0;1.0;502.0;399.0;103.0;384.0;356.0;29.0;117.0;43.0;75.0;81.0;30.0;51.0;18.0;5.0;13.0;18.0;8.0;10.0;91.0
87;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2016;2008.0;1445.0;215.0;1093.0;1054.0;39.0;785.0;752.0;32.0;187.0;185.0;3.0;121.0;117.0;4.0;137.0;96.0;20.0;14.0;6.0;15.0;8.0;7.0;1.0;3.0;1.0;2.0;1.0;478.0;376.0;102.0;365.0;334.0;31.0;113.0;42.0;71.0;81.0;31.0;50.0;16.0;4.0;13.0;16.0;8.0;8.0;85.0
88;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2017;2014.0;1473.0;239.0;1089.0;1038.0;51.0;812.0;769.0;43.0;168.0;165.0;3.0;110.0;105.0;5.0;145.0;104.0;19.0;14.0;5.0;16.0;8.0;8.0;1.0;4.0;1.0;2.0;1.0;460.0;362.0;98.0;356.0;321.0;35.0;104.0;41.0;63.0;74.0;32.0;43.0;14.0;4.0;10.0;16.0;6.0;10.0;82.0
89;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2018;1998.0;1485.0;243.0;1092.0;1043.0;49.0;828.0;787.0;42.0;166.0;162.0;4.0;98.0;94.0;4.0;150.0;109.0;21.0;15.0;7.0;14.0;9.0;6.0;1.0;2.0;1.0;1.0;1.0;434.0;349.0;85.0;336.0;308.0;28.0;98.0;41.0;57.0;71.0;32.0;39.0;12.0;3.0;9.0;15.0;6.0;9.0;79.0
90;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2019;2002.0;1521.0;254.0;1115.0;1065.0;50.0;859.0;818.0;42.0;162.0;157.0;4.0;94.0;90.0;4.0;152.0;117.0;19.0;14.0;5.0;12.0;7.0;5.0;1.0;1.0;1.0;1.0;1.0;408.0;321.0;87.0;306.0;279.0;27.0;103.0;42.0;60.0;77.0;32.0;44.0;12.0;5.0;7.0;14.0;5.0;8.0;73.0
91;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2020;2011.0;1522.0;260.0;1092.0;1039.0;53.0;856.0;811.0;45.0;153.0;150.0;3.0;83.0;79.0;4.0;171.0;129.0;19.0;14.0;5.0;16.0;8.0;8.0;2.0;2.0;1.0;1.0;2.0;410.0;318.0;92.0;305.0;278.0;27.0;105.0;40.0;65.0;81.0;30.0;51.0;11.0;4.0;7.0;13.0;7.0;7.0;78.0
92;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2021;2008.0;1562.0;265.0;1089.0;1034.0;55.0;854.0;809.0;46.0;169.0;165.0;4.0;65.0;60.0;5.0;208.0;161.0;31.0;22.0;8.0;10.0;6.0;4.0;2.0;2.0;1.0;1.0;2.0;369.0;287.0;82.0;263.0;238.0;25.0;106.0;48.0;58.0;81.0;37.0;44.0;13.0;5.0;8.0;12.0;6.0;6.0;76.0
93;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2022;1988.0;1579.0;272.0;1077.0;1014.0;62.0;858.0;806.0;53.0;156.0;150.0;6.0;63.0;59.0;4.0;231.0;182.0;31.0;23.0;7.0;13.0;7.0;6.0;2.0;3.0;1.0;2.0;1.0;345.0;269.0;75.0;252.0;228.0;24.0;92.0;41.0;51.0;69.0;32.0;37.0;13.0;5.0;8.0;10.0;5.0;5.0;64.0
94;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2023;1994.0;1591.0;278.0;1082.0;1020.0;62.0;872.0;818.0;54.0;152.0;147.0;5.0;58.0;55.0;3.0;232.0;177.0;32.0;25.0;7.0;16.0;9.0;6.0;3.0;3.0;1.0;1.0;1.0;339.0;264.0;75.0;246.0;224.0;22.0;94.0;40.0;53.0;72.0;31.0;41.0;12.0;4.0;8.0;10.0;5.0;4.0;63.0
95;Huishouden met thuiswonende kinderen;Paar: met kind(eren);2024;2010.0;1593.0;288.0;1058.0;994.0;63.0;853.0;799.0;54.0;146.0;140.0;5.0;59.0;55.0;4.0;247.0;192.0;35.0;23.0;11.0;14.0;9.0;5.0;3.0;3.0;1.0;2.0;1.0;344.0;262.0;81.0;247.0;218.0;29.0;96.0;44.0;52.0;73.0;34.0;40.0;13.0;5.0;8.0;10.0;5.0;5.0;74.0
96;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2013;688.0;455.0;78.0;331.0;316.0;15.0;245.0;233.0;13.0;50.0;49.0;1.0;36.0;34.0;1.0;46.0;30.0;6.0;4.0;3.0;7.0;4.0;3.0;1.0;1.0;0.0;1.0;1.0;187.0;133.0;54.0;134.0;118.0;16.0;53.0;16.0;37.0;36.0;10.0;26.0;8.0;2.0;6.0;8.0;3.0;5.0;46.0
97;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2014;687.0;451.0;87.0;321.0;306.0;15.0;236.0;224.0;12.0;46.0;45.0;1.0;39.0;37.0;2.0;43.0;29.0;7.0;5.0;2.0;6.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;191.0;144.0;48.0;141.0;126.0;15.0;51.0;18.0;33.0;35.0;11.0;24.0;7.0;3.0;5.0;9.0;4.0;5.0;44.0
98;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2015;676.0;449.0;86.0;318.0;305.0;13.0;238.0;227.0;11.0;47.0;46.0;1.0;33.0;31.0;2.0;45.0;30.0;7.0;5.0;2.0;6.0;4.0;3.0;0.0;1.0;0.0;1.0;0.0;186.0;140.0;46.0;135.0;122.0;13.0;51.0;18.0;33.0;34.0;12.0;22.0;7.0;2.0;5.0;9.0;4.0;5.0;41.0
99;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2016;672.0;451.0;85.0;323.0;310.0;13.0;241.0;230.0;11.0;48.0;47.0;1.0;34.0;33.0;1.0;44.0;29.0;7.0;5.0;2.0;5.0;2.0;3.0;0.0;1.0;0.0;1.0;0.0;178.0;133.0;45.0;129.0;114.0;15.0;49.0;19.0;30.0;36.0;14.0;22.0;7.0;2.0;6.0;6.0;4.0;3.0;43.0
100;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2017;711.0;487.0;97.0;339.0;321.0;19.0;260.0;244.0;15.0;46.0;44.0;1.0;34.0;32.0;2.0;50.0;33.0;8.0;6.0;2.0;7.0;4.0;3.0;0.0;1.0;1.0;1.0;1.0;182.0;134.0;48.0;133.0;116.0;17.0;49.0;18.0;31.0;34.0;13.0;21.0;7.0;2.0;5.0;8.0;3.0;6.0;42.0
101;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2018;684.0;475.0;94.0;329.0;310.0;18.0;253.0;238.0;15.0;47.0;46.0;2.0;29.0;27.0;2.0;52.0;37.0;8.0;5.0;3.0;5.0;3.0;3.0;1.0;1.0;0.0;1.0;1.0;169.0;127.0;41.0;122.0;108.0;14.0;47.0;19.0;28.0;33.0;14.0;19.0;5.0;1.0;4.0;9.0;3.0;5.0;41.0
102;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2019;666.0;477.0;92.0;330.0;310.0;21.0;261.0;244.0;17.0;42.0;40.0;2.0;27.0;26.0;1.0;55.0;40.0;8.0;5.0;2.0;5.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;151.0;113.0;38.0;105.0;95.0;11.0;45.0;19.0;27.0;34.0;14.0;20.0;5.0;2.0;3.0;6.0;2.0;4.0;38.0
103;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2020;675.0;475.0;89.0;325.0;304.0;20.0;262.0;245.0;17.0;39.0;37.0;1.0;25.0;23.0;2.0;60.0;45.0;6.0;3.0;3.0;7.0;3.0;3.0;0.0;1.0;1.0;0.0;1.0;161.0;119.0;42.0;111.0;100.0;11.0;50.0;19.0;31.0;39.0;15.0;24.0;4.0;1.0;3.0;7.0;3.0;4.0;39.0
104;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2021;687.0;503.0;93.0;338.0;314.0;24.0;266.0;247.0;19.0;51.0;50.0;2.0;20.0;18.0;2.0;71.0;53.0;12.0;9.0;3.0;4.0;2.0;2.0;1.0;1.0;0.0;1.0;1.0;150.0;107.0;43.0;99.0;87.0;12.0;51.0;20.0;31.0;38.0;15.0;22.0;7.0;2.0;6.0;6.0;3.0;3.0;34.0
105;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2022;712.0;545.0;109.0;349.0;325.0;23.0;280.0;261.0;19.0;47.0;46.0;2.0;21.0;19.0;3.0;87.0;67.0;13.0;9.0;4.0;5.0;3.0;2.0;0.0;2.0;1.0;1.0;0.0;136.0;98.0;38.0;94.0;81.0;13.0;43.0;17.0;25.0;31.0;14.0;18.0;7.0;2.0;5.0;4.0;1.0;3.0;31.0
106;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2023;708.0;539.0;105.0;346.0;324.0;22.0;284.0;266.0;18.0;43.0;41.0;1.0;19.0;17.0;2.0;88.0;65.0;12.0;9.0;3.0;7.0;5.0;3.0;1.0;2.0;1.0;1.0;1.0;139.0;102.0;37.0;93.0;83.0;11.0;45.0;19.0;26.0;35.0;14.0;21.0;6.0;2.0;4.0;5.0;3.0;2.0;30.0
107;Huishouden met thuiswonende kinderen;Paar: met 1 kind;2024;721.0;540.0;111.0;340.0;317.0;23.0;276.0;256.0;20.0;44.0;43.0;1.0;20.0;18.0;2.0;89.0;69.0;12.0;8.0;4.0;5.0;3.0;2.0;1.0;2.0;1.0;1.0;1.0;144.0;100.0;44.0;98.0;82.0;16.0;46.0;18.0;28.0;34.0;13.0;21.0;7.0;3.0;5.0;4.0;2.0;2.0;37.0
108;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2013;925.0;687.0;84.0;539.0;521.0;18.0;382.0;367.0;15.0;101.0;100.0;1.0;56.0;54.0;1.0;64.0;45.0;8.0;6.0;2.0;7.0;4.0;3.0;1.0;2.0;1.0;1.0;1.0;207.0;162.0;45.0;158.0;148.0;10.0;49.0;14.0;35.0;33.0;11.0;22.0;9.0;2.0;7.0;7.0;2.0;5.0;31.0
109;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2014;931.0;689.0;85.0;535.0;518.0;17.0;382.0;367.0;14.0;101.0;99.0;1.0;53.0;52.0;1.0;68.0;48.0;9.0;6.0;3.0;8.0;4.0;3.0;1.0;2.0;0.0;1.0;0.0;212.0;169.0;43.0;162.0;151.0;10.0;51.0;18.0;33.0;36.0;14.0;22.0;7.0;1.0;5.0;8.0;3.0;5.0;30.0
110;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2015;942.0;713.0;93.0;549.0;530.0;19.0;395.0;379.0;16.0;97.0;96.0;1.0;57.0;55.0;2.0;72.0;51.0;10.0;8.0;3.0;8.0;4.0;4.0;1.0;1.0;0.0;1.0;1.0;202.0;161.0;41.0;158.0;146.0;12.0;45.0;15.0;30.0;30.0;10.0;20.0;8.0;2.0;6.0;6.0;3.0;3.0;26.0
111;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2016;952.0;728.0;99.0;560.0;540.0;20.0;413.0;396.0;17.0;94.0;93.0;1.0;53.0;50.0;2.0;69.0;51.0;9.0;7.0;3.0;7.0;4.0;3.0;0.0;1.0;0.0;0.0;1.0;200.0;156.0;44.0;154.0;141.0;13.0;46.0;15.0;31.0;33.0;11.0;22.0;7.0;1.0;6.0;6.0;3.0;3.0;25.0
112;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2017;915.0;717.0;105.0;543.0;520.0;23.0;414.0;395.0;19.0;83.0;82.0;1.0;45.0;43.0;2.0;69.0;54.0;7.0;5.0;2.0;6.0;3.0;3.0;1.0;1.0;0.0;1.0;0.0;175.0;139.0;35.0;139.0;127.0;12.0;35.0;12.0;23.0;26.0;9.0;17.0;5.0;1.0;4.0;4.0;2.0;3.0;24.0
113;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2018;924.0;729.0;109.0;546.0;523.0;23.0;429.0;409.0;20.0;77.0;75.0;2.0;40.0;39.0;2.0;73.0;56.0;9.0;7.0;3.0;6.0;4.0;2.0;0.0;1.0;0.0;1.0;1.0;173.0;140.0;33.0;138.0;127.0;11.0;34.0;13.0;21.0;26.0;10.0;16.0;4.0;1.0;4.0;4.0;2.0;2.0;22.0
114;Huishouden met thuiswonende kinderen;Paar: met 2 kinderen;2019;944.0;755.0;116.0;568.0;545.0;22.0;449.0;430.0;19.0;78.0;77.0;1.0;41.0;38.0;2.0;72.0;58.0;8.0;5.0;2.0;5.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;169.0;132.0;37.0;130.0;118.0;12.0;39.0;15.0;25.0;30.0;11.0;19.0;4.0;1.0;3.0;5.0;2.0;3.0;20.0
