ID;EconomischeActiviteitEnOverigePosten;Perioden;Energieverbruik_1;GebruikVanLeidingwater_2;Afval_3;ZwareMetalen_4;VermestendeStoffen_5;BroeikasgassenKlimaatverandering_6;VerzurendeStoffenVerzuring_7;Ozonlaagaantasting_8;FijnStof_9;OpbrengstMilieubelastingenHeffingen_10;Milieukosten_11;MilieuInvesteringen_12;ArbeidsvolumeWerkzamePersonen_13;BrutoToegevoegdeWaardeBasisprijzen_14;ArbeidsvolumeWerkzamePersonen_15;OutputBasisprijzen_16;BrutoToegevoegdeWaardeBasisprijzen_17;OutputBasisprijzen_18;BrutoToegevoegdeWaardeBasisprijzen_19;BrutoInvesteringenInVasteActiva_20
0;Totaal;2001;3465.0;;71938.0;;;243495;39.4;246.3;57.8;17409.0;9650.0;2206.0;119.0;8073.0;6832.0;890461.0;424304.0;1068642.0;496993.0;106820.0
1;Totaal;2002;3462.0;;73845.0;;;242024;38.0;219.4;56.7;17538.0;;;121.0;8460.0;6819.0;910235.0;440659.0;1063645.0;496414.0;105080.0
2;Totaal;2003;3543.0;1132.1;74092.0;;;242594;37.8;184.4;53.8;18342.0;10440.0;2299.0;122.0;8689.0;6740.0;923951.0;452130.0;1060359.0;498125.0;104886.0
3;Totaal;2004;3617.0;1099.0;73125.0;;;244779;37.7;178.2;52.4;19544.0;;;116.0;8912.0;6693.0;955169.0;463836.0;1080153.0;507766.0;105729.0
4;Totaal;2005;3628.0;1086.0;72354.0;454.0;74885.0;240557;37.7;172.9;52.0;20919.0;10105.0;2649.0;115.0;9231.0;6712.0;1002532.0;481262.0;1105783.0;519532.0;110515.0
5;Totaal;2006;3524.0;1098.0;73602.0;;;235142;36.1;169.3;49.8;22561.0;;;119.0;10088.0;6860.0;1063437.0;510012.0;1147557.0;540075.0;121321.0
6;Totaal;2007;3656.0;1088.1;75127.0;;;235811;35.4;160.6;48.8;22497.0;11337.0;3989.0;122.0;10904.0;7051.0;1131842.0;543050.0;1194886.0;563591.0;131607.0
7;Totaal;2008;3647.0;1093.1;77552.0;;;236690;33.4;153.9;46.7;23880.0;;;125.0;12056.0;7181.0;1192997.0;567779.0;1218976.0;577008.0;140647.0
8;Totaal;2009;3561.0;1092.8;73539.0;;;231635;31.6;143.9;44.5;23350.0;10799.0;3310.0;127.0;11800.0;7099.0;1142971.0;554036.0;1173863.0;560062.0;129744.0
9;Totaal;2010;3772.0;1089.6;72808.0;423.0;75932.0;242628;30.1;136.7;42.6;23985.0;;;126.0;12778.0;7056.0;1178924.0;567757.0;1178924.0;567757.0;124649.0
10;Totaal;2011;3527.0;1080.3;;416.0;68538.0;229103;28.7;133.0;39.6;23873.0;10938.0;3244.0;132.0;13491.0;7099.0;1238414.0;579590.0;1209761.0;579152.0;130402.0
11;Totaal;2012;3554.0;1070.4;;385.0;74390.0;228332;28.2;125.3;38.1;22858.0;;;130.0;13239.0;7059.0;1244749.0;578917.0;1193338.0;571507.0;122099.0
12;Totaal;2013;3540.0;;;;;228425;28.3;123.7;37.8;23013.0;;;;;6962.0;1236446.0;578536.0;1184441.0;569246.0;117297.0
13;Totaal Nederlandse economie;2001;3465.0;;63753.0;;;243495;30.0;246.3;52.5;17359.0;9650.0;2206.0;119.0;8073.0;6832.0;890461.0;424304.0;1068642.0;496993.0;106820.0
14;Totaal Nederlandse economie;2002;3462.0;;63848.0;;;242024;28.6;219.4;51.6;17482.0;;;121.0;8460.0;6819.0;910235.0;440659.0;1063645.0;496414.0;105080.0
15;Totaal Nederlandse economie;2003;3543.0;1132.1;63106.0;;;242594;28.3;184.4;48.9;18283.0;10440.0;2299.0;122.0;8689.0;6740.0;923951.0;452130.0;1060359.0;498125.0;104886.0
16;Totaal Nederlandse economie;2004;3617.0;1099.0;63111.0;;;244779;28.2;178.2;47.9;19498.0;;;116.0;8912.0;6693.0;955169.0;463836.0;1080153.0;507766.0;105729.0
17;Totaal Nederlandse economie;2005;3628.0;1086.0;61610.0;156.0;39049.0;240557;28.0;172.9;47.1;20866.0;10105.0;2649.0;115.0;9231.0;6712.0;1002532.0;481262.0;1105783.0;519532.0;110515.0
18;Totaal Nederlandse economie;2006;3524.0;1098.0;62359.0;;;235142;26.2;169.3;44.7;22504.0;;;119.0;10088.0;6860.0;1063437.0;510012.0;1147557.0;540075.0;121321.0
19;Totaal Nederlandse economie;2007;3656.0;1088.1;63561.0;;;235811;25.8;160.6;43.5;22444.0;11337.0;3989.0;122.0;10904.0;7051.0;1131842.0;543050.0;1194886.0;563591.0;131607.0
20;Totaal Nederlandse economie;2008;3647.0;1093.1;64803.0;;;236690;24.3;153.9;41.8;23747.0;;;125.0;12056.0;7181.0;1192997.0;567779.0;1218976.0;577008.0;140647.0
21;Totaal Nederlandse economie;2009;3561.0;1092.8;59924.0;;;231635;22.7;143.9;40.0;23230.0;10799.0;3310.0;127.0;11800.0;7099.0;1142971.0;554036.0;1173863.0;560062.0;129744.0
22;Totaal Nederlandse economie;2010;3772.0;1089.6;59024.0;137.0;38021.0;242628;21.5;136.7;38.3;23918.0;;;126.0;12778.0;7056.0;1178924.0;567757.0;1178924.0;567757.0;124649.0
23;Totaal Nederlandse economie;2011;3527.0;1080.3;;132.0;37950.0;229103;20.3;133.0;35.9;23812.0;10938.0;3244.0;132.0;13491.0;7099.0;1238414.0;579590.0;1209761.0;579152.0;130402.0
24;Totaal Nederlandse economie;2012;3554.0;1070.4;;136.0;37352.0;228332;20.0;125.3;34.5;22795.0;;;130.0;13239.0;7059.0;1244749.0;578917.0;1193338.0;571507.0;122099.0
25;Totaal Nederlandse economie;2013;3540.0;;;;;228425;20.1;123.7;34.3;22952.0;;;;;6962.0;1236446.0;578536.0;1184441.0;569246.0;117297.0
26;A-U Alle economische activiteiten;2001;2750.0;;;;;192906;27.1;183.6;39.9;6505.0;;;114.0;8073.0;6832.0;889078.0;424304.0;1066957.0;496993.0;108774.0
27;A-U Alle economische activiteiten;2002;2764.0;;54558.0;;;193243;25.9;162.2;39.2;6147.0;;;116.0;8460.0;6819.0;908823.0;440659.0;1061977.0;496414.0;107195.0
28;A-U Alle economische activiteiten;2003;2835.0;316.8;53883.0;;;193907;25.8;132.6;36.7;6295.0;;;117.0;8689.0;6740.0;922518.0;452130.0;1058712.0;498125.0;107358.0
29;A-U Alle economische activiteiten;2004;2905.0;302.8;53618.0;;;196544;25.8;131.0;36.0;6786.0;;;112.0;8912.0;6693.0;953710.0;463836.0;1078490.0;507766.0;108206.0
30;A-U Alle economische activiteiten;2005;2930.0;295.5;52100.0;51.0;16954.0;193908;25.7;130.2;35.7;7838.0;;;110.0;9231.0;6712.0;1001051.0;481262.0;1104112.0;519532.0;113951.0
31;A-U Alle economische activiteiten;2006;2838.0;297.3;52942.0;;;189607;24.0;131.2;33.3;8754.0;;;115.0;10088.0;6860.0;1061929.0;510012.0;1145889.0;540075.0;124655.0
32;A-U Alle economische activiteiten;2007;2992.0;298.8;53993.0;;;191707;23.7;126.9;32.9;8400.0;;;118.0;10904.0;7051.0;1130270.0;543050.0;1193192.0;563591.0;134974.0
33;A-U Alle economische activiteiten;2008;2945.0;304.8;55383.0;;;190849;22.3;124.4;31.7;9120.0;;;122.0;12056.0;7181.0;1191336.0;567779.0;1217253.0;577008.0;143897.0
34;A-U Alle economische activiteiten;2009;2860.0;304.6;50592.0;;;186039;20.8;118.3;30.1;8409.0;;;123.0;11800.0;7099.0;1141320.0;554036.0;1172186.0;560062.0;132916.0
35;A-U Alle economische activiteiten;2010;3018.0;303.4;49952.0;47.0;16331.0;194544;19.7;115.1;28.8;8316.0;;;123.0;12778.0;7056.0;1177286.0;567757.0;1177286.0;567757.0;128114.0
36;A-U Alle economische activiteiten;2011;2845.0;298.6;;44.0;15880.0;185111;18.4;115.5;26.9;8491.0;;;128.0;13491.0;7099.0;1236753.0;579590.0;1208123.0;579152.0;133730.0
37;A-U Alle economische activiteiten;2012;2853.0;287.4;;45.0;15554.0;183783;18.1;111.5;25.9;7926.0;;;127.0;13239.0;7059.0;1243083.0;578917.0;1191724.0;571507.0;124919.0
38;A-U Alle economische activiteiten;2013;2826.0;;;;;182846;18.2;111.1;25.8;7991.0;;;;;6962.0;1234776.0;578536.0;1182839.0;569246.0;120305.0
39;A Landbouw, bosbouw en visserij;2001;182.0;;;;;26946;10.1;0.0;6.3;233.0;;;2.0;99.0;196.0;23229.0;10320.0;24369.0;9286.0;3525.0
40;A Landbouw, bosbouw en visserij;2002;171.0;;4061.0;;;25350;9.6;0.0;6.6;194.0;;;2.0;97.0;194.0;23058.0;10006.0;24644.0;9369.0;3579.0
41;A Landbouw, bosbouw en visserij;2003;171.0;57.6;3858.0;;;25114;9.3;0.0;5.6;197.0;;;2.0;114.0;188.0;22973.0;10157.0;24567.0;9619.0;3585.0
42;A Landbouw, bosbouw en visserij;2004;173.0;49.9;3868.0;;;25246;9.1;0.0;6.3;232.0;;;2.0;136.0;181.0;22801.0;9421.0;25490.0;10179.0;3195.0
43;A Landbouw, bosbouw en visserij;2005;171.0;47.6;3752.0;13.0;8739.0;25074;9.0;0.0;6.5;344.0;;;2.0;169.0;179.0;23355.0;9755.0;25528.0;10201.0;3291.0
44;A Landbouw, bosbouw en visserij;2006;153.0;46.5;3999.0;;;24617;9.0;0.0;6.3;372.0;;;2.0;214.0;176.0;25229.0;10782.0;25747.0;10153.0;3460.0
45;A Landbouw, bosbouw en visserij;2007;156.0;46.0;4513.0;;;25207;8.9;0.0;6.5;307.0;;;2.0;246.0;174.0;26653.0;10885.0;26471.0;10391.0;4217.0
46;A Landbouw, bosbouw en visserij;2008;157.0;44.3;4764.0;;;26245;8.0;0.0;6.6;369.0;;;2.0;285.0;170.0;27506.0;10131.0;27215.0;10634.0;4460.0
47;A Landbouw, bosbouw en visserij;2009;162.0;47.2;4258.0;;;26410;7.9;0.0;6.6;377.0;;;3.0;293.0;168.0;25859.0;9354.0;27763.0;11030.0;4150.0
48;A Landbouw, bosbouw en visserij;2010;171.0;43.8;4319.0;15.0;9412.0;27718;7.9;0.0;6.8;335.0;;;3.0;317.0;166.0;27953.0;10828.0;27953.0;10828.0;4527.0
49;A Landbouw, bosbouw en visserij;2011;156.0;42.7;;15.0;9441.0;26485;7.6;0.0;7.2;333.0;;;3.0;314.0;165.0;28449.0;9697.0;27832.0;10674.0;5663.0
50;A Landbouw, bosbouw en visserij;2012;154.0;39.3;;15.0;9345.0;25993;7.2;0.0;7.0;309.0;;;4.0;325.0;163.0;29613.0;10323.0;27838.0;10711.0;4729.0
51;A Landbouw, bosbouw en visserij;2013;154.0;;;;;26197;7.3;0.0;7.1;327.0;;;;;162.0;31173.0;11392.0;28191.0;10917.0;4616.0
52;B-E Nijverheid (geen bouw) en energie;2001;1743.0;;;;;118989;4.7;156.9;12.8;1335.0;;;;;934.0;241823.0;82457.0;285371.0;85815.0;15607.0
53;B-E Nijverheid (geen bouw) en energie;2002;1757.0;;22037.0;;;121116;4.5;137.2;13.1;1179.0;;;;;914.0;237670.0;81642.0;282490.0;85768.0;15592.0
54;B-E Nijverheid (geen bouw) en energie;2003;1816.0;164.8;21794.0;;;120928;4.4;107.6;12.0;1212.0;;;;;884.0;239864.0;82922.0;282149.0;85633.0;15227.0
55;B-E Nijverheid (geen bouw) en energie;2004;1872.0;158.9;21460.0;;;123357;4.4;106.0;11.3;1136.0;;;;;856.0;251391.0;84256.0;290001.0;88300.0;14623.0
56;B-E Nijverheid (geen bouw) en energie;2005;1912.0;153.4;20180.0;14.0;3334.0;121761;4.2;105.2;10.6;1370.0;;;;;838.0;268021.0;87612.0;294016.0;88779.0;15171.0
57;B-E Nijverheid (geen bouw) en energie;2006;1812.0;154.8;18871.0;;;116718;4.1;106.2;10.5;1482.0;;;;;831.0;287470.0;92899.0;301625.0;90959.0;17000.0
58;B-E Nijverheid (geen bouw) en energie;2007;1965.0;154.5;19047.0;;;118029;3.8;101.9;10.0;1329.0;;;;;831.0;306309.0;97629.0;312495.0;95179.0;17869.0
59;B-E Nijverheid (geen bouw) en energie;2008;1884.0;158.4;19068.0;;;114402;3.5;99.4;9.4;1636.0;;;;;833.0;326414.0;102476.0;313520.0;96046.0;19792.0
60;B-E Nijverheid (geen bouw) en energie;2009;1834.0;154.8;16179.0;;;111271;2.8;93.3;8.5;1527.0;;;;;811.0;280096.0;91381.0;292062.0;89264.0;18732.0
61;B-E Nijverheid (geen bouw) en energie;2010;1962.0;156.0;16284.0;8.0;3029.0;117638;2.8;90.1;8.5;1505.0;1411.0;573.0;;;792.0;305816.0;95149.0;305816.0;95149.0;18387.0
62;B-E Nijverheid (geen bouw) en energie;2011;1859.0;151.3;;7.0;2784.0;112072;2.8;90.5;8.1;1618.0;1441.0;512.0;;;783.0;342176.0;99481.0;318714.0;96139.0;22780.0
63;B-E Nijverheid (geen bouw) en energie;2012;1855.0;143.2;;7.0;2618.0;110143;2.7;86.5;7.6;1380.0;;;;;777.0;350578.0;101410.0;317912.0;95310.0;22746.0
64;B-E Nijverheid (geen bouw) en energie;2013;1815.0;;;;;108396;2.6;86.1;7.5;1386.0;;;;;767.0;346286.0;101758.0;316549.0;96345.0;23110.0
65;B Delfstoffenwinning;2001;53.0;;;;;3065;0.2;0.3;0.1;57.0;;;;;9.0;13978.0;11456.0;18901.0;16991.0;1719.0
66;B Delfstoffenwinning;2002;55.0;;118.0;;;3243;0.2;0.0;0.1;49.0;;;;;10.0;13045.0;10543.0;19029.0;17266.0;1868.0
67;B Delfstoffenwinning;2003;56.0;5.2;240.0;;;3222;0.2;0.0;0.1;52.0;;;;;9.0;13426.0;10940.0;18562.0;16861.0;1779.0
68;B Delfstoffenwinning;2004;58.0;4.2;293.0;;;3265;0.1;0.0;0.1;24.0;;;;;9.0;14154.0;11614.0;19937.0;18336.0;1400.0
69;B Delfstoffenwinning;2005;56.0;4.1;252.0;0.0;3.0;3298;0.1;0.0;0.0;27.0;;;;;8.0;16378.0;12816.0;18614.0;15221.0;1628.0
70;B Delfstoffenwinning;2006;51.0;4.1;207.0;;;3125;0.1;0.0;0.0;31.0;;;;;7.0;19860.0;16307.0;18411.0;14992.0;2084.0
71;B Delfstoffenwinning;2007;48.0;4.0;153.0;;;3031;0.1;0.0;0.1;20.0;;;;;7.0;19573.0;16056.0;18226.0;14817.0;1702.0
72;B Delfstoffenwinning;2008;47.0;4.3;111.0;;;3027;0.1;0.0;0.1;24.0;;;;;7.0;24822.0;21096.0;19154.0;15653.0;2476.0
73;B Delfstoffenwinning;2009;44.0;3.9;127.0;;;2757;0.1;0.0;0.0;17.0;;;;;7.0;19548.0;16015.0;18530.0;15118.0;2419.0
74;B Delfstoffenwinning;2010;48.0;4.2;147.0;0.0;0.0;3007;0.1;0.0;0.0;19.0;;;;;7.0;20846.0;17283.0;20846.0;17283.0;2347.0
75;B Delfstoffenwinning;2011;48.0;4.1;;0.0;0.0;3046;0.1;0.0;0.0;20.0;;;;;8.0;22399.0;18559.0;19583.0;15852.0;3880.0
76;B Delfstoffenwinning;2012;42.0;3.5;;0.0;0.0;3135;0.1;0.0;0.0;18.0;;;;;8.0;24240.0;20327.0;19488.0;15750.0;3091.0
77;B Delfstoffenwinning;2013;43.0;;;;;3216;0.1;0.0;0.0;23.0;;;;;9.0;25185.0;21052.0;20786.0;16845.0;3194.0
78;C Industrie;2001;1280.0;;;;;54023;2.8;34.3;12.1;720.0;;;11.0;906.0;874.0;209373.0;64055.0;245018.0;61292.0;11577.0
79;C Industrie;2002;1278.0;;17182.0;;;54031;2.6;19.2;12.3;646.0;;;12.0;1036.0;853.0;205450.0;63584.0;241541.0;60908.0;11468.0
80;C Industrie;2003;1331.0;149.7;16956.0;;;53443;2.5;0.1;11.2;657.0;;;12.0;1104.0;823.0;206530.0;64165.0;241429.0;60917.0;11016.0
81;C Industrie;2004;1372.0;147.9;15915.0;;;53398;2.7;0.1;10.6;803.0;;;11.0;967.0;797.0;217419.0;65239.0;248010.0;62594.0;10408.0
82;C Industrie;2005;1422.0;143.4;15699.0;11.0;2984.0;53265;2.6;0.0;9.9;1051.0;;;11.0;976.0;780.0;229888.0;66330.0;251560.0;63673.0;10745.0
83;C Industrie;2006;1351.0;143.8;15397.0;;;52700;2.6;0.0;9.8;1129.0;;;11.0;1007.0;774.0;244648.0;67689.0;259092.0;65854.0;11590.0
84;C Industrie;2007;1491.0;143.6;15335.0;;;51849;2.5;0.0;9.5;995.0;;;12.0;1090.0;774.0;262719.0;72247.0;269945.0;70144.0;12500.0
85;C Industrie;2008;1398.0;144.6;15432.0;;;47298;2.3;0.0;8.8;1260.0;;;13.0;1132.0;775.0;275860.0;72389.0;269333.0;70049.0;13207.0
86;C Industrie;2009;1336.0;140.8;13897.0;;;43492;1.8;0.0;8.0;1207.0;;;13.0;1105.0;753.0;234622.0;64526.0;248429.0;63779.0;11800.0
87;C Industrie;2010;1451.0;138.3;14053.0;7.0;2140.0;46687;1.7;0.0;7.9;1168.0;1001.0;429.0;13.0;1095.0;732.0;258384.0;67024.0;258384.0;67024.0;10879.0
88;C Industrie;2011;1386.0;134.1;;6.0;2207.0;44871;1.7;0.0;7.8;1236.0;1014.0;328.0;14.0;1191.0;722.0;291758.0;69979.0;272403.0;69443.0;12241.0
89;C Industrie;2012;1395.0;132.0;;6.0;2071.0;44869;1.6;0.0;7.2;1178.0;;;14.0;1179.0;713.0;298758.0;70388.0;272270.0;68910.0;12701.0
90;C Industrie;2013;1368.0;;;;;44135;1.5;0.0;7.1;1055.0;;;;;703.0;294173.0;70082.0;269719.0;68637.0;12600.0
91;10-12 Voedings-, genotmiddelenindustrie;2001;101.0;;;;;4604;0.1;1.1;2.0;221.0;;;;;129.0;45152.0;11006.0;50899.0;11220.0;1760.0
92;10-12 Voedings-, genotmiddelenindustrie;2002;102.0;;9151.0;;;4758;0.1;0.5;2.1;210.0;;;;;125.0;45152.0;11767.0;50835.0;11599.0;1876.0
93;10-12 Voedings-, genotmiddelenindustrie;2003;98.0;68.1;9002.0;;;4671;0.1;0.1;2.0;210.0;;;;;121.0;45538.0;11950.0;51027.0;11349.0;1826.0
94;10-12 Voedings-, genotmiddelenindustrie;2004;98.0;60.4;7963.0;;;4652;0.1;0.0;2.0;269.0;;;;;116.0;46201.0;11818.0;51584.0;11359.0;1747.0
95;10-12 Voedings-, genotmiddelenindustrie;2005;96.0;60.3;7600.0;1.0;1835.0;4580;0.1;0.0;2.1;320.0;;;;;114.0;46337.0;11770.0;52451.0;11635.0;1916.0
96;10-12 Voedings-, genotmiddelenindustrie;2006;93.0;63.6;7612.0;;;4459;0.1;0.0;2.0;347.0;;;;;113.0;47401.0;11587.0;52710.0;11637.0;1691.0
97;10-12 Voedings-, genotmiddelenindustrie;2007;94.0;62.1;7629.0;;;4572;0.1;0.0;2.0;320.0;;;;;111.0;51952.0;12287.0;53781.0;12020.0;1910.0
98;10-12 Voedings-, genotmiddelenindustrie;2008;90.0;63.3;7484.0;;;4389;0.1;0.0;2.0;426.0;;;;;111.0;55020.0;11555.0;53586.0;11526.0;1979.0
99;10-12 Voedings-, genotmiddelenindustrie;2009;81.0;64.7;7609.0;;;4081;0.1;0.0;1.9;454.0;;;;;112.0;51035.0;11930.0;53069.0;11698.0;1736.0
100;10-12 Voedings-, genotmiddelenindustrie;2010;86.0;60.2;7650.0;1.0;1487.0;4305;0.1;0.0;1.9;459.0;;;;;112.0;52890.0;11507.0;52890.0;11507.0;1800.0
101;10-12 Voedings-, genotmiddelenindustrie;2011;84.0;63.5;;1.0;1573.0;4241;0.1;0.0;1.9;470.0;;;;;109.0;57961.0;11843.0;53817.0;11534.0;1706.0
102;10-12 Voedings-, genotmiddelenindustrie;2012;83.0;62.8;;1.0;1399.0;4297;0.1;0.0;1.9;452.0;;;;;109.0;59621.0;12675.0;53499.0;11537.0;1956.0
103;10-12 Voedings-, genotmiddelenindustrie;2013;83.0;;;;;4237;0.1;0.0;1.9;329.0;;;;;109.0;62383.0;13316.0;54739.0;11977.0;
104;13-15 Textiel-, kleding-, lederindustrie;2001;8.0;;;;;315;0.0;0.0;0.1;25.0;;;;;26.0;3745.0;1216.0;4069.0;1290.0;132.0
105;13-15 Textiel-, kleding-, lederindustrie;2002;8.0;;102.0;;;305;0.0;0.0;0.1;21.0;;;;;24.0;3654.0;1205.0;3916.0;1231.0;119.0
106;13-15 Textiel-, kleding-, lederindustrie;2003;7.0;3.6;100.0;;;305;0.0;0.0;0.1;22.0;;;;;22.0;3555.0;1211.0;3781.0;1220.0;107.0
107;13-15 Textiel-, kleding-, lederindustrie;2004;7.0;2.7;80.0;;;268;0.0;0.0;0.1;28.0;;;;;20.0;3320.0;1053.0;3527.0;1059.0;115.0
108;13-15 Textiel-, kleding-, lederindustrie;2005;5.0;2.5;78.0;1.0;47.0;228;0.0;0.0;0.1;35.0;;;;;19.0;3280.0;1042.0;3438.0;1050.0;114.0
109;13-15 Textiel-, kleding-, lederindustrie;2006;5.0;2.5;79.0;;;200;0.0;0.0;0.1;36.0;;;;;18.0;3343.0;1041.0;3479.0;1066.0;97.0
110;13-15 Textiel-, kleding-, lederindustrie;2007;5.0;2.8;75.0;;;209;0.0;0.0;0.1;35.0;;;;;18.0;3528.0;1134.0;3630.0;1152.0;123.0
111;13-15 Textiel-, kleding-, lederindustrie;2008;5.0;3.3;86.0;;;204;0.0;0.0;0.1;37.0;;;;;17.0;3354.0;1078.0;3413.0;1116.0;151.0
112;13-15 Textiel-, kleding-, lederindustrie;2009;5.0;2.0;76.0;;;192;0.0;0.0;0.1;34.0;;;;;16.0;3025.0;1006.0;3049.0;983.0;73.0
113;13-15 Textiel-, kleding-, lederindustrie;2010;5.0;2.5;72.0;0.0;22.0;212;0.0;0.0;0.1;37.0;;;;;15.0;3158.0;1033.0;3158.0;1033.0;78.0
114;13-15 Textiel-, kleding-, lederindustrie;2011;4.0;2.4;;0.0;40.0;182;0.0;0.0;0.1;37.0;;;;;15.0;3499.0;1125.0;3375.0;1153.0;80.0
115;13-15 Textiel-, kleding-, lederindustrie;2012;5.0;1.5;;0.0;41.0;192;0.0;0.0;0.1;35.0;;;;;15.0;3538.0;1152.0;3317.0;1123.0;95.0
116;13-15 Textiel-, kleding-, lederindustrie;2013;5.0;;;;;187;0.0;0.0;0.1;35.0;;;;;15.0;3576.0;1185.0;3325.0;1130.0;
117;16-18 Hout-, papier-, grafische industr.;2001;46.0;;;;;1650;0.1;0.0;0.8;76.0;;;;;89.0;14607.0;5265.0;14878.0;4700.0;943.0
118;16-18 Hout-, papier-, grafische industr.;2002;47.0;;1265.0;;;1686;0.1;0.1;0.8;65.0;;;;;85.0;14193.0;5121.0;14495.0;4575.0;909.0
119;16-18 Hout-, papier-, grafische industr.;2003;46.0;4.6;1259.0;;;1650;0.1;0.0;0.7;60.0;;;;;82.0;13718.0;4930.0;14142.0;4493.0;640.0
120;16-18 Hout-, papier-, grafische industr.;2004;46.0;3.7;1119.0;;;1626;0.1;0.0;0.7;78.0;;;;;78.0;13766.0;4968.0;14355.0;4588.0;771.0
121;16-18 Hout-, papier-, grafische industr.;2005;46.0;5.0;1086.0;0.0;89.0;1873;0.1;0.0;0.7;97.0;;;;;76.0;13960.0;5039.0;14529.0;4742.0;857.0
122;16-18 Hout-, papier-, grafische industr.;2006;46.0;4.6;1145.0;;;1800;0.0;0.0;0.6;105.0;;;;;74.0;14400.0;5028.0;14804.0;4818.0;682.0
123;16-18 Hout-, papier-, grafische industr.;2007;43.0;4.6;1120.0;;;1566;0.0;0.0;0.6;94.0;;;;;73.0;15166.0;5351.0;15053.0;4963.0;745.0
124;16-18 Hout-, papier-, grafische industr.;2008;41.0;6.2;1066.0;;;1381;0.0;0.0;0.6;116.0;;;;;71.0;14716.0;5238.0;14452.0;4920.0;729.0
125;16-18 Hout-, papier-, grafische industr.;2009;34.0;4.7;982.0;;;1305;0.0;0.0;0.5;97.0;;;;;66.0;13096.0;4799.0;13205.0;4531.0;538.0
126;16-18 Hout-, papier-, grafische industr.;2010;35.0;3.2;1037.0;0.0;71.0;1387;0.0;0.0;0.5;86.0;;;;;61.0;13086.0;4416.0;13086.0;4416.0;437.0
127;16-18 Hout-, papier-, grafische industr.;2011;34.0;3.0;;0.0;70.0;1300;0.0;0.0;0.5;82.0;;;;;58.0;13383.0;4378.0;13047.0;4396.0;519.0
128;16-18 Hout-, papier-, grafische industr.;2012;34.0;3.0;;1.0;79.0;1296;0.0;0.0;0.5;78.0;;;;;55.0;12944.0;4150.0;12678.0;4231.0;475.0
129;16-18 Hout-, papier-, grafische industr.;2013;34.0;;;;;1216;0.0;0.0;0.5;77.0;;;;;52.0;12600.0;3958.0;12496.0;4158.0;
130;16 Houtindustrie;2001;4.0;;;;;184;0.0;0.0;0.4;14.0;;;;;22.0;2569.0;1039.0;2998.0;1133.0;118.0
131;16 Houtindustrie;2002;4.0;;313.0;;;186;0.0;0.0;0.4;11.0;;;;;21.0;2461.0;910.0;2801.0;956.0;92.0
132;16 Houtindustrie;2003;4.0;0.3;307.0;;;185;0.0;0.0;0.3;9.0;;;;;19.0;2474.0;985.0;2777.0;1000.0;77.0
133;16 Houtindustrie;2004;3.0;0.3;238.0;;;172;0.0;0.0;0.3;15.0;;;;;19.0;2533.0;988.0;2829.0;1017.0;79.0
134;16 Houtindustrie;2005;4.0;0.3;248.0;0.0;0.0;179;0.0;0.0;0.3;17.0;;;;;19.0;2629.0;992.0;2896.0;1038.0;107.0
135;16 Houtindustrie;2006;4.0;0.3;261.0;;;175;0.0;0.0;0.3;14.0;;;;;18.0;2821.0;1009.0;3023.0;1057.0;97.0
136;16 Houtindustrie;2007;4.0;0.3;261.0;;;172;0.0;0.0;0.2;14.0;;;;;18.0;3162.0;1135.0;3158.0;1108.0;161.0
137;16 Houtindustrie;2008;4.0;0.3;249.0;;;172;0.0;0.0;0.2;15.0;;;;;18.0;3173.0;1195.0;3075.0;1108.0;121.0
138;16 Houtindustrie;2009;4.0;0.3;217.0;;;180;0.0;0.0;0.2;15.0;;;;;17.0;2694.0;1001.0;2668.0;935.0;85.0
139;16 Houtindustrie;2010;4.0;0.3;242.0;0.0;0.0;172;0.0;0.0;0.2;14.0;6.0;1.0;;;15.0;2581.0;878.0;2581.0;878.0;73.0
140;16 Houtindustrie;2011;4.0;0.3;;0.0;0.0;173;0.0;0.0;0.2;15.0;6.0;0.0;;;14.0;2703.0;942.0;2644.0;932.0;87.0
141;16 Houtindustrie;2012;3.0;0.2;;0.0;0.0;170;0.0;0.0;0.2;13.0;;;;;13.0;2539.0;868.0;2461.0;860.0;69.0
142;16 Houtindustrie;2013;3.0;;;;;162;0.0;0.0;0.2;13.0;;;;;12.0;2382.0;797.0;2337.0;807.0;
143;17 Papierindustrie;2001;33.0;;;;;1301;0.0;0.0;0.4;41.0;;;;;23.0;5789.0;1587.0;5958.0;1355.0;424.0
144;17 Papierindustrie;2002;35.0;;631.0;;;1347;0.0;0.1;0.4;37.0;;;;;23.0;5761.0;1687.0;5997.0;1453.0;447.0
145;17 Papierindustrie;2003;34.0;3.3;639.0;;;1310;0.0;0.0;0.4;35.0;;;;;22.0;5699.0;1649.0;6013.0;1476.0;264.0
146;17 Papierindustrie;2004;34.0;2.5;604.0;;;1291;0.0;0.0;0.4;43.0;;;;;21.0;5841.0;1713.0;6261.0;1564.0;383.0
147;17 Papierindustrie;2005;34.0;3.8;564.0;0.0;89.0;1540;0.0;0.0;0.3;49.0;;;;;20.0;5857.0;1669.0;6317.0;1603.0;418.0
148;17 Papierindustrie;2006;34.0;3.5;576.0;;;1499;0.0;0.0;0.3;55.0;;;;;20.0;6162.0;1726.0;6539.0;1708.0;276.0
149;17 Papierindustrie;2007;31.0;3.4;556.0;;;1272;0.0;0.0;0.3;51.0;;;;;19.0;6349.0;1854.0;6443.0;1696.0;247.0
