ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
4543;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2017;0.1
4544;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2018;0.1
4545;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2019;0.1
4546;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2020;0.1
4547;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2021;0.1
4548;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2022;0.1
4549;29-30 Transportmiddelenindustrie;Stikstofoxiden (NOx);2023;0.1
4550;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);1990;0.0
4551;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);1995;0.0
4552;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2000;0.0
4553;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2001;0.0
4554;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2002;0.0
4555;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2003;0.0
4556;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2004;0.0
4557;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2005;0.0
4558;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2006;0.0
4559;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2007;0.0
4560;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2008;0.0
4561;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2009;0.0
4562;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2010;0.0
4563;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2011;0.0
4564;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2012;0.0
4565;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2013;0.0
4566;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2014;0.0
4567;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2015;0.0
4568;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2016;0.0
4569;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2017;0.0
4570;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2018;0.0
4571;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2019;0.0
4572;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2020;0.0
4573;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2021;0.0
4574;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2022;0.0
4575;29-30 Transportmiddelenindustrie;Zwaveldioxide (SO2);2023;0.0
4576;29-30 Transportmiddelenindustrie;NMVOS;1990;7.3
4577;29-30 Transportmiddelenindustrie;NMVOS;1995;4.8
4578;29-30 Transportmiddelenindustrie;NMVOS;2000;5.2
4579;29-30 Transportmiddelenindustrie;NMVOS;2001;3.5
4580;29-30 Transportmiddelenindustrie;NMVOS;2002;4.4
4581;29-30 Transportmiddelenindustrie;NMVOS;2003;5.0
4582;29-30 Transportmiddelenindustrie;NMVOS;2004;4.8
4583;29-30 Transportmiddelenindustrie;NMVOS;2005;4.5
4584;29-30 Transportmiddelenindustrie;NMVOS;2006;4.0
4585;29-30 Transportmiddelenindustrie;NMVOS;2007;4.2
4586;29-30 Transportmiddelenindustrie;NMVOS;2008;5.1
4587;29-30 Transportmiddelenindustrie;NMVOS;2009;3.6
4588;29-30 Transportmiddelenindustrie;NMVOS;2010;5.7
4589;29-30 Transportmiddelenindustrie;NMVOS;2011;5.8
4590;29-30 Transportmiddelenindustrie;NMVOS;2012;4.6
4591;29-30 Transportmiddelenindustrie;NMVOS;2013;4.2
4592;29-30 Transportmiddelenindustrie;NMVOS;2014;5.4
4593;29-30 Transportmiddelenindustrie;NMVOS;2015;5.0
4594;29-30 Transportmiddelenindustrie;NMVOS;2016;3.7
4595;29-30 Transportmiddelenindustrie;NMVOS;2017;3.9
4596;29-30 Transportmiddelenindustrie;NMVOS;2018;3.9
4597;29-30 Transportmiddelenindustrie;NMVOS;2019;4.2
4598;29-30 Transportmiddelenindustrie;NMVOS;2020;4.0
4599;29-30 Transportmiddelenindustrie;NMVOS;2021;4.0
4600;29-30 Transportmiddelenindustrie;NMVOS;2022;4.0
4601;29-30 Transportmiddelenindustrie;NMVOS;2023;3.6
4602;29-30 Transportmiddelenindustrie;PM10 (fijn stof);1990;0.6
4603;29-30 Transportmiddelenindustrie;PM10 (fijn stof);1995;0.0
4604;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2000;0.0
4605;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2001;0.0
4606;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2002;0.0
4607;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2003;0.0
4608;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2004;0.0
4609;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2005;0.0
4610;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2006;0.0
4611;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2007;0.0
4612;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2008;0.0
4613;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2009;0.0
4614;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2010;0.0
4615;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2011;0.0
4616;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2012;0.0
4617;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2013;0.0
4618;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2014;0.0
4619;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2015;0.0
4620;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2016;0.0
4621;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2017;0.0
4622;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2018;0.0
4623;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2019;0.0
4624;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2020;0.0
4625;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2021;0.0
4626;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2022;0.0
4627;29-30 Transportmiddelenindustrie;PM10 (fijn stof);2023;0.0
4628;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);1990;0.3
4629;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);1995;0.0
4630;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2000;0.0
4631;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2001;0.0
4632;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2002;0.0
4633;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2003;0.0
4634;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2004;0.0
4635;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2005;0.0
4636;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2006;0.0
4637;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2007;0.0
4638;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2008;0.0
4639;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2009;0.0
4640;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2010;0.0
4641;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2011;0.0
4642;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2012;0.0
4643;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2013;0.0
4644;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2014;0.0
4645;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2015;0.0
4646;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2016;0.0
4647;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2017;0.0
4648;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2018;0.0
4649;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2019;0.0
4650;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2020;0.0
4651;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2021;0.0
4652;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2022;0.0
4653;29-30 Transportmiddelenindustrie;PM2.5 (fijn stof);2023;0.0
4654;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);1990;0.9
4655;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);1995;0.7
4656;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2000;0.2
4657;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2001;0.1
4658;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2002;0.2
4659;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2003;0.2
4660;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2004;0.2
4661;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2005;0.2
4662;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2006;0.1
4663;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2007;0.1
4664;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2008;0.1
4665;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2009;0.1
4666;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2010;0.1
4667;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2011;0.1
4668;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2012;0.1
4669;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2013;0.1
4670;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2014;0.1
4671;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2015;0.1
4672;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2016;0.1
4673;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2017;0.2
4674;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2018;0.2
4675;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2019;0.1
4676;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2020;0.1
4677;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2021;0.1
4678;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2022;0.1
4679;29-30 Transportmiddelenindustrie;Koolmonoxide (CO);2023;0.1
4680;22, 31-32 Overige industrie;Kooldioxide (CO2);1990;400.0
4681;22, 31-32 Overige industrie;Kooldioxide (CO2);1995;500.0
4682;22, 31-32 Overige industrie;Kooldioxide (CO2);2000;500.0
4683;22, 31-32 Overige industrie;Kooldioxide (CO2);2001;500.0
4684;22, 31-32 Overige industrie;Kooldioxide (CO2);2002;500.0
4685;22, 31-32 Overige industrie;Kooldioxide (CO2);2003;500.0
4686;22, 31-32 Overige industrie;Kooldioxide (CO2);2004;700.0
4687;22, 31-32 Overige industrie;Kooldioxide (CO2);2005;700.0
4688;22, 31-32 Overige industrie;Kooldioxide (CO2);2006;800.0
4689;22, 31-32 Overige industrie;Kooldioxide (CO2);2007;800.0
4690;22, 31-32 Overige industrie;Kooldioxide (CO2);2008;1500.0
4691;22, 31-32 Overige industrie;Kooldioxide (CO2);2009;1500.0
4692;22, 31-32 Overige industrie;Kooldioxide (CO2);2010;1400.0
4693;22, 31-32 Overige industrie;Kooldioxide (CO2);2011;1400.0
4694;22, 31-32 Overige industrie;Kooldioxide (CO2);2012;1500.0
4695;22, 31-32 Overige industrie;Kooldioxide (CO2);2013;1400.0
4696;22, 31-32 Overige industrie;Kooldioxide (CO2);2014;1400.0
4697;22, 31-32 Overige industrie;Kooldioxide (CO2);2015;1700.0
4698;22, 31-32 Overige industrie;Kooldioxide (CO2);2016;1800.0
4699;22, 31-32 Overige industrie;Kooldioxide (CO2);2017;1900.0
4700;22, 31-32 Overige industrie;Kooldioxide (CO2);2018;2100.0
4701;22, 31-32 Overige industrie;Kooldioxide (CO2);2019;2000.0
4702;22, 31-32 Overige industrie;Kooldioxide (CO2);2020;2000.0
4703;22, 31-32 Overige industrie;Kooldioxide (CO2);2021;2300.0
4704;22, 31-32 Overige industrie;Kooldioxide (CO2);2022;2200.0
4705;22, 31-32 Overige industrie;Kooldioxide (CO2);2023;1800.0
4706;22, 31-32 Overige industrie;Methaan (CH4);1990;0.0
4707;22, 31-32 Overige industrie;Methaan (CH4);1995;0.1
4708;22, 31-32 Overige industrie;Methaan (CH4);2000;0.1
4709;22, 31-32 Overige industrie;Methaan (CH4);2001;0.1
4710;22, 31-32 Overige industrie;Methaan (CH4);2002;0.1
4711;22, 31-32 Overige industrie;Methaan (CH4);2003;0.1
4712;22, 31-32 Overige industrie;Methaan (CH4);2004;0.1
4713;22, 31-32 Overige industrie;Methaan (CH4);2005;0.1
4714;22, 31-32 Overige industrie;Methaan (CH4);2006;0.1
4715;22, 31-32 Overige industrie;Methaan (CH4);2007;0.1
4716;22, 31-32 Overige industrie;Methaan (CH4);2008;0.3
4717;22, 31-32 Overige industrie;Methaan (CH4);2009;0.4
4718;22, 31-32 Overige industrie;Methaan (CH4);2010;0.3
4719;22, 31-32 Overige industrie;Methaan (CH4);2011;0.3
4720;22, 31-32 Overige industrie;Methaan (CH4);2012;0.3
4721;22, 31-32 Overige industrie;Methaan (CH4);2013;0.3
4722;22, 31-32 Overige industrie;Methaan (CH4);2014;0.3
4723;22, 31-32 Overige industrie;Methaan (CH4);2015;0.4
4724;22, 31-32 Overige industrie;Methaan (CH4);2016;0.4
4725;22, 31-32 Overige industrie;Methaan (CH4);2017;0.4
4726;22, 31-32 Overige industrie;Methaan (CH4);2018;0.5
4727;22, 31-32 Overige industrie;Methaan (CH4);2019;0.5
4728;22, 31-32 Overige industrie;Methaan (CH4);2020;0.5
4729;22, 31-32 Overige industrie;Methaan (CH4);2021;0.6
4730;22, 31-32 Overige industrie;Methaan (CH4);2022;0.6
4731;22, 31-32 Overige industrie;Methaan (CH4);2023;0.5
4732;22, 31-32 Overige industrie;Distikstofoxide (N20);1990;0.0
4733;22, 31-32 Overige industrie;Distikstofoxide (N20);1995;0.0
4734;22, 31-32 Overige industrie;Distikstofoxide (N20);2000;0.0
4735;22, 31-32 Overige industrie;Distikstofoxide (N20);2001;0.0
4736;22, 31-32 Overige industrie;Distikstofoxide (N20);2002;0.0
4737;22, 31-32 Overige industrie;Distikstofoxide (N20);2003;0.0
4738;22, 31-32 Overige industrie;Distikstofoxide (N20);2004;0.0
4739;22, 31-32 Overige industrie;Distikstofoxide (N20);2005;0.0
4740;22, 31-32 Overige industrie;Distikstofoxide (N20);2006;0.0
4741;22, 31-32 Overige industrie;Distikstofoxide (N20);2007;0.0
4742;22, 31-32 Overige industrie;Distikstofoxide (N20);2008;0.1
4743;22, 31-32 Overige industrie;Distikstofoxide (N20);2009;0.1
4744;22, 31-32 Overige industrie;Distikstofoxide (N20);2010;0.1
4745;22, 31-32 Overige industrie;Distikstofoxide (N20);2011;0.1
4746;22, 31-32 Overige industrie;Distikstofoxide (N20);2012;0.1
4747;22, 31-32 Overige industrie;Distikstofoxide (N20);2013;0.1
4748;22, 31-32 Overige industrie;Distikstofoxide (N20);2014;0.1
4749;22, 31-32 Overige industrie;Distikstofoxide (N20);2015;0.1
4750;22, 31-32 Overige industrie;Distikstofoxide (N20);2016;0.1
4751;22, 31-32 Overige industrie;Distikstofoxide (N20);2017;0.1
4752;22, 31-32 Overige industrie;Distikstofoxide (N20);2018;0.1
4753;22, 31-32 Overige industrie;Distikstofoxide (N20);2019;0.1
4754;22, 31-32 Overige industrie;Distikstofoxide (N20);2020;0.1
4755;22, 31-32 Overige industrie;Distikstofoxide (N20);2021;0.1
4756;22, 31-32 Overige industrie;Distikstofoxide (N20);2022;0.1
4757;22, 31-32 Overige industrie;Distikstofoxide (N20);2023;0.1
4758;22, 31-32 Overige industrie;Ammoniak (NH3);1990;0.0
4759;22, 31-32 Overige industrie;Ammoniak (NH3);1995;0.0
4760;22, 31-32 Overige industrie;Ammoniak (NH3);2000;0.0
4761;22, 31-32 Overige industrie;Ammoniak (NH3);2001;0.0
4762;22, 31-32 Overige industrie;Ammoniak (NH3);2002;0.0
4763;22, 31-32 Overige industrie;Ammoniak (NH3);2003;0.0
4764;22, 31-32 Overige industrie;Ammoniak (NH3);2004;0.1
4765;22, 31-32 Overige industrie;Ammoniak (NH3);2005;0.0
4766;22, 31-32 Overige industrie;Ammoniak (NH3);2006;0.0
4767;22, 31-32 Overige industrie;Ammoniak (NH3);2007;0.0
4768;22, 31-32 Overige industrie;Ammoniak (NH3);2008;0.0
4769;22, 31-32 Overige industrie;Ammoniak (NH3);2009;0.0
4770;22, 31-32 Overige industrie;Ammoniak (NH3);2010;0.0
4771;22, 31-32 Overige industrie;Ammoniak (NH3);2011;0.0
4772;22, 31-32 Overige industrie;Ammoniak (NH3);2012;0.0
4773;22, 31-32 Overige industrie;Ammoniak (NH3);2013;0.0
4774;22, 31-32 Overige industrie;Ammoniak (NH3);2014;0.0
4775;22, 31-32 Overige industrie;Ammoniak (NH3);2015;0.0
4776;22, 31-32 Overige industrie;Ammoniak (NH3);2016;0.0
4777;22, 31-32 Overige industrie;Ammoniak (NH3);2017;0.0
4778;22, 31-32 Overige industrie;Ammoniak (NH3);2018;0.0
4779;22, 31-32 Overige industrie;Ammoniak (NH3);2019;0.0
4780;22, 31-32 Overige industrie;Ammoniak (NH3);2020;0.0
4781;22, 31-32 Overige industrie;Ammoniak (NH3);2021;0.0
4782;22, 31-32 Overige industrie;Ammoniak (NH3);2022;0.0
4783;22, 31-32 Overige industrie;Ammoniak (NH3);2023;0.0
4784;22, 31-32 Overige industrie;Stikstofoxiden (NOx);1990;0.2
4785;22, 31-32 Overige industrie;Stikstofoxiden (NOx);1995;0.7
4786;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2000;0.3
4787;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2001;0.4
4788;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2002;0.3
4789;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2003;0.3
4790;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2004;0.3
4791;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2005;0.3
4792;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2006;0.7
4793;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2007;0.3
4794;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2008;0.3
4795;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2009;0.2
4796;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2010;0.2
4797;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2011;0.2
4798;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2012;0.2
4799;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2013;0.2
4800;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2014;0.2
4801;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2015;0.2
4802;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2016;0.2
4803;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2017;0.2
4804;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2018;0.2
4805;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2019;0.2
4806;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2020;0.2
4807;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2021;0.2
4808;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2022;0.1
4809;22, 31-32 Overige industrie;Stikstofoxiden (NOx);2023;0.1
4810;22, 31-32 Overige industrie;Zwaveldioxide (SO2);1990;0.1
4811;22, 31-32 Overige industrie;Zwaveldioxide (SO2);1995;0.1
4812;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2000;0.0
4813;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2001;0.0
4814;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2002;0.0
4815;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2003;0.0
4816;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2004;0.0
4817;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2005;0.0
4818;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2006;0.0
4819;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2007;0.0
4820;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2008;0.0
4821;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2009;0.0
4822;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2010;0.0
4823;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2011;0.0
4824;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2012;0.0
4825;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2013;0.0
4826;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2014;0.0
4827;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2015;0.0
4828;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2016;0.0
4829;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2017;0.0
4830;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2018;0.0
4831;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2019;0.0
4832;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2020;0.0
4833;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2021;0.0
4834;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2022;0.0
4835;22, 31-32 Overige industrie;Zwaveldioxide (SO2);2023;0.0
4836;22, 31-32 Overige industrie;NMVOS;1990;10.3
4837;22, 31-32 Overige industrie;NMVOS;1995;7.0
4838;22, 31-32 Overige industrie;NMVOS;2000;5.0
4839;22, 31-32 Overige industrie;NMVOS;2001;3.7
4840;22, 31-32 Overige industrie;NMVOS;2002;3.4
4841;22, 31-32 Overige industrie;NMVOS;2003;4.0
4842;22, 31-32 Overige industrie;NMVOS;2004;3.7
4843;22, 31-32 Overige industrie;NMVOS;2005;4.3
4844;22, 31-32 Overige industrie;NMVOS;2006;3.9
4845;22, 31-32 Overige industrie;NMVOS;2007;4.0
4846;22, 31-32 Overige industrie;NMVOS;2008;3.6
4847;22, 31-32 Overige industrie;NMVOS;2009;3.2
4848;22, 31-32 Overige industrie;NMVOS;2010;3.3
4849;22, 31-32 Overige industrie;NMVOS;2011;3.0
4850;22, 31-32 Overige industrie;NMVOS;2012;3.0
4851;22, 31-32 Overige industrie;NMVOS;2013;4.9
4852;22, 31-32 Overige industrie;NMVOS;2014;2.5
4853;22, 31-32 Overige industrie;NMVOS;2015;2.5
4854;22, 31-32 Overige industrie;NMVOS;2016;2.5
4855;22, 31-32 Overige industrie;NMVOS;2017;2.5
4856;22, 31-32 Overige industrie;NMVOS;2018;2.4
4857;22, 31-32 Overige industrie;NMVOS;2019;2.5
4858;22, 31-32 Overige industrie;NMVOS;2020;2.4
4859;22, 31-32 Overige industrie;NMVOS;2021;2.4
4860;22, 31-32 Overige industrie;NMVOS;2022;2.3
4861;22, 31-32 Overige industrie;NMVOS;2023;2.1
4862;22, 31-32 Overige industrie;PM10 (fijn stof);1990;0.2
4863;22, 31-32 Overige industrie;PM10 (fijn stof);1995;0.1
4864;22, 31-32 Overige industrie;PM10 (fijn stof);2000;0.1
4865;22, 31-32 Overige industrie;PM10 (fijn stof);2001;0.1
4866;22, 31-32 Overige industrie;PM10 (fijn stof);2002;0.1
4867;22, 31-32 Overige industrie;PM10 (fijn stof);2003;0.1
4868;22, 31-32 Overige industrie;PM10 (fijn stof);2004;0.1
4869;22, 31-32 Overige industrie;PM10 (fijn stof);2005;0.1
4870;22, 31-32 Overige industrie;PM10 (fijn stof);2006;0.1
4871;22, 31-32 Overige industrie;PM10 (fijn stof);2007;0.1
4872;22, 31-32 Overige industrie;PM10 (fijn stof);2008;0.1
