ID;Bedrijfsgroepen;WarmtekrachtkoppelingWKK;TypenInstallatie;Perioden;InzetTotaal_1;InzetVanAardgas_2;InzetVanStookolie_3;InzetVanSteenkool_4;InzetVanOverigeBrandstoffen_5;InzetTotaal_6;InzetVanAardgas_7;InzetVanStookolie_8;InzetVanSteenkool_9;InzetVanOverigeBrandstoffen_10;ProductieTotaal_11;ProductieVanElektriciteit_12;ProductieVanWarmte_13;ProductieTotaal_14;ProductieVanElektriciteit_15;ProductieVanWarmte_16;ElektrischVermogen_17;ThermischVermogen_18;Installaties_19
98;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2018;346423.0;10352931.0;139.0;;18747.0;346423.0;327670.0;6.0;;18747.0;225336.0;45159220.0;62762.0;225336.0;162573.0;62762.0;13619.0;21788359.0;53.0
99;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2019;417517.0;12617709.0;85.0;;18163.0;417517.0;399350.0;4.0;;18163.0;268188.0;57168716.0;62380.0;268188.0;205807.0;62380.0;13619.0;21788359.0;53.0
100;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2020;421011.0;12723758.0;145.0;;18297.0;421011.0;402707.0;6.0;;18297.0;267047.0;57974393.0;58339.0;267047.0;208708.0;58339.0;13603.0;22144625.0;53.0
101;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2021;323739.0;9694300.0;;;16915.0;323739.0;306825.0;;;16915.0;209152.0;42751700.0;55246.0;209152.0;153906.0;55246.0;13603.0;22145021.0;55.0
102;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2022;288891.0;8580276.0;;;17325.0;288891.0;271566.0;;;17325.0;190470.0;37471973.0;55571.0;190470.0;134899.0;55571.0;13562.0;21809000.0;55.0
103;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Steg-eenheid;2023;263126.0;7922956.0;;;12365.0;263126.0;250762.0;;;12365.0;171019.0;34320950.0;47463.0;171019.0;123555.0;47463.0;13531.0;22670750.0;53.0
104;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;1998;101024.0;2541595.0;2224.0;;20491.0;101024.0;80441.0;91.0;;20491.0;83011.0;6633078.0;59132.0;83011.0;23879.0;59132.0;1140.0;12903745.0;87.0
105;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;1999;99338.0;2506850.0;8396.0;;19652.0;99338.0;79342.0;344.0;;19652.0;81797.0;6637404.0;57902.0;81797.0;23895.0;57902.0;1138.0;12477783.0;87.0
106;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2000;102217.0;2562520.0;4727.0;;20920.0;102217.0;81104.0;194.0;;20920.0;82444.0;6534747.0;58918.0;82444.0;23525.0;58918.0;1131.0;12417738.0;86.0
107;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2001;100726.0;2503883.0;4727.0;;21284.0;100726.0;79248.0;194.0;;21284.0;81847.0;6230409.0;59417.0;81847.0;22429.0;59417.0;1098.0;12101846.0;85.0
108;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2002;94124.0;2395658.0;645.0;;18275.0;94124.0;75823.0;26.0;;18275.0;77317.0;5900139.0;56076.0;77317.0;21241.0;56076.0;1091.0;12054346.0;83.0
109;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2003;98688.0;2632738.0;382.0;;15346.0;98688.0;83326.0;16.0;;15346.0;79646.0;6136672.0;57554.0;79646.0;22092.0;57554.0;1140.0;12414336.0;84.0
110;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2004;107709.0;2962578.0;;;13943.0;107709.0;93766.0;;;13943.0;86607.0;6666272.0;62608.0;86607.0;23999.0;62608.0;1194.0;12878814.0;83.0
111;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2005;110960.0;2961560.0;;;17226.0;110960.0;93733.0;;;17226.0;91024.0;6545843.0;67459.0;91024.0;23565.0;67459.0;1288.0;13007862.0;82.0
112;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2006;103308.0;2782495.0;;;15242.0;103308.0;88066.0;;;15242.0;85127.0;6211296.0;62767.0;85127.0;22361.0;62767.0;1288.0;13007862.0;82.0
113;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2007;98553.0;2589115.0;;;16607.0;98553.0;81945.0;;;16607.0;80329.0;5760321.0;59592.0;80329.0;20737.0;59592.0;1285.0;12943632.0;81.0
114;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2008;95470.0;2537454.0;;;15159.0;95470.0;80310.0;;;15159.0;78881.0;5845927.0;57836.0;78881.0;21045.0;57836.0;1278.0;12640319.0;79.0
115;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2009;88570.0;2318042.0;;;15204.0;88570.0;73366.0;;;15204.0;72427.0;5438628.0;52848.0;72427.0;19579.0;52848.0;1272.0;12421469.0;74.0
116;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2010;95103.0;2533161.0;;;14928.0;95103.0;80175.0;;;14928.0;78196.0;5678963.0;57752.0;78196.0;20444.0;57752.0;1317.0;12695491.0;75.0
117;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2011;90749.0;2363090.0;;;15957.0;90749.0;74792.0;;;15957.0;74187.0;5598478.0;54032.0;74187.0;20155.0;54032.0;1322.0;12765491.0;76.0
118;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2012;91566.0;2363129.0;;;16773.0;91566.0;74793.0;;;16773.0;77345.0;5370040.0;58013.0;77345.0;19332.0;58013.0;1423.0;12412491.0;73.0
119;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2013;86242.0;2306558.0;;;13239.0;86242.0;73003.0;;;13239.0;70845.0;5009563.0;52811.0;70845.0;18034.0;52811.0;1332.0;12507841.0;71.0
120;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2014;76602.0;1912354.0;;;16076.0;76602.0;60526.0;;;16076.0;60313.0;4655778.0;43553.0;60313.0;16761.0;43553.0;1158.0;12381841.0;69.0
121;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2015;71794.0;2031000.0;;;7513.0;71794.0;64281.0;;;7513.0;53631.0;4668405.0;36825.0;53631.0;16806.0;36825.0;1150.0;12933793.0;66.0
122;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2016;69454.0;1992198.0;;;6401.0;69454.0;63053.0;;;6401.0;54452.0;4883314.0;36872.0;54452.0;17580.0;36872.0;1041.0;12478022.0;67.0
123;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2017;59077.0;1600456.0;1125.0;;8374.0;59077.0;50654.0;48.0;;8374.0;47613.0;4042594.0;33059.0;47613.0;14553.0;33059.0;998.0;12265982.0;66.0
124;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2018;50871.0;1373703.0;1022.0;;7350.0;50871.0;43478.0;44.0;;7350.0;42091.0;3512714.0;29446.0;42091.0;12646.0;29446.0;927.0;11574530.0;58.0
125;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2019;47890.0;1290051.0;;;7060.0;47890.0;40830.0;;;7060.0;40615.0;3665478.0;27419.0;40615.0;13196.0;27419.0;937.0;11714930.0;59.0
126;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2020;49571.0;1369140.0;;;6237.0;49571.0;43333.0;;;6237.0;41715.0;3761811.0;28172.0;41715.0;13543.0;28172.0;921.0;13477282.0;56.0
127;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2021;45792.0;1273724.0;;;5478.0;45792.0;40313.0;;;5478.0;37994.0;3471690.0;25496.0;37994.0;12498.0;25496.0;918.0;13447521.0;55.0
128;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2022;41985.0;1073164.0;;;8020.0;41985.0;33966.0;;;8020.0;35646.0;3220578.0;24052.0;35646.0;11594.0;24052.0;910.0;13279656.0;54.0
129;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Gasturbine;2023;39584.0;1016871.0;;;7400.0;39584.0;32184.0;;;7400.0;32225.0;2984146.0;21482.0;32225.0;10743.0;21482.0;896.0;12945416.0;50.0
130;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;1998;39375.0;1510.0;;;39327.0;39375.0;48.0;;;39327.0;13729.0;3813740.0;;13729.0;13729.0;;449.0;;1.0
131;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;1999;39779.0;1279.0;;;39739.0;39779.0;40.0;;;39739.0;13795.0;3832066.0;;13795.0;13795.0;;449.0;;1.0
132;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2000;40573.0;2306.0;;;40500.0;40573.0;73.0;;;40500.0;14135.0;3926272.0;;14135.0;14135.0;;449.0;;1.0
133;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2001;40903.0;1179.0;;;40866.0;40903.0;37.0;;;40866.0;14314.0;3976168.0;;14314.0;14314.0;;449.0;;1.0
134;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2002;40328.0;344.0;;;40317.0;40328.0;11.0;;;40317.0;14093.0;3914608.0;;14093.0;14093.0;;449.0;;1.0
135;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2003;41264.0;;;;41264.0;41264.0;;;;41264.0;14465.0;4017989.0;;14465.0;14465.0;;449.0;;1.0
136;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2004;39420.0;;;;39420.0;39420.0;;;;39420.0;13759.0;3822018.0;;13759.0;13759.0;;449.0;;1.0
137;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2005;41296.0;;;;41296.0;41296.0;;;;41296.0;14391.0;3997456.0;;14391.0;14391.0;;449.0;;1.0
138;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2006;35913.0;;;;35913.0;35913.0;;;;35913.0;12490.0;3469439.0;;12490.0;12490.0;;510.0;;1.0
139;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2007;40962.0;;;;40962.0;40962.0;;;;40962.0;15121.0;4200313.0;;15121.0;15121.0;;510.0;;1.0
140;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2008;40116.0;;;;40116.0;40116.0;;;;40116.0;15008.0;4168825.0;;15008.0;15008.0;;510.0;;1.0
141;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2009;41033.0;;;;41033.0;41033.0;;;;41033.0;15294.0;4248228.0;;15294.0;15294.0;;510.0;;1.0
142;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2010;38410.0;;;;38410.0;38410.0;;;;38410.0;14289.0;3969114.0;;14289.0;14289.0;;510.0;;1.0
143;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2011;40164.0;;;;40164.0;40164.0;;;;40164.0;14907.0;4140775.0;;14907.0;14907.0;;510.0;;1.0
144;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2012;38516.0;;;;38516.0;38516.0;;;;38516.0;14093.0;3914710.0;;14093.0;14093.0;;510.0;;1.0
145;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2013;27604.0;;;;27604.0;27604.0;;;;27604.0;10407.0;2890859.0;;10407.0;10407.0;;510.0;;1.0
146;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2014;39410.0;;;;39410.0;39410.0;;;;39410.0;14729.0;4091306.0;;14729.0;14729.0;;510.0;;1.0
147;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2015;39245.0;;;;39245.0;39245.0;;;;39245.0;14681.0;4078041.0;;14681.0;14681.0;;512.0;;1.0
148;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2016;38357.0;;;;38357.0;38357.0;;;;38357.0;14257.0;3960278.0;;14257.0;14257.0;;512.0;;1.0
149;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2017;33056.0;;;;33056.0;33056.0;;;;33056.0;12249.0;3402478.0;;12249.0;12249.0;;512.0;;1.0
150;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2018;34008.0;;;;34008.0;34008.0;;;;34008.0;12653.0;3514770.0;;12653.0;12653.0;;512.0;;1.0
151;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2019;38113.0;;;;38113.0;38113.0;;;;38113.0;14075.0;3909748.0;;14075.0;14075.0;;512.0;;1.0
152;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2020;40021.0;;;;40021.0;40021.0;;;;40021.0;14715.0;4087363.0;;14715.0;14715.0;;512.0;;1.0
153;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2021;37281.0;;;;37281.0;37281.0;;;;37281.0;13781.0;3827956.0;;13781.0;13781.0;;512.0;;1.0
154;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2022;40439.0;;;;40439.0;40439.0;;;;40439.0;14963.0;4156313.0;;14963.0;14963.0;;512.0;;1.0
155;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Kerncentrale;2023;38959.0;;;;38959.0;38959.0;;;;38959.0;14347.0;3985293.0;;14347.0;14347.0;;512.0;;1.0
156;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;1998;;;;;;;;;;;404.0;112310.0;;404.0;404.0;;37.0;;5.0
157;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;1999;;;;;;;;;;;325.0;90249.0;;325.0;325.0;;37.0;;5.0
158;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2000;;;;;;;;;;;513.0;142393.0;;513.0;513.0;;37.0;;6.0
159;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2001;;;;;;;;;;;422.0;117324.0;;422.0;422.0;;37.0;;6.0
160;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2002;;;;;;;;;;;395.0;109636.0;;395.0;395.0;;37.0;;6.0
161;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2003;;;;;;;;;;;259.0;72023.0;;259.0;259.0;;37.0;;6.0
162;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2004;;;;;;;;;;;345.0;95732.0;;345.0;345.0;;37.0;;6.0
163;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2005;;;;;;;;;;;317.0;88000.0;;317.0;317.0;;37.0;;6.0
164;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2006;;;;;;;;;;;379.0;105199.0;;379.0;379.0;;37.0;;6.0
165;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2007;;;;;;;;;;;385.0;107000.0;;385.0;385.0;;37.0;;6.0
166;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2008;;;;;;;;;;;367.0;102000.0;;367.0;367.0;;37.0;;6.0
167;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2009;;;;;;;;;;;353.0;98000.0;;353.0;353.0;;37.0;;6.0
168;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2010;;;;;;;;;;;375.0;104166.0;;375.0;375.0;;37.0;;7.0
169;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2011;;;;;;;;;;;205.0;56944.0;;205.0;205.0;;37.0;;7.0
170;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2012;;;;;;;;;;;376.0;104388.0;;376.0;376.0;;37.0;;7.0
171;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2013;;;;;;;;;;;412.0;114312.0;;412.0;412.0;;37.0;;7.0
172;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2014;;;;;;;;;;;403.0;112000.0;;403.0;403.0;;37.0;;7.0
173;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2015;;;;;;;;;;;334.0;92700.0;;334.0;334.0;;37.0;;7.0
174;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2016;;;;;;;;;;;360.0;100079.0;;360.0;360.0;;37.0;;7.0
175;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2017;;;;;;;;;;;219.0;60757.0;;219.0;219.0;;37.0;;7.0
176;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2018;;;;;;;;;;;260.0;72348.0;;260.0;260.0;;37.0;;7.0
177;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2019;;;;;;;;;;;267.0;74182.0;;267.0;267.0;;37.0;;7.0
178;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2020;;;;;;;;;;;166.0;46066.0;;166.0;166.0;;37.0;;7.0
179;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2021;;;;;;;;;;;318.0;88240.0;;318.0;318.0;;38.0;;8.0
180;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2022;;;;;;;;;;;180.0;49998.0;;180.0;180.0;;38.0;;8.0
181;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Waterkrachtcentrale;2023;;;;;;;;;;;250.0;69369.0;;250.0;250.0;;38.0;;8.0
182;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;1998;;;;;;;;;;;2304.0;640000.0;;2304.0;2304.0;;363.0;;1193.0
183;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;1999;;;;;;;;;;;2322.0;645000.0;;2322.0;2322.0;;410.0;;1253.0
184;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2000;;;;;;;;;;;2984.0;829000.0;;2984.0;2984.0;;447.0;;1291.0
185;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2001;;;;;;;;;;;2970.0;825000.0;;2970.0;2970.0;;485.0;;1342.0
186;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2002;;;;;;;;;;;3406.0;946000.0;;3406.0;3406.0;;670.0;;1450.0
187;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2003;;;;;;;;;;;4745.0;1318000.0;;4745.0;4745.0;;906.0;;1595.0
188;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2004;;;;;;;;;;;6721.0;1867000.0;;6721.0;6721.0;;1073.0;;1651.0
189;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2005;;;;;;;;;;;7441.0;2067000.0;;7441.0;7441.0;;1224.0;;1709.0
190;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2006;;;;;;;;;;;9842.0;2734000.0;;9842.0;9842.0;;1559.0;;1828.0
191;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2007;;;;;;;;;;;12373.0;3437000.0;;12373.0;12373.0;;1748.0;;1889.0
192;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2008;;;;;;;;;;;15336.0;4260000.0;;15336.0;15336.0;;2149.0;;2038.0
193;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2009;;;;;;;;;;;16492.0;4581000.0;;16492.0;16492.0;;2222.0;;1972.0
194;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2010;;;;;;;;;;;14375.0;3993000.0;;14375.0;14375.0;;2237.0;;1973.0
195;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2011;;;;;;;;;;;18361.0;5100171.0;;18361.0;18361.0;;2316.0;;1978.0
196;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2012;;;;;;;;;;;17935.0;4981829.0;;17935.0;17935.0;;2434.0;;1984.0
197;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2013;;;;;;;;;;;20258.0;5627148.0;;20258.0;20258.0;;2707.0;;2071.0
198;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2014;;;;;;;;;;;20869.0;5797000.0;;20869.0;20869.0;;2873.0;;2085.0
199;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2015;;;;;;;;;;;27179.0;7549858.0;;27179.0;27179.0;;3391.0;;2171.0
200;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2016;;;;;;;;;;;29414.0;8170446.0;;29414.0;29414.0;;4257.0;;2331.0
201;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2017;;;;;;;;;;;38048.0;10568801.0;;38048.0;38048.0;;4202.0;;2270.0
202;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2018;;;;;;;;;;;37975.0;10548511.0;;37975.0;37975.0;;4393.0;;2318.0
203;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2019;;;;;;;;;;;41429.0;11507927.0;;41429.0;41429.0;;4484.0;;2321.0
204;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2020;;;;;;;;;;;55000.0;15277726.0;;55000.0;55000.0;;6648.0;;2612.0
205;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2021;;;;;;;;;;;65244.0;18123360.0;;65244.0;65244.0;;7646.0;;2770.0
206;Totaal centrale/decentrale productie;Totaal installaties met en zonder WKK;Windturbine;2022;;;;;;;;;;;77637.0;21565971.0;;77637.0;77637.0;;8700.0;;2918.0
