ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;AngstOfDepressiegevoelensAfg4Wk_2;PsychischeKlachtenAfgelopen4Weken_3;EenOfMeerLangdurigeAandoeningen_4;Ondergewicht_5;NormaalGewicht_6;Overgewicht_7;MatigOvergewicht_8;ErnstigOvergewichtObesitas_9;VoldoetAanBeweegrichtlijn_10;WekelijkseSporters_11;Mantelzorger_12;ZwaarBelasteMantelzorgers_13;UrenMantelzorgPerWeek_14;Rokers_15;VoldoetAanRichtlijnAlcoholgebruik_16;OvermatigeDrinkersOnderBevolking_17
2478;65 jaar of ouder;Waarde;Hilvarenbeek;59.8;39.2;12.0;44.4;1.8;41.5;56.7;41.0;15.7;39.2;44.5;14.3;;;6.2;48.0;7.1
2479;65 jaar of ouder;Waarde;Hilversum;59.7;41.6;15.6;44.8;1.5;46.4;52.1;37.7;14.4;34.1;41.2;14.2;;;10.9;48.5;11.6
2480;65 jaar of ouder;Waarde;Hoeksche Waard;63.7;36.8;14.7;46.0;1.5;40.1;58.3;39.1;19.2;33.0;35.0;15.0;;;7.2;55.6;6.4
2481;65 jaar of ouder;Waarde;Hof van Twente;60.2;39.8;11.7;43.1;0.5;39.8;59.7;42.0;17.6;41.0;42.0;15.9;16.5;16.7;8.3;45.1;8.2
2482;65 jaar of ouder;Waarde;Het Hogeland;65.3;38.7;13.9;50.2;1.6;43.4;54.9;38.7;16.2;40.0;34.2;18.3;;;12.4;57.7;5.4
2483;65 jaar of ouder;Waarde;Hollands Kroon;61.9;39.7;14.3;44.9;0.8;38.0;61.2;42.5;18.7;42.1;32.9;14.8;;;9.1;55.9;6.2
2484;65 jaar of ouder;Waarde;Hoogeveen;61.9;38.5;13.2;50.0;1.7;39.6;58.7;40.7;17.9;36.0;29.7;15.8;;;7.6;55.8;4.4
2485;65 jaar of ouder;Waarde;Hoorn;59.5;40.8;12.6;49.5;0.7;37.7;61.7;46.0;15.6;40.5;43.9;13.4;;;7.7;51.7;7.9
2486;65 jaar of ouder;Waarde;Horst aan de Maas;65.0;37.5;17.2;42.5;1.4;43.1;55.5;43.3;12.2;39.5;45.5;16.6;;;7.6;54.2;3.9
2487;65 jaar of ouder;Waarde;Houten;65.7;37.4;12.1;46.9;1.9;43.4;54.8;40.6;14.2;48.2;49.7;16.8;;;7.4;54.2;7.0
2488;65 jaar of ouder;Waarde;Huizen;64.5;40.0;15.2;43.4;1.6;46.8;51.6;40.1;11.6;42.2;42.2;16.4;;;8.3;46.6;9.3
2489;65 jaar of ouder;Waarde;Hulst;53.8;43.3;17.2;44.2;2.2;39.6;58.2;40.4;17.9;40.9;37.8;15.3;;;6.9;47.9;7.1
2490;65 jaar of ouder;Waarde;IJsselstein;58.6;36.5;15.0;46.7;1.4;39.1;59.6;38.5;21.1;34.3;37.2;16.5;;;9.1;51.7;8.5
2491;65 jaar of ouder;Waarde;Kaag en Braassem;65.0;37.8;13.0;42.7;1.0;44.5;54.5;38.4;16.1;45.8;44.8;16.1;;;6.1;42.5;9.5
2492;65 jaar of ouder;Waarde;Kampen;61.6;37.6;13.7;44.7;0.0;37.6;62.4;47.3;15.2;38.9;28.1;14.4;;;8.5;59.1;7.0
2493;65 jaar of ouder;Waarde;Kapelle;68.0;36.4;12.3;42.8;1.7;39.5;58.8;44.7;14.2;44.8;31.4;20.3;;;4.7;57.5;6.3
2494;65 jaar of ouder;Waarde;Katwijk;63.9;32.2;9.8;45.0;0.4;33.1;66.5;41.0;25.5;45.9;34.1;16.2;;;7.7;53.0;5.3
2495;65 jaar of ouder;Waarde;Kerkrade;49.1;45.1;20.0;56.4;0.4;31.7;67.9;48.6;19.3;24.6;31.8;9.6;;;15.0;54.1;4.5
2496;65 jaar of ouder;Waarde;Koggenland;66.9;36.3;13.7;40.0;1.7;42.3;56.0;41.2;14.8;47.9;43.8;12.5;;;7.4;40.6;8.5
2497;65 jaar of ouder;Waarde;Krimpen aan den IJssel;59.3;39.5;14.2;51.4;1.9;41.1;57.0;37.6;19.4;32.0;30.5;14.0;;;6.8;57.2;3.9
2498;65 jaar of ouder;Waarde;Krimpenerwaard;63.0;39.6;15.1;44.1;0.6;37.6;61.9;43.8;18.1;37.1;32.4;16.4;11.8;21.7;9.0;55.2;6.5
2499;65 jaar of ouder;Waarde;Laarbeek;63.1;36.7;13.9;44.6;1.0;45.8;53.1;38.7;14.5;41.7;38.6;20.3;;;9.7;54.3;5.6
2500;65 jaar of ouder;Waarde;Land van Cuijk;63.5;34.2;10.8;46.2;0.9;43.1;56.0;42.0;14.0;41.6;41.5;15.4;12.9;16.8;6.5;50.5;5.8
2501;65 jaar of ouder;Waarde;Landgraaf;48.4;51.2;23.8;60.1;1.7;38.5;59.8;38.3;21.4;32.1;34.5;19.3;;;14.5;58.4;5.3
2502;65 jaar of ouder;Waarde;Landsmeer;66.3;42.3;12.5;46.9;0.3;39.9;59.8;41.4;18.4;41.5;41.6;19.4;;;7.9;43.7;10.6
2503;65 jaar of ouder;Waarde;Lansingerland;66.8;36.8;12.0;46.7;1.6;42.8;55.6;43.2;12.4;46.6;42.8;10.8;;;6.0;49.6;8.0
2504;65 jaar of ouder;Waarde;Laren (NH.);64.9;41.7;13.9;40.1;3.1;47.8;49.1;39.9;9.2;45.3;51.2;15.4;;;8.2;37.6;14.5
2505;65 jaar of ouder;Waarde;Leeuwarden;66.3;39.6;10.7;48.1;1.2;43.5;55.3;41.5;13.8;41.4;36.9;14.1;;;10.9;55.0;6.6
2506;65 jaar of ouder;Waarde;Leiden;60.8;40.2;15.8;46.7;1.4;47.3;51.4;37.4;13.9;44.3;42.5;16.2;15.9;19.6;10.1;51.3;11.1
2507;65 jaar of ouder;Waarde;Leiderdorp;64.3;36.2;11.8;42.1;0.9;40.8;58.3;39.4;18.9;41.2;47.7;18.6;;;7.8;49.8;7.0
2508;65 jaar of ouder;Waarde;Leidschendam-Voorburg;64.0;41.2;15.9;48.5;1.6;43.7;54.7;41.4;13.3;35.7;40.9;13.8;15.9;13.2;10.2;50.3;8.4
2509;65 jaar of ouder;Waarde;Lelystad;60.0;38.7;14.6;53.7;2.2;37.7;60.2;41.7;18.4;38.5;33.0;13.9;;;10.6;55.6;9.2
2510;65 jaar of ouder;Waarde;Leudal;61.1;41.7;15.0;48.6;0.5;40.3;59.1;43.3;15.8;42.3;41.5;15.2;;;6.8;52.7;5.4
2511;65 jaar of ouder;Waarde;Leusden;67.3;37.2;13.5;45.2;1.4;47.3;51.2;40.5;10.8;47.9;51.8;14.4;;;9.1;50.4;8.5
2512;65 jaar of ouder;Waarde;Lingewaard;61.0;41.1;14.7;47.7;0.8;40.1;59.1;40.1;19.0;41.7;45.4;14.5;;;7.1;46.0;7.1
2513;65 jaar of ouder;Waarde;Lisse;62.6;36.9;10.3;46.5;1.7;38.6;59.7;43.2;16.6;39.4;46.1;18.3;;;6.6;46.0;9.0
2514;65 jaar of ouder;Waarde;Lochem;71.7;37.2;13.2;40.3;1.7;45.0;53.3;41.1;12.2;43.0;45.2;15.2;;;6.0;49.4;6.4
2515;65 jaar of ouder;Waarde;Loon op Zand;57.1;42.1;15.4;45.5;1.3;36.1;62.6;42.8;19.9;38.1;39.6;16.4;;;8.0;47.5;7.1
2516;65 jaar of ouder;Waarde;Lopik;65.0;36.6;13.3;42.8;1.7;40.3;58.0;40.9;17.1;39.4;32.6;17.6;;;8.7;47.8;8.9
2517;65 jaar of ouder;Waarde;Losser;63.4;38.5;15.7;38.7;0.0;36.0;64.0;43.4;20.6;43.0;41.3;16.5;;;6.4;43.5;7.5
2518;65 jaar of ouder;Waarde;Maasdriel;54.9;43.4;15.1;49.1;0.0;37.8;62.2;40.5;21.7;36.0;34.2;13.8;;;11.3;49.8;5.3
2519;65 jaar of ouder;Waarde;Maasgouw;62.5;37.2;14.2;44.9;0.3;41.9;57.8;45.7;12.1;42.3;36.6;15.6;;;6.2;55.0;6.5
2520;65 jaar of ouder;Waarde;Maashorst;62.4;33.8;9.1;43.4;1.0;42.6;56.4;40.4;16.0;41.5;40.8;14.9;13.4;13.9;8.7;49.9;4.9
2521;65 jaar of ouder;Waarde;Maassluis;60.7;44.1;19.4;48.2;1.3;34.2;64.5;43.4;21.1;33.7;36.6;17.0;;;7.1;49.7;6.5
2522;65 jaar of ouder;Waarde;Maastricht;53.8;45.4;23.4;51.7;3.2;38.0;58.8;40.3;18.6;35.6;38.4;15.3;;;8.6;49.5;11.8
2523;65 jaar of ouder;Waarde;Medemblik;57.6;44.1;11.6;46.0;1.1;44.2;54.7;41.1;13.6;44.6;44.9;14.4;;;4.4;48.1;5.7
2524;65 jaar of ouder;Waarde;Meerssen;57.3;45.4;16.7;48.3;0.6;40.5;58.9;42.3;16.5;38.7;33.8;14.6;;;8.0;49.2;7.3
2525;65 jaar of ouder;Waarde;Meierijstad;62.9;36.0;10.5;43.8;0.7;43.6;55.7;42.2;13.5;43.4;39.4;18.7;15.8;15.3;10.4;48.1;7.6
2526;65 jaar of ouder;Waarde;Meppel;64.2;37.4;11.6;46.9;0.3;40.3;59.4;46.0;13.4;43.5;37.6;15.2;;;8.8;48.6;9.4
2527;65 jaar of ouder;Waarde;Middelburg (Z.);64.0;38.2;12.9;46.6;0.9;42.7;56.3;42.1;14.3;41.5;33.4;17.1;;;8.4;54.7;7.3
2528;65 jaar of ouder;Waarde;Midden-Delfland;68.6;27.5;9.2;39.7;0.3;46.3;53.5;38.1;15.3;49.1;51.3;14.7;;;6.3;50.3;7.6
2529;65 jaar of ouder;Waarde;Midden-Drenthe;62.9;34.6;9.2;45.4;0.0;37.6;62.4;45.7;16.7;45.8;34.1;11.7;;;8.2;54.2;6.4
2530;65 jaar of ouder;Waarde;Midden-Groningen;63.6;38.7;11.3;47.9;1.0;35.1;63.9;44.2;19.7;38.2;32.8;11.8;;;8.9;58.7;8.1
2531;65 jaar of ouder;Waarde;Moerdijk;56.1;42.3;16.1;44.0;1.6;32.6;65.8;41.8;24.0;33.8;32.2;14.7;;;11.6;53.2;8.4
2532;65 jaar of ouder;Waarde;Molenlanden;65.1;38.6;12.4;43.6;1.0;36.3;62.7;42.9;19.8;38.8;30.9;16.7;;;7.2;62.3;6.6
2533;65 jaar of ouder;Waarde;Montferland;60.4;36.8;12.8;46.4;0.9;39.7;59.3;43.2;16.1;42.2;41.9;14.4;;;8.4;50.0;5.0
2534;65 jaar of ouder;Waarde;Montfoort;65.3;37.8;10.1;39.2;2.0;43.0;55.0;41.5;13.4;45.8;41.8;15.4;;;8.9;50.7;7.8
2535;65 jaar of ouder;Waarde;Mook en Middelaar;64.7;43.0;15.0;51.0;1.6;50.7;47.7;37.0;10.8;46.7;54.1;14.1;;;9.0;48.8;7.4
2536;65 jaar of ouder;Waarde;Neder-Betuwe;57.5;40.8;15.5;47.2;0.7;31.2;68.1;47.6;20.5;33.2;28.7;13.4;;;7.9;58.9;5.5
2537;65 jaar of ouder;Waarde;Nederweert;62.4;38.4;14.6;39.3;1.3;47.6;51.1;37.9;13.2;45.6;37.9;18.2;;;7.2;54.3;5.8
2538;65 jaar of ouder;Waarde;Nieuwegein;61.1;38.2;13.5;50.7;0.6;39.7;59.7;43.0;16.7;36.5;40.1;14.5;;;12.8;48.4;8.1
2539;65 jaar of ouder;Waarde;Nieuwkoop;66.5;33.3;10.7;40.2;0.9;43.8;55.3;38.7;16.7;42.7;46.6;18.3;;;6.1;44.9;8.9
2540;65 jaar of ouder;Waarde;Nijkerk;63.4;40.7;14.0;46.0;0.5;38.8;60.6;42.8;17.9;39.3;37.1;16.5;;;10.2;50.6;7.7
2541;65 jaar of ouder;Waarde;Nijmegen;57.8;38.2;15.4;50.4;1.5;46.2;52.3;38.6;13.7;39.2;42.0;18.5;12.6;12.1;11.9;53.4;7.6
2542;65 jaar of ouder;Waarde;Nissewaard;63.6;38.8;16.1;46.7;0.9;37.3;61.9;37.6;24.2;33.0;30.1;13.3;;;11.4;57.6;5.3
2543;65 jaar of ouder;Waarde;Noardeast-Fryslân;66.4;36.7;9.8;40.7;1.0;48.6;50.4;38.0;12.4;38.4;29.3;14.1;;;10.5;53.6;6.2
2544;65 jaar of ouder;Waarde;Noord-Beveland;65.3;34.5;10.9;46.0;0.7;43.1;56.2;42.7;13.5;37.9;34.3;14.6;;;10.4;46.5;11.6
2545;65 jaar of ouder;Waarde;Noordenveld;63.6;38.0;11.1;43.4;1.4;44.4;54.2;37.6;16.6;42.3;37.3;13.9;;;5.5;58.0;4.8
2546;65 jaar of ouder;Waarde;Noordoostpolder;67.6;27.8;8.3;43.8;1.2;44.6;54.3;38.7;15.5;40.3;37.1;16.7;;;8.5;51.9;4.8
2547;65 jaar of ouder;Waarde;Noordwijk;69.3;32.3;12.7;44.7;0.5;40.7;58.8;43.9;14.9;41.6;43.7;16.6;;;7.3;43.1;10.2
2548;65 jaar of ouder;Waarde;Nuenen, Gerwen en Nederwetten;68.6;40.1;14.4;45.7;0.6;47.5;52.0;38.3;13.7;46.5;46.5;16.8;;;9.4;46.1;5.2
2549;65 jaar of ouder;Waarde;Nunspeet;64.2;31.6;11.0;42.7;1.3;39.5;59.2;41.2;18.0;39.1;29.4;16.0;;;5.0;53.0;6.9
2550;65 jaar of ouder;Waarde;Oegstgeest;67.9;35.5;13.9;48.0;1.7;50.9;47.4;37.3;10.1;44.1;55.0;17.6;;;7.0;45.3;9.9
2551;65 jaar of ouder;Waarde;Oirschot;59.7;35.6;10.7;42.1;1.9;41.1;57.0;43.8;13.2;42.5;42.2;17.7;;;7.5;40.6;7.4
2552;65 jaar of ouder;Waarde;Oisterwijk;65.8;33.3;13.0;42.0;0.5;44.3;55.1;39.1;16.0;42.1;45.9;17.7;22.3;12.3;9.2;47.7;9.0
2553;65 jaar of ouder;Waarde;Oldambt;63.3;37.2;16.3;47.5;1.0;33.9;65.0;42.0;23.0;39.3;30.3;12.8;;;12.3;57.9;5.3
2554;65 jaar of ouder;Waarde;Oldebroek;56.2;41.1;13.3;49.6;0.3;37.0;62.7;43.0;19.8;32.7;29.4;18.9;;;8.0;61.5;5.5
2555;65 jaar of ouder;Waarde;Oldenzaal;63.5;39.3;13.6;43.4;0.6;42.8;56.7;42.9;13.8;44.5;44.1;15.4;;;8.7;44.3;10.0
2556;65 jaar of ouder;Waarde;Olst-Wijhe;63.2;39.6;12.5;43.9;1.1;39.4;59.5;43.7;15.9;44.1;36.8;16.7;;;7.6;45.1;7.3
2557;65 jaar of ouder;Waarde;Ommen;66.0;38.0;10.2;40.9;1.0;46.8;52.2;36.3;15.8;46.7;32.3;12.2;;;5.5;55.4;6.7
2558;65 jaar of ouder;Waarde;Oost Gelre;68.4;29.8;9.0;40.7;0.7;40.8;58.5;45.8;12.8;43.1;44.3;14.6;;;6.5;41.8;7.1
2559;65 jaar of ouder;Waarde;Oosterhout;59.6;39.5;14.9;45.6;1.3;39.7;59.0;40.8;18.2;32.7;39.6;15.8;20.9;27.0;7.9;49.8;6.3
2560;65 jaar of ouder;Waarde;Ooststellingwerf;63.2;33.7;9.6;48.7;0.3;39.5;60.2;46.2;14.0;43.2;37.8;14.3;;;7.4;49.7;5.9
2561;65 jaar of ouder;Waarde;Oostzaan;66.0;44.2;11.7;46.4;0.6;35.0;64.3;42.7;21.6;45.2;42.3;11.1;;;8.4;43.0;6.8
2562;65 jaar of ouder;Waarde;Opmeer;60.9;41.1;13.5;41.2;1.0;42.8;56.2;40.1;16.1;42.8;43.6;14.1;;;7.9;45.3;7.4
2563;65 jaar of ouder;Waarde;Opsterland;69.9;38.7;10.5;45.7;1.0;49.1;49.9;41.4;8.4;41.7;34.7;13.3;;;6.7;52.9;6.9
2564;65 jaar of ouder;Waarde;Oss;61.1;39.1;12.2;46.7;0.3;36.6;63.1;43.4;19.7;39.4;42.3;17.0;12.3;16.7;8.4;50.1;6.8
2565;65 jaar of ouder;Waarde;Oude IJsselstreek;56.3;38.8;14.3;47.7;1.0;38.5;60.5;41.2;19.3;43.8;40.1;17.1;;;7.6;54.0;6.0
2566;65 jaar of ouder;Waarde;Ouder-Amstel;63.2;41.8;15.3;46.2;2.2;48.6;49.2;35.1;14.0;43.2;47.6;15.9;;;9.4;48.5;8.0
2567;65 jaar of ouder;Waarde;Oudewater;66.7;35.5;11.4;40.5;0.0;38.8;61.2;42.3;18.9;46.3;40.8;16.0;;;7.8;44.6;8.5
2568;65 jaar of ouder;Waarde;Overbetuwe;60.2;43.0;14.0;48.5;0.8;44.3;55.0;37.0;17.9;41.8;39.8;16.0;;;7.3;53.9;6.1
2569;65 jaar of ouder;Waarde;Papendrecht;61.6;42.1;11.0;42.0;1.0;42.5;56.5;37.5;19.0;23.8;30.9;20.3;;;10.1;54.0;5.9
2570;65 jaar of ouder;Waarde;Peel en Maas;58.9;38.5;13.6;46.5;0.9;36.1;63.0;44.7;18.2;41.7;38.2;11.7;;;9.1;51.4;4.5
2571;65 jaar of ouder;Waarde;Pekela;48.1;42.9;18.0;54.3;1.6;34.1;64.4;38.2;26.2;36.8;27.9;11.9;;;12.8;66.1;5.9
2572;65 jaar of ouder;Waarde;Pijnacker-Nootdorp;66.5;38.6;14.7;38.6;1.8;44.1;54.1;37.8;16.3;43.8;37.5;15.2;;;7.7;56.9;7.4
2573;65 jaar of ouder;Waarde;Purmerend;57.0;42.5;17.0;49.8;0.6;36.9;62.4;41.4;21.0;33.7;33.7;13.5;;;11.4;50.5;11.0
2574;65 jaar of ouder;Waarde;Putten;66.5;31.4;9.2;38.9;0.3;41.9;57.8;39.3;18.5;40.3;30.6;16.0;;;7.4;54.9;7.7
2575;65 jaar of ouder;Waarde;Raalte;69.2;36.8;11.2;37.9;1.0;45.6;53.4;40.8;12.5;51.3;44.2;14.4;8.1;9.5;7.6;47.7;6.2
2576;65 jaar of ouder;Waarde;Reimerswaal;58.8;43.1;18.4;43.9;0.3;36.7;63.1;41.4;21.7;33.2;27.1;15.1;;;8.7;57.1;4.5
2577;65 jaar of ouder;Waarde;Renkum;66.3;38.2;13.4;46.5;1.4;47.4;51.2;37.8;13.3;41.3;46.8;14.7;16.4;;7.2;52.8;6.0
2578;65 jaar of ouder;Waarde;Renswoude;60.3;34.2;12.0;41.3;0.7;35.7;63.6;46.7;16.9;36.5;37.2;16.0;;;8.7;57.3;7.3
2579;65 jaar of ouder;Waarde;Reusel-De Mierden;59.5;37.4;11.3;37.2;0.7;42.7;56.6;41.6;15.0;39.1;33.5;11.5;;;7.9;53.2;4.3
2580;65 jaar of ouder;Waarde;Rheden;58.4;39.5;14.6;50.5;2.9;46.8;50.3;36.5;13.7;42.5;43.7;16.3;;;9.7;55.8;6.6
2581;65 jaar of ouder;Waarde;Rhenen;64.6;42.0;13.9;47.3;0.0;42.0;58.0;43.0;14.9;37.0;38.0;16.4;;;9.5;58.8;7.9
2582;65 jaar of ouder;Waarde;Ridderkerk;64.9;40.9;14.7;41.9;1.7;33.4;64.9;46.6;18.3;30.5;30.7;14.2;;;8.1;57.6;6.5
2583;65 jaar of ouder;Waarde;Rijssen-Holten;65.3;38.7;10.7;41.3;0.7;39.2;60.1;43.8;16.4;38.3;36.1;21.7;;;5.8;57.6;6.7
2584;65 jaar of ouder;Waarde;Rijswijk (ZH.);59.2;40.4;16.2;53.0;2.4;42.0;55.6;37.4;18.2;29.4;35.6;15.2;;;7.6;50.3;10.2
2585;65 jaar of ouder;Waarde;Roerdalen;54.3;43.3;19.5;52.7;1.3;38.5;60.2;41.8;18.4;36.0;33.1;13.2;;;8.8;54.7;6.2
2586;65 jaar of ouder;Waarde;Roermond;57.7;44.3;17.0;52.1;1.0;45.2;53.9;37.5;16.3;37.8;39.2;19.9;;;10.7;54.2;4.9
2587;65 jaar of ouder;Waarde;De Ronde Venen;65.4;33.0;12.5;47.3;1.5;43.6;54.9;42.9;12.0;41.8;46.4;13.3;;;10.5;44.2;9.1
2588;65 jaar of ouder;Waarde;Roosendaal;59.3;40.2;15.7;44.7;0.9;39.7;59.5;41.7;17.7;36.9;37.5;17.0;11.4;21.4;9.2;52.0;7.9
2589;65 jaar of ouder;Waarde;Rotterdam;50.9;47.6;20.3;52.9;1.3;38.6;60.1;37.5;22.5;29.2;30.7;13.1;16.7;18.4;12.9;59.2;8.2
2590;65 jaar of ouder;Waarde;Rozendaal;71.7;32.9;9.3;44.8;0.5;52.3;47.2;38.0;9.2;42.5;40.4;17.3;;;5.1;44.9;9.7
2591;65 jaar of ouder;Waarde;Rucphen;47.6;46.6;22.2;43.4;1.0;31.8;67.2;47.2;20.0;24.5;25.2;15.1;;;10.3;58.9;5.7
2592;65 jaar of ouder;Waarde;Schagen;63.1;42.2;15.0;48.3;1.3;42.8;55.9;42.7;13.2;47.8;41.2;13.3;;;7.3;47.2;6.5
2593;65 jaar of ouder;Waarde;Scherpenzeel;65.2;40.1;16.8;42.4;0.6;42.7;56.7;40.6;16.0;42.0;38.9;16.7;;;7.7;58.9;4.5
2594;65 jaar of ouder;Waarde;Schiedam;57.5;38.4;18.1;50.1;1.0;40.9;58.1;41.3;16.8;34.4;34.4;12.4;;;12.0;54.0;7.0
2595;65 jaar of ouder;Waarde;Schiermonnikoog;;;;;;;;;;;;;;;;;
2596;65 jaar of ouder;Waarde;Schouwen-Duiveland;63.6;42.2;13.1;42.4;0.8;42.8;56.4;40.5;15.9;37.6;31.3;16.7;;;9.3;57.5;7.1
2597;65 jaar of ouder;Waarde;Simpelveld;58.9;41.6;16.6;49.9;2.6;36.4;61.0;41.0;20.1;30.3;37.0;13.2;;;9.3;59.7;2.4
2598;65 jaar of ouder;Waarde;Sint-Michielsgestel;69.6;33.4;9.0;41.5;0.9;38.7;60.4;41.9;18.5;45.7;45.4;15.2;;;9.5;42.8;7.0
2599;65 jaar of ouder;Waarde;Sittard-Geleen;58.7;41.5;15.4;51.7;1.0;38.9;60.1;41.1;19.0;29.8;34.3;15.2;;;9.9;54.1;4.4
2600;65 jaar of ouder;Waarde;Sliedrecht;56.2;39.9;17.6;49.7;1.1;37.0;61.9;38.6;23.3;29.7;26.9;17.5;;;5.0;62.5;5.1
2601;65 jaar of ouder;Waarde;Sluis;59.0;37.7;15.6;40.2;2.2;42.1;55.7;38.2;17.5;33.1;33.1;15.4;;;8.4;52.8;5.4
2602;65 jaar of ouder;Waarde;Smallingerland;66.9;36.0;12.0;46.7;2.3;45.3;52.5;36.2;16.3;40.5;35.4;16.9;;;10.1;56.8;4.6
2603;65 jaar of ouder;Waarde;Soest;64.9;33.7;13.7;51.3;1.8;49.7;48.4;33.9;14.5;46.2;49.8;11.9;;;9.0;46.7;9.0
2604;65 jaar of ouder;Waarde;Someren;60.7;35.6;9.5;45.6;0.7;36.8;62.6;44.6;17.9;40.0;34.3;16.8;;;8.4;44.4;5.0
2605;65 jaar of ouder;Waarde;Son en Breugel;62.1;37.1;13.9;47.7;0.5;44.3;55.3;38.8;16.4;39.6;41.8;15.6;;;10.8;49.0;8.3
2606;65 jaar of ouder;Waarde;Stadskanaal;58.7;39.1;14.6;46.4;1.3;32.9;65.8;44.5;21.3;29.9;28.1;12.9;;;7.8;60.5;4.4
2607;65 jaar of ouder;Waarde;Staphorst;67.9;38.5;9.9;41.0;1.5;42.0;56.5;43.4;13.1;38.2;34.7;16.2;;;5.5;65.1;3.1
2608;65 jaar of ouder;Waarde;Stede Broec;57.7;41.5;19.8;50.1;1.6;39.5;58.9;42.9;16.1;43.4;39.0;13.4;;;9.7;46.1;6.5
2609;65 jaar of ouder;Waarde;Steenbergen;57.8;44.6;17.6;47.8;0.4;33.7;65.9;42.7;23.2;30.4;34.2;16.7;;;10.4;51.1;8.7
2610;65 jaar of ouder;Waarde;Steenwijkerland;64.3;39.0;10.7;42.9;0.4;43.1;56.6;41.7;14.9;41.0;35.8;15.1;;;12.0;54.9;6.1
2611;65 jaar of ouder;Waarde;Stein (L.);52.9;50.4;19.7;49.0;0.6;38.8;60.6;42.0;18.5;38.7;38.7;19.8;;;8.6;59.3;3.5
2612;65 jaar of ouder;Waarde;Stichtse Vecht;61.9;34.6;12.2;48.2;0.2;41.1;58.7;39.0;19.7;39.0;41.4;14.9;;;9.1;48.3;9.5
2613;65 jaar of ouder;Waarde;Súdwest-Fryslân;62.7;40.1;14.9;49.1;0.8;42.1;57.1;41.5;15.6;43.9;37.7;14.0;;;10.9;52.9;4.6
2614;65 jaar of ouder;Waarde;Terneuzen;60.9;38.0;11.6;37.1;1.6;38.9;59.4;39.8;19.7;32.6;28.1;16.1;;;10.2;51.2;7.5
2615;65 jaar of ouder;Waarde;Terschelling;66.8;36.8;10.9;44.2;1.7;44.4;53.9;33.6;20.2;54.3;34.8;15.2;;;8.8;49.3;6.4
2616;65 jaar of ouder;Waarde;Texel;64.7;36.6;13.0;43.0;0.7;42.5;56.8;43.0;13.7;44.8;39.8;17.9;;;8.0;48.4;10.9
2617;65 jaar of ouder;Waarde;Teylingen;68.0;36.2;10.7;41.3;1.7;42.2;56.1;39.6;16.5;43.3;48.1;13.9;;;8.0;47.8;8.6
2618;65 jaar of ouder;Waarde;Tholen;60.6;42.2;14.6;44.5;0.0;34.1;65.9;42.5;23.4;36.8;24.8;21.2;;;11.6;57.7;7.2
2619;65 jaar of ouder;Waarde;Tiel;58.2;39.8;13.6;49.0;1.7;38.1;60.3;40.5;19.8;39.2;34.2;15.9;;;10.9;57.4;7.8
2620;65 jaar of ouder;Waarde;Tilburg;57.1;43.4;17.4;48.0;1.5;38.4;60.0;40.2;19.9;33.9;37.5;14.9;14.4;17.1;11.3;49.3;8.3
2621;65 jaar of ouder;Waarde;Tubbergen;62.9;36.7;12.0;46.4;0.2;40.9;58.8;40.7;18.2;41.4;33.0;16.6;;;7.3;43.8;6.0
2622;65 jaar of ouder;Waarde;Twenterand;63.7;39.5;12.1;44.7;1.5;32.0;66.5;45.0;21.5;38.0;34.2;13.2;;;8.2;57.4;5.0
2623;65 jaar of ouder;Waarde;Tynaarlo;68.0;31.5;10.7;40.4;1.9;47.7;50.4;34.1;16.4;46.8;43.1;15.6;;;6.6;48.8;5.5
2624;65 jaar of ouder;Waarde;Tytsjerksteradiel;70.4;36.8;11.6;42.0;0.3;41.7;58.0;40.0;18.0;39.5;29.8;17.3;;;6.5;54.7;6.5
2625;65 jaar of ouder;Waarde;Uitgeest;62.0;36.3;11.0;46.8;0.8;47.0;52.2;38.1;14.1;51.0;44.8;16.5;;;6.3;47.3;8.4
2626;65 jaar of ouder;Waarde;Uithoorn;62.8;42.3;15.6;45.4;0.5;42.7;56.8;41.0;15.8;38.5;49.2;15.9;;;5.3;47.1;7.0
2627;65 jaar of ouder;Waarde;Urk;59.9;38.0;11.1;44.6;0.3;28.5;71.2;46.5;24.7;31.9;24.7;21.0;;;11.0;72.0;3.2
2628;65 jaar of ouder;Waarde;Utrecht (gemeente);55.0;47.1;21.4;51.3;1.5;44.2;54.3;37.1;17.2;39.7;39.3;14.3;18.4;15.6;10.5;52.7;9.3
2629;65 jaar of ouder;Waarde;Utrechtse Heuvelrug;65.6;34.4;11.4;44.4;1.5;49.8;48.7;36.2;12.5;43.0;43.8;16.9;;;9.1;50.1;8.9
2630;65 jaar of ouder;Waarde;Vaals;49.3;47.8;18.3;54.4;1.6;43.1;55.3;37.2;18.0;22.8;33.5;11.3;;;14.1;52.5;3.7
2631;65 jaar of ouder;Waarde;Valkenburg aan de Geul;55.7;40.7;15.2;52.8;0.8;36.8;62.4;44.9;17.5;32.6;37.2;12.5;;;10.1;51.1;5.8
2632;65 jaar of ouder;Waarde;Valkenswaard;62.9;42.0;17.4;50.4;1.2;39.5;59.3;40.7;18.5;38.2;41.7;16.5;;;6.5;47.7;7.7
