ID;BedrijfsactiviteitenSBI93;Perioden;RealisatieToegenomen_1;RealisatieGelijkGebleven_2;RealisatieAfgenomen_3;RealisatieSaldo_4;VerwachteProductieToenemen_5;VerwachteProductieGelijkBlijven_6;VerwachteProductieAfnemen_7;VerwachteProductieSaldo_8;Bezettingsgraad_9;ProductiecapaciteitTeGroot_10;ProductiecapaciteitVoldoende_11;ProductiecapaciteitTeKlein_12;ProductiecapaciteitSaldo_13;GeenProductiebelemmeringen_14;BelemmeringDoorOnvoldoendeVraag_15;BelemmeringDoorPersoneelstekort_16;BelemmeringDoorGebrekAanCapaciteit_17;BelemmeringDoorAndereOorzaken_18;OrderontvangstToegenomen_19;OrderontvangstGelijkGebleven_20;OrderontvangstAfgenomen_21;OrderontvangstSaldo_22;OrderontvangstToegenomen_23;OrderontvangstGelijkGebleven_24;OrderontvangstAfgenomen_25;OrderontvangstSaldo_26;OrderontvangstToegenomen_27;OrderontvangstGelijkGebleven_28;OrderontvangstAfgenomen_29;OrderontvangstSaldo_30;OordeelOrderontvangstGroot_31;OordeelOrderontvangstNormaal_32;OordeelOrderontvangstKlein_33;OordeelOrderontvangstSaldo_34;BasisindexcijferJuli2000100_35;OordeelOrderpositieGroot_36;OordeelOrderpositieNormaal_37;OordeelOrderpositieKlein_38;OordeelOrderpositieSaldo_39;BuitenlandseOrderpositieGroot_40;BuitenlandseOrderpositieNormaal_41;BuitenlandseOrderpositieKlein_42;BuitenlandseOrderpositieSaldo_43;VerkoopprijzenStijgen_44;VerkoopprijzenBlijvenGelijk_45;VerkoopprijzenDalen_46;VerkoopprijzenSaldo_47;VoorradenEindproductTeGroot_48;VoorradenEindproductVoldoende_49;VoorradenEindproductTeKlein_50;VoorradenEindproductSaldo_51;ConcurrentiepositieVerbeterd_52;ConcurrentiepositieOngewijzigd_53;ConcurrentiepositieVerslechterd_54;ConcurrentiepositieSaldo_55;ConcurrentiepositieVerbeterd_56;ConcurrentiepositieOngewijzigd_57;ConcurrentiepositieVerslechterd_58;ConcurrentiepositieSaldo_59;ConcurrentiepositieVerbeterd_60;ConcurrentiepositieOngewijzigd_61;ConcurrentiepositieVerslechterd_62;ConcurrentiepositieSaldo_63;AfzetBuitenlandToenemen_64;AfzetBuitenlandGelijkBlijven_65;AfzetBuitenlandAfnemen_66;AfzetBuitenlandSaldo_67;PersoneelssterkteToenemen_68;PersoneelssterkteGelijkBlijven_69;PersoneelssterkteAfnemen_70;PersoneelssterkteSaldo_71;RealisatieProductie_72;VerwachtingProductie_73;OordeelProductiecapaciteit_74;OrdersTotaal_75;OrdersBinnenland_76;OrdersBuitenland_77;OordeelOrderontvangst_78;OordeelTotaleOrderpositie_79;OordeelOrderpositieBuitenland_80;Verkoopprijzen_81;VoorradenEindproduct_82;NederlandseMarkt_83;BinnenEU_84;BuitenEU_85;AfzetBuitenland_86;Personeelssterkte_87
39;1500h Industrie (uitgezonderd ..);1992 mei;17.0;68.0;15.0;2.0;15.0;76.0;9.0;6.0;;;;;;;;;;;18.0;59.0;23.0;-5.0;19.0;58.0;23.0;-4.0;17.0;60.0;23.0;-6.0;7.0;73.0;20.0;-13.0;114.9;7.0;75.0;18.0;-11.0;6.0;77.0;17.0;-11.0;12.0;84.0;4.0;8.0;13.0;83.0;4.0;9.0;;;;;;;;;;;;;;;;;;;;;2.0;6.0;;-5.0;-4.0;-6.0;-13.0;-11.0;-11.0;8.0;9.0;;;;;
40;1500h Industrie (uitgezonderd ..);1992 juni;12.0;68.0;20.0;-8.0;15.0;76.0;9.0;6.0;;;;;;;;;;;15.0;62.0;23.0;-8.0;17.0;60.0;23.0;-6.0;13.0;65.0;22.0;-9.0;7.0;71.0;22.0;-15.0;112.2;7.0;74.0;19.0;-12.0;8.0;73.0;19.0;-11.0;10.0;85.0;5.0;5.0;13.0;83.0;4.0;9.0;;;;;;;;;;;;;;;;;;;;;-8.0;6.0;;-8.0;-6.0;-9.0;-15.0;-12.0;-11.0;5.0;9.0;;;;;
41;1500h Industrie (uitgezonderd ..);1992 juli;20.0;70.0;10.0;10.0;9.0;77.0;14.0;-5.0;84.5;12.0;83.0;5.0;7.0;81.0;12.0;2.0;2.0;3.0;27.0;53.0;20.0;7.0;23.0;56.0;21.0;2.0;30.0;51.0;19.0;11.0;9.0;74.0;17.0;-8.0;111.1;7.0;74.0;19.0;-12.0;8.0;76.0;16.0;-8.0;9.0;84.0;7.0;2.0;11.0;85.0;4.0;7.0;;;;;;;;;;;;;10.0;76.0;14.0;-4.0;6.0;74.0;20.0;-14.0;10.0;-5.0;7.0;7.0;2.0;11.0;-8.0;-12.0;-8.0;2.0;7.0;;;;-4.0;-14.0
42;1500h Industrie (uitgezonderd ..);1992 augustus;12.0;73.0;15.0;-3.0;15.0;74.0;11.0;4.0;;;;;;;;;;;16.0;56.0;28.0;-12.0;13.0;60.0;27.0;-14.0;15.0;54.0;31.0;-16.0;8.0;74.0;18.0;-10.0;110.3;6.0;77.0;17.0;-11.0;7.0;80.0;13.0;-6.0;5.0;85.0;10.0;-5.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;;;;;-3.0;4.0;;-12.0;-14.0;-16.0;-10.0;-11.0;-6.0;-5.0;5.0;;;;;
43;1500h Industrie (uitgezonderd ..);1992 september;12.0;72.0;16.0;-4.0;17.0;69.0;14.0;3.0;;;;;;;;;;;15.0;55.0;30.0;-15.0;14.0;60.0;26.0;-12.0;13.0;55.0;32.0;-19.0;5.0;70.0;25.0;-20.0;110.3;5.0;75.0;20.0;-15.0;5.0;75.0;20.0;-15.0;6.0;85.0;9.0;-3.0;11.0;84.0;5.0;6.0;;;;;;;;;;;;;;;;;;;;;-4.0;3.0;;-15.0;-12.0;-19.0;-20.0;-15.0;-15.0;-3.0;6.0;;;;;
44;1500h Industrie (uitgezonderd ..);1992 oktober;19.0;62.0;19.0;0.0;16.0;70.0;14.0;2.0;83.0;15.0;81.0;4.0;11.0;77.0;15.0;2.0;2.0;4.0;28.0;52.0;20.0;8.0;25.0;55.0;20.0;5.0;32.0;49.0;19.0;13.0;6.0;70.0;24.0;-18.0;109.1;6.0;71.0;23.0;-17.0;6.0;72.0;22.0;-16.0;9.0;79.0;12.0;-3.0;10.0;85.0;5.0;5.0;;;;;;;;;;;;;15.0;75.0;10.0;5.0;6.0;70.0;24.0;-18.0;0.0;2.0;11.0;8.0;5.0;13.0;-18.0;-17.0;-16.0;-3.0;5.0;;;;5.0;-18.0
45;1500h Industrie (uitgezonderd ..);1992 november;17.0;68.0;15.0;2.0;13.0;66.0;21.0;-8.0;;;;;;;;;;;17.0;53.0;30.0;-13.0;18.0;55.0;27.0;-9.0;14.0;56.0;30.0;-16.0;5.0;65.0;30.0;-25.0;105.7;5.0;66.0;29.0;-24.0;5.0;67.0;28.0;-23.0;10.0;76.0;14.0;-4.0;13.0;82.0;5.0;8.0;;;;;;;;;;;;;;;;;;;;;2.0;-8.0;;-13.0;-9.0;-16.0;-25.0;-24.0;-23.0;-4.0;8.0;;;;;
46;1500h Industrie (uitgezonderd ..);1992 december;12.0;63.0;25.0;-13.0;12.0;67.0;21.0;-9.0;;;;;;;;;;;14.0;55.0;31.0;-17.0;15.0;56.0;29.0;-14.0;10.0;59.0;31.0;-21.0;5.0;66.0;29.0;-24.0;104.7;5.0;65.0;30.0;-25.0;3.0;70.0;27.0;-24.0;13.0;71.0;16.0;-3.0;14.0;81.0;5.0;9.0;;;;;;;;;;;;;;;;;;;;;-13.0;-9.0;;-17.0;-14.0;-21.0;-24.0;-25.0;-24.0;-3.0;9.0;;;;;
47;1500h Industrie (uitgezonderd ..);1993 januari;11.0;67.0;22.0;-11.0;15.0;71.0;14.0;1.0;81.5;18.0;78.0;4.0;14.0;76.0;21.0;1.0;1.0;1.0;18.0;55.0;27.0;-9.0;14.0;57.0;29.0;-15.0;19.0;57.0;24.0;-5.0;7.0;64.0;29.0;-22.0;104.2;5.0;65.0;30.0;-25.0;3.0;66.0;31.0;-28.0;15.0;73.0;12.0;3.0;13.0;82.0;5.0;8.0;;;;;;;;;;;;;16.0;68.0;16.0;0.0;4.0;66.0;30.0;-26.0;-11.0;1.0;14.0;-9.0;-15.0;-5.0;-22.0;-25.0;-28.0;3.0;8.0;;;;0.0;-26.0
48;1500h Industrie (uitgezonderd ..);1993 februari;16.0;63.0;21.0;-5.0;17.0;70.0;13.0;4.0;;;;;;;;;;;19.0;52.0;29.0;-10.0;15.0;54.0;31.0;-16.0;22.0;52.0;26.0;-4.0;6.0;65.0;29.0;-23.0;102.4;5.0;66.0;29.0;-24.0;3.0;69.0;28.0;-25.0;10.0;78.0;12.0;-2.0;13.0;83.0;4.0;9.0;;;;;;;;;;;;;;;;;;;;;-5.0;4.0;;-10.0;-16.0;-4.0;-23.0;-24.0;-25.0;-2.0;9.0;;;;;
49;1500h Industrie (uitgezonderd ..);1993 maart;15.0;68.0;17.0;-2.0;17.0;71.0;12.0;5.0;;;;;;;;;;;20.0;57.0;23.0;-3.0;21.0;57.0;22.0;-1.0;18.0;59.0;23.0;-5.0;8.0;63.0;29.0;-21.0;101.2;6.0;66.0;28.0;-22.0;6.0;68.0;26.0;-20.0;11.0;78.0;11.0;0.0;15.0;80.0;5.0;10.0;;;;;;;;;;;;;;;;;;;;;-2.0;5.0;;-3.0;-1.0;-5.0;-21.0;-22.0;-20.0;0.0;10.0;;;;;
50;1500h Industrie (uitgezonderd ..);1993 april;23.0;64.0;13.0;10.0;14.0;70.0;16.0;-2.0;81.2;18.0;79.0;3.0;15.0;74.0;21.0;1.0;1.0;3.0;22.0;59.0;19.0;3.0;21.0;60.0;19.0;2.0;22.0;60.0;18.0;4.0;7.0;65.0;28.0;-21.0;99.5;7.0;65.0;28.0;-21.0;7.0;69.0;24.0;-17.0;6.0;82.0;12.0;-6.0;13.0;84.0;3.0;10.0;;;;;;;;;;;;;20.0;72.0;8.0;12.0;4.0;65.0;31.0;-27.0;10.0;-2.0;15.0;3.0;2.0;4.0;-21.0;-21.0;-17.0;-6.0;10.0;;;;12.0;-27.0
51;1500h Industrie (uitgezonderd ..);1993 mei;12.0;60.0;28.0;-16.0;16.0;69.0;15.0;1.0;;;;;;;;;;;15.0;54.0;31.0;-16.0;15.0;55.0;30.0;-15.0;16.0;53.0;31.0;-15.0;4.0;65.0;31.0;-27.0;98.8;5.0;66.0;29.0;-24.0;6.0;68.0;26.0;-20.0;3.0;84.0;13.0;-10.0;14.0;83.0;3.0;11.0;;;;;;;;;;;;;;;;;;;;;-16.0;1.0;;-16.0;-15.0;-15.0;-27.0;-24.0;-20.0;-10.0;11.0;;;;;
52;1500h Industrie (uitgezonderd ..);1993 juni;17.0;65.0;18.0;-1.0;15.0;71.0;14.0;1.0;;;;;;;;;;;17.0;54.0;29.0;-12.0;14.0;58.0;28.0;-14.0;19.0;54.0;27.0;-8.0;5.0;63.0;32.0;-27.0;96.6;5.0;65.0;30.0;-25.0;7.0;67.0;26.0;-19.0;4.0;83.0;13.0;-9.0;13.0;83.0;4.0;9.0;;;;;;;;;;;;;;;;;;;;;-1.0;1.0;;-12.0;-14.0;-8.0;-27.0;-25.0;-19.0;-9.0;9.0;;;;;
53;1500h Industrie (uitgezonderd ..);1993 juli;17.0;67.0;16.0;1.0;14.0;69.0;17.0;-3.0;80.8;19.0;78.0;3.0;16.0;76.0;21.0;0.0;0.0;3.0;28.0;53.0;19.0;9.0;18.0;61.0;21.0;-3.0;33.0;50.0;17.0;16.0;6.0;67.0;27.0;-21.0;97.8;5.0;68.0;27.0;-22.0;5.0;71.0;24.0;-19.0;4.0;84.0;12.0;-8.0;12.0;84.0;4.0;8.0;;;;;;;;;;;;;11.0;70.0;19.0;-8.0;4.0;67.0;29.0;-25.0;1.0;-3.0;16.0;9.0;-3.0;16.0;-21.0;-22.0;-19.0;-8.0;8.0;;;;-8.0;-25.0
54;1500h Industrie (uitgezonderd ..);1993 augustus;12.0;72.0;16.0;-4.0;13.0;71.0;16.0;-3.0;;;;;;;;;;;14.0;57.0;29.0;-15.0;13.0;57.0;30.0;-17.0;13.0;58.0;29.0;-16.0;5.0;68.0;27.0;-22.0;97.0;4.0;72.0;24.0;-20.0;3.0;78.0;19.0;-16.0;5.0;85.0;10.0;-5.0;13.0;82.0;5.0;8.0;;;;;;;;;;;;;;;;;;;;;-4.0;-3.0;;-15.0;-17.0;-16.0;-22.0;-20.0;-16.0;-5.0;8.0;;;;;
55;1500h Industrie (uitgezonderd ..);1993 september;12.0;73.0;15.0;-3.0;19.0;66.0;15.0;4.0;;;;;;;;;;;15.0;55.0;30.0;-15.0;15.0;58.0;27.0;-12.0;17.0;51.0;32.0;-15.0;4.0;70.0;26.0;-22.0;97.6;4.0;72.0;24.0;-20.0;3.0;77.0;20.0;-17.0;5.0;87.0;8.0;-3.0;14.0;83.0;3.0;11.0;;;;;;;;;;;;;;;;;;;;;-3.0;4.0;;-15.0;-12.0;-15.0;-22.0;-20.0;-17.0;-3.0;11.0;;;;;
56;1500h Industrie (uitgezonderd ..);1993 oktober;19.0;64.0;17.0;2.0;20.0;65.0;15.0;5.0;80.5;18.0;79.0;3.0;15.0;74.0;22.0;0.0;0.0;4.0;29.0;49.0;22.0;7.0;24.0;56.0;20.0;4.0;31.0;45.0;24.0;7.0;5.0;67.0;28.0;-23.0;96.3;5.0;70.0;25.0;-20.0;6.0;73.0;21.0;-15.0;5.0;85.0;10.0;-5.0;11.0;85.0;4.0;7.0;;;;;;;;;;;;;20.0;66.0;14.0;6.0;4.0;65.0;31.0;-27.0;2.0;5.0;15.0;7.0;4.0;7.0;-23.0;-20.0;-15.0;-5.0;7.0;;;;6.0;-27.0
57;1500h Industrie (uitgezonderd ..);1993 november;14.0;69.0;17.0;-3.0;16.0;70.0;14.0;2.0;;;;;;;;;;;17.0;56.0;27.0;-10.0;17.0;58.0;25.0;-8.0;17.0;54.0;29.0;-12.0;6.0;66.0;28.0;-22.0;96.6;4.0;69.0;27.0;-23.0;5.0;71.0;24.0;-19.0;6.0;84.0;10.0;-4.0;11.0;86.0;3.0;8.0;;;;;;;;;;;;;;;;;;;;;-3.0;2.0;;-10.0;-8.0;-12.0;-22.0;-23.0;-19.0;-4.0;8.0;;;;;
58;1500h Industrie (uitgezonderd ..);1993 december;15.0;69.0;16.0;-1.0;14.0;69.0;17.0;-3.0;;;;;;;;;;;18.0;56.0;26.0;-8.0;16.0;57.0;27.0;-11.0;19.0;57.0;24.0;-5.0;6.0;66.0;28.0;-22.0;95.2;4.0;69.0;27.0;-23.0;5.0;70.0;25.0;-20.0;9.0;80.0;11.0;-2.0;12.0;85.0;3.0;9.0;;;;;;;;;;;;;;;;;;;;;-1.0;-3.0;;-8.0;-11.0;-5.0;-22.0;-23.0;-20.0;-2.0;9.0;;;;;
59;1500h Industrie (uitgezonderd ..);1994 januari;12.0;71.0;17.0;-5.0;22.0;65.0;13.0;9.0;80.8;16.0;80.0;4.0;12.0;75.0;21.0;0.0;2.0;2.0;21.0;59.0;20.0;1.0;16.0;61.0;23.0;-7.0;23.0;58.0;19.0;4.0;8.0;70.0;22.0;-14.0;95.4;5.0;70.0;25.0;-20.0;5.0;72.0;23.0;-18.0;15.0;76.0;9.0;6.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;25.0;64.0;11.0;14.0;4.0;65.0;31.0;-27.0;-5.0;9.0;12.0;1.0;-7.0;4.0;-14.0;-20.0;-18.0;6.0;6.0;;;;14.0;-27.0
60;1500h Industrie (uitgezonderd ..);1994 februari;14.0;69.0;17.0;-3.0;22.0;68.0;10.0;12.0;;;;;;;;;;;27.0;49.0;24.0;3.0;20.0;54.0;26.0;-6.0;28.0;50.0;22.0;6.0;9.0;70.0;21.0;-12.0;97.3;6.0;74.0;20.0;-14.0;8.0;73.0;19.0;-11.0;10.0;81.0;9.0;1.0;11.0;85.0;4.0;7.0;;;;;;;;;;;;;;;;;;;;;-3.0;12.0;;3.0;-6.0;6.0;-12.0;-14.0;-11.0;1.0;7.0;;;;;
61;1500h Industrie (uitgezonderd ..);1994 maart;18.0;70.0;12.0;6.0;21.0;67.0;12.0;9.0;;;;;;;;;;;23.0;57.0;20.0;3.0;19.0;60.0;21.0;-2.0;25.0;57.0;18.0;7.0;8.0;72.0;20.0;-12.0;97.1;7.0;73.0;20.0;-13.0;10.0;72.0;18.0;-8.0;8.0;84.0;8.0;0.0;12.0;84.0;4.0;8.0;;;;;;;;;;;;;;;;;;;;;6.0;9.0;;3.0;-2.0;7.0;-12.0;-13.0;-8.0;0.0;8.0;;;;;
62;1500h Industrie (uitgezonderd ..);1994 april;26.0;66.0;8.0;18.0;20.0;69.0;11.0;9.0;82.5;12.0;85.0;3.0;9.0;79.0;16.0;1.0;1.0;3.0;33.0;55.0;12.0;21.0;27.0;60.0;13.0;14.0;32.0;56.0;12.0;20.0;12.0;72.0;16.0;-4.0;98.6;8.0;75.0;17.0;-9.0;11.0;74.0;15.0;-4.0;9.0;85.0;6.0;3.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;26.0;65.0;9.0;17.0;5.0;68.0;27.0;-22.0;18.0;9.0;9.0;21.0;14.0;20.0;-4.0;-9.0;-4.0;3.0;6.0;;;;17.0;-22.0
63;1500h Industrie (uitgezonderd ..);1994 mei;17.0;68.0;15.0;2.0;18.0;74.0;8.0;10.0;;;;;;;;;;;22.0;58.0;20.0;2.0;18.0;62.0;20.0;-2.0;21.0;58.0;21.0;0.0;8.0;72.0;20.0;-12.0;99.1;7.0;74.0;19.0;-12.0;7.0;77.0;16.0;-9.0;9.0;82.0;9.0;0.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;;;;;2.0;10.0;;2.0;-2.0;0.0;-12.0;-12.0;-9.0;0.0;6.0;;;;;
64;1500h Industrie (uitgezonderd ..);1994 juni;23.0;67.0;10.0;13.0;19.0;71.0;10.0;9.0;;;;;;;;;;;24.0;59.0;17.0;7.0;23.0;58.0;19.0;4.0;25.0;58.0;17.0;8.0;10.0;72.0;18.0;-8.0;99.7;9.0;73.0;18.0;-9.0;11.0;73.0;16.0;-5.0;10.0;85.0;5.0;5.0;9.0;85.0;6.0;3.0;;;;;;;;;;;;;;;;;;;;;13.0;9.0;;7.0;4.0;8.0;-8.0;-9.0;-5.0;5.0;3.0;;;;;
65;1500h Industrie (uitgezonderd ..);1994 juli;25.0;67.0;8.0;17.0;16.0;73.0;11.0;5.0;83.4;12.0;83.0;5.0;7.0;81.0;13.0;1.0;2.0;3.0;28.0;59.0;13.0;15.0;22.0;64.0;14.0;8.0;30.0;59.0;11.0;19.0;11.0;72.0;17.0;-6.0;99.1;10.0;75.0;15.0;-5.0;12.0;74.0;14.0;-2.0;14.0;81.0;5.0;9.0;8.0;86.0;6.0;2.0;;;;;;;;;;;;;21.0;71.0;8.0;13.0;4.0;72.0;24.0;-20.0;17.0;5.0;7.0;15.0;8.0;19.0;-6.0;-5.0;-2.0;9.0;2.0;;;;13.0;-20.0
66;1500h Industrie (uitgezonderd ..);1994 augustus;15.0;74.0;11.0;4.0;20.0;71.0;9.0;11.0;;;;;;;;;;;21.0;58.0;21.0;0.0;19.0;63.0;18.0;1.0;20.0;58.0;22.0;-2.0;10.0;74.0;16.0;-6.0;99.2;11.0;74.0;15.0;-4.0;14.0;72.0;14.0;0.0;13.0;82.0;5.0;8.0;8.0;83.0;9.0;-1.0;;;;;;;;;;;;;;;;;;;;;4.0;11.0;;0.0;1.0;-2.0;-6.0;-4.0;0.0;8.0;-1.0;;;;;
67;1500h Industrie (uitgezonderd ..);1994 september;19.0;69.0;12.0;7.0;25.0;66.0;9.0;16.0;;;;;;;;;;;26.0;56.0;18.0;8.0;22.0;58.0;20.0;2.0;27.0;56.0;17.0;10.0;9.0;74.0;17.0;-8.0;100.2;10.0;76.0;14.0;-4.0;12.0;72.0;16.0;-4.0;14.0;83.0;3.0;11.0;9.0;83.0;8.0;1.0;;;;;;;;;;;;;;;;;;;;;7.0;16.0;;8.0;2.0;10.0;-8.0;-4.0;-4.0;11.0;1.0;;;;;
68;1500h Industrie (uitgezonderd ..);1994 oktober;26.0;64.0;10.0;16.0;21.0;69.0;10.0;11.0;84.7;8.0;86.0;6.0;2.0;81.0;10.0;1.0;4.0;4.0;34.0;50.0;16.0;18.0;28.0;55.0;17.0;11.0;35.0;49.0;16.0;19.0;12.0;72.0;16.0;-4.0;99.2;11.0;75.0;14.0;-3.0;14.0;72.0;14.0;0.0;20.0;76.0;4.0;16.0;9.0;83.0;8.0;1.0;9.0;85.0;6.0;3.0;13.0;82.0;5.0;8.0;10.0;86.0;4.0;6.0;26.0;66.0;8.0;18.0;10.0;67.0;23.0;;16.0;11.0;2.0;18.0;11.0;19.0;-4.0;-3.0;0.0;16.0;1.0;3.0;8.0;6.0;18.0;
69;1500h Industrie (uitgezonderd ..);1994 november;19.0;71.0;10.0;9.0;14.0;76.0;10.0;4.0;;;;;;;;;;;23.0;58.0;19.0;4.0;19.0;62.0;19.0;0.0;24.0;55.0;21.0;3.0;11.0;73.0;16.0;-5.0;98.5;10.0;76.0;14.0;-4.0;12.0;74.0;14.0;-2.0;21.0;75.0;4.0;17.0;8.0;85.0;7.0;1.0;;;;;;;;;;;;;;;;;;;;;9.0;4.0;;4.0;0.0;3.0;-5.0;-4.0;-2.0;17.0;1.0;;;;;
70;1500h Industrie (uitgezonderd ..);1994 december;18.0;70.0;12.0;6.0;15.0;74.0;11.0;4.0;;;;;;;;;;;28.0;56.0;16.0;12.0;24.0;59.0;17.0;7.0;27.0;56.0;17.0;10.0;12.0;74.0;14.0;-2.0;98.5;12.0;75.0;13.0;-1.0;13.0;73.0;14.0;-1.0;25.0;71.0;4.0;21.0;8.0;84.0;8.0;0.0;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;12.0;7.0;10.0;-2.0;-1.0;-1.0;21.0;0.0;;;;;
71;1500h Industrie (uitgezonderd ..);1995 januari;16.0;73.0;11.0;5.0;20.0;69.0;11.0;9.0;83.9;7.0;88.0;5.0;2.0;84.0;10.0;1.0;2.0;3.0;23.0;61.0;16.0;7.0;21.0;63.0;16.0;5.0;24.0;58.0;18.0;6.0;13.0;76.0;11.0;2.0;98.6;11.0;78.0;11.0;0.0;12.0;76.0;12.0;0.0;28.0;67.0;5.0;23.0;8.0;85.0;7.0;1.0;12.0;83.0;5.0;7.0;11.0;84.0;5.0;6.0;10.0;86.0;4.0;6.0;22.0;71.0;7.0;15.0;9.0;68.0;23.0;;5.0;9.0;2.0;7.0;5.0;6.0;2.0;0.0;0.0;23.0;1.0;7.0;6.0;6.0;15.0;
72;1500h Industrie (uitgezonderd ..);1995 februari;20.0;67.0;13.0;7.0;23.0;70.0;7.0;16.0;;;;;;;;;;;26.0;55.0;19.0;7.0;23.0;55.0;22.0;1.0;29.0;53.0;18.0;11.0;12.0;77.0;11.0;1.0;98.5;11.0;78.0;11.0;0.0;13.0;76.0;11.0;2.0;22.0;75.0;3.0;19.0;7.0;86.0;7.0;0.0;;;;;;;;;;;;;;;;;10.0;69.0;21.0;-11.0;7.0;16.0;;7.0;1.0;11.0;1.0;0.0;2.0;19.0;0.0;;;;;-11.0
73;1500h Industrie (uitgezonderd ..);1995 maart;19.0;70.0;11.0;8.0;23.0;71.0;6.0;17.0;;;;;;;;;;;24.0;63.0;13.0;11.0;24.0;62.0;14.0;10.0;22.0;65.0;13.0;9.0;11.0;76.0;13.0;-2.0;98.5;10.0;80.0;10.0;0.0;12.0;77.0;11.0;1.0;16.0;80.0;4.0;12.0;7.0;87.0;6.0;1.0;;;;;;;;;;;;;;;;;10.0;71.0;19.0;-9.0;8.0;17.0;;11.0;10.0;9.0;-2.0;0.0;1.0;12.0;1.0;;;;;-9.0
74;1500h Industrie (uitgezonderd ..);1995 april;24.0;69.0;7.0;17.0;21.0;72.0;7.0;14.0;84.5;8.0;87.0;5.0;3.0;83.0;8.0;1.0;3.0;5.0;31.0;57.0;12.0;19.0;28.0;60.0;12.0;16.0;33.0;55.0;12.0;21.0;13.0;74.0;13.0;0.0;100.2;12.0;77.0;11.0;1.0;15.0;74.0;11.0;4.0;15.0;80.0;5.0;10.0;7.0;87.0;6.0;1.0;10.0;83.0;7.0;3.0;10.0;80.0;10.0;0.0;9.0;80.0;11.0;-2.0;17.0;76.0;7.0;10.0;11.0;72.0;17.0;-6.0;17.0;14.0;3.0;19.0;16.0;21.0;0.0;1.0;4.0;10.0;1.0;3.0;0.0;-2.0;10.0;-6.0
75;1500h Industrie (uitgezonderd ..);1995 mei;15.0;72.0;13.0;2.0;20.0;74.0;6.0;14.0;;;;;;;;;;;20.0;57.0;23.0;-3.0;18.0;65.0;17.0;1.0;20.0;54.0;26.0;-6.0;9.0;75.0;16.0;-7.0;101.5;10.0;78.0;12.0;-2.0;13.0;77.0;10.0;3.0;14.0;81.0;5.0;9.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;11.0;72.0;17.0;-6.0;2.0;14.0;;-3.0;1.0;-6.0;-7.0;-2.0;3.0;9.0;3.0;;;;;-6.0
76;1500h Industrie (uitgezonderd ..);1995 juni;19.0;73.0;8.0;11.0;14.0;77.0;9.0;5.0;;;;;;;;;;;25.0;59.0;16.0;9.0;23.0;61.0;16.0;7.0;25.0;58.0;17.0;8.0;9.0;76.0;15.0;-6.0;101.2;10.0;79.0;11.0;-1.0;11.0;78.0;11.0;0.0;8.0;87.0;5.0;3.0;8.0;86.0;6.0;2.0;;;;;;;;;;;;;;;;;11.0;72.0;17.0;-6.0;11.0;5.0;;9.0;7.0;8.0;-6.0;-1.0;0.0;3.0;2.0;;;;;-6.0
77;1500h Industrie (uitgezonderd ..);1995 juli;21.0;70.0;9.0;12.0;13.0;75.0;12.0;1.0;85.2;9.0;86.0;5.0;4.0;83.0;8.0;1.0;3.0;5.0;27.0;56.0;17.0;10.0;23.0;61.0;16.0;7.0;29.0;55.0;16.0;13.0;11.0;75.0;14.0;-3.0;99.6;10.0;78.0;12.0;-2.0;13.0;74.0;13.0;0.0;8.0;86.0;6.0;2.0;8.0;87.0;5.0;3.0;12.0;82.0;6.0;6.0;10.0;82.0;8.0;2.0;8.0;83.0;9.0;-1.0;15.0;74.0;11.0;4.0;11.0;72.0;17.0;-6.0;12.0;1.0;4.0;10.0;7.0;13.0;-3.0;-2.0;0.0;2.0;3.0;6.0;2.0;-1.0;4.0;-6.0
78;1500h Industrie (uitgezonderd ..);1995 augustus;11.0;77.0;12.0;-1.0;16.0;72.0;12.0;4.0;;;;;;;;;;;19.0;57.0;24.0;-5.0;18.0;63.0;19.0;-1.0;19.0;53.0;28.0;-9.0;9.0;78.0;13.0;-4.0;99.1;9.0;79.0;12.0;-3.0;10.0;78.0;12.0;-2.0;9.0;85.0;6.0;3.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;11.0;72.0;17.0;-6.0;-1.0;4.0;;-5.0;-1.0;-9.0;-4.0;-3.0;-2.0;3.0;3.0;;;;;-6.0
79;1500h Industrie (uitgezonderd ..);1995 september;17.0;69.0;14.0;3.0;22.0;67.0;11.0;11.0;;;;;;;;;;;23.0;60.0;17.0;6.0;22.0;62.0;16.0;6.0;24.0;58.0;18.0;6.0;8.0;76.0;16.0;-8.0;98.8;8.0;78.0;14.0;-6.0;9.0;76.0;15.0;-6.0;8.0;85.0;7.0;1.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;12.0;70.0;18.0;-6.0;3.0;11.0;;6.0;6.0;6.0;-8.0;-6.0;-6.0;1.0;5.0;;;;;-6.0
