ID;BedrijfstakkenBranchesSBI2008;Perioden;SnelgroeiendeBedrijven_1;WerknemersBijSnelgroeiendeBedrijven_2;JongeSnelgroeiendeBedrijven_3;WerknemersBijJongeSnelgroeiendeBed_4
3637;77 Verhuur van roerende goederen;2020;77.0;5956.0;;
3638;77 Verhuur van roerende goederen;2021;65.0;5176.0;2.0;
3639;77 Verhuur van roerende goederen;2022;60.0;5368.0;;
3640;771 Verhuur en lease van auto's;2010;6.0;267.0;;
3641;771 Verhuur en lease van auto's;2011;3.0;;;
3642;771 Verhuur en lease van auto's;2012;9.0;262.0;;
3643;771 Verhuur en lease van auto's;2013;8.0;302.0;;
3644;771 Verhuur en lease van auto's;2014;9.0;828.0;;
3645;771 Verhuur en lease van auto's;2015;10.0;609.0;;
3646;771 Verhuur en lease van auto's;2016;8.0;542.0;;
3647;771 Verhuur en lease van auto's;2017;10.0;467.0;;
3648;771 Verhuur en lease van auto's;2018;11.0;793.0;;
3649;771 Verhuur en lease van auto's;2019;12.0;1077.0;;
3650;771 Verhuur en lease van auto's;2020;11.0;1209.0;;
3651;771 Verhuur en lease van auto's;2021;10.0;1351.0;0.0;0.0
3652;771 Verhuur en lease van auto's;2022;13.0;1241.0;;
3653;772 Verhuur van consumentenartikelen;2010;13.0;429.0;;
3654;772 Verhuur van consumentenartikelen;2011;15.0;582.0;;
3655;772 Verhuur van consumentenartikelen;2012;19.0;2101.0;;
3656;772 Verhuur van consumentenartikelen;2013;18.0;3077.0;;
3657;772 Verhuur van consumentenartikelen;2014;13.0;2603.0;;
3658;772 Verhuur van consumentenartikelen;2015;10.0;386.0;;
3659;772 Verhuur van consumentenartikelen;2016;8.0;391.0;;
3660;772 Verhuur van consumentenartikelen;2017;11.0;541.0;;
3661;772 Verhuur van consumentenartikelen;2018;19.0;909.0;;
3662;772 Verhuur van consumentenartikelen;2019;17.0;681.0;;
3663;772 Verhuur van consumentenartikelen;2020;14.0;1229.0;;
3664;772 Verhuur van consumentenartikelen;2021;8.0;476.0;0.0;0.0
3665;772 Verhuur van consumentenartikelen;2022;12.0;381.0;;
3666;773 Zakelijke verhuur van goederen;2010;19.0;1980.0;;
3667;773 Zakelijke verhuur van goederen;2011;20.0;1074.0;;
3668;773 Zakelijke verhuur van goederen;2012;18.0;1125.0;;
3669;773 Zakelijke verhuur van goederen;2013;13.0;944.0;;
3670;773 Zakelijke verhuur van goederen;2014;23.0;1871.0;;
3671;773 Zakelijke verhuur van goederen;2015;19.0;1082.0;;
3672;773 Zakelijke verhuur van goederen;2016;25.0;1873.0;;
3673;773 Zakelijke verhuur van goederen;2017;32.0;2160.0;;
3674;773 Zakelijke verhuur van goederen;2018;43.0;2448.0;;
3675;773 Zakelijke verhuur van goederen;2019;45.0;2806.0;;
3676;773 Zakelijke verhuur van goederen;2020;36.0;2721.0;;
3677;773 Zakelijke verhuur van goederen;2021;33.0;2814.0;1.0;
3678;773 Zakelijke verhuur van goederen;2022;25.0;2998.0;;
3679;774 Exploitatie van patenten;2010;6.0;423.0;;
3680;774 Exploitatie van patenten;2011;8.0;;;
3681;774 Exploitatie van patenten;2012;7.0;390.0;;
3682;774 Exploitatie van patenten;2013;9.0;522.0;;
3683;774 Exploitatie van patenten;2014;7.0;239.0;;
3684;774 Exploitatie van patenten;2015;7.0;225.0;;
3685;774 Exploitatie van patenten;2016;7.0;483.0;;
3686;774 Exploitatie van patenten;2017;14.0;546.0;;
3687;774 Exploitatie van patenten;2018;19.0;736.0;;
3688;774 Exploitatie van patenten;2019;21.0;1203.0;;
3689;774 Exploitatie van patenten;2020;16.0;797.0;;
3690;774 Exploitatie van patenten;2021;14.0;536.0;1.0;
3691;774 Exploitatie van patenten;2022;10.0;748.0;;
3692;78 Uitzendbureaus en arbeidsbemiddeling;2010;357.0;76074.0;;
3693;78 Uitzendbureaus en arbeidsbemiddeling;2011;401.0;86173.0;;
3694;78 Uitzendbureaus en arbeidsbemiddeling;2012;491.0;127763.0;;
3695;78 Uitzendbureaus en arbeidsbemiddeling;2013;474.0;120117.0;;
3696;78 Uitzendbureaus en arbeidsbemiddeling;2014;453.0;156701.0;;
3697;78 Uitzendbureaus en arbeidsbemiddeling;2015;634.0;214489.0;;
3698;78 Uitzendbureaus en arbeidsbemiddeling;2016;757.0;300534.0;;
3699;78 Uitzendbureaus en arbeidsbemiddeling;2017;840.0;366741.0;;
3700;78 Uitzendbureaus en arbeidsbemiddeling;2018;1020.0;512924.0;;
3701;78 Uitzendbureaus en arbeidsbemiddeling;2019;686.0;368601.0;;
3702;78 Uitzendbureaus en arbeidsbemiddeling;2020;456.0;107335.0;;
3703;78 Uitzendbureaus en arbeidsbemiddeling;2021;341.0;95359.0;60.0;7920.0
3704;78 Uitzendbureaus en arbeidsbemiddeling;2022;488.0;136711.0;;
3705;781 Arbeidsbemiddeling;2010;32.0;2305.0;;
3706;781 Arbeidsbemiddeling;2011;43.0;3670.0;;
3707;781 Arbeidsbemiddeling;2012;48.0;3296.0;;
3708;781 Arbeidsbemiddeling;2013;48.0;3179.0;;
3709;781 Arbeidsbemiddeling;2014;50.0;4011.0;;
3710;781 Arbeidsbemiddeling;2015;69.0;6216.0;;
3711;781 Arbeidsbemiddeling;2016;81.0;11582.0;;
3712;781 Arbeidsbemiddeling;2017;87.0;13361.0;;
3713;781 Arbeidsbemiddeling;2018;100.0;18023.0;;
3714;781 Arbeidsbemiddeling;2019;97.0;15444.0;;
3715;781 Arbeidsbemiddeling;2020;85.0;13978.0;;
3716;781 Arbeidsbemiddeling;2021;78.0;11945.0;15.0;1705.0
3717;781 Arbeidsbemiddeling;2022;109.0;19417.0;;
3718;"782 Uitzend- en uitleenbureaus; pools";2010;315.0;61346.0;;
3719;"782 Uitzend- en uitleenbureaus; pools";2011;347.0;69199.0;;
3720;"782 Uitzend- en uitleenbureaus; pools";2012;428.0;102948.0;;
3721;"782 Uitzend- en uitleenbureaus; pools";2013;401.0;95915.0;;
3722;"782 Uitzend- en uitleenbureaus; pools";2014;371.0;121581.0;;
3723;"782 Uitzend- en uitleenbureaus; pools";2015;522.0;165777.0;;
3724;"782 Uitzend- en uitleenbureaus; pools";2016;627.0;209838.0;;
3725;"782 Uitzend- en uitleenbureaus; pools";2017;698.0;272537.0;;
3726;"782 Uitzend- en uitleenbureaus; pools";2018;848.0;389215.0;;
3727;"782 Uitzend- en uitleenbureaus; pools";2019;541.0;297476.0;;
3728;"782 Uitzend- en uitleenbureaus; pools";2020;351.0;84633.0;;
3729;"782 Uitzend- en uitleenbureaus; pools";2021;246.0;77322.0;39.0;4996.0
3730;"782 Uitzend- en uitleenbureaus; pools";2022;355.0;109737.0;;
3731;783 Payrolling (personeelsbeheer);2010;10.0;12423.0;;
3732;783 Payrolling (personeelsbeheer);2011;11.0;13304.0;;
3733;783 Payrolling (personeelsbeheer);2012;15.0;21520.0;;
3734;783 Payrolling (personeelsbeheer);2013;25.0;21023.0;;
3735;783 Payrolling (personeelsbeheer);2014;32.0;31108.0;;
3736;783 Payrolling (personeelsbeheer);2015;43.0;42496.0;;
3737;783 Payrolling (personeelsbeheer);2016;49.0;79113.0;;
3738;783 Payrolling (personeelsbeheer);2017;55.0;80843.0;;
3739;783 Payrolling (personeelsbeheer);2018;72.0;105686.0;;
3740;783 Payrolling (personeelsbeheer);2019;48.0;55681.0;;
3741;783 Payrolling (personeelsbeheer);2020;20.0;8725.0;;
3742;783 Payrolling (personeelsbeheer);2021;17.0;6092.0;6.0;1219.0
3743;783 Payrolling (personeelsbeheer);2022;24.0;7557.0;;
3744;79 Reisbureaus, reisorganisatie en -info;2010;29.0;2644.0;;
3745;79 Reisbureaus, reisorganisatie en -info;2011;24.0;2724.0;;
3746;79 Reisbureaus, reisorganisatie en -info;2012;20.0;2129.0;;
3747;79 Reisbureaus, reisorganisatie en -info;2013;24.0;2778.0;;
3748;79 Reisbureaus, reisorganisatie en -info;2014;28.0;3377.0;;
3749;79 Reisbureaus, reisorganisatie en -info;2015;28.0;4713.0;;
3750;79 Reisbureaus, reisorganisatie en -info;2016;30.0;5638.0;;
3751;79 Reisbureaus, reisorganisatie en -info;2017;30.0;6468.0;;
3752;79 Reisbureaus, reisorganisatie en -info;2018;36.0;7798.0;;
3753;79 Reisbureaus, reisorganisatie en -info;2019;31.0;6960.0;;
3754;79 Reisbureaus, reisorganisatie en -info;2020;16.0;;;
3755;79 Reisbureaus, reisorganisatie en -info;2021;12.0;662.0;0.0;0.0
3756;79 Reisbureaus, reisorganisatie en -info;2022;18.0;1038.0;;
3757;791 Reisbureaus, reisorganisatiebureaus;2010;23.0;2223.0;;
3758;791 Reisbureaus, reisorganisatiebureaus;2011;21.0;;;
3759;791 Reisbureaus, reisorganisatiebureaus;2012;17.0;;;
3760;791 Reisbureaus, reisorganisatiebureaus;2013;23.0;;;
3761;791 Reisbureaus, reisorganisatiebureaus;2014;23.0;3051.0;;
3762;791 Reisbureaus, reisorganisatiebureaus;2015;22.0;4437.0;;
3763;791 Reisbureaus, reisorganisatiebureaus;2016;27.0;;;
3764;791 Reisbureaus, reisorganisatiebureaus;2017;28.0;;;
3765;791 Reisbureaus, reisorganisatiebureaus;2018;34.0;;;
3766;791 Reisbureaus, reisorganisatiebureaus;2019;26.0;;;
3767;791 Reisbureaus, reisorganisatiebureaus;2020;14.0;;;
3768;791 Reisbureaus, reisorganisatiebureaus;2021;10.0;;0.0;0.0
3769;791 Reisbureaus, reisorganisatiebureaus;2022;15.0;;;
3770;799 Reisinformatie-, reserveerbureaus;2010;6.0;422.0;;
3771;799 Reisinformatie-, reserveerbureaus;2011;3.0;;;
3772;799 Reisinformatie-, reserveerbureaus;2012;3.0;;;
3773;799 Reisinformatie-, reserveerbureaus;2013;1.0;;;
3774;799 Reisinformatie-, reserveerbureaus;2014;5.0;326.0;;
3775;799 Reisinformatie-, reserveerbureaus;2015;6.0;276.0;;
3776;799 Reisinformatie-, reserveerbureaus;2016;3.0;;;
3777;799 Reisinformatie-, reserveerbureaus;2017;2.0;;;
3778;799 Reisinformatie-, reserveerbureaus;2018;2.0;;;
3779;799 Reisinformatie-, reserveerbureaus;2019;5.0;;;
3780;799 Reisinformatie-, reserveerbureaus;2020;2.0;;;
3781;799 Reisinformatie-, reserveerbureaus;2021;2.0;;0.0;0.0
3782;799 Reisinformatie-, reserveerbureaus;2022;3.0;;;
3783;80 Beveiligings- en opsporingsdiensten;2010;51.0;3378.0;;
3784;80 Beveiligings- en opsporingsdiensten;2011;38.0;2632.0;;
3785;80 Beveiligings- en opsporingsdiensten;2012;43.0;3810.0;;
3786;80 Beveiligings- en opsporingsdiensten;2013;44.0;3722.0;;
3787;80 Beveiligings- en opsporingsdiensten;2014;43.0;4753.0;;
3788;80 Beveiligings- en opsporingsdiensten;2015;43.0;6675.0;;
3789;80 Beveiligings- en opsporingsdiensten;2016;51.0;6964.0;;
3790;80 Beveiligings- en opsporingsdiensten;2017;49.0;6642.0;;
3791;80 Beveiligings- en opsporingsdiensten;2018;63.0;7155.0;;
3792;80 Beveiligings- en opsporingsdiensten;2019;44.0;3569.0;;
3793;80 Beveiligings- en opsporingsdiensten;2020;37.0;;;
3794;80 Beveiligings- en opsporingsdiensten;2021;32.0;3041.0;4.0;
3795;80 Beveiligings- en opsporingsdiensten;2022;42.0;4369.0;;
3796;801 Particuliere beveiligingdiensten;2010;45.0;2996.0;;
3797;801 Particuliere beveiligingdiensten;2011;30.0;1858.0;;
3798;801 Particuliere beveiligingdiensten;2012;37.0;3308.0;;
3799;801 Particuliere beveiligingdiensten;2013;39.0;3178.0;;
3800;801 Particuliere beveiligingdiensten;2014;39.0;4652.0;;
3801;801 Particuliere beveiligingdiensten;2015;40.0;;;
3802;801 Particuliere beveiligingdiensten;2016;48.0;;;
3803;801 Particuliere beveiligingdiensten;2017;39.0;;;
3804;801 Particuliere beveiligingdiensten;2018;55.0;;;
3805;801 Particuliere beveiligingdiensten;2019;40.0;;;
3806;801 Particuliere beveiligingdiensten;2020;30.0;2055.0;;
3807;801 Particuliere beveiligingdiensten;2021;24.0;2096.0;4.0;
3808;801 Particuliere beveiligingdiensten;2022;34.0;3032.0;;
3809;802 Beveiliging via alarmsystemen;2010;5.0;;;
3810;802 Beveiliging via alarmsystemen;2011;6.0;;;
3811;802 Beveiliging via alarmsystemen;2012;4.0;;;
3812;802 Beveiliging via alarmsystemen;2013;3.0;;;
3813;802 Beveiliging via alarmsystemen;2014;4.0;102.0;;
3814;802 Beveiliging via alarmsystemen;2015;2.0;;;
3815;802 Beveiliging via alarmsystemen;2016;2.0;;;
3816;802 Beveiliging via alarmsystemen;2017;9.0;260.0;;
3817;802 Beveiliging via alarmsystemen;2018;7.0;424.0;;
3818;802 Beveiliging via alarmsystemen;2019;3.0;;;
3819;802 Beveiliging via alarmsystemen;2020;6.0;;;
3820;802 Beveiliging via alarmsystemen;2021;8.0;945.0;0.0;0.0
3821;802 Beveiliging via alarmsystemen;2022;8.0;1338.0;;
3822;803 Detectivebureaus;2010;1.0;;;
3823;803 Detectivebureaus;2011;2.0;;;
3824;803 Detectivebureaus;2012;2.0;;;
3825;803 Detectivebureaus;2013;2.0;;;
3826;803 Detectivebureaus;2014;0.0;0.0;;
3827;803 Detectivebureaus;2015;1.0;;;
3828;803 Detectivebureaus;2016;1.0;;;
3829;803 Detectivebureaus;2017;1.0;;;
3830;803 Detectivebureaus;2018;1.0;;;
3831;803 Detectivebureaus;2019;1.0;;;
3832;803 Detectivebureaus;2020;1.0;;;
3833;803 Detectivebureaus;2021;0.0;0.0;0.0;0.0
3834;803 Detectivebureaus;2022;0.0;0.0;;
3835;81 Schoonmaakbedrijven, hoveniers e.d.;2010;181.0;28163.0;;
3836;81 Schoonmaakbedrijven, hoveniers e.d.;2011;144.0;28329.0;;
3837;81 Schoonmaakbedrijven, hoveniers e.d.;2012;153.0;30024.0;;
3838;81 Schoonmaakbedrijven, hoveniers e.d.;2013;159.0;35145.0;;
3839;81 Schoonmaakbedrijven, hoveniers e.d.;2014;149.0;35800.0;;
3840;81 Schoonmaakbedrijven, hoveniers e.d.;2015;175.0;39479.0;;
3841;81 Schoonmaakbedrijven, hoveniers e.d.;2016;183.0;39466.0;;
3842;81 Schoonmaakbedrijven, hoveniers e.d.;2017;218.0;21309.0;;
3843;81 Schoonmaakbedrijven, hoveniers e.d.;2018;257.0;28134.0;;
3844;81 Schoonmaakbedrijven, hoveniers e.d.;2019;235.0;17254.0;;
3845;81 Schoonmaakbedrijven, hoveniers e.d.;2020;219.0;20062.0;;
3846;81 Schoonmaakbedrijven, hoveniers e.d.;2021;180.0;11708.0;15.0;608.0
3847;81 Schoonmaakbedrijven, hoveniers e.d.;2022;183.0;13263.0;;
3848;811 Facility management;2010;0.0;0.0;;
3849;811 Facility management;2011;0.0;0.0;;
3850;811 Facility management;2012;3.0;;;
3851;811 Facility management;2013;4.0;;;
3852;811 Facility management;2014;4.0;;;
3853;811 Facility management;2015;3.0;;;
3854;811 Facility management;2016;6.0;520.0;;
3855;811 Facility management;2017;4.0;;;
3856;811 Facility management;2018;7.0;;;
3857;811 Facility management;2019;10.0;2335.0;;
3858;811 Facility management;2020;9.0;2296.0;;
3859;811 Facility management;2021;14.0;2038.0;3.0;
3860;811 Facility management;2022;13.0;1629.0;;
3861;812 Schoonmaakbedrijven;2010;148.0;26982.0;;
3862;812 Schoonmaakbedrijven;2011;121.0;27481.0;;
3863;812 Schoonmaakbedrijven;2012;131.0;29151.0;;
3864;812 Schoonmaakbedrijven;2013;137.0;33798.0;;
3865;812 Schoonmaakbedrijven;2014;122.0;34407.0;;
3866;812 Schoonmaakbedrijven;2015;146.0;38097.0;;
3867;812 Schoonmaakbedrijven;2016;148.0;37928.0;;
3868;812 Schoonmaakbedrijven;2017;173.0;16848.0;;
3869;812 Schoonmaakbedrijven;2018;198.0;22398.0;;
3870;812 Schoonmaakbedrijven;2019;163.0;12190.0;;
3871;812 Schoonmaakbedrijven;2020;147.0;14834.0;;
3872;812 Schoonmaakbedrijven;2021;112.0;7162.0;9.0;421.0
3873;812 Schoonmaakbedrijven;2022;117.0;8609.0;;
3874;813 Hoveniersbedrijven;2010;33.0;1180.0;;
3875;813 Hoveniersbedrijven;2011;23.0;848.0;;
3876;813 Hoveniersbedrijven;2012;19.0;;;
3877;813 Hoveniersbedrijven;2013;18.0;;;
3878;813 Hoveniersbedrijven;2014;23.0;;;
3879;813 Hoveniersbedrijven;2015;26.0;;;
3880;813 Hoveniersbedrijven;2016;29.0;1018.0;;
3881;813 Hoveniersbedrijven;2017;41.0;;;
3882;813 Hoveniersbedrijven;2018;52.0;;;
3883;813 Hoveniersbedrijven;2019;62.0;2730.0;;
3884;813 Hoveniersbedrijven;2020;63.0;2933.0;;
3885;813 Hoveniersbedrijven;2021;54.0;2508.0;3.0;
3886;813 Hoveniersbedrijven;2022;53.0;3025.0;;
3887;82 Overige zakelijke dienstverlening;2010;58.0;12609.0;;
3888;82 Overige zakelijke dienstverlening;2011;49.0;10483.0;;
3889;82 Overige zakelijke dienstverlening;2012;63.0;10114.0;;
3890;82 Overige zakelijke dienstverlening;2013;42.0;5412.0;;
3891;82 Overige zakelijke dienstverlening;2014;46.0;5826.0;;
3892;82 Overige zakelijke dienstverlening;2015;72.0;10470.0;;
3893;82 Overige zakelijke dienstverlening;2016;73.0;13369.0;;
3894;82 Overige zakelijke dienstverlening;2017;67.0;5857.0;;
3895;82 Overige zakelijke dienstverlening;2018;92.0;10814.0;;
3896;82 Overige zakelijke dienstverlening;2019;75.0;6653.0;;
3897;82 Overige zakelijke dienstverlening;2020;76.0;9063.0;;
3898;82 Overige zakelijke dienstverlening;2021;65.0;11541.0;5.0;199.0
3899;82 Overige zakelijke dienstverlening;2022;92.0;14565.0;;
3900;821 Administratieve dienstverlening;2010;8.0;320.0;;
3901;821 Administratieve dienstverlening;2011;4.0;130.0;;
3902;821 Administratieve dienstverlening;2012;6.0;364.0;;
3903;821 Administratieve dienstverlening;2013;2.0;;;
3904;821 Administratieve dienstverlening;2014;3.0;;;
3905;821 Administratieve dienstverlening;2015;3.0;;;
3906;821 Administratieve dienstverlening;2016;5.0;;;
3907;821 Administratieve dienstverlening;2017;6.0;209.0;;
3908;821 Administratieve dienstverlening;2018;16.0;512.0;;
3909;821 Administratieve dienstverlening;2019;11.0;383.0;;
3910;821 Administratieve dienstverlening;2020;11.0;422.0;;
3911;821 Administratieve dienstverlening;2021;8.0;313.0;1.0;
3912;821 Administratieve dienstverlening;2022;15.0;578.0;;
3913;822 Callcenters;2010;11.0;3690.0;;
3914;822 Callcenters;2011;15.0;5358.0;;
3915;822 Callcenters;2012;13.0;4490.0;;
3916;822 Callcenters;2013;5.0;;;
3917;822 Callcenters;2014;6.0;1707.0;;
3918;822 Callcenters;2015;15.0;4943.0;;
3919;822 Callcenters;2016;18.0;8170.0;;
3920;822 Callcenters;2017;11.0;2863.0;;
3921;822 Callcenters;2018;14.0;3772.0;;
3922;822 Callcenters;2019;14.0;3192.0;;
3923;822 Callcenters;2020;18.0;5159.0;;
3924;822 Callcenters;2021;12.0;7152.0;0.0;0.0
3925;822 Callcenters;2022;15.0;9292.0;;
3926;823 Organisatie van congressen, beurzen;2010;8.0;857.0;;
3927;823 Organisatie van congressen, beurzen;2011;7.0;301.0;;
3928;823 Organisatie van congressen, beurzen;2012;10.0;322.0;;
3929;823 Organisatie van congressen, beurzen;2013;7.0;265.0;;
3930;823 Organisatie van congressen, beurzen;2014;6.0;;;
3931;823 Organisatie van congressen, beurzen;2015;8.0;;;
3932;823 Organisatie van congressen, beurzen;2016;8.0;;;
3933;823 Organisatie van congressen, beurzen;2017;9.0;437.0;;
3934;823 Organisatie van congressen, beurzen;2018;8.0;388.0;;
3935;823 Organisatie van congressen, beurzen;2019;8.0;336.0;;
3936;823 Organisatie van congressen, beurzen;2020;7.0;292.0;;
3937;823 Organisatie van congressen, beurzen;2021;6.0;297.0;0.0;0.0
3938;823 Organisatie van congressen, beurzen;2022;10.0;640.0;;
3939;829 Overige zakelijke diensten (rest);2010;31.0;7742.0;;
3940;829 Overige zakelijke diensten (rest);2011;23.0;4695.0;;
3941;829 Overige zakelijke diensten (rest);2012;34.0;4938.0;;
3942;829 Overige zakelijke diensten (rest);2013;28.0;4004.0;;
3943;829 Overige zakelijke diensten (rest);2014;31.0;3488.0;;
3944;829 Overige zakelijke diensten (rest);2015;46.0;4692.0;;
3945;829 Overige zakelijke diensten (rest);2016;42.0;4201.0;;
3946;829 Overige zakelijke diensten (rest);2017;41.0;2348.0;;
3947;829 Overige zakelijke diensten (rest);2018;54.0;6141.0;;
3948;829 Overige zakelijke diensten (rest);2019;42.0;2743.0;;
3949;829 Overige zakelijke diensten (rest);2020;40.0;3190.0;;
3950;829 Overige zakelijke diensten (rest);2021;39.0;3779.0;4.0;
3951;829 Overige zakelijke diensten (rest);2022;52.0;4054.0;;
3952;P Onderwijs;2010;;;;
3953;P Onderwijs;2011;;;;
3954;P Onderwijs;2012;;;;
3955;P Onderwijs;2013;;;;
3956;P Onderwijs;2014;;;;
3957;P Onderwijs;2015;;;;
3958;P Onderwijs;2016;;;;
3959;P Onderwijs;2017;;;;
3960;P Onderwijs;2018;;;;
3961;P Onderwijs;2019;;;;
3962;P Onderwijs;2020;;;;
3963;P Onderwijs;2021;132.0;11830.0;9.0;518.0
3964;P Onderwijs;2022;149.0;12077.0;;
3965;85 Onderwijs;2010;;;;
3966;85 Onderwijs;2011;;;;
3967;85 Onderwijs;2012;;;;
3968;85 Onderwijs;2013;;;;
3969;85 Onderwijs;2014;;;;
3970;85 Onderwijs;2015;;;;
3971;85 Onderwijs;2016;;;;
3972;85 Onderwijs;2017;;;;
3973;85 Onderwijs;2018;;;;
3974;85 Onderwijs;2019;;;;
3975;85 Onderwijs;2020;;;;
3976;85 Onderwijs;2021;132.0;11830.0;9.0;518.0
3977;85 Onderwijs;2022;149.0;12077.0;;
3978;Q Gezondheids- en welzijnszorg;2010;;;;
3979;Q Gezondheids- en welzijnszorg;2011;;;;
3980;Q Gezondheids- en welzijnszorg;2012;;;;
3981;Q Gezondheids- en welzijnszorg;2013;;;;
3982;Q Gezondheids- en welzijnszorg;2014;;;;
3983;Q Gezondheids- en welzijnszorg;2015;;;;
3984;Q Gezondheids- en welzijnszorg;2016;;;;
3985;Q Gezondheids- en welzijnszorg;2017;;;;
3986;Q Gezondheids- en welzijnszorg;2018;;;;
3987;Q Gezondheids- en welzijnszorg;2019;;;;
3988;Q Gezondheids- en welzijnszorg;2020;;;;
3989;Q Gezondheids- en welzijnszorg;2021;1137.0;200303.0;135.0;9326.0
3990;Q Gezondheids- en welzijnszorg;2022;1118.0;150910.0;;
3991;86 Gezondheidszorg;2010;;;;
3992;86 Gezondheidszorg;2011;;;;
3993;86 Gezondheidszorg;2012;;;;
3994;86 Gezondheidszorg;2013;;;;
3995;86 Gezondheidszorg;2014;;;;
3996;86 Gezondheidszorg;2015;;;;
3997;86 Gezondheidszorg;2016;;;;
3998;86 Gezondheidszorg;2017;;;;
3999;86 Gezondheidszorg;2018;;;;
4000;86 Gezondheidszorg;2019;;;;
4001;86 Gezondheidszorg;2020;;;;
4002;86 Gezondheidszorg;2021;426.0;53886.0;42.0;2408.0
4003;86 Gezondheidszorg;2022;444.0;42010.0;;
4004;87 Verpleging en zorg met overnachting;2010;;;;
4005;87 Verpleging en zorg met overnachting;2011;;;;
4006;87 Verpleging en zorg met overnachting;2012;;;;
4007;87 Verpleging en zorg met overnachting;2013;;;;
4008;87 Verpleging en zorg met overnachting;2014;;;;
4009;87 Verpleging en zorg met overnachting;2015;;;;
4010;87 Verpleging en zorg met overnachting;2016;;;;
4011;87 Verpleging en zorg met overnachting;2017;;;;
4012;87 Verpleging en zorg met overnachting;2018;;;;
4013;87 Verpleging en zorg met overnachting;2019;;;;
4014;87 Verpleging en zorg met overnachting;2020;;;;
4015;87 Verpleging en zorg met overnachting;2021;163.0;56832.0;27.0;1578.0
4016;87 Verpleging en zorg met overnachting;2022;133.0;28026.0;;
4017;88 Welzijnszorg zonder overnachting;2010;;;;
4018;88 Welzijnszorg zonder overnachting;2011;;;;
4019;88 Welzijnszorg zonder overnachting;2012;;;;
