ID;SBI93;Globalisering;Perioden;AantalOndernemingen_1;AantalWerknemersFTE_2;BalanstotaalEindstand_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;DeelnemingenTotaal_6;GroepsmaatschappijenTotaal_7;GroepsmaatschappijenBinnenland_8;GroepsmaatschappijenBuitenland_9;OverigeDeelnemingenTotaal_10;OverigeDeelnemingenBinnenland_11;OverigeDeelnemingenBuitenland_12;LanglopendeVorderingenTotaal_13;VorderingenOpGroepsmaatschappijen_14;VorderingenOpFinancieleInstellingen_15;OverigeLanglopendeVorderingen_16;VoorradenTotaal_17;OnderhandenWerk_18;VoorradenFysiek_19;VooruitbetalingOpVoorraden_20;KortlopendeVorderingenTotaal_21;VorderingenOpGroepsmaatschappijen_22;Handelsdebiteuren_23;AfboekingInvesteringspremiesSubsED_24;OverigeVorderingen_25;BeleggingenOpKorteTermijn_26;LiquideMiddelenTotaal_27;Kasmiddelen_28;TermijndepositoS_29;VorderingenOpFinancieleInstellingen_30;EigenVermogenTotaal_31;Aandelenkapitaal_32;Agioreserve_33;Herwaarderingsreserve_34;NietVerdeeldeWinstEnOverigeReserves_35;LanglopendeSchuldenTotaalGeenRente_36;BelangVanDerden_37;Egalisatierekening_38;Voorzieningen_39;LanglopendeSchuldenTotaalWelRente_40;SchuldenAanGroepsmaatschappijen_41;AchtergesteldeLeningen_42;Obligatieleningen_43;SchuldenAanFinancieleInstellingen_44;OverigeLanglopendeSchulden_45;KortlopendeSchuldenTotaal_46;AflossingOpLanglopendeSchulden_47;SchuldenAanGroepsmaatschappijen_48;Handelscrediteuren_49;OntvangenVooruitbetalingen_50;SchuldenAanFinancieleInstellingen_51;Belastingen_52;OverigeSchulden_53;BalanstotaalBeginstand_54;ImmaterieleVasteActiva_55;MaterieleVasteActiva_56;DeelnemingenTotaal_57;GroepsmaatschappijenTotaal_58;GroepsmaatschappijenBinnenland_59;GroepsmaatschappijenBuitenland_60;OverigeDeelnemingenTotaal_61;OverigeDeelnemingenBinnenland_62;OverigeDeelnemingenBuitenland_63;LanglVorderingenEnBeleggingenTotaal_64;VorderingenOpGroepsmaatschappijen_65;VorderingenOpFinancieleInstellingen_66;OverigeLanglopendeVorderingen_67;VoorradenTotaal_68;Onderhandenwerk_69;VoorradenFysiek_70;VooruitbetalingOpVoorraden_71;KortlVorderingenEnBeleggingenTotaal_72;VorderingenOpGroepsmaatschappijen_73;Handelsdebiteuren_74;Belastingen_75;OverigeVorderingen_76;BeleggingenOpKorteTermijn_77;LiquideMiddelenTotaal_78;Kasmiddelen_79;TermijndepositoS_80;VorderingenOpFinancieleInstellingen_81;EigenVermogenTotaal_82;Aandelenkapitaal_83;Agioreserve_84;Herwaarderingsreserve_85;NietVerdeeldeWinstEnOverigeReserves_86;LanglopendeSchuldenTotaalGeenRente_87;BelangVanDerden_88;Egalisatierekening_89;Voorzieningen_90;LanglopendeSchuldenTotaalWelRente_91;SchuldenAanGroepsmaatschappijen_92;AchtergesteldeLeningen_93;Obligatieleningen_94;SchuldenAanFinancieleInstellingen_95;OverigeLanglopendeSchulden_96;KortlopendeSchuldenTotaal_97;AflossingOpLanglopendeSchulden_98;SchuldenAanGroepsmaatschappijen_99;Handelscrediteuren_100;OntvangenVooruitbetalingen_101;Belastingen_102;SchuldenAanFinancieleInstellingen_103;OverigeSchulden_104;TotaleNettoOmzet_105;NettoOmzetUitBinnenland_106;NettoOmzetUitBuitenlandTotaal_107;OmzetGroepsmaatschappijenBuitenland_108;OverigeOmzetBuitenland_109;LoonSalarisEnSocialePremies_110;Afschrijvingen_111;TotaleKostenVanDeOmzet_112;KostenVanDeOmzetUitBinnenland_113;TotaleKostenOmzetUitBuitenland_114;KostenGroepsmaatschappijenBuitenland_115;OverigeKostenOmzetUitBuitenland_116;Investeringspremies_117;Bedrijfsresultaat_118;ResultaatUitDeelnemingenTotaal_119;ResultaatGroepsmaatschappijenTotaal_120;GroepsmaatschappijenBinnenland_121;GroepsmaatschappijenBuitenland_122;OverigeDeelnemingenBinnenland_123;OverigeDeelnemingenBuitenland_124;Rentebaten_125;Rentelasten_126;OverigeFinancieleResultaten_127;BuitengewoneBaten_128;BuitengewoneLasten_129;ResultaatVoorBelastingen_130;Vennootschapsbelasting_131;AandeelVanDerden_132;Nettoresultaat_133;DividendvoorstelTotaal_134;DividendGroepsmaatschappijen_135;DividendOverigeAandeelhouders_136;UitkeringAanLedenCooperaties_137;BeginstandBoekjaar_138;MutatiesDoorDeConsolidaties_139;AankopenInclusiefProductie_140;BoekwaardeVerkopen_141;AfboekingInvesteringspremiesSubsED_142;Herwaarderingen_143;Afschrijvingen_144;Waardecorrecties_145;EindstandBoekjaar_146;BeginstandBoekjaar_147;ToevoegingenTotaal_148;WinstBoekjaar_149;ValutaverschillenDeelnemingen_150;OverigeToevoegingen_151;OnttrekkingenTotaal_152;VerliesBoekjaar_153;Dividenduitkering_154;ValutaverschillenDeelnemingen_155;AfboekingGoodwill_156;OverigeOnttrekkingen_157;EindstandBoekjaar_158
0;0000e  Niet-financiële sector (A-O, min;Totaal;1977;562.0;;78138.6;587.5;24981.5;19931.6;18117.2;;;1814.4;;;2603.8;995.0;0.5;1608.3;11563.9;1866.6;9314.2;383.1;15362.5;2246.4;10122.9;453.9;2299.2;240.1;3107.5;32.5;1182.5;1892.5;32655.1;6605.1;1906.7;3658.8;20484.5;6972.8;1307.2;14.9;5650.7;17592.8;2918.5;446.3;3250.1;8016.3;2961.6;20917.5;1281.0;1802.9;7579.7;516.0;2325.3;1828.8;5583.8;73329.0;587.1;23178.9;17913.0;16228.8;;;1684.2;885.1;799.1;2294.5;971.9;0.6;1322.0;11247.6;1829.0;9066.8;351.8;14630.1;2216.0;9767.6;379.4;2049.9;217.2;3477.6;29.5;1420.6;2027.5;30422.8;6377.1;1844.2;3263.7;18937.8;6372.2;1225.2;0.0;5147.0;16232.0;2743.3;235.1;2933.5;7605.6;2714.5;17953.6;1301.6;1678.9;7490.8;473.6;1801.5;2348.1;5207.2;86723.8;;;;;14755.5;2855.4;65171.4;;;;;0.0;3941.5;2145.6;1869.1;;;185.7;90.8;668.3;1777.8;-139.7;622.3;554.1;4906.2;1411.2;781.9;2713.1;1390.4;272.2;1106.1;12.1;23178.9;0.0;4583.7;415.4;0.0;418.0;2751.2;-32.6;24981.5;;;;;;;;;;;;
1;0000e  Niet-financiële sector (A-O, min;Totaal;1978;586.0;;82751.3;584.8;26759.9;20741.9;18879.1;;;1862.8;;;2757.5;1460.7;0.7;1296.1;11862.0;2055.5;9423.9;382.6;17013.7;2987.4;10735.6;486.4;2607.7;196.6;3031.2;35.7;1403.3;1592.2;33200.7;6860.7;1928.0;3595.1;20816.9;7798.0;1667.8;215.0;5915.2;18285.7;3729.7;631.5;2842.2;7618.9;3463.4;23466.8;1750.7;2316.9;8051.3;427.9;2929.7;2111.2;5879.1;77991.7;607.7;25047.0;19913.9;18133.9;;;1780.0;898.7;881.2;2375.8;1170.7;0.9;1204.2;11486.3;1796.3;9314.0;376.0;15494.9;2617.5;9794.1;464.8;2398.8;219.7;3065.9;32.4;1160.8;1872.7;32673.8;6646.8;1901.9;3554.2;20570.9;6966.3;1315.7;44.6;5606.0;17322.1;3092.2;452.1;2846.0;7501.0;3430.8;18558.2;1409.6;2071.7;7279.0;524.2;1892.3;2471.0;5381.4;88317.3;;;;;15614.7;3094.4;65664.8;;;;;49.9;3993.2;1752.3;1491.2;;;147.7;113.4;667.2;1920.1;-162.5;701.6;484.5;4547.3;1481.2;677.0;2388.9;1433.6;280.3;1147.5;5.8;25047.0;0.0;5064.8;552.5;0.0;137.4;3004.1;67.3;26759.9;;;;;;;;;;;;
2;0000e  Niet-financiële sector (A-O, min;Totaal;1979;668.0;;96016.0;537.9;29679.1;25084.7;23251.1;;;1833.6;;;3350.1;1928.4;1.9;1419.8;14606.6;2676.9;11553.3;376.4;19598.7;3406.8;12268.1;803.9;2979.1;140.8;3158.5;40.3;1445.5;1672.7;38767.3;7122.5;2340.9;4171.9;25132.0;9685.2;1810.9;672.5;7201.8;19939.5;4808.1;771.2;2156.2;7729.4;4474.6;27623.7;2068.3;2622.3;9235.0;327.8;3622.6;2734.4;7013.3;85209.7;592.5;27855.2;20820.6;19028.0;;;1792.6;1016.7;775.9;3051.7;1835.8;1.5;1214.4;12577.9;2251.0;9964.4;362.5;17130.6;3224.8;10639.7;530.2;2571.6;164.3;3180.9;37.0;1475.4;1668.5;33809.8;6997.6;2298.6;3607.1;20906.5;8122.5;1673.2;246.3;6203.0;19212.3;4213.6;702.0;2102.0;7898.8;4295.9;20974.9;1835.2;2391.7;8064.1;408.4;2148.5;3090.2;6127.0;104940.9;;;;;17139.9;3434.3;78372.1;;;;;117.6;6112.1;4260.0;4051.1;;;127.6;81.3;844.3;2286.6;-38.8;797.0;542.0;9145.9;2201.1;987.3;5957.4;1996.5;521.8;1467.9;6.8;27855.2;0.0;5968.2;1134.4;0.0;269.5;3361.6;82.3;29679.1;;;;;;;;;;;;
3;0000e  Niet-financiële sector (A-O, min;Totaal;1980;1246.0;;129319.1;620.9;38488.9;32865.6;30171.7;;;2693.9;;;3806.0;2165.9;6.8;1633.3;21347.7;2456.5;18460.7;430.5;27289.0;4016.4;17919.4;1062.2;4137.7;153.3;4901.1;133.6;1998.9;2768.6;51785.2;8951.5;3089.0;6046.4;33698.3;12181.5;1831.8;1122.1;9227.6;24102.3;5705.9;803.8;2241.4;9683.4;5667.8;41250.4;3144.9;3822.2;13147.6;1094.8;6636.5;3648.9;9755.5;118073.0;656.5;36578.0;26932.1;24580.7;;;2351.4;1159.0;1192.4;3862.3;2092.1;6.8;1763.4;19170.9;2379.5;16334.4;457.0;26310.8;3878.5;17349.3;1022.9;3875.4;184.7;4562.2;133.5;1936.5;2492.2;45327.4;8663.9;3067.6;4984.7;28611.2;11342.7;1944.2;789.8;8608.7;22573.8;4946.3;701.9;2358.1;9198.9;5368.6;32910.5;2719.3;3533.0;12781.3;930.7;3780.2;5918.7;9166.0;168392.7;;;;;23341.1;4473.2;133427.9;;;;;236.0;7386.6;3348.0;2981.9;;;255.7;110.4;1277.1;3467.8;-10.6;882.4;1068.9;8346.8;2652.5;1105.9;4588.5;2077.7;449.6;1610.4;17.7;36578.0;0.0;6680.7;628.0;141.6;557.2;4193.7;-363.6;38488.9;28611.2;9010.6;5922.9;2665.4;422.3;3923.6;1334.4;2077.7;50.7;0.0;460.7;33698.3
4;0000e  Niet-financiële sector (A-O, min;Totaal;1981;1315.0;;139893.8;798.3;40230.7;36443.1;33516.2;;;2926.9;;;4376.1;2426.6;2.7;1946.8;21691.0;2243.9;19032.5;414.6;30272.0;4575.8;19784.2;1333.4;4419.0;159.6;6082.2;143.1;2653.1;3286.0;56032.3;9281.8;3344.1;7617.0;35789.4;13465.1;2176.7;1518.3;9770.1;25486.2;6547.7;882.2;2028.9;10407.7;5619.7;44909.8;3089.7;5144.4;13986.7;887.9;6921.9;4033.4;10845.8;130790.1;801.9;38235.9;33187.1;30501.8;;;2685.3;1326.9;1358.5;3993.7;2243.6;2.9;1747.2;21557.6;2481.9;18616.4;459.3;27986.0;4275.6;18211.3;1121.5;4223.5;154.1;5027.7;135.3;2059.6;2832.8;52542.7;8958.7;3170.4;6855.7;33557.9;11993.4;1786.5;1163.3;9043.6;24604.9;6079.7;800.0;2220.2;10305.2;5199.8;34835.5;3171.8;4418.0;12963.3;852.8;3709.4;6813.3;9720.2;191596.1;;;;;24075.3;4792.8;154643.0;;;;;284.3;8369.4;3212.3;2811.9;;;209.8;190.6;1581.7;4028.5;-15.1;1105.4;1548.1;8677.1;2992.3;1323.2;4361.7;2273.6;537.1;1715.9;20.6;38235.9;0.0;7065.5;550.1;115.9;419.8;4554.6;-269.8;40230.7;33557.9;7859.5;5932.8;191.1;1735.6;5628.0;1571.2;2273.6;1463.3;0.0;319.9;35789.4
5;0000e  Niet-financiële sector (A-O, min;Totaal;1982;1402.0;;139637.8;912.2;39406.3;37398.9;34241.3;;;3157.6;;;4565.3;2395.5;2.7;2167.1;21010.3;2147.8;18465.4;397.1;29369.9;4784.6;18491.9;1350.8;4430.8;311.8;6974.9;130.2;2922.4;3922.3;57872.4;9495.1;2968.2;7358.2;38050.9;13619.2;2308.3;1706.5;9604.4;22958.4;4360.5;1260.2;1416.6;10152.1;5769.0;45187.7;3476.4;4856.7;12899.1;1472.7;7181.4;4058.5;11242.9;137609.9;868.2;38815.0;35553.9;32572.2;;;2981.7;1467.8;1513.8;4670.6;2535.9;2.5;2132.2;20994.8;1964.7;18683.9;346.2;30443.5;4812.5;19763.6;1493.4;4187.4;186.6;6264.0;133.2;2808.4;3322.4;55069.5;9141.1;2152.0;7134.2;36642.2;13477.4;2223.6;1457.4;9796.4;23395.3;4646.9;876.3;1563.9;10414.6;5893.6;38318.5;3184.8;5304.6;13929.0;1154.7;3959.0;7349.2;10786.4;190153.8;;;;;24595.6;4927.3;152576.8;;;;;328.6;8382.8;3150.6;2773.6;;;228.2;148.8;1543.4;3871.1;-72.8;1067.6;1467.6;8732.8;2883.9;1430.8;4418.1;2220.2;462.8;1740.0;17.4;38815.0;0.0;5846.8;682.0;93.1;316.1;4630.5;-166.0;39406.3;36642.2;6216.4;5681.8;18.0;516.6;4807.5;1263.6;2220.2;1051.0;0.0;272.6;38050.9
6;0000e  Niet-financiële sector (A-O, min;Totaal;1983;1572.0;;168453.4;1126.1;51159.6;43624.4;40111.6;;;3512.8;;;5841.9;3165.6;208.4;2467.9;21962.3;2331.5;19299.9;330.9;35428.4;6074.9;21444.1;1981.7;5281.0;646.7;9310.8;322.8;5699.8;3288.2;69343.0;11092.6;3374.8;6513.5;48362.1;16513.5;2578.5;3338.0;10597.0;29515.2;5214.0;1970.0;1791.8;12683.2;7856.2;53081.5;3850.0;6651.0;14212.7;1817.1;7532.4;4585.7;14432.6;156764.8;1237.4;49481.7;37884.8;34655.6;;;3229.2;1544.8;1684.5;5764.6;2997.0;162.2;2605.4;21617.6;2362.5;18913.1;342.0;32462.4;5758.1;19529.5;1709.6;5132.3;332.9;8316.1;302.0;4460.6;3553.5;62127.9;10595.0;2811.8;6207.9;42513.2;15938.0;2535.7;2831.1;10571.2;28898.9;4718.0;1726.7;1993.0;12963.7;7497.5;41435.8;3740.0;5215.7;13306.4;1630.5;4262.7;8364.0;13280.5;212383.2;;;;;29022.9;6271.0;167728.0;;;;;518.6;9879.8;4441.5;3872.6;;;311.3;257.6;1518.7;3969.7;-315.0;1062.2;951.9;11665.6;3331.1;1529.8;6804.7;2794.7;682.2;2069.3;43.2;49481.7;0.0;8348.5;851.0;118.0;131.4;5828.3;-4.7;51159.6;42513.2;10891.9;8131.1;982.8;1778.0;5043.0;1326.4;2794.7;153.6;0.0;768.3;48362.1
7;0000e  Niet-financiële sector (A-O, min;Totaal;1984;1723.0;;189418.3;850.4;56017.9;51372.1;47571.4;;;3800.7;;;6703.1;3785.6;351.3;2566.2;25034.7;3472.2;21132.6;429.9;38790.8;7646.8;23125.3;1793.0;5329.3;896.4;10649.5;414.3;6724.3;3510.9;81627.7;11782.6;3939.9;7222.8;58682.4;18180.9;2633.1;4066.2;11481.6;31077.4;6264.6;1994.1;1668.2;12667.0;8483.5;58532.5;3967.7;7907.6;15524.4;2876.5;8542.0;5447.6;14266.7;174535.3;1007.8;53731.8;43900.0;40532.1;;;3367.9;1572.7;1786.8;6167.7;3711.4;256.2;2200.1;23157.4;2894.1;19958.5;304.8;36647.0;6903.8;21961.1;2037.7;5025.2;719.2;9923.6;257.7;6180.3;3485.6;70855.9;11145.2;3459.6;6786.7;49464.4;17226.6;2587.0;3516.0;11123.6;30900.2;6004.2;1883.2;1800.9;13049.6;8162.3;47529.9;4127.4;7176.1;14770.8;2719.3;4753.9;8022.8;13982.4;246397.1;;;;;29596.0;6876.8;197677.8;;;;;598.0;12844.5;5855.1;5065.8;;;428.5;360.8;1860.9;4369.0;-34.3;1197.0;1238.9;16115.4;4104.7;1840.8;10170.0;3517.3;1002.5;2487.1;27.7;53731.8;0.0;10161.5;1159.9;171.9;159.3;6542.4;-160.6;56017.9;49464.4;16351.4;11286.7;3925.4;1139.2;7133.4;1116.8;3517.4;71.0;0.0;2428.2;58682.4
8;0000e  Niet-financiële sector (A-O, min;Totaal;1985;1826.0;;198650.9;838.0;61153.6;48672.3;44352.3;;;4320.0;;;6815.5;3622.5;252.5;2940.5;25892.7;3577.5;21953.6;361.6;42898.1;9310.8;24530.2;2149.0;5551.9;1356.2;12380.6;216.5;7788.6;4375.5;82263.1;12376.1;5397.5;6620.5;57869.0;20020.6;3018.0;4899.9;12102.7;33172.8;6635.4;2029.0;1955.7;13114.9;9437.8;63194.5;4342.6;8667.4;16656.9;3418.5;8788.9;5870.2;15450.0;192324.1;928.0;57035.9;51493.0;47820.0;;;3673.0;1668.6;1993.1;6799.2;3987.7;286.9;2524.6;25423.3;3473.9;21506.1;443.3;39812.6;7770.2;23823.7;1888.0;5412.5;918.2;10832.1;296.8;6781.3;3754.0;82338.0;11969.5;4639.2;6942.4;58786.9;18603.6;2798.0;4141.3;11664.3;31718.9;6395.0;1947.6;1683.5;12975.9;8716.9;51126.5;3958.0;8331.2;16011.5;3059.2;5512.0;8536.9;14254.6;263435.0;;;;;31539.3;7595.2;211297.6;;;;;768.9;13771.9;4819.9;4071.7;;;423.6;324.6;1995.2;4344.2;-2.7;1031.4;1001.5;16269.9;4241.0;1999.5;10029.3;3970.5;1013.8;2922.8;33.9;57035.9;0.0;12477.4;1205.2;171.8;264.7;7182.6;-64.9;61153.6;58786.9;11648.9;10871.3;43.9;733.6;12566.7;842.0;3970.5;6002.2;0.0;1752.1;57869.0
9;0000e  Niet-financiële sector (A-O, min;Totaal;1986;1993.0;;199979.6;981.6;66886.3;45812.0;41304.3;;;4507.7;;;8112.6;4245.7;329.5;3537.4;24421.2;3251.0;20729.7;440.5;41282.9;9538.3;22189.0;1979.5;6340.8;1235.3;12483.1;249.6;7363.2;4870.3;82818.4;13424.6;6117.7;7134.5;56141.6;20650.2;2956.2;5499.3;12194.7;35148.7;7432.7;2165.7;2161.3;13813.8;9575.2;61362.3;4368.6;8771.7;15249.1;3054.8;8697.6;6413.3;14807.2;202429.1;1065.7;63380.2;49050.8;44704.7;;;4346.1;1882.2;2427.9;6736.6;3646.8;285.7;2804.1;26510.4;3616.1;22531.3;363.0;43109.6;9564.6;24446.2;2255.9;5588.4;1254.5;12575.8;228.5;7959.3;4388.0;83095.8;12450.8;5254.0;7312.0;58079.0;20217.6;3116.0;4972.3;12129.3;34836.2;6997.0;2202.2;2027.9;13765.4;9843.7;55070.2;4576.4;9018.4;16676.2;3192.9;6060.5;9209.3;15545.8;238434.0;;;;;33782.2;8362.1;184717.9;;;;;913.7;12485.5;4219.5;3676.9;;;288.2;254.4;1972.6;4403.7;-167.3;958.6;1044.7;14020.5;3464.5;1601.4;8954.6;4010.5;885.0;3094.2;31.3;63380.2;0.0;12699.9;1204.8;208.8;390.7;8064.6;-106.3;66886.3;58079.0;11270.3;10339.4;462.5;468.4;13207.8;1384.8;4010.5;1612.5;0.0;6200.0;56141.5
