ID;Bedrijfsactiviteiten;Grootteklassen;Perioden;Bedrijven_1;WerknemersUltimoSeptember_2;TotaalProductiewaarde_3;IndustrieleVerkopen_4;VoorraadmutatiesProducten_5;MargeHandelOvOpbrengsten_6;TotaalVerbruikswaarde_7;IndustrieleInkopen_8;VoorraadmutatiesGrondEnHulpstoffen_9;Energieverbruik_10;OverigeBedrijfskosten_11;TotaalToegevoegdeWaarde_12;Arbeidskosten_13;HeffingenEnBelastingen_14;TotaalBrutoBedrijfsresultaat_15;SaldoInterest_16;SaldoOverigeBatenEnLasten_17;AfschrijvingenOpVasteActiva_18;ResultaatVoorBelastingen_19;CodeBedrijfsactiviteit_20
120;21 Papier(waren)- en karton(waren)ind;0 of meer werknemers;1996;445;237.0;4218.0;4064.0;-10.0;164.0;2763.0;1978.0;-50.0;164.0;571.0;1455.0;848.0;17.0;590.0;-54.0;3.0;279.0;261.0;21    
121;21 Papier(waren)- en karton(waren)ind;0 of meer werknemers;1997;481;245.0;4601.0;4365.0;15.0;221.0;3029.0;2250.0;15.0;182.0;612.0;1572.0;889.0;11.0;672.0;-55.0;5.0;290.0;332.0;21    
122;21 Papier(waren)- en karton(waren)ind;0 of meer werknemers;1998;515;266.0;4971.0;4687.0;-9.0;293.0;3247.0;2418.0;5.0;185.0;649.0;1723.0;997.0;11.0;715.0;-66.0;-14.0;305.0;329.0;21    
123;21 Papier(waren)- en karton(waren)ind;0 of meer werknemers;1999;526;256.0;4851.0;4714.0;16.0;121.0;3177.0;2413.0;10.0;163.0;611.0;1674.0;986.0;15.0;673.0;-47.0;21.0;307.0;341.0;21    
124;21 Papier(waren)- en karton(waren)ind;0 tot 20 werknemers;1996;286;12.0;161.0;149.0;-1.0;13.0;105.0;79.0;-1.0;2.0;23.0;56.0;28.0;0.0;28.0;-2.0;-1.0;9.0;15.0;21    
125;21 Papier(waren)- en karton(waren)ind;0 tot 20 werknemers;1997;305;14.0;207.0;200.0;1.0;6.0;138.0;102.0;1.0;2.0;35.0;69.0;32.0;0.0;37.0;-3.0;1.0;10.0;25.0;21    
126;21 Papier(waren)- en karton(waren)ind;0 tot 20 werknemers;1998;312;15.0;216.0;207.0;1.0;8.0;145.0;109.0;0.0;2.0;34.0;71.0;39.0;0.0;32.0;-4.0;0.0;12.0;17.0;21    
127;21 Papier(waren)- en karton(waren)ind;0 tot 20 werknemers;1999;321;15.0;230.0;215.0;-1.0;16.0;155.0;118.0;0.0;2.0;35.0;75.0;39.0;-1.0;37.0;-3.0;-1.0;12.0;21.0;21    
128;21 Papier(waren)- en karton(waren)ind;20 of meer werknemers;1996;159;225.0;4057.0;3915.0;-9.0;151.0;2658.0;1899.0;-47.0;163.0;549.0;1399.0;820.0;17.0;562.0;-51.0;4.0;270.0;245.0;21    
129;21 Papier(waren)- en karton(waren)ind;20 of meer werknemers;1997;176;231.0;4394.0;4166.0;14.0;214.0;2891.0;2148.0;13.0;180.0;576.0;1503.0;856.0;12.0;635.0;-53.0;4.0;280.0;307.0;21    
130;21 Papier(waren)- en karton(waren)ind;20 of meer werknemers;1998;203;251.0;4755.0;4480.0;-10.0;285.0;3102.0;2309.0;4.0;183.0;614.0;1653.0;958.0;13.0;682.0;-62.0;-15.0;294.0;312.0;21    
131;21 Papier(waren)- en karton(waren)ind;20 of meer werknemers;1999;205;241.0;4621.0;4500.0;16.0;105.0;3023.0;2295.0;8.0;161.0;575.0;1598.0;947.0;14.0;637.0;-44.0;22.0;295.0;320.0;21    
132;22 Uitgeverijen,drukkerijen,reproductie;0 of meer werknemers;1996;10492;827.0;11109.0;10792.0;-5.0;322.0;6380.0;4560.0;-35.0;82.0;1703.0;4730.0;2896.0;6.0;1828.0;-85.0;-19.0;555.0;1170.0;22    
133;22 Uitgeverijen,drukkerijen,reproductie;0 of meer werknemers;1997;10766;813.0;11205.0;10899.0;7.0;299.0;6332.0;4587.0;-2.0;84.0;1659.0;4872.0;2841.0;8.0;2023.0;-62.0;0.0;539.0;1423.0;22    
134;22 Uitgeverijen,drukkerijen,reproductie;0 of meer werknemers;1998;10425;837.0;12127.0;11759.0;36.0;332.0;7018.0;5176.0;7.0;81.0;1768.0;5109.0;2989.0;-1.0;2121.0;-69.0;-25.0;562.0;1466.0;22    
135;22 Uitgeverijen,drukkerijen,reproductie;0 of meer werknemers;1999;10568;860.0;12452.0;12131.0;7.0;314.0;7155.0;5159.0;4.0;88.0;1912.0;5297.0;3131.0;-1.0;2167.0;-70.0;-21.0;585.0;1491.0;22    
136;22 Uitgeverijen,drukkerijen,reproductie;0 tot 20 werknemers;1996;9818;243.0;2842.0;2764.0;0.0;78.0;1664.0;1129.0;1.0;28.0;508.0;1178.0;723.0;-1.0;456.0;-41.0;4.0;167.0;252.0;22    
137;22 Uitgeverijen,drukkerijen,reproductie;0 tot 20 werknemers;1997;10108;241.0;2865.0;2777.0;1.0;87.0;1669.0;1139.0;1.0;28.0;503.0;1196.0;662.0;3.0;531.0;-24.0;2.0;156.0;353.0;22    
138;22 Uitgeverijen,drukkerijen,reproductie;0 tot 20 werknemers;1998;9771;274.0;3234.0;3155.0;9.0;70.0;1927.0;1355.0;5.0;27.0;550.0;1307.0;776.0;-5.0;536.0;-33.0;-6.0;177.0;321.0;22    
139;22 Uitgeverijen,drukkerijen,reproductie;0 tot 20 werknemers;1999;9914;280.0;3232.0;3143.0;6.0;83.0;1873.0;1284.0;-1.0;33.0;555.0;1359.0;807.0;-5.0;557.0;-34.0;-4.0;189.0;330.0;22    
140;22 Uitgeverijen,drukkerijen,reproductie;20 of meer werknemers;1996;674;584.0;8268.0;8028.0;-4.0;244.0;4716.0;3431.0;-36.0;54.0;1195.0;3552.0;2173.0;6.0;1373.0;-44.0;-23.0;388.0;918.0;22    
141;22 Uitgeverijen,drukkerijen,reproductie;20 of meer werknemers;1997;658;571.0;8340.0;8122.0;6.0;212.0;4663.0;3448.0;-3.0;56.0;1156.0;3677.0;2179.0;6.0;1492.0;-38.0;-2.0;383.0;1070.0;22    
142;22 Uitgeverijen,drukkerijen,reproductie;20 of meer werknemers;1998;654;563.0;8893.0;8605.0;26.0;262.0;5091.0;3822.0;3.0;54.0;1218.0;3802.0;2213.0;4.0;1585.0;-36.0;-19.0;385.0;1145.0;22    
143;22 Uitgeverijen,drukkerijen,reproductie;20 of meer werknemers;1999;654;580.0;9219.0;8988.0;0.0;231.0;5282.0;3875.0;5.0;55.0;1357.0;3938.0;2324.0;4.0;1610.0;-36.0;-17.0;396.0;1160.0;22    
144;DF Aardolie-,steenkoolverwerkende indust;0 of meer werknemers;1996;41;69.0;10219.0;9955.0;67.0;197.0;9089.0;8489.0;204.0;213.0;591.0;1130.0;406.0;27.0;697.0;-31.0;9.0;474.0;200.0;DF    
145;DF Aardolie-,steenkoolverwerkende indust;0 of meer werknemers;1997;46;67.0;9407.0;9347.0;-23.0;83.0;8176.0;7168.0;-108.0;225.0;675.0;1232.0;410.0;29.0;793.0;-56.0;39.0;509.0;267.0;DF    
146;DF Aardolie-,steenkoolverwerkende indust;0 of meer werknemers;1998;51;65.0;7550.0;7433.0;-109.0;226.0;6272.0;5133.0;-176.0;263.0;700.0;1279.0;409.0;27.0;843.0;-79.0;-55.0;546.0;162.0;DF    
147;DF Aardolie-,steenkoolverwerkende indust;0 of meer werknemers;1999;52;53.0;8191.0;8210.0;10.0;-29.0;7264.0;6836.0;224.0;183.0;469.0;927.0;355.0;21.0;551.0;-52.0;250.0;455.0;295.0;DF    
148;DF Aardolie-,steenkoolverwerkende indust;0 tot 20 werknemers;1996;24;1.0;24.0;23.0;1.0;0.0;14.0;10.0;0.0;0.0;4.0;10.0;4.0;1.0;5.0;-1.0;-2.0;2.0;1.0;DF    
149;DF Aardolie-,steenkoolverwerkende indust;0 tot 20 werknemers;1997;27;1.0;14.0;13.0;0.0;1.0;8.0;4.0;-1.0;0.0;3.0;7.0;3.0;0.0;4.0;0.0;0.0;1.0;2.0;DF    
150;DF Aardolie-,steenkoolverwerkende indust;0 tot 20 werknemers;1998;30;0.0;11.0;10.0;1.0;0.0;7.0;5.0;-1.0;0.0;1.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;DF    
151;DF Aardolie-,steenkoolverwerkende indust;0 tot 20 werknemers;1999;33;1.0;15.0;14.0;0.0;1.0;11.0;9.0;0.0;0.0;2.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;DF    
152;DF Aardolie-,steenkoolverwerkende indust;20 of meer werknemers;1996;17;68.0;10195.0;9931.0;68.0;196.0;9075.0;8480.0;204.0;212.0;587.0;1120.0;401.0;28.0;691.0;-30.0;11.0;472.0;199.0;DF    
153;DF Aardolie-,steenkoolverwerkende indust;20 of meer werknemers;1997;19;66.0;9393.0;9333.0;-22.0;82.0;8168.0;7165.0;-106.0;225.0;672.0;1225.0;407.0;28.0;790.0;-56.0;39.0;508.0;265.0;DF    
154;DF Aardolie-,steenkoolverwerkende indust;20 of meer werknemers;1998;21;65.0;7540.0;7422.0;-107.0;225.0;6265.0;5128.0;-175.0;263.0;699.0;1275.0;407.0;28.0;840.0;-79.0;-55.0;546.0;160.0;DF    
155;DF Aardolie-,steenkoolverwerkende indust;20 of meer werknemers;1999;19;52.0;8177.0;8197.0;9.0;-29.0;7253.0;6827.0;224.0;183.0;467.0;924.0;353.0;21.0;550.0;-52.0;250.0;454.0;295.0;DF    
156;DG Chemische industrie;0 of meer werknemers;1996;1088;749.0;23749.0;21929.0;206.0;1614.0;16867.0;11803.0;-53.0;1136.0;3875.0;6882.0;3295.0;42.0;3545.0;-260.0;201.0;1338.0;2148.0;DG    
157;DG Chemische industrie;0 of meer werknemers;1997;1137;752.0;27828.0;25779.0;210.0;1839.0;20309.0;14831.0;73.0;1339.0;4212.0;7519.0;3375.0;37.0;4107.0;-262.0;-248.0;1363.0;2234.0;DG    
158;DG Chemische industrie;0 of meer werknemers;1998;1103;717.0;26740.0;24759.0;205.0;1776.0;19936.0;14584.0;19.0;1130.0;4241.0;6804.0;3306.0;9.0;3489.0;-319.0;104.0;1388.0;1887.0;DG    
159;DG Chemische industrie;0 of meer werknemers;1999;1144;686.0;27460.0;25806.0;-8.0;1662.0;20673.0;15507.0;69.0;1105.0;4130.0;6787.0;3225.0;19.0;3543.0;-346.0;-282.0;1416.0;1518.0;DG    
160;DG Chemische industrie;0 tot 20 werknemers;1996;780;28.0;547.0;479.0;4.0;64.0;389.0;274.0;1.0;10.0;106.0;159.0;89.0;1.0;69.0;-5.0;-1.0;30.0;33.0;DG    
161;DG Chemische industrie;0 tot 20 werknemers;1997;814;30.0;743.0;673.0;0.0;70.0;548.0;419.0;0.0;11.0;118.0;196.0;86.0;2.0;108.0;-8.0;11.0;40.0;71.0;DG    
162;DG Chemische industrie;0 tot 20 werknemers;1998;776;30.0;717.0;663.0;2.0;52.0;496.0;323.0;-1.0;10.0;162.0;220.0;98.0;-7.0;129.0;-5.0;0.0;48.0;76.0;DG    
163;DG Chemische industrie;0 tot 20 werknemers;1999;801;37.0;610.0;543.0;0.0;67.0;436.0;280.0;7.0;8.0;155.0;174.0;107.0;-4.0;71.0;-14.0;22.0;41.0;58.0;DG    
164;DG Chemische industrie;20 of meer werknemers;1996;308;721.0;23202.0;21450.0;202.0;1550.0;16478.0;11530.0;-51.0;1127.0;3770.0;6724.0;3206.0;42.0;3476.0;-254.0;202.0;1309.0;2115.0;DG    
165;DG Chemische industrie;20 of meer werknemers;1997;323;722.0;27085.0;25106.0;210.0;1769.0;19762.0;14412.0;72.0;1328.0;4094.0;7323.0;3289.0;35.0;3999.0;-255.0;-259.0;1323.0;2163.0;DG    
166;DG Chemische industrie;20 of meer werknemers;1998;327;687.0;26023.0;24095.0;204.0;1724.0;19439.0;14261.0;22.0;1121.0;4079.0;6584.0;3208.0;16.0;3360.0;-314.0;105.0;1340.0;1812.0;DG    
167;DG Chemische industrie;20 of meer werknemers;1999;343;649.0;26850.0;25263.0;-8.0;1595.0;20237.0;15227.0;62.0;1097.0;3975.0;6613.0;3118.0;24.0;3471.0;-333.0;-304.0;1374.0;1460.0;DG    
168;DH Rubber- en kunststofverwerkende ind;0 of meer werknemers;1996;1497;322.0;4529.0;4335.0;46.0;148.0;2858.0;2131.0;-6.0;99.0;622.0;1671.0;1010.0;3.0;658.0;-52.0;5.0;269.0;342.0;DH    
169;DH Rubber- en kunststofverwerkende ind;0 of meer werknemers;1997;1558;331.0;4899.0;4624.0;67.0;208.0;3123.0;2373.0;6.0;104.0;652.0;1776.0;1052.0;7.0;717.0;-49.0;1.0;273.0;395.0;DH    
170;DH Rubber- en kunststofverwerkende ind;0 of meer werknemers;1998;1530;335.0;5151.0;4875.0;85.0;191.0;3259.0;2482.0;4.0;107.0;674.0;1892.0;1113.0;4.0;775.0;-54.0;1.0;296.0;426.0;DH    
171;DH Rubber- en kunststofverwerkende ind;0 of meer werknemers;1999;1592;342.0;5217.0;4969.0;60.0;188.0;3261.0;2450.0;6.0;110.0;707.0;1955.0;1169.0;1.0;785.0;-54.0;-13.0;294.0;424.0;DH    
172;DH Rubber- en kunststofverwerkende ind;0 tot 20 werknemers;1996;1153;52.0;633.0;579.0;9.0;45.0;394.0;273.0;1.0;15.0;107.0;240.0;130.0;1.0;109.0;-15.0;4.0;44.0;54.0;DH    
173;DH Rubber- en kunststofverwerkende ind;0 tot 20 werknemers;1997;1210;55.0;636.0;598.0;-4.0;42.0;387.0;265.0;-3.0;13.0;106.0;249.0;135.0;4.0;110.0;-9.0;0.0;37.0;64.0;DH    
174;DH Rubber- en kunststofverwerkende ind;0 tot 20 werknemers;1998;1179;55.0;653.0;604.0;5.0;44.0;400.0;276.0;3.0;12.0;115.0;253.0;138.0;1.0;114.0;-8.0;-1.0;39.0;65.0;DH    
175;DH Rubber- en kunststofverwerkende ind;0 tot 20 werknemers;1999;1245;63.0;733.0;678.0;3.0;52.0;448.0;299.0;3.0;15.0;137.0;285.0;169.0;0.0;116.0;-8.0;-2.0;39.0;66.0;DH    
176;DH Rubber- en kunststofverwerkende ind;20 of meer werknemers;1996;344;270.0;3896.0;3755.0;38.0;103.0;2464.0;1858.0;-6.0;85.0;515.0;1432.0;880.0;3.0;549.0;-37.0;1.0;226.0;288.0;DH    
177;DH Rubber- en kunststofverwerkende ind;20 of meer werknemers;1997;348;276.0;4262.0;4026.0;69.0;167.0;2736.0;2108.0;9.0;91.0;546.0;1527.0;917.0;3.0;607.0;-40.0;1.0;236.0;331.0;DH    
178;DH Rubber- en kunststofverwerkende ind;20 of meer werknemers;1998;351;280.0;4497.0;4271.0;79.0;147.0;2858.0;2205.0;1.0;95.0;559.0;1640.0;975.0;4.0;661.0;-47.0;2.0;256.0;360.0;DH    
179;DH Rubber- en kunststofverwerkende ind;20 of meer werknemers;1999;347;279.0;4483.0;4290.0;57.0;136.0;2813.0;2151.0;3.0;94.0;571.0;1670.0;1000.0;1.0;669.0;-45.0;-11.0;255.0;358.0;DH    
180;DI Glas-, aardewerk-, cement-, kalkind;0 of meer werknemers;1996;2156;324.0;4850.0;4646.0;25.0;179.0;2847.0;1945.0;8.0;176.0;734.0;2003.0;1074.0;10.0;919.0;-64.0;-15.0;317.0;522.0;DI    
181;DI Glas-, aardewerk-, cement-, kalkind;0 of meer werknemers;1997;2243;321.0;5186.0;5050.0;-15.0;151.0;3076.0;2135.0;1.0;187.0;755.0;2111.0;1090.0;10.0;1011.0;-59.0;-21.0;319.0;611.0;DI    
182;DI Glas-, aardewerk-, cement-, kalkind;0 of meer werknemers;1998;2327;330.0;5472.0;5230.0;81.0;161.0;3293.0;2351.0;12.0;188.0;766.0;2179.0;1159.0;2.0;1018.0;-54.0;-3.0;340.0;621.0;DI    
183;DI Glas-, aardewerk-, cement-, kalkind;0 of meer werknemers;1999;2365;337.0;5798.0;5641.0;-38.0;195.0;3480.0;2475.0;13.0;187.0;831.0;2319.0;1236.0;9.0;1074.0;-61.0;44.0;359.0;699.0;DI    
184;DI Glas-, aardewerk-, cement-, kalkind;0 tot 20 werknemers;1996;1893;54.0;962.0;898.0;3.0;61.0;663.0;501.0;4.0;19.0;147.0;300.0;148.0;3.0;149.0;-12.0;-1.0;50.0;87.0;DI    
185;DI Glas-, aardewerk-, cement-, kalkind;0 tot 20 werknemers;1997;1974;57.0;1167.0;1115.0;9.0;43.0;817.0;630.0;0.0;23.0;164.0;351.0;166.0;3.0;182.0;-15.0;-6.0;60.0;102.0;DI    
186;DI Glas-, aardewerk-, cement-, kalkind;0 tot 20 werknemers;1998;2051;59.0;1173.0;1116.0;7.0;50.0;817.0;659.0;6.0;19.0;145.0;356.0;172.0;-1.0;185.0;-13.0;-6.0;60.0;105.0;DI    
187;DI Glas-, aardewerk-, cement-, kalkind;0 tot 20 werknemers;1999;2087;63.0;1188.0;1128.0;-6.0;66.0;817.0;636.0;1.0;18.0;164.0;371.0;190.0;2.0;179.0;-13.0;8.0;59.0;117.0;DI    
188;DI Glas-, aardewerk-, cement-, kalkind;20 of meer werknemers;1996;263;270.0;3888.0;3748.0;22.0;118.0;2185.0;1444.0;3.0;157.0;587.0;1703.0;926.0;7.0;770.0;-53.0;-15.0;267.0;435.0;DI    
189;DI Glas-, aardewerk-, cement-, kalkind;20 of meer werknemers;1997;269;264.0;4019.0;3935.0;-24.0;108.0;2259.0;1504.0;0.0;164.0;591.0;1760.0;924.0;8.0;828.0;-44.0;-15.0;260.0;509.0;DI    
190;DI Glas-, aardewerk-, cement-, kalkind;20 of meer werknemers;1998;276;271.0;4299.0;4114.0;75.0;110.0;2476.0;1692.0;6.0;169.0;621.0;1823.0;987.0;3.0;833.0;-42.0;3.0;280.0;515.0;DI    
191;DI Glas-, aardewerk-, cement-, kalkind;20 of meer werknemers;1999;278;274.0;4610.0;4513.0;-32.0;129.0;2663.0;1839.0;12.0;169.0;667.0;1948.0;1046.0;8.0;894.0;-48.0;36.0;300.0;582.0;DI    
192;DJ Basismetaal- en metaalproductenind;0 of meer werknemers;1996;9080;1190.0;15364.0;14981.0;-99.0;482.0;9630.0;7149.0;-11.0;556.0;1914.0;5734.0;3809.0;24.0;1901.0;-135.0;-32.0;681.0;1053.0;DJ    
193;DJ Basismetaal- en metaalproductenind;0 of meer werknemers;1997;9301;1197.0;16510.0;16087.0;-149.0;572.0;10459.0;7737.0;45.0;606.0;2161.0;6051.0;3899.0;19.0;2133.0;-126.0;93.0;700.0;1399.0;DJ    
194;DJ Basismetaal- en metaalproductenind;0 of meer werknemers;1998;9186;1252.0;17934.0;17190.0;136.0;608.0;11503.0;8588.0;28.0;634.0;2309.0;6431.0;4207.0;12.0;2212.0;-129.0;61.0;733.0;1410.0;DJ    
195;DJ Basismetaal- en metaalproductenind;0 of meer werknemers;1999;9534;1270.0;17503.0;16934.0;-109.0;678.0;11113.0;8203.0;24.0;600.0;2334.0;6391.0;4282.0;16.0;2093.0;-135.0;-2.0;769.0;1200.0;DJ    
196;DJ Basismetaal- en metaalproductenind;0 tot 20 werknemers;1996;8007;296.0;2870.0;2795.0;-2.0;77.0;1605.0;1175.0;-3.0;35.0;392.0;1266.0;795.0;11.0;460.0;-34.0;-4.0;125.0;296.0;DJ    
197;DJ Basismetaal- en metaalproductenind;0 tot 20 werknemers;1997;8159;291.0;2734.0;2610.0;4.0;120.0;1523.0;1074.0;4.0;37.0;416.0;1212.0;741.0;6.0;465.0;-37.0;-5.0;142.0;282.0;DJ    
198;DJ Basismetaal- en metaalproductenind;0 tot 20 werknemers;1998;8009;312.0;3033.0;2940.0;6.0;87.0;1685.0;1218.0;7.0;40.0;434.0;1348.0;842.0;3.0;503.0;-34.0;-13.0;157.0;299.0;DJ    
199;DJ Basismetaal- en metaalproductenind;0 tot 20 werknemers;1999;8322;325.0;3160.0;2974.0;-4.0;190.0;1701.0;1219.0;7.0;41.0;448.0;1458.0;909.0;8.0;541.0;-35.0;-1.0;172.0;346.0;DJ    
200;DJ Basismetaal- en metaalproductenind;20 of meer werknemers;1996;1073;894.0;12493.0;12186.0;-98.0;405.0;8025.0;5974.0;-8.0;521.0;1522.0;4469.0;3014.0;14.0;1441.0;-101.0;-28.0;556.0;756.0;DJ    
201;DJ Basismetaal- en metaalproductenind;20 of meer werknemers;1997;1142;906.0;13775.0;13478.0;-155.0;452.0;8936.0;6663.0;41.0;569.0;1745.0;4840.0;3159.0;13.0;1668.0;-89.0;97.0;559.0;1118.0;DJ    
202;DJ Basismetaal- en metaalproductenind;20 of meer werknemers;1998;1177;940.0;14901.0;14250.0;130.0;521.0;9818.0;7369.0;20.0;594.0;1875.0;5083.0;3365.0;9.0;1709.0;-96.0;74.0;576.0;1111.0;DJ    
203;DJ Basismetaal- en metaalproductenind;20 of meer werknemers;1999;1212;945.0;14343.0;13959.0;-105.0;489.0;9411.0;6984.0;18.0;559.0;1886.0;4932.0;3373.0;7.0;1552.0;-100.0;-1.0;597.0;854.0;DJ    
204;27 Basismetaalindustrie;0 of meer werknemers;1996;303;255.0;4533.0;4374.0;-19.0;178.0;2891.0;1816.0;9.0;442.0;642.0;1642.0;1014.0;11.0;617.0;-53.0;23.0;279.0;309.0;27    
205;27 Basismetaalindustrie;0 of meer werknemers;1997;322;253.0;5102.0;4847.0;34.0;221.0;3311.0;2088.0;15.0;483.0;755.0;1792.0;1056.0;12.0;724.0;-38.0;59.0;271.0;475.0;27    
206;27 Basismetaalindustrie;0 of meer werknemers;1998;311;255.0;5389.0;5184.0;-54.0;259.0;3582.0;2242.0;1.0;499.0;842.0;1807.0;1085.0;8.0;714.0;-39.0;83.0;270.0;489.0;27    
207;27 Basismetaalindustrie;0 of meer werknemers;1999;329;254.0;4885.0;4688.0;-9.0;206.0;3294.0;2026.0;17.0;468.0;817.0;1591.0;1031.0;8.0;552.0;-40.0;8.0;269.0;251.0;27    
208;27 Basismetaalindustrie;0 tot 20 werknemers;1996;218;9.0;133.0;127.0;0.0;6.0;89.0;69.0;0.0;3.0;17.0;44.0;26.0;3.0;15.0;-2.0;0.0;5.0;9.0;27    
209;27 Basismetaalindustrie;0 tot 20 werknemers;1997;234;10.0;137.0;125.0;1.0;11.0;93.0;70.0;2.0;2.0;23.0;44.0;28.0;0.0;16.0;-2.0;0.0;7.0;7.0;27    
210;27 Basismetaalindustrie;0 tot 20 werknemers;1998;227;11.0;151.0;146.0;0.0;5.0;105.0;79.0;1.0;2.0;25.0;46.0;29.0;0.0;17.0;-2.0;0.0;7.0;8.0;27    
211;27 Basismetaalindustrie;0 tot 20 werknemers;1999;240;9.0;106.0;102.0;0.0;4.0;65.0;47.0;-1.0;2.0;15.0;41.0;23.0;0.0;18.0;-1.0;1.0;5.0;12.0;27    
212;27 Basismetaalindustrie;20 of meer werknemers;1996;85;246.0;4400.0;4246.0;-18.0;172.0;2801.0;1746.0;10.0;440.0;625.0;1598.0;987.0;9.0;602.0;-51.0;24.0;275.0;300.0;27    
213;27 Basismetaalindustrie;20 of meer werknemers;1997;88;243.0;4966.0;4722.0;34.0;210.0;3218.0;2018.0;13.0;481.0;732.0;1748.0;1029.0;11.0;708.0;-36.0;59.0;264.0;468.0;27    
214;27 Basismetaalindustrie;20 of meer werknemers;1998;84;244.0;5238.0;5039.0;-56.0;255.0;3477.0;2163.0;1.0;497.0;818.0;1761.0;1056.0;8.0;697.0;-37.0;84.0;264.0;481.0;27    
215;27 Basismetaalindustrie;20 of meer werknemers;1999;89;245.0;4779.0;4586.0;-8.0;201.0;3229.0;1979.0;19.0;466.0;803.0;1551.0;1008.0;8.0;535.0;-39.0;6.0;263.0;239.0;27    
216;28 Metaalproductenindustrie;0 of meer werknemers;1996;8777;935.0;10831.0;10608.0;-81.0;304.0;6739.0;5333.0;-20.0;114.0;1272.0;4092.0;2795.0;13.0;1284.0;-83.0;-55.0;402.0;744.0;28    
217;28 Metaalproductenindustrie;0 of meer werknemers;1997;8979;944.0;11408.0;11241.0;-185.0;352.0;7147.0;5650.0;32.0;123.0;1406.0;4260.0;2843.0;8.0;1409.0;-88.0;34.0;428.0;925.0;28    
218;28 Metaalproductenindustrie;0 of meer werknemers;1998;8875;997.0;12545.0;12005.0;192.0;348.0;7921.0;6346.0;28.0;135.0;1468.0;4624.0;3122.0;4.0;1498.0;-91.0;-22.0;463.0;922.0;28    
219;28 Metaalproductenindustrie;0 of meer werknemers;1999;9205;1016.0;12618.0;12246.0;-101.0;473.0;7818.0;6177.0;8.0;132.0;1517.0;4800.0;3251.0;8.0;1541.0;-95.0;-10.0;500.0;949.0;28    
220;28 Metaalproductenindustrie;0 tot 20 werknemers;1996;7789;286.0;2737.0;2668.0;-2.0;71.0;1516.0;1105.0;-3.0;33.0;375.0;1222.0;768.0;10.0;444.0;-33.0;-4.0;121.0;288.0;28    
221;28 Metaalproductenindustrie;0 tot 20 werknemers;1997;7925;281.0;2598.0;2485.0;3.0;110.0;1430.0;1004.0;2.0;35.0;393.0;1168.0;713.0;6.0;449.0;-35.0;-4.0;134.0;275.0;28    
222;28 Metaalproductenindustrie;0 tot 20 werknemers;1998;7782;301.0;2882.0;2794.0;6.0;82.0;1580.0;1140.0;8.0;38.0;410.0;1302.0;813.0;3.0;486.0;-32.0;-12.0;151.0;291.0;28    
223;28 Metaalproductenindustrie;0 tot 20 werknemers;1999;8082;316.0;3054.0;2872.0;-4.0;186.0;1636.0;1172.0;9.0;39.0;434.0;1418.0;886.0;8.0;524.0;-34.0;-2.0;167.0;334.0;28    
224;28 Metaalproductenindustrie;20 of meer werknemers;1996;988;648.0;8094.0;7940.0;-79.0;233.0;5223.0;4228.0;-16.0;81.0;898.0;2871.0;2027.0;5.0;839.0;-50.0;-52.0;281.0;457.0;28    
225;28 Metaalproductenindustrie;20 of meer werknemers;1997;1054;663.0;8809.0;8756.0;-189.0;242.0;5718.0;4646.0;29.0;88.0;1013.0;3092.0;2130.0;2.0;960.0;-54.0;38.0;295.0;650.0;28    
226;28 Metaalproductenindustrie;20 of meer werknemers;1998;1093;696.0;9663.0;9211.0;186.0;266.0;6341.0;5206.0;20.0;97.0;1058.0;3322.0;2309.0;1.0;1012.0;-59.0;-10.0;313.0;630.0;28    
227;28 Metaalproductenindustrie;20 of meer werknemers;1999;1123;700.0;9564.0;9374.0;-97.0;287.0;6182.0;5005.0;-1.0;93.0;1083.0;3382.0;2365.0;0.0;1017.0;-61.0;-8.0;333.0;615.0;28    
228;DK Machine- en apparatenindustrie;0 of meer werknemers;1996;4739;851.0;11056.0;10321.0;212.0;523.0;7122.0;5662.0;16.0;72.0;1404.0;3934.0;2751.0;-8.0;1191.0;-88.0;-94.0;323.0;687.0;DK    
229;DK Machine- en apparatenindustrie;0 of meer werknemers;1997;5017;850.0;11850.0;11051.0;252.0;547.0;7685.0;6221.0;60.0;74.0;1450.0;4165.0;2793.0;-11.0;1383.0;-91.0;-79.0;339.0;874.0;DK    
230;DK Machine- en apparatenindustrie;0 of meer werknemers;1998;4976;899.0;12714.0;11830.0;269.0;615.0;8315.0;6617.0;95.0;77.0;1716.0;4399.0;3092.0;-48.0;1355.0;-84.0;-47.0;371.0;853.0;DK    
231;DK Machine- en apparatenindustrie;0 of meer werknemers;1999;5158;891.0;12869.0;12159.0;12.0;698.0;8447.0;6733.0;5.0;79.0;1640.0;4422.0;3176.0;-59.0;1305.0;-89.0;24.0;388.0;854.0;DK    
232;DK Machine- en apparatenindustrie;0 tot 20 werknemers;1996;3849;164.0;1903.0;1751.0;8.0;144.0;1179.0;918.0;18.0;15.0;264.0;724.0;455.0;2.0;267.0;-26.0;-12.0;69.0;160.0;DK    
233;DK Machine- en apparatenindustrie;0 tot 20 werknemers;1997;4126;169.0;2052.0;1882.0;13.0;157.0;1271.0;999.0;13.0;15.0;270.0;781.0;457.0;2.0;322.0;-25.0;-10.0;72.0;216.0;DK    
