ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaleOrderontvangst_1;OrderontvangstBinnenland_2;OrderontvangstBuitenland_3;TotaleOrderontvangst_4;OrderontvangstBinnenland_5;OrderontvangstBuitenland_6
1519;25 Metaalproductenindustrie;2013 juni;107.9;92.2;129.2;-14.6;-17.9;-11.4
1520;25 Metaalproductenindustrie;2013 2e kwartaal;107.9;93.8;126.7;-4.0;-9.6;2.0
1521;25 Metaalproductenindustrie;2013 juli;105.8;88.6;129.1;-1.8;-9.2;6.2
1522;25 Metaalproductenindustrie;2013 augustus;93.6;76.0;117.6;-4.6;-12.3;3.6
1523;25 Metaalproductenindustrie;2013 september;106.7;96.5;120.4;2.0;-2.4;7.7
1524;25 Metaalproductenindustrie;2013 3e kwartaal;102.0;87.0;122.4;-1.4;-7.8;5.8
1525;25 Metaalproductenindustrie;2013 oktober;112.9;101.5;128.7;5.3;-0.3;13.1
1526;25 Metaalproductenindustrie;2013 november;111.0;98.6;128.0;-4.0;-3.8;-1.7
1527;25 Metaalproductenindustrie;2013 december;130.8;124.9;139.2;27.9;35.3;20.4
1528;25 Metaalproductenindustrie;2013 4e kwartaal;118.2;108.3;132.0;9.1;9.6;10.1
1529;25 Metaalproductenindustrie;2013;109.4;96.0;127.5;1.1;-2.9;5.6
1530;26-28 Elektrotechn. en machine-industrie;2005 januari;72.7;102.6;64.0;;;
1531;26-28 Elektrotechn. en machine-industrie;2005 februari;73.5;101.4;65.4;;;
1532;26-28 Elektrotechn. en machine-industrie;2005 maart;92.5;126.4;82.7;;;
1533;26-28 Elektrotechn. en machine-industrie;2005 1e kwartaal;79.6;110.1;70.7;;;
1534;26-28 Elektrotechn. en machine-industrie;2005 april;76.0;103.4;68.1;;;
1535;26-28 Elektrotechn. en machine-industrie;2005 mei;77.2;111.6;67.2;;;
1536;26-28 Elektrotechn. en machine-industrie;2005 juni;93.8;109.9;89.1;;;
1537;26-28 Elektrotechn. en machine-industrie;2005 2e kwartaal;82.3;108.3;74.8;;;
1538;26-28 Elektrotechn. en machine-industrie;2005 juli;74.4;99.2;67.2;;;
1539;26-28 Elektrotechn. en machine-industrie;2005 augustus;71.1;90.6;65.5;;;
1540;26-28 Elektrotechn. en machine-industrie;2005 september;111.5;107.6;112.7;;;
1541;26-28 Elektrotechn. en machine-industrie;2005 3e kwartaal;85.7;99.1;81.8;;;
1542;26-28 Elektrotechn. en machine-industrie;2005 oktober;83.4;107.7;76.3;;;
1543;26-28 Elektrotechn. en machine-industrie;2005 november;93.7;111.4;88.5;;;
1544;26-28 Elektrotechn. en machine-industrie;2005 december;107.4;125.6;102.1;;;
1545;26-28 Elektrotechn. en machine-industrie;2005 4e kwartaal;94.8;114.9;89.0;;;
1546;26-28 Elektrotechn. en machine-industrie;2005;85.6;108.1;79.1;;;
1547;26-28 Elektrotechn. en machine-industrie;2006 januari;93.5;110.3;88.5;28.6;7.5;38.3
1548;26-28 Elektrotechn. en machine-industrie;2006 februari;88.7;117.8;80.2;20.7;16.2;22.6
1549;26-28 Elektrotechn. en machine-industrie;2006 maart;122.2;144.9;115.5;32.1;14.6;39.7
1550;26-28 Elektrotechn. en machine-industrie;2006 1e kwartaal;101.5;124.3;94.7;27.5;12.9;34.0
1551;26-28 Elektrotechn. en machine-industrie;2006 april;98.0;110.5;94.5;28.9;6.9;38.8
1552;26-28 Elektrotechn. en machine-industrie;2006 mei;112.2;121.6;109.6;45.3;9.0;63.1
1553;26-28 Elektrotechn. en machine-industrie;2006 juni;130.0;123.8;131.7;38.6;12.6;47.8
1554;26-28 Elektrotechn. en machine-industrie;2006 2e kwartaal;113.4;118.6;111.9;37.7;9.5;49.6
1555;26-28 Elektrotechn. en machine-industrie;2006 juli;94.2;111.4;89.2;26.6;12.3;32.7
1556;26-28 Elektrotechn. en machine-industrie;2006 augustus;109.1;123.7;104.8;53.4;36.5;60.0
1557;26-28 Elektrotechn. en machine-industrie;2006 september;119.1;122.1;118.3;6.8;13.5;5.0
1558;26-28 Elektrotechn. en machine-industrie;2006 3e kwartaal;107.5;119.1;104.1;25.4;20.1;27.3
1559;26-28 Elektrotechn. en machine-industrie;2006 oktober;111.6;127.5;107.0;33.8;18.4;40.2
1560;26-28 Elektrotechn. en machine-industrie;2006 november;106.5;125.7;100.9;13.7;12.8;14.0
1561;26-28 Elektrotechn. en machine-industrie;2006 december;131.2;128.6;131.9;22.2;2.4;29.2
1562;26-28 Elektrotechn. en machine-industrie;2006 4e kwartaal;116.4;127.3;113.3;22.8;10.8;27.3
1563;26-28 Elektrotechn. en machine-industrie;2006;109.7;122.3;106.0;28.1;13.1;34.1
1564;26-28 Elektrotechn. en machine-industrie;2007 januari;104.0;126.9;97.3;11.2;15.0;9.9
1565;26-28 Elektrotechn. en machine-industrie;2007 februari;96.6;133.1;85.9;8.9;13.0;7.1
1566;26-28 Elektrotechn. en machine-industrie;2007 maart;130.5;143.9;126.6;6.8;-0.7;9.6
1567;26-28 Elektrotechn. en machine-industrie;2007 1e kwartaal;110.4;134.6;103.3;8.8;8.3;9.0
1568;26-28 Elektrotechn. en machine-industrie;2007 april;102.9;122.7;97.2;5.0;11.0;2.9
1569;26-28 Elektrotechn. en machine-industrie;2007 mei;95.5;137.2;83.4;-14.9;12.8;-23.9
1570;26-28 Elektrotechn. en machine-industrie;2007 juni;115.7;143.8;107.4;-11.0;16.2;-18.5
1571;26-28 Elektrotechn. en machine-industrie;2007 2e kwartaal;104.7;134.6;96.0;-7.7;13.4;-14.2
1572;26-28 Elektrotechn. en machine-industrie;2007 juli;94.3;123.5;85.7;0.1;10.9;-3.9
1573;26-28 Elektrotechn. en machine-industrie;2007 augustus;110.6;126.5;105.9;1.4;2.3;1.0
1574;26-28 Elektrotechn. en machine-industrie;2007 september;123.6;138.1;119.4;3.8;13.1;0.9
1575;26-28 Elektrotechn. en machine-industrie;2007 3e kwartaal;109.5;129.4;103.7;1.9;8.7;-0.4
1576;26-28 Elektrotechn. en machine-industrie;2007 oktober;105.0;136.2;96.0;-5.9;6.8;-10.3
1577;26-28 Elektrotechn. en machine-industrie;2007 november;102.5;137.2;92.3;-3.8;9.1;-8.5
1578;26-28 Elektrotechn. en machine-industrie;2007 december;137.4;165.3;129.3;4.7;28.5;-2.0
1579;26-28 Elektrotechn. en machine-industrie;2007 4e kwartaal;115.0;146.2;105.9;-1.3;14.9;-6.5
1580;26-28 Elektrotechn. en machine-industrie;2007;109.9;136.2;102.2;0.2;11.3;-3.6
1581;26-28 Elektrotechn. en machine-industrie;2008 januari;104.3;136.9;94.7;0.3;7.9;-2.7
1582;26-28 Elektrotechn. en machine-industrie;2008 februari;99.6;135.4;89.2;3.1;1.7;3.8
1583;26-28 Elektrotechn. en machine-industrie;2008 maart;115.3;145.2;106.6;-11.6;0.9;-15.8
1584;26-28 Elektrotechn. en machine-industrie;2008 1e kwartaal;106.4;139.2;96.8;-3.6;3.4;-6.2
1585;26-28 Elektrotechn. en machine-industrie;2008 april;112.3;130.2;107.0;9.1;6.1;10.1
1586;26-28 Elektrotechn. en machine-industrie;2008 mei;96.2;136.9;84.4;0.7;-0.2;1.2
1587;26-28 Elektrotechn. en machine-industrie;2008 juni;106.8;135.8;98.3;-7.7;-5.6;-8.5
1588;26-28 Elektrotechn. en machine-industrie;2008 2e kwartaal;105.1;134.3;96.6;0.4;-0.2;0.6
1589;26-28 Elektrotechn. en machine-industrie;2008 juli;97.4;122.1;90.2;3.3;-1.1;5.3
1590;26-28 Elektrotechn. en machine-industrie;2008 augustus;83.4;112.8;74.9;-24.6;-10.8;-29.3
1591;26-28 Elektrotechn. en machine-industrie;2008 september;109.8;121.4;106.4;-11.2;-12.1;-10.9
1592;26-28 Elektrotechn. en machine-industrie;2008 3e kwartaal;96.9;118.8;90.5;-11.5;-8.2;-12.7
1593;26-28 Elektrotechn. en machine-industrie;2008 oktober;90.1;123.2;80.3;-14.2;-9.5;-16.4
1594;26-28 Elektrotechn. en machine-industrie;2008 november;82.5;108.4;74.9;-19.5;-21.0;-18.9
1595;26-28 Elektrotechn. en machine-industrie;2008 december;87.5;108.8;81.2;-36.3;-34.2;-37.2
1596;26-28 Elektrotechn. en machine-industrie;2008 4e kwartaal;86.7;113.5;78.8;-24.6;-22.4;-25.6
1597;26-28 Elektrotechn. en machine-industrie;2008;98.8;126.4;90.7;-10.1;-7.2;-11.3
1598;26-28 Elektrotechn. en machine-industrie;2009 januari;74.6;107.6;64.9;-28.5;-21.4;-31.5
1599;26-28 Elektrotechn. en machine-industrie;2009 februari;77.9;103.7;70.4;-21.8;-23.4;-21.1
1600;26-28 Elektrotechn. en machine-industrie;2009 maart;94.3;108.0;90.4;-18.2;-25.6;-15.2
1601;26-28 Elektrotechn. en machine-industrie;2009 1e kwartaal;82.3;106.4;75.2;-22.7;-23.5;-22.3
1602;26-28 Elektrotechn. en machine-industrie;2009 april;64.5;98.5;54.5;-42.6;-24.3;-49.1
1603;26-28 Elektrotechn. en machine-industrie;2009 mei;84.0;98.8;79.6;-12.7;-27.8;-5.7
1604;26-28 Elektrotechn. en machine-industrie;2009 juni;93.7;106.7;90.0;-12.3;-21.4;-8.4
1605;26-28 Elektrotechn. en machine-industrie;2009 2e kwartaal;80.7;101.3;74.7;-23.2;-24.5;-22.6
1606;26-28 Elektrotechn. en machine-industrie;2009 juli;71.7;102.2;62.7;-26.4;-16.3;-30.5
1607;26-28 Elektrotechn. en machine-industrie;2009 augustus;68.7;75.0;67.0;-17.6;-33.5;-10.5
1608;26-28 Elektrotechn. en machine-industrie;2009 september;92.5;108.8;87.8;-15.8;-10.4;-17.5
1609;26-28 Elektrotechn. en machine-industrie;2009 3e kwartaal;77.6;95.3;72.5;-19.9;-19.7;-19.9
1610;26-28 Elektrotechn. en machine-industrie;2009 oktober;80.0;105.4;72.6;-11.2;-14.4;-9.6
1611;26-28 Elektrotechn. en machine-industrie;2009 november;98.6;120.1;92.3;19.5;10.8;23.2
1612;26-28 Elektrotechn. en machine-industrie;2009 december;105.0;112.9;102.7;20.0;3.8;26.5
1613;26-28 Elektrotechn. en machine-industrie;2009 4e kwartaal;94.5;112.8;89.2;9.0;-0.6;13.2
1614;26-28 Elektrotechn. en machine-industrie;2009;83.8;104.0;77.9;-15.2;-17.8;-14.1
1615;26-28 Elektrotechn. en machine-industrie;2010 januari;74.2;96.5;67.7;-0.5;-10.3;4.3
1616;26-28 Elektrotechn. en machine-industrie;2010 februari;87.0;100.3;83.1;11.7;-3.3;18.0
1617;26-28 Elektrotechn. en machine-industrie;2010 maart;111.9;102.0;114.8;18.7;-5.6;27.0
1618;26-28 Elektrotechn. en machine-industrie;2010 1e kwartaal;91.0;99.6;88.5;10.7;-6.4;17.7
1619;26-28 Elektrotechn. en machine-industrie;2010 april;97.5;97.0;97.7;51.2;-1.5;79.3
1620;26-28 Elektrotechn. en machine-industrie;2010 mei;72.1;89.1;67.2;-14.2;-9.8;-15.6
1621;26-28 Elektrotechn. en machine-industrie;2010 juni;121.2;111.1;124.1;29.3;4.1;37.9
1622;26-28 Elektrotechn. en machine-industrie;2010 2e kwartaal;96.9;99.1;96.3;20.1;-2.2;29.0
1623;26-28 Elektrotechn. en machine-industrie;2010 juli;83.1;98.4;78.7;15.9;-3.7;25.5
1624;26-28 Elektrotechn. en machine-industrie;2010 augustus;90.7;91.3;90.6;32.0;21.7;35.2
1625;26-28 Elektrotechn. en machine-industrie;2010 september;117.2;104.0;121.1;26.7;-4.4;37.9
1626;26-28 Elektrotechn. en machine-industrie;2010 3e kwartaal;97.0;97.9;96.8;24.9;2.7;33.5
1627;26-28 Elektrotechn. en machine-industrie;2010 oktober;107.7;97.0;110.9;34.6;-8.0;52.8
1628;26-28 Elektrotechn. en machine-industrie;2010 november;92.8;103.7;89.6;-5.9;-13.7;-2.9
1629;26-28 Elektrotechn. en machine-industrie;2010 december;144.5;109.7;154.6;37.6;-2.8;50.5
1630;26-28 Elektrotechn. en machine-industrie;2010 4e kwartaal;115.0;103.5;118.4;21.7;-8.3;32.7
1631;26-28 Elektrotechn. en machine-industrie;2010;100.0;100.0;100.0;19.3;-3.8;28.4
1632;26-28 Elektrotechn. en machine-industrie;2011 januari;85.6;97.6;82.1;15.4;1.1;21.3
1633;26-28 Elektrotechn. en machine-industrie;2011 februari;101.0;111.9;97.8;16.1;11.6;17.7
1634;26-28 Elektrotechn. en machine-industrie;2011 maart;126.1;123.1;127.0;12.7;20.7;10.6
1635;26-28 Elektrotechn. en machine-industrie;2011 1e kwartaal;104.2;110.9;102.3;14.5;11.3;15.5
1636;26-28 Elektrotechn. en machine-industrie;2011 april;91.4;107.8;86.7;-6.3;11.1;-11.3
1637;26-28 Elektrotechn. en machine-industrie;2011 mei;95.9;102.9;93.8;33.0;15.5;39.6
1638;26-28 Elektrotechn. en machine-industrie;2011 juni;111.2;111.6;111.0;-8.3;0.5;-10.6
1639;26-28 Elektrotechn. en machine-industrie;2011 2e kwartaal;99.5;107.4;97.2;2.6;8.4;0.9
1640;26-28 Elektrotechn. en machine-industrie;2011 juli;81.9;94.1;78.3;-1.4;-4.4;-0.5
1641;26-28 Elektrotechn. en machine-industrie;2011 augustus;79.5;92.0;75.8;-12.3;0.8;-16.3
1642;26-28 Elektrotechn. en machine-industrie;2011 september;102.7;103.4;102.6;-12.4;-0.6;-15.3
1643;26-28 Elektrotechn. en machine-industrie;2011 3e kwartaal;88.0;96.5;85.6;-9.2;-1.4;-11.6
1644;26-28 Elektrotechn. en machine-industrie;2011 oktober;100.4;108.0;98.2;-6.8;11.3;-11.5
1645;26-28 Elektrotechn. en machine-industrie;2011 november;102.2;112.3;99.3;10.1;8.3;10.8
1646;26-28 Elektrotechn. en machine-industrie;2011 december;117.9;107.4;121.0;-18.4;-2.1;-21.7
1647;26-28 Elektrotechn. en machine-industrie;2011 4e kwartaal;106.8;109.2;106.2;-7.1;5.6;-10.3
1648;26-28 Elektrotechn. en machine-industrie;2011;99.7;106.0;97.8;-0.3;6.0;-2.2
1649;26-28 Elektrotechn. en machine-industrie;2012 januari;94.3;109.4;89.7;10.2;12.1;9.3
1650;26-28 Elektrotechn. en machine-industrie;2012 februari;99.3;106.6;97.1;-1.7;-4.7;-0.7
1651;26-28 Elektrotechn. en machine-industrie;2012 maart;111.2;114.6;110.3;-11.8;-6.9;-13.1
1652;26-28 Elektrotechn. en machine-industrie;2012 1e kwartaal;101.6;110.2;99.0;-2.5;-0.6;-3.2
1653;26-28 Elektrotechn. en machine-industrie;2012 april;92.7;97.5;91.3;1.4;-9.6;5.3
1654;26-28 Elektrotechn. en machine-industrie;2012 mei;95.4;104.7;92.6;-0.5;1.7;-1.3
1655;26-28 Elektrotechn. en machine-industrie;2012 juni;122.4;112.3;125.4;10.1;0.6;13.0
1656;26-28 Elektrotechn. en machine-industrie;2012 2e kwartaal;103.5;104.8;103.1;4.0;-2.4;6.1
1657;26-28 Elektrotechn. en machine-industrie;2012 juli;94.6;95.0;94.5;15.5;1.0;20.7
1658;26-28 Elektrotechn. en machine-industrie;2012 augustus;98.1;90.0;100.4;23.4;-2.2;32.5
1659;26-28 Elektrotechn. en machine-industrie;2012 september;97.6;91.1;99.5;-5.0;-11.9;-3.0
1660;26-28 Elektrotechn. en machine-industrie;2012 3e kwartaal;96.8;92.0;98.1;9.9;-4.6;14.7
1661;26-28 Elektrotechn. en machine-industrie;2012 oktober;98.1;95.7;98.9;-2.3;-11.4;0.7
1662;26-28 Elektrotechn. en machine-industrie;2012 november;95.6;99.0;94.6;-6.5;-11.8;-4.7
1663;26-28 Elektrotechn. en machine-industrie;2012 december;94.8;89.8;96.2;-19.6;-16.4;-20.5
1664;26-28 Elektrotechn. en machine-industrie;2012 4e kwartaal;96.2;94.8;96.6;-10.0;-13.2;-9.0
1665;26-28 Elektrotechn. en machine-industrie;2012;99.5;100.5;99.2;-0.1;-5.2;1.4
1666;26-28 Elektrotechn. en machine-industrie;2013 januari;85.5;85.1;85.6;-9.3;-22.2;-4.6
1667;26-28 Elektrotechn. en machine-industrie;2013 februari;84.2;94.1;81.3;-15.2;-11.7;-16.3
1668;26-28 Elektrotechn. en machine-industrie;2013 maart;119.6;100.6;125.2;7.6;-12.2;13.5
1669;26-28 Elektrotechn. en machine-industrie;2013 1e kwartaal;96.4;93.3;97.4;-5.1;-15.4;-1.7
1670;26-28 Elektrotechn. en machine-industrie;2013 april;87.8;104.5;82.9;-5.3;7.2;-9.2
1671;26-28 Elektrotechn. en machine-industrie;2013 mei;87.9;97.7;85.1;-7.9;-6.7;-8.1
1672;26-28 Elektrotechn. en machine-industrie;2013 juni;127.2;104.5;133.8;3.9;-6.9;6.7
1673;26-28 Elektrotechn. en machine-industrie;2013 2e kwartaal;101.0;102.2;100.6;-2.4;-2.5;-2.4
1674;26-28 Elektrotechn. en machine-industrie;2013 juli;91.9;100.2;89.5;-2.9;5.5;-5.3
1675;26-28 Elektrotechn. en machine-industrie;2013 augustus;83.5;103.2;77.8;-14.9;14.7;-22.5
1676;26-28 Elektrotechn. en machine-industrie;2013 september;144.2;102.5;156.3;47.7;12.5;57.1
1677;26-28 Elektrotechn. en machine-industrie;2013 3e kwartaal;106.5;102.0;107.9;10.1;10.8;9.9
1678;26-28 Elektrotechn. en machine-industrie;2013 oktober;114.8;104.3;117.8;17.0;9.0;19.1
1679;26-28 Elektrotechn. en machine-industrie;2013 november;92.5;92.3;92.5;-3.2;-6.8;-2.2
1680;26-28 Elektrotechn. en machine-industrie;2013 december;138.6;100.1;149.8;46.2;11.5;55.7
1681;26-28 Elektrotechn. en machine-industrie;2013 4e kwartaal;115.3;98.9;120.0;19.9;4.3;24.3
1682;26-28 Elektrotechn. en machine-industrie;2013;104.8;99.1;106.5;5.3;-1.4;7.3
1683;26-27 Elektrische en elektron. Industrie;2005 januari;90.7;104.7;84.8;;;
1684;26-27 Elektrische en elektron. Industrie;2005 februari;92.9;102.4;89.0;;;
1685;26-27 Elektrische en elektron. Industrie;2005 maart;101.2;116.3;94.9;;;
1686;26-27 Elektrische en elektron. Industrie;2005 1e kwartaal;94.9;107.8;89.6;;;
1687;26-27 Elektrische en elektron. Industrie;2005 april;95.3;102.1;92.5;;;
1688;26-27 Elektrische en elektron. Industrie;2005 mei;99.3;124.7;88.8;;;
1689;26-27 Elektrische en elektron. Industrie;2005 juni;105.0;108.7;103.5;;;
1690;26-27 Elektrische en elektron. Industrie;2005 2e kwartaal;99.9;111.8;94.9;;;
1691;26-27 Elektrische en elektron. Industrie;2005 juli;93.4;105.5;88.4;;;
1692;26-27 Elektrische en elektron. Industrie;2005 augustus;92.6;88.4;94.3;;;
1693;26-27 Elektrische en elektron. Industrie;2005 september;112.2;103.6;115.7;;;
1694;26-27 Elektrische en elektron. Industrie;2005 3e kwartaal;99.4;99.2;99.5;;;
1695;26-27 Elektrische en elektron. Industrie;2005 oktober;99.9;99.9;100.0;;;
1696;26-27 Elektrische en elektron. Industrie;2005 november;119.6;118.0;120.4;;;
1697;26-27 Elektrische en elektron. Industrie;2005 december;109.3;110.2;109.0;;;
1698;26-27 Elektrische en elektron. Industrie;2005 4e kwartaal;109.6;109.4;109.8;;;
1699;26-27 Elektrische en elektron. Industrie;2005;101.0;107.0;98.4;;;
1700;26-27 Elektrische en elektron. Industrie;2006 januari;101.6;117.5;94.9;12.0;12.2;11.9
1701;26-27 Elektrische en elektron. Industrie;2006 februari;102.4;117.1;96.2;10.2;14.4;8.1
1702;26-27 Elektrische en elektron. Industrie;2006 maart;119.4;120.4;119.0;18.0;3.5;25.4
1703;26-27 Elektrische en elektron. Industrie;2006 1e kwartaal;107.8;118.3;103.4;13.6;9.8;15.4
1704;26-27 Elektrische en elektron. Industrie;2006 april;109.3;112.4;108.2;14.7;10.1;17.0
1705;26-27 Elektrische en elektron. Industrie;2006 mei;110.8;128.2;103.6;11.6;2.8;16.7
1706;26-27 Elektrische en elektron. Industrie;2006 juni;144.5;127.5;151.5;37.6;17.3;46.4
1707;26-27 Elektrische en elektron. Industrie;2006 2e kwartaal;121.5;122.7;121.1;21.7;9.7;27.6
1708;26-27 Elektrische en elektron. Industrie;2006 juli;101.8;113.0;97.1;9.0;7.1;9.8
1709;26-27 Elektrische en elektron. Industrie;2006 augustus;106.5;122.8;99.8;15.0;38.9;5.8
1710;26-27 Elektrische en elektron. Industrie;2006 september;128.0;127.1;128.4;14.1;22.7;11.0
1711;26-27 Elektrische en elektron. Industrie;2006 3e kwartaal;112.1;121.0;108.4;12.8;22.0;9.0
1712;26-27 Elektrische en elektron. Industrie;2006 oktober;127.8;132.8;125.8;27.9;32.9;25.8
1713;26-27 Elektrische en elektron. Industrie;2006 november;129.7;134.2;127.8;8.4;13.7;6.1
1714;26-27 Elektrische en elektron. Industrie;2006 december;131.1;131.5;131.0;19.9;19.3;20.2
1715;26-27 Elektrische en elektron. Industrie;2006 4e kwartaal;129.5;132.8;128.2;18.2;21.5;16.8
1716;26-27 Elektrische en elektron. Industrie;2006;117.7;123.7;115.3;16.6;15.6;17.1
1717;26-27 Elektrische en elektron. Industrie;2007 januari;104.7;121.1;97.9;3.1;3.1;3.2
1718;26-27 Elektrische en elektron. Industrie;2007 februari;104.6;124.2;96.3;2.1;6.1;0.1
1719;26-27 Elektrische en elektron. Industrie;2007 maart;117.3;133.7;110.5;-1.8;11.0;-7.1
1720;26-27 Elektrische en elektron. Industrie;2007 1e kwartaal;108.9;126.3;101.6;1.0;6.8;-1.7
1721;26-27 Elektrische en elektron. Industrie;2007 april;94.1;107.7;88.5;-13.9;-4.2;-18.2
1722;26-27 Elektrische en elektron. Industrie;2007 mei;106.7;125.0;99.1;-3.7;-2.5;-4.3
1723;26-27 Elektrische en elektron. Industrie;2007 juni;133.9;129.1;135.9;-7.3;1.3;-10.3
1724;26-27 Elektrische en elektron. Industrie;2007 2e kwartaal;111.6;120.6;107.8;-8.2;-1.7;-11.0
1725;26-27 Elektrische en elektron. Industrie;2007 juli;103.6;113.4;99.5;1.8;0.4;2.5
1726;26-27 Elektrische en elektron. Industrie;2007 augustus;101.8;112.8;97.1;-4.4;-8.1;-2.7
1727;26-27 Elektrische en elektron. Industrie;2007 september;114.6;110.6;116.2;-10.5;-13.0;-9.5
1728;26-27 Elektrische en elektron. Industrie;2007 3e kwartaal;106.7;112.3;104.3;-4.8;-7.2;-3.8
1729;26-27 Elektrische en elektron. Industrie;2007 oktober;116.8;125.4;113.3;-8.6;-5.6;-9.9
1730;26-27 Elektrische en elektron. Industrie;2007 november;115.2;118.6;113.8;-11.2;-11.6;-11.0
1731;26-27 Elektrische en elektron. Industrie;2007 december;156.6;210.5;134.1;19.5;60.1;2.4
1732;26-27 Elektrische en elektron. Industrie;2007 4e kwartaal;129.5;151.5;120.4;0.0;14.1;-6.1
1733;26-27 Elektrische en elektron. Industrie;2007;114.2;127.7;108.5;-3.0;3.2;-5.9
1734;26-27 Elektrische en elektron. Industrie;2008 januari;108.4;125.5;101.3;3.5;3.6;3.5
1735;26-27 Elektrische en elektron. Industrie;2008 februari;111.1;126.9;104.7;6.2;2.2;8.7
1736;26-27 Elektrische en elektron. Industrie;2008 maart;125.0;139.8;118.8;6.6;4.6;7.5
1737;26-27 Elektrische en elektron. Industrie;2008 1e kwartaal;114.8;130.7;108.3;5.5;3.5;6.6
1738;26-27 Elektrische en elektron. Industrie;2008 april;110.1;127.7;102.8;17.0;18.6;16.2
1739;26-27 Elektrische en elektron. Industrie;2008 mei;109.6;129.4;101.4;2.7;3.5;2.3
1740;26-27 Elektrische en elektron. Industrie;2008 juni;124.9;131.8;122.1;-6.7;2.1;-10.2
1741;26-27 Elektrische en elektron. Industrie;2008 2e kwartaal;114.9;129.6;108.8;3.0;7.5;0.9
1742;26-27 Elektrische en elektron. Industrie;2008 juli;110.9;112.1;110.5;7.0;-1.1;11.1
1743;26-27 Elektrische en elektron. Industrie;2008 augustus;109.0;107.0;109.8;7.1;-5.1;13.1
1744;26-27 Elektrische en elektron. Industrie;2008 september;112.8;120.0;109.7;-1.6;8.5;-5.6
1745;26-27 Elektrische en elektron. Industrie;2008 3e kwartaal;110.9;113.0;110.0;4.0;0.7;5.5
1746;26-27 Elektrische en elektron. Industrie;2008 oktober;121.4;123.0;120.9;3.9;-1.9;6.7
1747;26-27 Elektrische en elektron. Industrie;2008 november;104.3;103.1;104.7;-9.5;-13.1;-8.0
1748;26-27 Elektrische en elektron. Industrie;2008 december;125.2;108.1;132.3;-20.1;-48.6;-1.3
1749;26-27 Elektrische en elektron. Industrie;2008 4e kwartaal;117.0;111.4;119.3;-9.7;-26.5;-0.9
1750;26-27 Elektrische en elektron. Industrie;2008;114.4;121.2;111.6;0.2;-5.1;2.8
1751;26-27 Elektrische en elektron. Industrie;2009 januari;96.4;99.4;95.2;-11.1;-20.8;-6.0
1752;26-27 Elektrische en elektron. Industrie;2009 februari;83.6;92.3;79.9;-24.8;-27.3;-23.7
1753;26-27 Elektrische en elektron. Industrie;2009 maart;112.3;103.8;115.6;-10.2;-25.8;-2.7
1754;26-27 Elektrische en elektron. Industrie;2009 1e kwartaal;97.4;98.5;96.9;-15.2;-24.7;-10.5
1755;26-27 Elektrische en elektron. Industrie;2009 april;79.3;89.7;75.0;-28.0;-29.8;-27.0
1756;26-27 Elektrische en elektron. Industrie;2009 mei;89.8;96.1;87.2;-18.1;-25.7;-14.0
1757;26-27 Elektrische en elektron. Industrie;2009 juni;102.9;111.8;99.1;-17.6;-15.2;-18.8
1758;26-27 Elektrische en elektron. Industrie;2009 2e kwartaal;90.7;99.2;87.1;-21.1;-23.5;-19.9
1759;26-27 Elektrische en elektron. Industrie;2009 juli;83.3;94.3;78.7;-24.9;-15.9;-28.8
1760;26-27 Elektrische en elektron. Industrie;2009 augustus;67.0;74.8;63.9;-38.5;-30.1;-41.8
1761;26-27 Elektrische en elektron. Industrie;2009 september;88.4;100.7;83.3;-21.6;-16.1;-24.1
1762;26-27 Elektrische en elektron. Industrie;2009 3e kwartaal;79.6;89.9;75.3;-28.3;-20.4;-31.5
1763;26-27 Elektrische en elektron. Industrie;2009 oktober;90.9;105.2;84.8;-25.1;-14.5;-29.9
1764;26-27 Elektrische en elektron. Industrie;2009 november;101.6;107.6;99.0;-2.6;4.4;-5.4
1765;26-27 Elektrische en elektron. Industrie;2009 december;120.4;125.2;118.4;-3.8;15.8;-10.5
1766;26-27 Elektrische en elektron. Industrie;2009 4e kwartaal;104.3;112.7;100.7;-10.8;1.1;-15.6
1767;26-27 Elektrische en elektron. Industrie;2009;93.0;100.1;90.0;-18.7;-17.4;-19.3
1768;26-27 Elektrische en elektron. Industrie;2010 januari;86.8;108.4;77.9;-10.0;9.1;-18.2
1769;26-27 Elektrische en elektron. Industrie;2010 februari;90.8;94.7;89.1;8.6;2.6;11.5
1770;26-27 Elektrische en elektron. Industrie;2010 maart;117.0;106.5;121.4;4.2;2.6;5.0
1771;26-27 Elektrische en elektron. Industrie;2010 1e kwartaal;98.2;103.2;96.1;0.8;4.8;-0.8
1772;26-27 Elektrische en elektron. Industrie;2010 april;94.5;106.5;89.5;19.2;18.7;19.3
1773;26-27 Elektrische en elektron. Industrie;2010 mei;93.3;93.2;93.4;3.9;-3.0;7.1
1774;26-27 Elektrische en elektron. Industrie;2010 juni;105.2;102.0;106.6;2.2;-8.8;7.6
1775;26-27 Elektrische en elektron. Industrie;2010 2e kwartaal;97.7;100.6;96.5;7.7;1.4;10.8
1776;26-27 Elektrische en elektron. Industrie;2010 juli;93.9;97.7;92.3;12.7;3.6;17.3
1777;26-27 Elektrische en elektron. Industrie;2010 augustus;95.9;91.3;97.7;43.1;22.1;52.9
1778;26-27 Elektrische en elektron. Industrie;2010 september;112.5;105.5;115.4;27.3;4.8;38.5
