ID;Klimaatsectoren;EmissiesNaarLucht;Perioden;EmissieBroeikasgassen_1
2755;23 Bouwmaterialenindustrie;Methaan (CH4);2015;0.0
2756;23 Bouwmaterialenindustrie;Methaan (CH4);2016;0.0
2757;23 Bouwmaterialenindustrie;Methaan (CH4);2017;0.0
2758;23 Bouwmaterialenindustrie;Methaan (CH4);2018;0.0
2759;23 Bouwmaterialenindustrie;Methaan (CH4);2019;0.0
2760;23 Bouwmaterialenindustrie;Methaan (CH4);2020;0.0
2761;23 Bouwmaterialenindustrie;Methaan (CH4);2021;0.0
2762;23 Bouwmaterialenindustrie;Methaan (CH4);2022;0.0
2763;23 Bouwmaterialenindustrie;Methaan (CH4);2023;0.0
2764;23 Bouwmaterialenindustrie;Methaan (CH4);2024;
2765;23 Bouwmaterialenindustrie;F-gassen;1990;0.0
2766;23 Bouwmaterialenindustrie;F-gassen;1991 ;0.0
2767;23 Bouwmaterialenindustrie;F-gassen;1992;0.0
2768;23 Bouwmaterialenindustrie;F-gassen;1993 ;0.0
2769;23 Bouwmaterialenindustrie;F-gassen;1994 ;0.0
2770;23 Bouwmaterialenindustrie;F-gassen;1995;0.0
2771;23 Bouwmaterialenindustrie;F-gassen;1996 ;0.0
2772;23 Bouwmaterialenindustrie;F-gassen;1997 ;0.0
2773;23 Bouwmaterialenindustrie;F-gassen;1998 ;0.0
2774;23 Bouwmaterialenindustrie;F-gassen;1999 ;0.0
2775;23 Bouwmaterialenindustrie;F-gassen;2000;0.0
2776;23 Bouwmaterialenindustrie;F-gassen;2001;0.0
2777;23 Bouwmaterialenindustrie;F-gassen;2002;0.0
2778;23 Bouwmaterialenindustrie;F-gassen;2003;0.0
2779;23 Bouwmaterialenindustrie;F-gassen;2004;0.0
2780;23 Bouwmaterialenindustrie;F-gassen;2005;0.0
2781;23 Bouwmaterialenindustrie;F-gassen;2006;0.0
2782;23 Bouwmaterialenindustrie;F-gassen;2007;0.0
2783;23 Bouwmaterialenindustrie;F-gassen;2008;0.0
2784;23 Bouwmaterialenindustrie;F-gassen;2009;0.0
2785;23 Bouwmaterialenindustrie;F-gassen;2010;0.0
2786;23 Bouwmaterialenindustrie;F-gassen;2011;0.0
2787;23 Bouwmaterialenindustrie;F-gassen;2012;0.0
2788;23 Bouwmaterialenindustrie;F-gassen;2013;0.0
2789;23 Bouwmaterialenindustrie;F-gassen;2014;0.0
2790;23 Bouwmaterialenindustrie;F-gassen;2015;0.0
2791;23 Bouwmaterialenindustrie;F-gassen;2016;0.0
2792;23 Bouwmaterialenindustrie;F-gassen;2017;0.0
2793;23 Bouwmaterialenindustrie;F-gassen;2018;0.0
2794;23 Bouwmaterialenindustrie;F-gassen;2019;0.0
2795;23 Bouwmaterialenindustrie;F-gassen;2020;0.0
2796;23 Bouwmaterialenindustrie;F-gassen;2021;0.0
2797;23 Bouwmaterialenindustrie;F-gassen;2022;0.0
2798;23 Bouwmaterialenindustrie;F-gassen;2023;0.0
2799;23 Bouwmaterialenindustrie;F-gassen;2024;
2800;24 Basismetaalindustrie;Totaal broeikasgassen;1990;8.9
2801;24 Basismetaalindustrie;Totaal broeikasgassen;1991 ;8.7
2802;24 Basismetaalindustrie;Totaal broeikasgassen;1992;8.2
2803;24 Basismetaalindustrie;Totaal broeikasgassen;1993 ;8.5
2804;24 Basismetaalindustrie;Totaal broeikasgassen;1994 ;9.1
2805;24 Basismetaalindustrie;Totaal broeikasgassen;1995;8.6
2806;24 Basismetaalindustrie;Totaal broeikasgassen;1996 ;8.8
2807;24 Basismetaalindustrie;Totaal broeikasgassen;1997 ;8.9
2808;24 Basismetaalindustrie;Totaal broeikasgassen;1998 ;7.9
2809;24 Basismetaalindustrie;Totaal broeikasgassen;1999 ;7.1
2810;24 Basismetaalindustrie;Totaal broeikasgassen;2000;7.1
2811;24 Basismetaalindustrie;Totaal broeikasgassen;2001;7.2
2812;24 Basismetaalindustrie;Totaal broeikasgassen;2002;8.2
2813;24 Basismetaalindustrie;Totaal broeikasgassen;2003;6.7
2814;24 Basismetaalindustrie;Totaal broeikasgassen;2004;6.3
2815;24 Basismetaalindustrie;Totaal broeikasgassen;2005;6.5
2816;24 Basismetaalindustrie;Totaal broeikasgassen;2006;6.1
2817;24 Basismetaalindustrie;Totaal broeikasgassen;2007;6.5
2818;24 Basismetaalindustrie;Totaal broeikasgassen;2008;6.1
2819;24 Basismetaalindustrie;Totaal broeikasgassen;2009;5.2
2820;24 Basismetaalindustrie;Totaal broeikasgassen;2010;5.5
2821;24 Basismetaalindustrie;Totaal broeikasgassen;2011;6.0
2822;24 Basismetaalindustrie;Totaal broeikasgassen;2012;5.7
2823;24 Basismetaalindustrie;Totaal broeikasgassen;2013;5.3
2824;24 Basismetaalindustrie;Totaal broeikasgassen;2014;4.9
2825;24 Basismetaalindustrie;Totaal broeikasgassen;2015;5.1
2826;24 Basismetaalindustrie;Totaal broeikasgassen;2016;5.3
2827;24 Basismetaalindustrie;Totaal broeikasgassen;2017;6.1
2828;24 Basismetaalindustrie;Totaal broeikasgassen;2018;5.7
2829;24 Basismetaalindustrie;Totaal broeikasgassen;2019;5.6
2830;24 Basismetaalindustrie;Totaal broeikasgassen;2020;4.9
2831;24 Basismetaalindustrie;Totaal broeikasgassen;2021;5.1
2832;24 Basismetaalindustrie;Totaal broeikasgassen;2022;4.7
2833;24 Basismetaalindustrie;Totaal broeikasgassen;2023;4.0
2834;24 Basismetaalindustrie;Totaal broeikasgassen;2024;
2835;24 Basismetaalindustrie;Kooldioxide (CO2);1990;6.5
2836;24 Basismetaalindustrie;Kooldioxide (CO2);1991 ;6.4
2837;24 Basismetaalindustrie;Kooldioxide (CO2);1992;6.1
2838;24 Basismetaalindustrie;Kooldioxide (CO2);1993 ;6.4
2839;24 Basismetaalindustrie;Kooldioxide (CO2);1994 ;7.0
2840;24 Basismetaalindustrie;Kooldioxide (CO2);1995;6.6
2841;24 Basismetaalindustrie;Kooldioxide (CO2);1996 ;6.5
2842;24 Basismetaalindustrie;Kooldioxide (CO2);1997 ;6.6
2843;24 Basismetaalindustrie;Kooldioxide (CO2);1998 ;6.1
2844;24 Basismetaalindustrie;Kooldioxide (CO2);1999 ;5.7
2845;24 Basismetaalindustrie;Kooldioxide (CO2);2000;5.6
2846;24 Basismetaalindustrie;Kooldioxide (CO2);2001;5.8
2847;24 Basismetaalindustrie;Kooldioxide (CO2);2002;6.0
2848;24 Basismetaalindustrie;Kooldioxide (CO2);2003;6.3
2849;24 Basismetaalindustrie;Kooldioxide (CO2);2004;6.2
2850;24 Basismetaalindustrie;Kooldioxide (CO2);2005;6.4
2851;24 Basismetaalindustrie;Kooldioxide (CO2);2006;6.0
2852;24 Basismetaalindustrie;Kooldioxide (CO2);2007;6.4
2853;24 Basismetaalindustrie;Kooldioxide (CO2);2008;6.0
2854;24 Basismetaalindustrie;Kooldioxide (CO2);2009;5.1
2855;24 Basismetaalindustrie;Kooldioxide (CO2);2010;5.4
2856;24 Basismetaalindustrie;Kooldioxide (CO2);2011;5.9
2857;24 Basismetaalindustrie;Kooldioxide (CO2);2012;5.6
2858;24 Basismetaalindustrie;Kooldioxide (CO2);2013;5.3
2859;24 Basismetaalindustrie;Kooldioxide (CO2);2014;4.9
2860;24 Basismetaalindustrie;Kooldioxide (CO2);2015;5.1
2861;24 Basismetaalindustrie;Kooldioxide (CO2);2016;5.3
2862;24 Basismetaalindustrie;Kooldioxide (CO2);2017;6.1
2863;24 Basismetaalindustrie;Kooldioxide (CO2);2018;5.7
2864;24 Basismetaalindustrie;Kooldioxide (CO2);2019;5.6
2865;24 Basismetaalindustrie;Kooldioxide (CO2);2020;4.9
2866;24 Basismetaalindustrie;Kooldioxide (CO2);2021;5.1
2867;24 Basismetaalindustrie;Kooldioxide (CO2);2022;4.7
2868;24 Basismetaalindustrie;Kooldioxide (CO2);2023;4.0
2869;24 Basismetaalindustrie;Kooldioxide (CO2);2024;
2870;24 Basismetaalindustrie;Distikstofoxide (N20);1990;0.0
2871;24 Basismetaalindustrie;Distikstofoxide (N20);1991 ;0.0
2872;24 Basismetaalindustrie;Distikstofoxide (N20);1992;0.0
2873;24 Basismetaalindustrie;Distikstofoxide (N20);1993 ;0.0
2874;24 Basismetaalindustrie;Distikstofoxide (N20);1994 ;0.0
2875;24 Basismetaalindustrie;Distikstofoxide (N20);1995;0.0
2876;24 Basismetaalindustrie;Distikstofoxide (N20);1996 ;0.0
2877;24 Basismetaalindustrie;Distikstofoxide (N20);1997 ;0.0
2878;24 Basismetaalindustrie;Distikstofoxide (N20);1998 ;0.0
2879;24 Basismetaalindustrie;Distikstofoxide (N20);1999 ;0.0
2880;24 Basismetaalindustrie;Distikstofoxide (N20);2000;0.0
2881;24 Basismetaalindustrie;Distikstofoxide (N20);2001;0.0
2882;24 Basismetaalindustrie;Distikstofoxide (N20);2002;0.0
2883;24 Basismetaalindustrie;Distikstofoxide (N20);2003;0.0
2884;24 Basismetaalindustrie;Distikstofoxide (N20);2004;0.0
2885;24 Basismetaalindustrie;Distikstofoxide (N20);2005;0.0
2886;24 Basismetaalindustrie;Distikstofoxide (N20);2006;0.0
2887;24 Basismetaalindustrie;Distikstofoxide (N20);2007;0.0
2888;24 Basismetaalindustrie;Distikstofoxide (N20);2008;0.0
2889;24 Basismetaalindustrie;Distikstofoxide (N20);2009;0.0
2890;24 Basismetaalindustrie;Distikstofoxide (N20);2010;0.0
2891;24 Basismetaalindustrie;Distikstofoxide (N20);2011;0.0
2892;24 Basismetaalindustrie;Distikstofoxide (N20);2012;0.0
2893;24 Basismetaalindustrie;Distikstofoxide (N20);2013;0.0
2894;24 Basismetaalindustrie;Distikstofoxide (N20);2014;0.0
2895;24 Basismetaalindustrie;Distikstofoxide (N20);2015;0.0
2896;24 Basismetaalindustrie;Distikstofoxide (N20);2016;0.0
2897;24 Basismetaalindustrie;Distikstofoxide (N20);2017;0.0
2898;24 Basismetaalindustrie;Distikstofoxide (N20);2018;0.0
2899;24 Basismetaalindustrie;Distikstofoxide (N20);2019;0.0
2900;24 Basismetaalindustrie;Distikstofoxide (N20);2020;0.0
2901;24 Basismetaalindustrie;Distikstofoxide (N20);2021;0.0
2902;24 Basismetaalindustrie;Distikstofoxide (N20);2022;0.0
2903;24 Basismetaalindustrie;Distikstofoxide (N20);2023;0.0
2904;24 Basismetaalindustrie;Distikstofoxide (N20);2024;
2905;24 Basismetaalindustrie;Methaan (CH4);1990;0.0
2906;24 Basismetaalindustrie;Methaan (CH4);1991 ;0.0
2907;24 Basismetaalindustrie;Methaan (CH4);1992;0.0
2908;24 Basismetaalindustrie;Methaan (CH4);1993 ;0.0
2909;24 Basismetaalindustrie;Methaan (CH4);1994 ;0.0
2910;24 Basismetaalindustrie;Methaan (CH4);1995;0.0
2911;24 Basismetaalindustrie;Methaan (CH4);1996 ;0.0
2912;24 Basismetaalindustrie;Methaan (CH4);1997 ;0.0
2913;24 Basismetaalindustrie;Methaan (CH4);1998 ;0.0
2914;24 Basismetaalindustrie;Methaan (CH4);1999 ;0.0
2915;24 Basismetaalindustrie;Methaan (CH4);2000;0.0
2916;24 Basismetaalindustrie;Methaan (CH4);2001;0.0
2917;24 Basismetaalindustrie;Methaan (CH4);2002;0.0
2918;24 Basismetaalindustrie;Methaan (CH4);2003;0.0
2919;24 Basismetaalindustrie;Methaan (CH4);2004;0.0
2920;24 Basismetaalindustrie;Methaan (CH4);2005;0.0
2921;24 Basismetaalindustrie;Methaan (CH4);2006;0.0
2922;24 Basismetaalindustrie;Methaan (CH4);2007;0.0
2923;24 Basismetaalindustrie;Methaan (CH4);2008;0.0
2924;24 Basismetaalindustrie;Methaan (CH4);2009;0.0
2925;24 Basismetaalindustrie;Methaan (CH4);2010;0.0
2926;24 Basismetaalindustrie;Methaan (CH4);2011;0.0
2927;24 Basismetaalindustrie;Methaan (CH4);2012;0.0
2928;24 Basismetaalindustrie;Methaan (CH4);2013;0.0
2929;24 Basismetaalindustrie;Methaan (CH4);2014;0.0
2930;24 Basismetaalindustrie;Methaan (CH4);2015;0.0
2931;24 Basismetaalindustrie;Methaan (CH4);2016;0.0
2932;24 Basismetaalindustrie;Methaan (CH4);2017;0.0
2933;24 Basismetaalindustrie;Methaan (CH4);2018;0.0
2934;24 Basismetaalindustrie;Methaan (CH4);2019;0.0
2935;24 Basismetaalindustrie;Methaan (CH4);2020;0.0
2936;24 Basismetaalindustrie;Methaan (CH4);2021;0.0
2937;24 Basismetaalindustrie;Methaan (CH4);2022;0.0
2938;24 Basismetaalindustrie;Methaan (CH4);2023;0.0
2939;24 Basismetaalindustrie;Methaan (CH4);2024;
2940;24 Basismetaalindustrie;F-gassen;1990;2.4
2941;24 Basismetaalindustrie;F-gassen;1991 ;2.3
2942;24 Basismetaalindustrie;F-gassen;1992;2.1
2943;24 Basismetaalindustrie;F-gassen;1993 ;2.2
2944;24 Basismetaalindustrie;F-gassen;1994 ;2.1
2945;24 Basismetaalindustrie;F-gassen;1995;2.0
2946;24 Basismetaalindustrie;F-gassen;1996 ;2.2
2947;24 Basismetaalindustrie;F-gassen;1997 ;2.4
2948;24 Basismetaalindustrie;F-gassen;1998 ;1.8
2949;24 Basismetaalindustrie;F-gassen;1999 ;1.4
2950;24 Basismetaalindustrie;F-gassen;2000;1.5
2951;24 Basismetaalindustrie;F-gassen;2001;1.4
2952;24 Basismetaalindustrie;F-gassen;2002;2.2
2953;24 Basismetaalindustrie;F-gassen;2003;0.5
2954;24 Basismetaalindustrie;F-gassen;2004;0.1
2955;24 Basismetaalindustrie;F-gassen;2005;0.1
2956;24 Basismetaalindustrie;F-gassen;2006;0.1
2957;24 Basismetaalindustrie;F-gassen;2007;0.1
2958;24 Basismetaalindustrie;F-gassen;2008;0.1
2959;24 Basismetaalindustrie;F-gassen;2009;0.0
2960;24 Basismetaalindustrie;F-gassen;2010;0.1
2961;24 Basismetaalindustrie;F-gassen;2011;0.1
2962;24 Basismetaalindustrie;F-gassen;2012;0.0
2963;24 Basismetaalindustrie;F-gassen;2013;0.0
2964;24 Basismetaalindustrie;F-gassen;2014;0.0
2965;24 Basismetaalindustrie;F-gassen;2015;0.0
2966;24 Basismetaalindustrie;F-gassen;2016;0.0
2967;24 Basismetaalindustrie;F-gassen;2017;0.0
2968;24 Basismetaalindustrie;F-gassen;2018;0.0
2969;24 Basismetaalindustrie;F-gassen;2019;0.0
2970;24 Basismetaalindustrie;F-gassen;2020;0.0
2971;24 Basismetaalindustrie;F-gassen;2021;0.0
2972;24 Basismetaalindustrie;F-gassen;2022;0.0
2973;24 Basismetaalindustrie;F-gassen;2023;0.0
2974;24 Basismetaalindustrie;F-gassen;2024;
2975;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1990;1.0
2976;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1991 ;1.1
2977;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1992;1.0
2978;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1993 ;1.0
2979;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1994 ;1.1
2980;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1995;1.0
2981;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1996 ;1.1
2982;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1997 ;1.1
2983;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1998 ;1.2
2984;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;1999 ;1.2
2985;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2000;1.2
2986;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2001;1.2
2987;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2002;1.1
2988;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2003;1.1
2989;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2004;1.1
2990;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2005;1.1
2991;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2006;1.1
2992;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2007;1.0
2993;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2008;1.0
2994;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2009;1.0
2995;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2010;1.1
2996;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2011;0.8
2997;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2012;0.9
2998;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2013;0.8
2999;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2014;0.6
3000;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2015;0.7
3001;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2016;0.7
3002;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2017;0.7
3003;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2018;0.6
3004;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2019;0.6
3005;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2020;0.6
3006;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2021;0.6
3007;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2022;0.5
3008;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2023;0.5
3009;25-28 Metaalprod.- en machine-industrie;Totaal broeikasgassen;2024;
3010;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1990;1.0
3011;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1991 ;1.0
3012;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1992;1.0
3013;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1993 ;1.0
3014;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1994 ;1.1
3015;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1995;1.0
3016;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1996 ;1.0
3017;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1997 ;1.0
3018;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1998 ;1.0
3019;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);1999 ;1.0
3020;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2000;1.0
3021;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2001;1.0
3022;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2002;1.0
3023;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2003;0.9
3024;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2004;0.9
3025;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2005;0.9
3026;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2006;0.8
3027;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2007;0.8
3028;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2008;0.8
3029;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2009;0.8
3030;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2010;0.9
3031;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2011;0.7
3032;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2012;0.7
3033;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2013;0.7
3034;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2014;0.6
3035;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2015;0.6
3036;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2016;0.6
3037;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2017;0.6
3038;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2018;0.6
3039;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2019;0.6
3040;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2020;0.5
3041;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2021;0.6
3042;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2022;0.4
3043;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2023;0.4
3044;25-28 Metaalprod.- en machine-industrie;Kooldioxide (CO2);2024;
3045;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1990;0.0
3046;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1991 ;0.0
3047;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1992;0.0
3048;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1993 ;0.0
3049;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1994 ;0.0
3050;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1995;0.0
3051;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1996 ;0.0
3052;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1997 ;0.0
3053;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1998 ;0.0
3054;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);1999 ;0.0
3055;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2000;0.0
3056;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2001;0.0
3057;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2002;0.0
3058;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2003;0.0
3059;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2004;0.0
3060;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2005;0.0
3061;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2006;0.0
3062;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2007;0.0
3063;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2008;0.0
3064;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2009;0.0
3065;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2010;0.0
3066;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2011;0.0
3067;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2012;0.0
3068;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2013;0.0
3069;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2014;0.0
3070;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2015;0.0
3071;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2016;0.0
3072;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2017;0.0
3073;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2018;0.0
3074;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2019;0.0
3075;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2020;0.0
3076;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2021;0.0
3077;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2022;0.0
3078;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2023;0.0
3079;25-28 Metaalprod.- en machine-industrie;Distikstofoxide (N20);2024;
3080;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1990;0.0
3081;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1991 ;0.0
3082;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1992;0.0
3083;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1993 ;0.0
3084;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1994 ;0.0
3085;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1995;0.0
3086;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1996 ;0.0
3087;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1997 ;0.0
3088;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1998 ;0.0
3089;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);1999 ;0.0
3090;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2000;0.0
3091;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2001;0.0
3092;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2002;0.0
3093;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2003;0.0
3094;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2004;0.0
3095;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2005;0.0
3096;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2006;0.0
3097;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2007;0.0
3098;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2008;0.0
3099;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2009;0.0
3100;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2010;0.0
3101;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2011;0.0
3102;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2012;0.0
3103;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2013;0.0
3104;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2014;0.0
3105;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2015;0.0
3106;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2016;0.0
3107;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2017;0.0
3108;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2018;0.0
3109;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2019;0.0
3110;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2020;0.0
3111;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2021;0.0
3112;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2022;0.0
3113;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2023;0.0
3114;25-28 Metaalprod.- en machine-industrie;Methaan (CH4);2024;
3115;25-28 Metaalprod.- en machine-industrie;F-gassen;1990;0.0
3116;25-28 Metaalprod.- en machine-industrie;F-gassen;1991 ;0.0
3117;25-28 Metaalprod.- en machine-industrie;F-gassen;1992;0.0
3118;25-28 Metaalprod.- en machine-industrie;F-gassen;1993 ;0.0
3119;25-28 Metaalprod.- en machine-industrie;F-gassen;1994 ;0.0
3120;25-28 Metaalprod.- en machine-industrie;F-gassen;1995;0.0
3121;25-28 Metaalprod.- en machine-industrie;F-gassen;1996 ;0.1
3122;25-28 Metaalprod.- en machine-industrie;F-gassen;1997 ;0.1
3123;25-28 Metaalprod.- en machine-industrie;F-gassen;1998 ;0.1
3124;25-28 Metaalprod.- en machine-industrie;F-gassen;1999 ;0.2
3125;25-28 Metaalprod.- en machine-industrie;F-gassen;2000;0.2
3126;25-28 Metaalprod.- en machine-industrie;F-gassen;2001;0.2
3127;25-28 Metaalprod.- en machine-industrie;F-gassen;2002;0.1
3128;25-28 Metaalprod.- en machine-industrie;F-gassen;2003;0.2
3129;25-28 Metaalprod.- en machine-industrie;F-gassen;2004;0.2
3130;25-28 Metaalprod.- en machine-industrie;F-gassen;2005;0.2
3131;25-28 Metaalprod.- en machine-industrie;F-gassen;2006;0.2
3132;25-28 Metaalprod.- en machine-industrie;F-gassen;2007;0.3
3133;25-28 Metaalprod.- en machine-industrie;F-gassen;2008;0.2
3134;25-28 Metaalprod.- en machine-industrie;F-gassen;2009;0.2
3135;25-28 Metaalprod.- en machine-industrie;F-gassen;2010;0.2
