ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Nationaliteit;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;EmigratieExclusiefAdministratieveC_3;MigratiesaldoInclusiefAdministratie_4;MigratiesaldoExclusiefAdministratie_5;AdministratieveOpnemingen_6;AdministratieveAfvoeringen_7;SaldoAdministratieveCorrecties_8
1566;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1987;1933.0;896.0;847.0;1037.0;1086.0;37.0;86.0;-49.0
1567;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1988;1801.0;974.0;916.0;827.0;885.0;20.0;78.0;-58.0
1568;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1989;1822.0;1080.0;991.0;742.0;831.0;36.0;125.0;-89.0
1569;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1990;2087.0;984.0;898.0;1103.0;1189.0;44.0;130.0;-86.0
1570;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1991;1980.0;1116.0;1017.0;864.0;963.0;41.0;140.0;-99.0
1571;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1992;2019.0;1096.0;977.0;923.0;1042.0;50.0;169.0;-119.0
1572;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1993;1953.0;1041.0;940.0;912.0;1013.0;68.0;169.0;-101.0
1573;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1994;1728.0;1162.0;1007.0;566.0;721.0;77.0;232.0;-155.0
1574;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1995;1500.0;1157.0;1029.0;343.0;471.0;87.0;215.0;-128.0
1575;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1996;1338.0;1081.0;1026.0;257.0;312.0;189.0;244.0;-55.0
1576;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1997;1538.0;1097.0;983.0;441.0;555.0;75.0;189.0;-114.0
1577;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1998;1863.0;989.0;900.0;874.0;963.0;88.0;177.0;-89.0
1578;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;1999;2443.0;1040.0;911.0;1403.0;1532.0;98.0;227.0;-129.0
1579;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2000;2464.0;1232.0;1103.0;1232.0;1361.0;120.0;249.0;-129.0
1580;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2001;2535.0;1299.0;1137.0;1236.0;1398.0;152.0;314.0;-162.0
1581;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2002;2057.0;1205.0;1025.0;852.0;1032.0;157.0;337.0;-180.0
1582;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2003;2059.0;1516.0;1164.0;543.0;895.0;154.0;506.0;-352.0
1583;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2004;1877.0;1531.0;1308.0;346.0;569.0;160.0;383.0;-223.0
1584;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2005;1346.0;1670.0;1385.0;-324.0;-39.0;140.0;425.0;-285.0
1585;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2006;1275.0;1739.0;1476.0;-464.0;-201.0;178.0;441.0;-263.0
1586;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2007;1406.0;1638.0;1449.0;-232.0;-43.0;202.0;391.0;-189.0
1587;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2008;1725.0;1501.0;1343.0;224.0;382.0;199.0;357.0;-158.0
1588;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2009;1533.0;1341.0;1177.0;192.0;356.0;201.0;365.0;-164.0
1589;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2010;2206.0;1479.0;1247.0;727.0;959.0;143.0;375.0;-232.0
1590;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2011;2276.0;1658.0;1431.0;618.0;845.0;154.0;381.0;-227.0
1591;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2012;2162.0;1733.0;1473.0;429.0;689.0;146.0;406.0;-260.0
1592;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2013;2249.0;1880.0;1605.0;369.0;644.0;138.0;413.0;-275.0
1593;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2014;2409.0;1789.0;1545.0;620.0;864.0;139.0;383.0;-244.0
1594;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2015;2851.0;1791.0;1629.0;1060.0;1222.0;114.0;276.0;-162.0
1595;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2016;3019.0;1841.0;1644.0;1178.0;1375.0;82.0;279.0;-197.0
1596;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2017;2787.0;1744.0;1541.0;1043.0;1246.0;90.0;293.0;-203.0
1597;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Totaal Nederlands en niet-Nederlands;2018;2841.0;1596.0;1457.0;1245.0;1384.0;86.0;225.0;-139.0
1598;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1972;861.0;;796.0;;65.0;;;
1599;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1973;935.0;;792.0;;143.0;;;
1600;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1974;1060.0;;695.0;;365.0;;;
1601;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1975;1589.0;;651.0;;938.0;;;
1602;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1976;676.0;;643.0;;33.0;;;
1603;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1977;657.0;673.0;668.0;-16.0;-11.0;5.0;10.0;-5.0
1604;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1978;576.0;618.0;619.0;-42.0;-43.0;9.0;8.0;1.0
1605;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1979;607.0;627.0;625.0;-20.0;-18.0;5.0;7.0;-2.0
1606;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1980;584.0;645.0;644.0;-61.0;-60.0;12.0;13.0;-1.0
1607;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1981;549.0;694.0;691.0;-145.0;-142.0;6.0;9.0;-3.0
1608;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1982;590.0;718.0;707.0;-128.0;-117.0;7.0;18.0;-11.0
1609;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1983;564.0;572.0;563.0;-8.0;1.0;8.0;17.0;-9.0
1610;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1984;563.0;522.0;511.0;41.0;52.0;13.0;24.0;-11.0
1611;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1985;687.0;543.0;545.0;144.0;142.0;22.0;20.0;2.0
1612;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1986;763.0;626.0;605.0;137.0;158.0;20.0;41.0;-21.0
1613;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1987;809.0;609.0;584.0;200.0;225.0;17.0;42.0;-25.0
1614;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1988;754.0;634.0;622.0;120.0;132.0;13.0;25.0;-12.0
1615;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1989;736.0;703.0;680.0;33.0;56.0;21.0;44.0;-23.0
1616;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1990;819.0;677.0;655.0;142.0;164.0;23.0;45.0;-22.0
1617;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1991;814.0;750.0;719.0;64.0;95.0;26.0;57.0;-31.0
1618;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1992;799.0;699.0;663.0;100.0;136.0;29.0;65.0;-36.0
1619;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1993;647.0;711.0;678.0;-64.0;-31.0;32.0;65.0;-33.0
1620;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1994;647.0;777.0;720.0;-130.0;-73.0;36.0;93.0;-57.0
1621;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1995;660.0;808.0;752.0;-148.0;-92.0;32.0;88.0;-56.0
1622;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1996;600.0;817.0;756.0;-217.0;-156.0;30.0;91.0;-61.0
1623;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1997;695.0;797.0;744.0;-102.0;-49.0;36.0;89.0;-53.0
1624;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1998;869.0;716.0;686.0;153.0;183.0;43.0;73.0;-30.0
1625;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;1999;1135.0;759.0;675.0;376.0;460.0;42.0;126.0;-84.0
1626;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2000;1148.0;880.0;823.0;268.0;325.0;59.0;116.0;-57.0
1627;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2001;1139.0;970.0;883.0;169.0;256.0;86.0;173.0;-87.0
1628;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2002;926.0;886.0;797.0;40.0;129.0;88.0;177.0;-89.0
1629;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2003;987.0;1039.0;899.0;-52.0;88.0;99.0;239.0;-140.0
1630;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2004;810.0;1128.0;1024.0;-318.0;-214.0;119.0;223.0;-104.0
1631;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2005;531.0;1278.0;1122.0;-747.0;-591.0;98.0;254.0;-156.0
1632;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2006;592.0;1371.0;1210.0;-779.0;-618.0;131.0;292.0;-161.0
1633;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2007;648.0;1295.0;1152.0;-647.0;-504.0;152.0;295.0;-143.0
1634;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2008;806.0;1143.0;1033.0;-337.0;-227.0;149.0;259.0;-110.0
1635;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2009;737.0;917.0;839.0;-180.0;-102.0;140.0;218.0;-78.0
1636;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2010;1191.0;964.0;851.0;227.0;340.0;127.0;240.0;-113.0
1637;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2011;1131.0;1077.0;981.0;54.0;150.0;120.0;216.0;-96.0
1638;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2012;1008.0;1082.0;959.0;-74.0;49.0;121.0;244.0;-123.0
1639;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2013;992.0;1152.0;1041.0;-160.0;-49.0;108.0;219.0;-111.0
1640;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2014;995.0;1080.0;976.0;-85.0;19.0;113.0;217.0;-104.0
1641;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2015;1012.0;1075.0;1017.0;-63.0;-5.0;82.0;140.0;-58.0
1642;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2016;1045.0;1008.0;945.0;37.0;100.0;67.0;130.0;-63.0
1643;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2017;1075.0;881.0;817.0;194.0;258.0;70.0;134.0;-64.0
1644;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Nederlands;2018;1174.0;766.0;728.0;408.0;446.0;58.0;96.0;-38.0
1645;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1972;1061.0;;539.0;;522.0;;;
1646;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1973;1071.0;;593.0;;478.0;;;
1647;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1974;1069.0;;551.0;;518.0;;;
1648;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1975;1285.0;;484.0;;801.0;;;
1649;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1976;1366.0;;560.0;;806.0;;;
1650;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1977;1265.0;570.0;559.0;695.0;706.0;8.0;19.0;-11.0
1651;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1978;1595.0;538.0;537.0;1057.0;1058.0;22.0;23.0;-1.0
1652;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1979;1925.0;489.0;486.0;1436.0;1439.0;15.0;18.0;-3.0
1653;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1980;2083.0;474.0;466.0;1609.0;1617.0;15.0;23.0;-8.0
1654;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1981;1392.0;517.0;502.0;875.0;890.0;12.0;27.0;-15.0
1655;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1982;1150.0;572.0;535.0;578.0;615.0;13.0;50.0;-37.0
1656;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1983;1050.0;540.0;519.0;510.0;531.0;9.0;30.0;-21.0
1657;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1984;1043.0;484.0;465.0;559.0;578.0;9.0;28.0;-19.0
1658;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1985;1261.0;358.0;338.0;903.0;923.0;14.0;34.0;-20.0
1659;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1986;1247.0;305.0;294.0;942.0;953.0;11.0;22.0;-11.0
1660;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1987;1124.0;287.0;263.0;837.0;861.0;20.0;44.0;-24.0
1661;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1988;1047.0;340.0;294.0;707.0;753.0;7.0;53.0;-46.0
1662;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1989;1086.0;377.0;311.0;709.0;775.0;15.0;81.0;-66.0
1663;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1990;1268.0;307.0;243.0;961.0;1025.0;21.0;85.0;-64.0
1664;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1991;1166.0;366.0;298.0;800.0;868.0;15.0;83.0;-68.0
1665;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1992;1220.0;397.0;314.0;823.0;906.0;21.0;104.0;-83.0
1666;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1993;1306.0;330.0;262.0;976.0;1044.0;36.0;104.0;-68.0
1667;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1994;1081.0;385.0;287.0;696.0;794.0;41.0;139.0;-98.0
1668;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1995;840.0;349.0;277.0;491.0;563.0;55.0;127.0;-72.0
1669;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1996;738.0;264.0;270.0;474.0;468.0;159.0;153.0;6.0
1670;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1997;843.0;300.0;239.0;543.0;604.0;39.0;100.0;-61.0
1671;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1998;994.0;273.0;214.0;721.0;780.0;45.0;104.0;-59.0
1672;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;1999;1308.0;281.0;236.0;1027.0;1072.0;56.0;101.0;-45.0
1673;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2000;1316.0;352.0;280.0;964.0;1036.0;61.0;133.0;-72.0
1674;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2001;1396.0;329.0;254.0;1067.0;1142.0;66.0;141.0;-75.0
1675;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2002;1131.0;319.0;228.0;812.0;903.0;69.0;160.0;-91.0
1676;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2003;1072.0;477.0;265.0;595.0;807.0;55.0;267.0;-212.0
1677;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2004;1067.0;403.0;284.0;664.0;783.0;41.0;160.0;-119.0
1678;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2005;815.0;392.0;263.0;423.0;552.0;42.0;171.0;-129.0
1679;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2006;683.0;368.0;266.0;315.0;417.0;47.0;149.0;-102.0
1680;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2007;758.0;343.0;297.0;415.0;461.0;50.0;96.0;-46.0
1681;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2008;919.0;358.0;310.0;561.0;609.0;50.0;98.0;-48.0
1682;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2009;796.0;424.0;338.0;372.0;458.0;61.0;147.0;-86.0
1683;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2010;1015.0;515.0;396.0;500.0;619.0;16.0;135.0;-119.0
1684;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2011;1145.0;581.0;450.0;564.0;695.0;34.0;165.0;-131.0
1685;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2012;1154.0;651.0;514.0;503.0;640.0;25.0;162.0;-137.0
1686;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2013;1257.0;728.0;564.0;529.0;693.0;30.0;194.0;-164.0
1687;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2014;1414.0;709.0;569.0;705.0;845.0;26.0;166.0;-140.0
1688;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2015;1839.0;716.0;612.0;1123.0;1227.0;32.0;136.0;-104.0
1689;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2016;1974.0;833.0;699.0;1141.0;1275.0;15.0;149.0;-134.0
1690;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2017;1712.0;863.0;724.0;849.0;988.0;20.0;159.0;-139.0
1691;Totaal mannen en vrouwen;1 jaar;Ongehuwd;Niet-Nederlands;2018;1667.0;830.0;729.0;837.0;938.0;28.0;129.0;-101.0
1692;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1972;;;;;;;;
1693;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1973;;;;;;;;
1694;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1974;;;;;;;;
1695;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1975;;;;;;;;
1696;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1976;;;;;;;;
1697;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1977;;;;;;;;
1698;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1978;;;;;;;;
1699;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1979;;;;;;;;
1700;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1980;;;;;;;;
1701;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1981;;;;;;;;
1702;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1982;;;;;;;;
1703;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1983;;;;;;;;
1704;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1984;;;;;;;;
1705;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1985;;;;;;;;
1706;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1986;;;;;;;;
1707;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1987;;;;;;;;
1708;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1988;;;;;;;;
1709;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1989;;;;;;;;
1710;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1990;;;;;;;;
1711;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1991;;;;;;;;
1712;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1992;;;;;;;;
1713;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1993;;;;;;;;
1714;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1994;;;;;;;;
1715;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1995;;;;;;;;
1716;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1996;;;;;;;;
1717;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1997;;;;;;;;
1718;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1998;;;;;;;;
1719;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;1999;;;;;;;;
1720;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2000;;;;;;;;
1721;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2001;;;;;;;;
1722;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2002;;;;;;;;
1723;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2003;;;;;;;;
1724;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2004;;;;;;;;
1725;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2005;;;;;;;;
1726;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2006;;;;;;;;
1727;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2007;;;;;;;;
1728;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2008;;;;;;;;
1729;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2009;;;;;;;;
1730;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2010;;;;;;;;
1731;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2011;;;;;;;;
1732;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2012;;;;;;;;
1733;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2013;;;;;;;;
1734;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2014;;;;;;;;
1735;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2015;;;;;;;;
1736;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2016;;;;;;;;
1737;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2017;;;;;;;;
1738;Totaal mannen en vrouwen;1 jaar;Gehuwd;Totaal Nederlands en niet-Nederlands;2018;;;;;;;;
1739;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1972;;;;;;;;
1740;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1973;;;;;;;;
1741;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1974;;;;;;;;
1742;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1975;;;;;;;;
1743;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1976;;;;;;;;
1744;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1977;;;;;;;;
1745;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1978;;;;;;;;
1746;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1979;;;;;;;;
1747;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1980;;;;;;;;
1748;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1981;;;;;;;;
1749;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1982;;;;;;;;
1750;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1983;;;;;;;;
1751;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1984;;;;;;;;
1752;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1985;;;;;;;;
1753;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1986;;;;;;;;
1754;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1987;;;;;;;;
1755;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1988;;;;;;;;
1756;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1989;;;;;;;;
1757;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1990;;;;;;;;
1758;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1991;;;;;;;;
1759;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1992;;;;;;;;
1760;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1993;;;;;;;;
1761;Totaal mannen en vrouwen;1 jaar;Gehuwd;Nederlands;1994;;;;;;;;
