ID;Financieringsvorm;Wijken;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijken_4;WmoClienten_5;WmoClientenPer1000Inwoners_6
31;Totaal;Achtkarspelen;1e halfjaar 2024;Achtkarspelen                           ;Gemeente ;GM0059  ;1.0;1575.0;56.0
32;Totaal;Wijk 00 Noord;1e halfjaar 2024;Wijk 00 Noord                           ;Wijk     ;WK005900;1.0;670.0;55.0
33;Totaal;Wijk 01 Centrum;1e halfjaar 2024;Wijk 01 Centrum                         ;Wijk     ;WK005901;1.0;145.0;45.0
34;Totaal;Wijk 02 Zuid;1e halfjaar 2024;Wijk 02 Zuid                            ;Wijk     ;WK005902;1.0;755.0;59.0
35;Totaal;Alblasserdam;1e halfjaar 2024;Alblasserdam                            ;Gemeente ;GM0482  ;1.0;1330.0;66.0
36;Totaal;Wijk 01 Centrum;1e halfjaar 2024;Wijk 01 Centrum                         ;Wijk     ;WK048201;1.0;320.0;65.0
37;Totaal;Wijk 02 Kinderdijk;1e halfjaar 2024;Wijk 02 Kinderdijk                      ;Wijk     ;WK048202;1.0;255.0;66.0
38;Totaal;Wijk 03 Blokweer;1e halfjaar 2024;Wijk 03 Blokweer                        ;Wijk     ;WK048203;1.0;375.0;51.0
39;Totaal;Wijk 04 Souburgh;1e halfjaar 2024;Wijk 04 Souburgh                        ;Wijk     ;WK048204;1.0;350.0;92.0
40;Totaal;Wijk 05 Bedrijventerrein;1e halfjaar 2024;Wijk 05 Bedrijventerrein                ;Wijk     ;WK048205;1.0;;
41;Totaal;Wijk 06 Landelijk gebied;1e halfjaar 2024;Wijk 06 Landelijk gebied                ;Wijk     ;WK048206;1.0;;
42;Totaal;Albrandswaard;1e halfjaar 2024;Albrandswaard                           ;Gemeente ;GM0613  ;1.0;1380.0;52.0
43;Totaal;Wijk 01 Poortugaal-Noord;1e halfjaar 2024;Wijk 01 Poortugaal-Noord                ;Wijk     ;WK061301;1.0;75.0;29.0
44;Totaal;Wijk 02 Rhoon-Noord;1e halfjaar 2024;Wijk 02 Rhoon-Noord                     ;Wijk     ;WK061302;1.0;95.0;47.0
45;Totaal;Wijk 03 Poortugaal-Zuid;1e halfjaar 2024;Wijk 03 Poortugaal-Zuid                 ;Wijk     ;WK061303;1.0;490.0;70.0
46;Totaal;Wijk 04 Rhoon-Zuid;1e halfjaar 2024;Wijk 04 Rhoon-Zuid                      ;Wijk     ;WK061304;1.0;420.0;60.0
47;Totaal;Wijk 05 Buitengebied Albrandswaard;1e halfjaar 2024;Wijk 05 Buitengebied Albrandswaard      ;Wijk     ;WK061305;1.0;;
48;Totaal;Wijk 06 Portland;1e halfjaar 2024;Wijk 06 Portland                        ;Wijk     ;WK061306;1.0;315.0;42.0
49;Totaal;Wijk 07 Rotterdam-Albrandswaard;1e halfjaar 2024;Wijk 07 Rotterdam-Albrandswaard         ;Wijk     ;WK061307;1.0;;
50;Totaal;Alkmaar;1e halfjaar 2024;Alkmaar                                 ;Gemeente ;GM0361  ;1.0;7070.0;63.0
51;Totaal;Zuid;1e halfjaar 2024;Zuid                                    ;Wijk     ;WK036101;1.0;1060.0;73.0
52;Totaal;Oudorp;1e halfjaar 2024;Oudorp                                  ;Wijk     ;WK036102;1.0;845.0;62.0
53;Totaal;Overdie;1e halfjaar 2024;Overdie                                 ;Wijk     ;WK036103;1.0;610.0;75.0
54;Totaal;West;1e halfjaar 2024;West                                    ;Wijk     ;WK036104;1.0;825.0;64.0
55;Totaal;Huiswaard;1e halfjaar 2024;Huiswaard                               ;Wijk     ;WK036105;1.0;625.0;81.0
56;Totaal;De Mare;1e halfjaar 2024;De Mare                                 ;Wijk     ;WK036106;1.0;1160.0;75.0
57;Totaal;Daalmeer/Koedijk;1e halfjaar 2024;Daalmeer/Koedijk                        ;Wijk     ;WK036107;1.0;765.0;60.0
58;Totaal;Centrum;1e halfjaar 2024;Centrum                                 ;Wijk     ;WK036108;1.0;330.0;35.0
59;Totaal;Schermer;1e halfjaar 2024;Schermer                                ;Wijk     ;WK036109;1.0;225.0;40.0
60;Totaal;Graft-De Rijp;1e halfjaar 2024;Graft-De Rijp                           ;Wijk     ;WK036110;1.0;340.0;51.0
61;Totaal;Vroonermeer;1e halfjaar 2024;Vroonermeer                             ;Wijk     ;WK036111;1.0;135.0;26.0
62;Totaal;Almelo;1e halfjaar 2024;Almelo                                  ;Gemeente ;GM0141  ;1.0;5280.0;71.0
63;Totaal;Binnenstad;1e halfjaar 2024;Binnenstad                              ;Wijk     ;WK014110;1.0;685.0;122.0
64;Totaal;De Riet;1e halfjaar 2024;De Riet                                 ;Wijk     ;WK014111;1.0;580.0;81.0
65;Totaal;Noorderkwartier;1e halfjaar 2024;Noorderkwartier                         ;Wijk     ;WK014112;1.0;370.0;56.0
66;Totaal;Sluitersveld;1e halfjaar 2024;Sluitersveld                            ;Wijk     ;WK014113;1.0;460.0;66.0
67;Totaal;Wierdense Hoek;1e halfjaar 2024;Wierdense Hoek                          ;Wijk     ;WK014114;1.0;610.0;94.0
68;Totaal;Nieuwstraat-Kwartier;1e halfjaar 2024;Nieuwstraat-Kwartier                    ;Wijk     ;WK014115;1.0;270.0;83.0
69;Totaal;Ossenkoppelerhoek;1e halfjaar 2024;Ossenkoppelerhoek                       ;Wijk     ;WK014116;1.0;455.0;70.0
70;Totaal;Hofkamp;1e halfjaar 2024;Hofkamp                                 ;Wijk     ;WK014117;1.0;240.0;64.0
71;Totaal;Schelfhorst;1e halfjaar 2024;Schelfhorst                             ;Wijk     ;WK014118;1.0;780.0;73.0
72;Totaal;Windmolenbroek;1e halfjaar 2024;Windmolenbroek                          ;Wijk     ;WK014119;1.0;565.0;41.0
73;Totaal;Aadorp;1e halfjaar 2024;Aadorp                                  ;Wijk     ;WK014120;1.0;60.0;40.0
74;Totaal;Bornerbroek;1e halfjaar 2024;Bornerbroek                             ;Wijk     ;WK014121;1.0;70.0;34.0
75;Totaal;Almere;1e halfjaar 2024;Almere                                  ;Gemeente ;GM0034  ;1.0;8805.0;39.0
76;Totaal;Centrum Almere Haven;1e halfjaar 2024;Centrum Almere Haven                    ;Wijk     ;WK003401;1.0;170.0;97.0
77;Totaal;De Werven;1e halfjaar 2024;De Werven                               ;Wijk     ;WK003402;1.0;195.0;68.0
78;Totaal;De Hoven;1e halfjaar 2024;De Hoven                                ;Wijk     ;WK003403;1.0;170.0;68.0
79;Totaal;De Meenten;1e halfjaar 2024;De Meenten                              ;Wijk     ;WK003404;1.0;135.0;61.0
80;Totaal;De Grienden;1e halfjaar 2024;De Grienden                             ;Wijk     ;WK003405;1.0;135.0;58.0
81;Totaal;De Marken;1e halfjaar 2024;De Marken                               ;Wijk     ;WK003406;1.0;165.0;56.0
82;Totaal;De Gouwen;1e halfjaar 2024;De Gouwen                               ;Wijk     ;WK003407;1.0;125.0;46.0
83;Totaal;De Wierden;1e halfjaar 2024;De Wierden                              ;Wijk     ;WK003408;1.0;295.0;80.0
84;Totaal;De Velden;1e halfjaar 2024;De Velden                               ;Wijk     ;WK003409;1.0;20.0;14.0
85;Totaal;Overgooi;1e halfjaar 2024;Overgooi                                ;Wijk     ;WK003410;1.0;10.0;14.0
86;Totaal;De Laren;1e halfjaar 2024;De Laren                                ;Wijk     ;WK003411;1.0;20.0;18.0
87;Totaal;De Steiger;1e halfjaar 2024;De Steiger                              ;Wijk     ;WK003414;1.0;;
88;Totaal;Stichtsekant;1e halfjaar 2024;Stichtsekant                            ;Wijk     ;WK003415;1.0;;
89;Totaal;Overig Almere Haven;1e halfjaar 2024;Overig Almere Haven                     ;Wijk     ;WK003416;1.0;;
90;Totaal;Centrum Almere Stad;1e halfjaar 2024;Centrum Almere Stad                     ;Wijk     ;WK003417;1.0;265.0;42.0
91;Totaal;Filmwijk;1e halfjaar 2024;Filmwijk                                ;Wijk     ;WK003418;1.0;380.0;36.0
92;Totaal;Danswijk;1e halfjaar 2024;Danswijk                                ;Wijk     ;WK003419;1.0;180.0;32.0
93;Totaal;Parkwijk;1e halfjaar 2024;Parkwijk                                ;Wijk     ;WK003420;1.0;240.0;44.0
94;Totaal;Verzetswijk;1e halfjaar 2024;Verzetswijk                             ;Wijk     ;WK003421;1.0;125.0;36.0
95;Totaal;Waterwijk;1e halfjaar 2024;Waterwijk                               ;Wijk     ;WK003422;1.0;355.0;48.0
96;Totaal;Tussen de Vaarten Noord;1e halfjaar 2024;Tussen de Vaarten Noord                 ;Wijk     ;WK003423;1.0;185.0;31.0
97;Totaal;Tussen de Vaarten Zuid;1e halfjaar 2024;Tussen de Vaarten Zuid                  ;Wijk     ;WK003424;1.0;395.0;40.0
98;Totaal;Staatsliedenwijk;1e halfjaar 2024;Staatsliedenwijk                        ;Wijk     ;WK003425;1.0;110.0;46.0
99;Totaal;Kruidenwijk;1e halfjaar 2024;Kruidenwijk                             ;Wijk     ;WK003426;1.0;365.0;46.0
100;Totaal;Stedenwijk;1e halfjaar 2024;Stedenwijk                              ;Wijk     ;WK003427;1.0;585.0;57.0
101;Totaal;Muziekwijk Noord;1e halfjaar 2024;Muziekwijk Noord                        ;Wijk     ;WK003428;1.0;455.0;41.0
102;Totaal;Muziekwijk Zuid;1e halfjaar 2024;Muziekwijk Zuid                         ;Wijk     ;WK003429;1.0;360.0;57.0
103;Totaal;Literatuurwijk;1e halfjaar 2024;Literatuurwijk                          ;Wijk     ;WK003430;1.0;305.0;32.0
104;Totaal;Noorderplassen;1e halfjaar 2024;Noorderplassen                          ;Wijk     ;WK003431;1.0;65.0;8.0
105;Totaal;Hortus;1e halfjaar 2024;Hortus                                  ;Wijk     ;WK003432;1.0;15.0;57.0
106;Totaal;Randstad;1e halfjaar 2024;Randstad                                ;Wijk     ;WK003434;1.0;;
107;Totaal;Markerkant;1e halfjaar 2024;Markerkant                              ;Wijk     ;WK003435;1.0;;
108;Totaal;Hollandsekant;1e halfjaar 2024;Hollandsekant                           ;Wijk     ;WK003436;1.0;;
109;Totaal;Gooisekant;1e halfjaar 2024;Gooisekant                              ;Wijk     ;WK003437;1.0;;
110;Totaal;Veluwsekant;1e halfjaar 2024;Veluwsekant                             ;Wijk     ;WK003438;1.0;;
111;Totaal;Sallandsekant;1e halfjaar 2024;Sallandsekant                           ;Wijk     ;WK003439;1.0;;
112;Totaal;Overig Almere Stad;1e halfjaar 2024;Overig Almere Stad                      ;Wijk     ;WK003440;1.0;;
113;Totaal;Centrum Almere Buiten;1e halfjaar 2024;Centrum Almere Buiten                   ;Wijk     ;WK003441;1.0;210.0;84.0
114;Totaal;Oostvaardersbuurt;1e halfjaar 2024;Oostvaardersbuurt                       ;Wijk     ;WK003442;1.0;145.0;25.0
115;Totaal;Seizoenenbuurt;1e halfjaar 2024;Seizoenenbuurt                          ;Wijk     ;WK003443;1.0;140.0;27.0
116;Totaal;Molenbuurt;1e halfjaar 2024;Molenbuurt                              ;Wijk     ;WK003444;1.0;225.0;57.0
117;Totaal;Bouwmeesterbuurt;1e halfjaar 2024;Bouwmeesterbuurt                        ;Wijk     ;WK003445;1.0;210.0;48.0
118;Totaal;Landgoederenbuurt;1e halfjaar 2024;Landgoederenbuurt                       ;Wijk     ;WK003446;1.0;145.0;36.0
119;Totaal;Faunabuurt;1e halfjaar 2024;Faunabuurt                              ;Wijk     ;WK003447;1.0;140.0;32.0
120;Totaal;Bloemenbuurt;1e halfjaar 2024;Bloemenbuurt                            ;Wijk     ;WK003448;1.0;285.0;54.0
121;Totaal;Regenboogbuurt;1e halfjaar 2024;Regenboogbuurt                          ;Wijk     ;WK003449;1.0;145.0;28.0
122;Totaal;Indischebuurt;1e halfjaar 2024;Indischebuurt                           ;Wijk     ;WK003450;1.0;135.0;42.0
123;Totaal;Eilandenbuurt;1e halfjaar 2024;Eilandenbuurt                           ;Wijk     ;WK003451;1.0;155.0;26.0
124;Totaal;Stripheldenbuurt;1e halfjaar 2024;Stripheldenbuurt                        ;Wijk     ;WK003452;1.0;180.0;25.0
125;Totaal;Sieradenbuurt;1e halfjaar 2024;Sieradenbuurt                           ;Wijk     ;WK003453;1.0;25.0;24.0
126;Totaal;Poldervlak;1e halfjaar 2024;Poldervlak                              ;Wijk     ;WK003456;1.0;;
127;Totaal;De Vaart;1e halfjaar 2024;De Vaart                                ;Wijk     ;WK003457;1.0;;
128;Totaal;Buitenvaart;1e halfjaar 2024;Buitenvaart                             ;Wijk     ;WK003458;1.0;;
129;Totaal;Overig Almere Buiten;1e halfjaar 2024;Overig Almere Buiten                    ;Wijk     ;WK003459;1.0;;
130;Totaal;Europakwartier Oost;1e halfjaar 2024;Europakwartier Oost                     ;Wijk     ;WK003460;1.0;20.0;24.0
131;Totaal;Europakwartier West;1e halfjaar 2024;Europakwartier West                     ;Wijk     ;WK003461;1.0;130.0;27.0
132;Totaal;Columbuskwartier;1e halfjaar 2024;Columbuskwartier                        ;Wijk     ;WK003462;1.0;75.0;23.0
133;Totaal;Homeruskwartier;1e halfjaar 2024;Homeruskwartier                         ;Wijk     ;WK003463;1.0;130.0;16.0
134;Totaal;Olympiakwartier Oost;1e halfjaar 2024;Olympiakwartier Oost                    ;Wijk     ;WK003464;1.0;;
135;Totaal;Olympiakwartier West;1e halfjaar 2024;Olympiakwartier West                    ;Wijk     ;WK003465;1.0;15.0;11.0
136;Totaal;Duin;1e halfjaar 2024;Duin                                    ;Wijk     ;WK003466;1.0;70.0;21.0
137;Totaal;Hogekant;1e halfjaar 2024;Hogekant                                ;Wijk     ;WK003471;1.0;;
138;Totaal;Middenkant;1e halfjaar 2024;Middenkant                              ;Wijk     ;WK003472;1.0;;
139;Totaal;Lagekant;1e halfjaar 2024;Lagekant                                ;Wijk     ;WK003473;1.0;;
140;Totaal;Overig Almere Poort;1e halfjaar 2024;Overig Almere Poort                     ;Wijk     ;WK003474;1.0;;
141;Totaal;Vogelhorst;1e halfjaar 2024;Vogelhorst                              ;Wijk     ;WK003475;1.0;25.0;16.0
142;Totaal;Nobelhorst;1e halfjaar 2024;Nobelhorst                              ;Wijk     ;WK003476;1.0;50.0;12.0
143;Totaal;Oosterwold;1e halfjaar 2024;Oosterwold                              ;Wijk     ;WK003477;1.0;70.0;13.0
144;Totaal;Twentsekant;1e halfjaar 2024;Twentsekant                             ;Wijk     ;WK003479;1.0;;
145;Totaal;Overig Almere Hout;1e halfjaar 2024;Overig Almere Hout                      ;Wijk     ;WK003485;1.0;;
146;Totaal;Overig Almere Pampus;1e halfjaar 2024;Overig Almere Pampus                    ;Wijk     ;WK003496;1.0;;
147;Totaal;Alphen aan den Rijn;1e halfjaar 2024;Alphen aan den Rijn                     ;Gemeente ;GM0484  ;1.0;3950.0;34.0
148;Totaal;Oudshoorn;1e halfjaar 2024;Oudshoorn                               ;Wijk     ;WK048401;1.0;360.0;37.0
149;Totaal;Ridderveld;1e halfjaar 2024;Ridderveld                              ;Wijk     ;WK048402;1.0;680.0;50.0
150;Totaal;Zegersloot;1e halfjaar 2024;Zegersloot                              ;Wijk     ;WK048403;1.0;375.0;37.0
151;Totaal;Hoorn;1e halfjaar 2024;Hoorn                                   ;Wijk     ;WK048404;1.0;280.0;53.0
152;Totaal;Hoge Zijde;1e halfjaar 2024;Hoge Zijde                              ;Wijk     ;WK048405;1.0;295.0;36.0
153;Totaal;Lage Zijde;1e halfjaar 2024;Lage Zijde                              ;Wijk     ;WK048406;1.0;285.0;30.0
154;Totaal;Steekterpolder;1e halfjaar 2024;Steekterpolder                          ;Wijk     ;WK048407;1.0;25.0;27.0
155;Totaal;Kerk en Zanen;1e halfjaar 2024;Kerk en Zanen                           ;Wijk     ;WK048408;1.0;485.0;27.0
156;Totaal;Rietveld;1e halfjaar 2024;Rietveld                                ;Wijk     ;WK048409;1.0;;
157;Totaal;Benthuizen;1e halfjaar 2024;Benthuizen                              ;Wijk     ;WK048431;1.0;105.0;29.0
158;Totaal;Aarlanderveen;1e halfjaar 2024;Aarlanderveen                           ;Wijk     ;WK048445;1.0;35.0;30.0
159;Totaal;Boskoop;1e halfjaar 2024;Boskoop                                 ;Wijk     ;WK048470;1.0;500.0;30.0
160;Totaal;Zwammerdam;1e halfjaar 2024;Zwammerdam                              ;Wijk     ;WK048471;1.0;80.0;44.0
161;Totaal;Hazerswoude-Dorp;1e halfjaar 2024;Hazerswoude-Dorp                        ;Wijk     ;WK048491;1.0;215.0;34.0
162;Totaal;Hazerswoude-Rijndijk;1e halfjaar 2024;Hazerswoude-Rijndijk                    ;Wijk     ;WK048494;1.0;180.0;31.0
163;Totaal;Koudekerk aan den Rijn;1e halfjaar 2024;Koudekerk aan den Rijn                  ;Wijk     ;WK048496;1.0;150.0;36.0
164;Totaal;Alphen-Chaam;1e halfjaar 2024;Alphen-Chaam                            ;Gemeente ;GM1723  ;1.0;580.0;55.0
165;Totaal;Alphen;1e halfjaar 2024;Alphen                                  ;Wijk     ;WK172301;1.0;230.0;53.0
166;Totaal;Chaam;1e halfjaar 2024;Chaam                                   ;Wijk     ;WK172302;1.0;295.0;69.0
167;Totaal;Strijbeek;1e halfjaar 2024;Strijbeek                               ;Wijk     ;WK172303;1.0;15.0;42.0
168;Totaal;Galder;1e halfjaar 2024;Galder                                  ;Wijk     ;WK172304;1.0;35.0;32.0
169;Totaal;Ulvenhout AC;1e halfjaar 2024;Ulvenhout AC                            ;Wijk     ;WK172305;1.0;;
170;Totaal;Bavel AC;1e halfjaar 2024;Bavel AC                                ;Wijk     ;WK172306;1.0;;
171;Totaal;Altena;1e halfjaar 2024;Altena                                  ;Gemeente ;GM1959  ;1.0;3365.0;58.0
172;Totaal;Werkendam;1e halfjaar 2024;Werkendam                               ;Wijk     ;WK195901;1.0;635.0;55.0
173;Totaal;Sleeuwijk;1e halfjaar 2024;Sleeuwijk                               ;Wijk     ;WK195902;1.0;385.0;63.0
174;Totaal;Nieuwendijk;1e halfjaar 2024;Nieuwendijk                             ;Wijk     ;WK195903;1.0;230.0;61.0
175;Totaal;Hank;1e halfjaar 2024;Hank                                    ;Wijk     ;WK195904;1.0;280.0;65.0
176;Totaal;Dussen;1e halfjaar 2024;Dussen                                  ;Wijk     ;WK195905;1.0;180.0;69.0
177;Totaal;Woudrichem;1e halfjaar 2024;Woudrichem                              ;Wijk     ;WK195906;1.0;305.0;66.0
178;Totaal;Rijswijk (NB);1e halfjaar 2024;Rijswijk (NB)                           ;Wijk     ;WK195907;1.0;135.0;67.0
179;Totaal;Uitwijk;1e halfjaar 2024;Uitwijk                                 ;Wijk     ;WK195908;1.0;10.0;31.0
180;Totaal;Waardhuizen;1e halfjaar 2024;Waardhuizen                             ;Wijk     ;WK195909;1.0;;
181;Totaal;Giessen;1e halfjaar 2024;Giessen                                 ;Wijk     ;WK195910;1.0;70.0;41.0
182;Totaal;Andel;1e halfjaar 2024;Andel                                   ;Wijk     ;WK195911;1.0;150.0;54.0
183;Totaal;Almkerk;1e halfjaar 2024;Almkerk                                 ;Wijk     ;WK195912;1.0;200.0;52.0
184;Totaal;Veen;1e halfjaar 2024;Veen                                    ;Wijk     ;WK195913;1.0;135.0;42.0
185;Totaal;Wijk en Aalburg;1e halfjaar 2024;Wijk en Aalburg                         ;Wijk     ;WK195914;1.0;445.0;63.0
186;Totaal;Babyloniënbroek;1e halfjaar 2024;Babylonienbroek                         ;Wijk     ;WK195915;1.0;15.0;37.0
187;Totaal;Meeuwen;1e halfjaar 2024;Meeuwen                                 ;Wijk     ;WK195916;1.0;35.0;44.0
188;Totaal;Eethen;1e halfjaar 2024;Eethen                                  ;Wijk     ;WK195917;1.0;45.0;53.0
189;Totaal;Drongelen;1e halfjaar 2024;Drongelen                               ;Wijk     ;WK195918;1.0;20.0;49.0
190;Totaal;Genderen;1e halfjaar 2024;Genderen                                ;Wijk     ;WK195919;1.0;90.0;52.0
191;Totaal;Ameland;1e halfjaar 2024;Ameland                                 ;Gemeente ;GM0060  ;1.0;245.0;64.0
192;Totaal;Wijk 00;1e halfjaar 2024;Wijk 00                                 ;Wijk     ;WK006000;1.0;235.0;61.0
193;Totaal;Amersfoort;1e halfjaar 2024;Amersfoort                              ;Gemeente ;GM0307  ;1.0;10020.0;62.0
194;Totaal;Stadskern;1e halfjaar 2024;Stadskern                               ;Wijk     ;WK030701;1.0;445.0;77.0
195;Totaal;Nederberg;1e halfjaar 2024;Nederberg                               ;Wijk     ;WK030702;1.0;125.0;61.0
196;Totaal;Soesterkwartier;1e halfjaar 2024;Soesterkwartier                         ;Wijk     ;WK030703;1.0;830.0;68.0
197;Totaal;Eemkwartier;1e halfjaar 2024;Eemkwartier                             ;Wijk     ;WK030704;1.0;30.0;74.0
198;Totaal;Isselt;1e halfjaar 2024;Isselt                                  ;Wijk     ;WK030705;1.0;;
199;Totaal;De Koppel;1e halfjaar 2024;De Koppel                               ;Wijk     ;WK030706;1.0;255.0;81.0
200;Totaal;Kruiskamp;1e halfjaar 2024;Kruiskamp                               ;Wijk     ;WK030707;1.0;445.0;74.0
201;Totaal;Schothorst-Zuid;1e halfjaar 2024;Schothorst-Zuid                         ;Wijk     ;WK030708;1.0;585.0;130.0
202;Totaal;Schothorst-Noord;1e halfjaar 2024;Schothorst-Noord                        ;Wijk     ;WK030709;1.0;420.0;59.0
203;Totaal;Liendert;1e halfjaar 2024;Liendert                                ;Wijk     ;WK030710;1.0;615.0;74.0
204;Totaal;Rustenburg;1e halfjaar 2024;Rustenburg                              ;Wijk     ;WK030711;1.0;210.0;65.0
205;Totaal;Buitengebied-Oost;1e halfjaar 2024;Buitengebied-Oost                       ;Wijk     ;WK030712;1.0;10.0;19.0
206;Totaal;Schuilenburg;1e halfjaar 2024;Schuilenburg                            ;Wijk     ;WK030713;1.0;400.0;88.0
207;Totaal;Randenbroek;1e halfjaar 2024;Randenbroek                             ;Wijk     ;WK030714;1.0;655.0;88.0
208;Totaal;Vermeerkwartier;1e halfjaar 2024;Vermeerkwartier                         ;Wijk     ;WK030715;1.0;395.0;62.0
209;Totaal;Leusderkwartier;1e halfjaar 2024;Leusderkwartier                         ;Wijk     ;WK030716;1.0;325.0;57.0
210;Totaal;De Berg-Zuid;1e halfjaar 2024;De Berg-Zuid                            ;Wijk     ;WK030717;1.0;320.0;51.0
211;Totaal;De Berg-Noord;1e halfjaar 2024;De Berg-Noord                           ;Wijk     ;WK030718;1.0;85.0;25.0
212;Totaal;Hoogland;1e halfjaar 2024;Hoogland                                ;Wijk     ;WK030719;1.0;495.0;51.0
213;Totaal;Zielhorst;1e halfjaar 2024;Zielhorst                               ;Wijk     ;WK030720;1.0;430.0;55.0
214;Totaal;Kattenbroek;1e halfjaar 2024;Kattenbroek                             ;Wijk     ;WK030721;1.0;590.0;55.0
215;Totaal;Calveen;1e halfjaar 2024;Calveen                                 ;Wijk     ;WK030722;1.0;;
216;Totaal;Nieuwland;1e halfjaar 2024;Nieuwland                               ;Wijk     ;WK030724;1.0;500.0;35.0
217;Totaal;De Hoef;1e halfjaar 2024;De Hoef                                 ;Wijk     ;WK030725;1.0;55.0;106.0
218;Totaal;Hooglanderveen;1e halfjaar 2024;Hooglanderveen                          ;Wijk     ;WK030726;1.0;190.0;39.0
