ID;Landen;Perioden;Hoogopgeleiden_1;AfgestudeerdenInEenBetarichting_2;DeelnameAanOnderwijsEnTrainingen_3;LagerOnderwijs_4;MiddelbaarOnderwijs_5;HogerOnderwijs_6;LagerOnderwijs_7;MiddelbaarOnderwijs_8;HogerOnderwijs_9;TotaalMannenEnVrouwen_10;Mannen_11;Vrouwen_12;TotaalMannenEnVrouwen_13;Mannen_14;Vrouwen_15;TotaalMannenEnVrouwen_16;Mannen_17;Vrouwen_18;ArbeidskostenPerEenheidProductAPEP_19;Totaal_20;InDeIndustrie_21;InDeDienstensector_22;RecenteImmigranten_23;Autochtoon2534Jaar_24;Autochtoon2565Jaar_25;LagerOnderwijs_26;MiddelbaarOnderwijs_27;HogerOnderwijs_28;LagerOnderwijs_29;MiddelbaarOnderwijs_30;HogerOnderwijs_31
365;Verenigd Koninkrijk;2003;28.0;23.8;27.2;66.0;81.5;87.8;5.2;3.5;2.3;;;;;;;;;;95.6;23.6;23.3;23.5;;;;;;;;;
366;Verenigd Koninkrijk;2004;29.3;;29.0;65.4;81.2;87.7;5.3;3.3;2.2;;;;;;;;;;97.3;24.7;24.7;24.5;;;;;;;;;
367;Verenigd Koninkrijk;2005;29.7;19.9;27.6;65.5;81.6;88.0;5.1;3.1;2.1;;;;;;;;;;100.0;24.5;26.0;23.8;;;;;;;;;
368;Verenigd Koninkrijk;2006;34.2;19.3;26.7;65.2;81.3;88.1;6.3;3.8;2.2;495.0;504.0;487.0;515.0;520.0;510.0;495.0;480.0;510.0;102.6;25.5;;;;;;;;;;;
369;Verenigd Koninkrijk;2007;35.5;18.6;20.0;64.9;80.9;87.8;6.5;3.9;2.3;;;;;;;;;;104.5;27.2;;;;;;;;;;;
370;Verenigd Koninkrijk;2008;35.2;18.1;19.9;65.6;82.1;87.8;6.2;3.7;2.0;;;;;;;;;;108.4;;;;;;;;;;;;
371;Verenigd Koninkrijk;2009;37.0;18.1;20.1;56.9;78.3;84.5;9.9;5.8;3.5;492.0;503.0;482.0;514.0;519.0;509.0;494.0;481.0;507.0;114.2;;;;;;;56.3;72.9;84.8;48.7;67.4;79.8
372;Verenigd Koninkrijk;2010;38.2;18.2;19.4;56.0;76.8;85.1;10.3;6.2;3.4;;;;;;;;;;115.5;;;;;;;;;;;;
373;Verenigd Koninkrijk;2011;;;15.8;;;;;;;;;;;;;;;;117.2;;;;;;;;;;;;
374;Verenigde Staten;1990;;;;;;;;;;;;;;;;;;;74.0;;;;;;;;;;;;
375;Verenigde Staten;1991;30.1;;;52.2;74.1;85.4;12.3;6.5;2.9;;;;;;;;;;76.7;;;;;;;;;;;;
376;Verenigde Staten;1992;30.2;;;;;;;;;;;;;;;;;;78.7;;;;;;;;;;;;
377;Verenigde Staten;1993;;;;;;;;;;;;;;;;;;;79.5;;;;;;;;;;;;
378;Verenigde Staten;1994;32.2;;;;;;;;;;;;;;;;;;80.2;;;;;;;;;;;;
379;Verenigde Staten;1995;33.3;;;53.9;75.1;85.8;10.0;5.0;2.7;;;;;;;;;;82.2;;;;;;;;;;;;
380;Verenigde Staten;1996;33.9;;;;;;;;;;;;;;;;;;83.2;;;;;;;;;;;;
381;Verenigde Staten;1997;34.1;;;55.2;75.7;85.4;10.4;4.8;2.3;;;;;;;;;;84.7;;;;;;;;;;;;
382;Verenigde Staten;1998;34.9;15.5;;57.6;75.8;85.3;8.5;4.5;2.1;;;;;;;;;;87.3;;;;;;;;;;;;
383;Verenigde Staten;1999;35.8;15.5;;57.8;76.2;84.6;7.7;3.7;2.1;;;;;;;;;;88.8;;;;;;;;;;;;
384;Verenigde Staten;2000;36.5;15.1;;57.8;76.7;85.0;7.9;3.6;1.8;493.0;497.0;490.0;499.0;497.0;502.0;504.0;490.0;518.0;92.3;;;;;;;;;;;;
385;Verenigde Staten;2001;37.3;15.1;;58.4;76.2;84.4;8.1;3.8;2.1;;;;;;;;;;94.3;;;;;;;;;;;;
386;Verenigde Staten;2002;38.1;;;57.0;74.0;83.2;10.2;5.7;3.0;;;;;;;;;;94.7;;;;;;;;;;;;
387;Verenigde Staten;2003;38.4;15.6;;57.8;73.3;82.2;9.9;6.1;3.4;483.0;486.0;480.0;491.0;494.0;489.0;495.0;479.0;511.0;96.2;;;;;;;;;;;;
388;Verenigde Staten;2004;39.1;12.7;;56.5;72.8;82.0;10.5;5.6;3.3;;;;;;;;;;97.9;;;;;;;;;;;;
389;Verenigde Staten;2005;39.0;13.6;;57.2;72.8;82.5;9.0;5.1;2.6;;;;;;;;;;100.0;;;;30.8;44.2;43.5;;;;;;
390;Verenigde Staten;2006;39.5;13.3;;58.0;73.3;82.7;8.3;4.6;2.5;474.0;479.0;470.0;489.0;489.0;489.0;;;;103.1;;;;;;;35.2;71.7;83.7;62.3;71.6;78.8
391;Verenigde Staten;2007;40.3;13.0;;58.3;73.6;83.3;8.5;4.5;2.1;;;;;;;;;;106.4;;;;;;;35.1;71.6;84.2;61.5;72.2;79.9
392;Verenigde Staten;2008;41.1;12.9;;56.2;72.8;83.1;10.1;5.3;2.4;;;;;;;;;;109.7;;;;;;;;;;;;
393;Verenigde Staten;2009;41.2;12.8;;52.5;68.9;80.8;15.8;9.8;4.9;487.0;497.0;477.0;502.0;509.0;495.0;500.0;488.0;513.0;109.8;;;;;;;37.4;72.2;84.3;58.3;70.6;78.8
394;Verenigde Staten;2010;41.7;12.9;;52.1;67.9;80.0;16.8;11.2;5.3;;;;;;;;;;108.9;;;;;;;;;;;;
395;Verenigde Staten;2011;;;;;;;;;;;;;;;;;;;111.4;;;;;;;;;;;;
396;Zuid-Korea;1990;;;;;;;;;;;;;;;;;;;50.5;;;;;;;;;;;;
397;Zuid-Korea;1991;14.4;;;70.2;70.5;79.8;0.9;1.9;2.7;;;;;;;;;;57.3;;;;;;;;;;;;
398;Zuid-Korea;1992;16.1;;;;;;;;;;;;;;;;;;61.6;;;;;;;;;;;;
399;Zuid-Korea;1993;17.5;;;;;;;;;;;;;;;;;;65.7;;;;;;;;;;;;
400;Zuid-Korea;1994;17.8;;;;;;;;;;;;;;;;;;70.8;;;;;;;;;;;;
401;Zuid-Korea;1995;18.6;;;71.0;71.0;79.8;1.0;1.6;2.0;;;;;;;;;;77.3;;;;;;;;;;;;
402;Zuid-Korea;1996;19.6;;;;;;;;;;;;;;;;;;82.8;;;;;;;;;;;;
403;Zuid-Korea;1997;19.8;;;71.2;71.7;80.2;1.4;2.4;2.3;;;;;;;;;;83.0;;;;;;;;;;;;
404;Zuid-Korea;1998;22.5;33.3;;66.1;66.5;76.1;6.0;6.8;4.9;;;;;;;;;;84.1;;;;;;;;;;;;
405;Zuid-Korea;1999;23.1;32.6;;66.9;66.4;74.6;5.4;6.4;4.7;;;;;;;;;;80.7;;;;;;;;;;;;
406;Zuid-Korea;2000;23.9;32.7;;68.0;68.7;75.4;3.7;4.1;3.6;547.0;559.0;532.0;552.0;561.0;541.0;525.0;519.0;533.0;81.4;;;;;;;;;;;;
407;Zuid-Korea;2001;25.0;32.1;;67.8;69.3;75.7;3.1;3.6;3.5;;;;;;;;;;85.9;;;;;;;;;;;;
408;Zuid-Korea;2002;26.0;31.7;;68.4;70.5;76.1;2.2;3.0;3.2;;;;;;;;;;88.2;;;;;;;;;;;;
409;Zuid-Korea;2003;29.5;30.9;;66.5;69.6;76.4;2.2;3.3;3.1;542.0;552.0;528.0;538.0;546.0;527.0;534.0;525.0;547.0;93.6;;;;;;;;;;;;
410;Zuid-Korea;2004;30.5;31.7;;66.4;70.1;76.7;2.6;3.5;2.9;;;;;;;;;;96.8;;;;;;;;;;;;
411;Zuid-Korea;2005;31.6;30.9;;65.9;70.1;76.8;2.9;3.8;2.9;;;;;;;;;;100.0;;;;;;;;;;;;
412;Zuid-Korea;2006;32.9;30.2;;66.2;70.3;77.2;2.6;3.5;2.9;547.0;552.0;543.0;522.0;521.0;523.0;556.0;539.0;574.0;100.7;;;;;;;;;;;;
413;Zuid-Korea;2007;34.6;29.3;;66.0;70.7;77.2;2.4;3.3;2.9;;;;;;;;;;102.5;;;;;;;;;;;;
414;Zuid-Korea;2008;36.6;26.5;;66.1;70.7;77.1;2.5;3.3;2.6;;;;;;;;;;106.0;;;;;;;;;;;;
415;Zuid-Korea;2009;38.7;26.3;;65.3;69.6;76.1;3.0;3.7;3.5;546.0;548.0;544.0;538.0;537.0;539.0;539.0;523.0;558.0;109.8;;;;;;;;;;;;
416;Zuid-Korea;2010;39.7;26.1;;65.0;70.6;76.3;3.1;3.5;3.3;;;;;;;;;;110.1;;;;;;;;;;;;
417;Zuid-Korea;2011;;;;;;;;;;;;;;;;;;;112.6;;;;;;;;;;;;
418;Zweden;1990;;;;;;;;;;;;;;;;;;;79.4;;;;;;;;;;;;
419;Zweden;1991;25.2;;;82.8;91.0;94.2;2.6;2.3;1.1;;;;;;;;;;84.5;;;;;;;;;;;;
420;Zweden;1992;25.8;;;;;;;;;;;;;;;;;;84.4;;;;;;;;;;;;
421;Zweden;1993;;;;;;;;;;;;;;;;;;;84.6;;;;;;;;;;;;
422;Zweden;1994;27.0;;;;;;;;;;;;;;;;;;85.4;;;;;;;;;;;;
423;Zweden;1995;28.3;;;77.7;83.5;89.0;10.1;8.7;4.5;;;;;;;;;;85.5;;19.9;19.8;;;;;;;;;
424;Zweden;1996;27.4;;26.5;;;;;;;;;;;;;;;;89.6;;23.3;22.9;;;;;;;;;
425;Zweden;1997;21.4;;25.0;67.2;78.6;85.0;11.9;9.4;5.2;;;;;;;;;;90.0;23.8;24.1;23.7;;;;;;;;;
426;Zweden;1998;21.7;25.2;;66.4;79.3;85.5;10.4;7.8;4.4;;;;;;;;;;90.2;24.0;24.4;23.9;;;;;;;;;
427;Zweden;1999;22.1;22.9;25.8;66.5;79.6;85.6;9.0;6.5;3.9;;;;;;;;;;89.4;25.4;25.4;25.4;;;;;;;;;
428;Zweden;2000;24.8;24.8;21.6;68.0;81.7;86.7;8.0;5.3;3.0;510.0;514.0;507.0;512.0;512.0;513.0;516.0;499.0;536.0;94.1;28.6;28.3;29.1;;;;;;;;;
429;Zweden;2001;25.6;27.0;17.5;68.8;81.9;86.9;5.9;4.6;2.6;;;;;;;;;;99.2;27.4;27.0;27.9;;;;;;;;;
430;Zweden;2002;26.5;27.4;18.4;68.2;81.8;86.5;5.8;4.6;3.0;;;;;;;;;;99.9;28.7;28.3;29.2;;;;;;;;;
431;Zweden;2003;27.3;26.4;;67.5;81.3;85.8;6.1;5.2;3.9;509.0;512.0;506.0;506.0;509.0;504.0;514.0;496.0;533.0;100.4;30.4;29.6;30.9;;;;;;;;;
432;Zweden;2004;28.1;27.9;;67.0;80.7;85.4;6.5;5.8;4.3;;;;;;;;;;99.8;31.1;32.0;30.9;;;;;;;;;
433;Zweden;2005;29.0;23.3;17.4;66.1;81.3;87.3;8.5;6.0;4.5;;;;;;;;;;100.0;31.6;32.5;31.4;38.3;38.4;31.4;;;;;;
434;Zweden;2006;29.7;23.2;18.4;66.9;81.9;87.3;7.3;5.1;4.2;502.0;505.0;500.0;503.0;504.0;503.0;507.0;488.0;528.0;99.2;32.2;32.8;32.2;;;;54.7;81.1;88.3;47.0;66.5;74.3
435;Zweden;2007;30.5;21.3;18.6;66.6;83.1;88.6;7.0;4.2;3.4;;;;;;;;;;103.3;33.3;34.5;33.1;;;;54.9;82.5;89.5;46.9;68.4;77.6
436;Zweden;2008;31.2;20.2;22.2;66.2;83.3;89.2;7.1;4.1;3.3;;;;;;;;;;107.0;;;;;;;;;;;;
437;Zweden;2009;31.9;20.7;22.2;64.2;81.3;88.1;10.0;6.2;4.3;494.0;493.0;495.0;495.0;493.0;497.0;497.0;475.0;521.0;111.4;;;;;;;51.4;80.2;89.5;45.6;68.6;75.9
438;Zweden;2010;34.2;22.0;24.5;63.8;82.0;88.1;11.0;6.1;4.3;;;;;;;;;;109.5;;;;;;;;;;;;
439;Zweden;2011;;;25.0;;;;;;;;;;;;;;;;108.8;;;;;;;;;;;;
440;EU-15;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;EU-15;1991;;;;;;;;;;;;;;;;;;;67.5;;;;;;;;;;;;
442;EU-15;1992;;;;;;;;;;;;;;;;;;;71.1;;;;;;;;;;;;
443;EU-15;1993;;;;;;;;;;;;;;;;;;;73.7;;;;;;;;;;;;
444;EU-15;1994;;;;;;;;;;;;;;;;;;;74.2;;;;;;;;;;;;
445;EU-15;1995;;;;;;;;;;;;;;;;;;;75.8;;;;;;;;;;;;
446;EU-15;1996;;;;;;;;;;;;;;;;;;;77.4;;19.4;18.2;;;;;;;;;
447;EU-15;1997;;;;;;;;;;;;;;;;;;;78.3;19.6;20.2;19.2;;;;;;;;;
448;EU-15;1998;;;;;;;;;;;;;;;;;;;79.0;20.0;20.7;19.8;;;;;;;;;
449;EU-15;1999;;;8.2;;;;;;;;;;;;;;;;80.3;20.7;21.4;20.6;;;;;;;;;
450;EU-15;2000;;;8.1;;;;;;;;;;;;;;;;81.6;22.0;22.6;21.9;;;;;;;;;
451;EU-15;2001;;;8.0;;;;;;;;;;;;;;;;83.6;22.5;23.2;22.1;;;;;;;;;
452;EU-15;2002;;;8.1;;;;;;;;;;;;;;;;86.0;23.2;24.0;22.8;;;;;;;;;
453;EU-15;2003;;;9.8;;;;;;;;;;;;;;;;87.9;23.5;24.3;23.4;;;;;;;;;
454;EU-15;2004;;;10.5;;;;;;;;;;;;;;;;88.8;24.3;25.3;24.1;;;;;;;;;
455;EU-15;2005;;;11.1;;;;;;;;;;;;;;;;90.1;25.1;26.8;24.4;24.3;33.1;27.9;;;;;;
456;EU-15;2006;;;11.0;;;;;;;;;;;;;;;;90.8;25.8;27.7;24.8;;;;;;;;;
457;EU-15;2007;;;10.7;;;;;;;;;;;;;;;;92.3;;;;;;;;;;;;
458;EU-15;2008;;;10.8;;;;;;;;;;;;;;;;96.1;;;;;;;;;;;;
459;EU-15;2009;;;10.7;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;
460;EU-15;2010;;;10.4;;;;;;;;;;;;;;;;99.1;;;;;;;;;;;;
461;EU-15;2011;;;10.1;;;;;;;;;;;;;;;;99.8;;;;;;;;;;;;
462;EU-25;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;EU-25;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;EU-25;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;EU-25;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;EU-25;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;EU-25;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;EU-25;1996;;;;;;;;;;;;;;;;;;;;;16.8;15.7;;;;;;;;;
469;EU-25;1997;;;;;;;;;;;;;;;;;;;;17.0;17.5;16.6;;;;;;;;;
470;EU-25;1998;;;;;;;;;;;;;;;;;;;;17.4;18.0;17.2;;;;;;;;;
471;EU-25;1999;;;;;;;;;;;;;;;;;;;;18.1;18.7;18.0;;;;;;;;;
472;EU-25;2000;;;7.6;;;;;;;;;;;;;;;;;19.4;19.8;19.4;;;;;;;;;
473;EU-25;2001;;;7.5;;;;;;;;;;;;;;;;;19.8;20.3;19.8;;;;;;;;;
474;EU-25;2002;;;7.6;;;;;;;;;;;;;;;;;20.5;21.0;20.4;;;;;;;;;
475;EU-25;2003;;;9.0;;;;;;;;;;;;;;;;;20.8;21.4;20.4;;;;;;;;;
476;EU-25;2004;;;9.8;;;;;;;;;;;;;;;;;21.5;22.2;20.9;;;;;;;;;
477;EU-25;2005;;;10.3;;;;;;;;;;;;;;;;;21.8;23.1;21.2;;;;;;;;;
478;EU-25;2006;;;10.1;;;;;;;;;;;;;;;;;21.5;22.9;20.8;;;;;;;;;
479;EU-25;2007;;;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;EU-25;2008;;;9.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;EU-25;2009;;;9.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;EU-25;2010;;;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;EU-25;2011;;;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;EU-27;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;EU-27;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;EU-27;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;EU-27;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;EU-27;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;EU-27;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;EU-27;1996;;;;;;;;;;;;;;;;;;;;;16.8;15.7;;;;;;;;;
491;EU-27;1997;;;;;;;;;;;;;;;;;;;;17.0;17.5;16.6;;;;;;;;;
492;EU-27;1998;;;;;;;;;;;;;;;;;;;;17.1;17.7;16.8;;;;;;;;;
493;EU-27;1999;;;;;;;;;;;;;;;;;;;;17.8;18.4;17.7;;;;;;;;;
494;EU-27;2000;;;7.1;;;;;;;;;;;;;;;;;18.3;18.8;18.2;;;;;;;;;
495;EU-27;2001;;;7.1;;;;;;;;;;;;;;;;;18.8;19.2;18.8;;;;;;;;;
496;EU-27;2002;;;7.2;;;;;;;;;;;;;;;;;19.4;20.0;19.4;;;;;;;;;
497;EU-27;2003;;;8.5;;;;;;;;;;;;;;;;;19.7;20.3;19.2;;;;;;;;;
498;EU-27;2004;;;9.2;;;;;;;;;;;;;;;;;20.3;21.0;19.6;;;;;;;;;
499;EU-27;2005;;;9.6;;;;;;;;;;;;;;;;;20.5;21.6;19.9;;;;;;;;;
500;EU-27;2006;;;9.5;;;;;;;;;;;;;;;;;19.9;21.2;19.2;;;;;;;;;
501;EU-27;2007;;;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;EU-27;2008;;;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;EU-27;2009;;;9.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;EU-27;2010;;;9.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;EU-27;2011;;;8.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;OESO;1990;;;;;;;;;;;;;;;;;;;63.2;;;;;;;;;;;;
507;OESO;1991;17.9;;;;;;;;;;;;;;;;;;66.5;;;;;;;;;;;;
508;OESO;1992;19.0;;;;;;;;;;;;;;;;;;69.8;;;;;;;;;;;;
509;OESO;1993;;;;;;;;;;;;;;;;;;;72.5;;;;;;;;;;;;
510;OESO;1994;19.2;;;;;;;;;;;;;;;;;;74.5;;;;;;;;;;;;
511;OESO;1995;19.3;;;56.5;73.3;84.0;10.8;7.3;4.6;;;;;;;;;;77.9;;;;;;;;;;;;
512;OESO;1996;20.1;;;;;;;;;;;;;;;;;;80.8;;;;;;;;;;;;
513;OESO;1997;20.2;;;57.2;74.3;84.2;10.2;6.7;4.1;;;;;;;;;;83.7;;;;;;;;;;;;
514;OESO;1998;20.3;;;57.4;74.6;84.4;9.4;6.5;4.0;;;;;;;;;;86.8;;;;;;;;;;;;
515;OESO;1999;20.8;;;57.7;75.0;84.5;9.3;6.1;3.8;;;;;;;;;;88.8;;;;;;;;;;;;
516;OESO;2000;21.2;;;57.8;75.4;84.7;9.0;5.7;3.5;;;;;;;;;;91.4;;;;;;;;;;;;
517;OESO;2001;22.1;;;58.0;75.4;84.7;8.7;5.5;3.3;;;;;;;;;;94.2;;;;;;;;;;;;
518;OESO;2002;23.4;;;56.5;74.6;84.2;9.8;6.1;3.8;;;;;;;;;;95.6;;;;;;;;;;;;
519;OESO;2003;24.3;;;56.6;74.4;83.7;10.0;6.3;4.1;500.0;506.0;494.0;500.0;503.0;497.0;494.0;477.0;511.0;97.1;;;;;;;;;;;;
520;OESO;2004;25.8;;;56.1;74.3;83.6;10.6;6.5;4.1;;;;;;;;;;98.1;;;;;;;;;;;;
521;OESO;2005;26.6;;;56.5;74.8;84.0;10.7;6.2;3.9;;;;;;;;;;100.0;;;;29.9;32.1;27.7;;;;;;
522;OESO;2006;27.1;;;57.3;75.5;84.5;10.1;5.6;3.5;498.0;503.0;492.0;500.0;501.0;499.0;492.0;473.0;511.0;101.8;;;;;;;44.9;70.3;84.4;49.4;64.5;76.1
523;OESO;2007;27.6;;;58.1;75.9;84.5;9.1;5.0;3.4;;;;;;;;;;104.0;;;;;;;45.3;70.9;84.5;52.5;67.0;76.7
524;OESO;2008;28.4;;;58.2;76.1;84.6;8.7;4.9;3.3;;;;;;;;;;108.0;;;;;;;;;;;;
525;OESO;2009;29.5;;;56.0;74.2;83.6;11.5;6.8;4.4;496.0;501.0;490.0;501.0;501.0;501.0;493.0;474.0;513.0;111.0;;;;;;;46.4;70.5;84.3;50.4;67.0;77.6
526;OESO;2010;30.3;;;55.5;73.7;83.1;12.5;7.6;4.7;;;;;;;;;;110.2;;;;;;;;;;;;
527;OESO;2011;;;;;;;;;;;;;;;;;;;112.0;;;;;;;;;;;;
